Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,sentiment,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,standardizedReview,mentionedFeature,mentionedSynonyms
297,297,166,2023-02-16 04:38:31,,I am having challenges with getting a certificate I have finished the web development course but couldn't get a certificate even python programming course am always unable to get the certificate,4,,Jonathan Chanda,,NEGATIVE,c0eba936-346d-4504-b75b-0427163ac4b6,https://play-lh.googleusercontent.com/a-/ACB-R5RJJW22gBrDfzX9SzpRQYXj2kKZbnWv1LYUEcXJjw,2.0,1.4.69,"Dear Jonathon, we are extremely sorry for the inconvenience you faced. But we are not clear about the issue, to fix the issue and to give you the best experience with our app we need to know them at first. Can you please share the issues with us at support@programming-hero.com? We love you a lot, we want you to have a smooth learning journey! ♥",2023-02-22 07:46:43,challenges getting certificate finished web development course couldnt get certificate even python programming course always unable get certificate,challenges,challeng
312,312,181,2023-02-11 23:37:16,,I want to be a premium customer but it is showing that it is valid till 31 January so can I still be premium or I have to wait ? Please reply.............................................,5,,845 Siddhi Burhanpure,,NEGATIVE,13037aa0-130e-4741-91c1-ba065fbc1340,https://play-lh.googleusercontent.com/a-/ACB-R5Q15j2dFuk-PesLHWEEtIU0OusE-14sK9CcK540uA,0.0,1.4.68,,,want premium customer showing valid till 31 january still premium wait please reply,status quo sloth,custom
326,326,195,2023-02-08 19:58:17,,"The lessons spend so long just talking about programming, especially in the java course; about the first five sections are just talking about java and its history, not teaching any programming. The lessons also often have strange phrasing that can be hard to understand, and sometimes sounds as though it went through google translate. Overall I found it frustrating with how long it takes to get to the content and how slowly it progresses.",2,,Ethan Hamman,,NEGATIVE,cc2c3de2-e901-41b8-b853-ba3e0a206a5d,https://play-lh.googleusercontent.com/a-/ACB-R5QSpQjlStVvJkIwMEiI50Y88xvUTGVypGJUEKQ-UQ,2.0,1.4.68,"Hey Ethan, we are continuously working on new updates. Grandma hasn't let us sleep for the last three months. ""Thank you for suggesting us!"" said Grandma, as she gave us a new task of your suggestion.
Yesterday she was counting the ratings and crying, we figured why: we're stuck at 4.8 ratings. 😢 You can make Grandma smile. ♥ you!",2023-02-22 08:04:57,lessons spend long talking programming especially java course first five sections talking java history teaching programming lessons also often strange phrasing hard understand sometimes sounds though went google translate overall found frustrating long takes get content slowly progresses,boosters,special
361,361,230,2023-01-30 11:11:45,,The app is extremely good and easy to use but my only challenge is that I subscribed to the premium version but not seeing any difference from when I had not make the subscription,4,,Okemini Nwabueze,,NEGATIVE,695c162d-e4c1-4ae0-9bd7-486212222fb7,https://play-lh.googleusercontent.com/a-/ACB-R5TbwscA512MwJ7u9S2j9TOenFn5AE7cGvwXJyRVzg,0.0,1.4.68,"Dear user, we are extremely sorry for the inconvenience you faced. But we are not clear about the issue, to fix the issue and to provide you the best experience of our app we need to know them at first. Can you please share the issues with us at support@programming-hero.com? We love you a lot, we want you to have the most smooth learning journey! ♥",2023-02-05 08:16:53,app extremely good easy use challenge subscribed premium version seeing difference make subscription,challenges,challeng
446,446,315,2023-01-15 13:42:39,,programming hero your. real hero because you help me to learn python whitehat jr give 144 classes rs 1lakh but you free difrence about you and white hat jr and etc coding learning paid app is he give personal teacher and you don't. but in free of cost this is best app I found,5,,Ayush Kesta,,POSITIVE,c8411db6-7f5f-45ba-807a-f3c9161270bc,https://play-lh.googleusercontent.com/a-/ACB-R5SOrPgCyy3fRBzW4ep4vHIA7zGKb41Sc8o8F-cZhg,0.0,1.4.68,,,programming hero real hero help learn python whitehat jr give 144 classes rs 1lakh free difrence white hat jr etc coding learning paid app give personal teacher dont free cost best app found,status quo sloth,person
464,464,333,2023-01-11 02:33:22,,"Disappointed with the service, thinking paid for a premium would help but still it still the same. 1. There is no response from the with the live support. 2. The explanation in the lesson is not detailed. 3. Inable to run command. Error messaged shown "" python not found. To install python, go to terminal and run this command. pkg install python"". When written at the terminal, messages shown command not found.",1,,F.R,,NEGATIVE,12126572-c5b0-48dc-a6db-fe31754a7496,https://play-lh.googleusercontent.com/a/AGNmyxYus5akIZQ6mIEtuML-zpD6ipek8B9KOAfmTCPY=mo,1.0,1.4.68,,,disappointed service thinking paid premium would help still still 1 response live support 2 explanation lesson detailed 3 inable run command error messaged shown python found install python go terminal run command pkg install python written terminal messages shown command found,torture breaks,live
483,483,352,2023-01-06 16:05:31,,"The app is wonderful but update is slow. The lectures are great, especially for python.",5,,Abraham Lawal,,NEGATIVE,dc2c61b9-a29e-40fc-bc8e-e249b546886e,https://play-lh.googleusercontent.com/a/AGNmyxbqdLXs-pfSDo-ik2qzSxjsqzoj9_LpuCGfTf2B=mo,0.0,,,,app wonderful update slow lectures great especially python,boosters,special
505,505,374,2023-01-01 08:51:14,,"The lessons are very easy to follow. Challenge problems indeed reinforce the concepts learned in each lesson. And most of all, the support team is very approachable.",5,,Paula tagumasi,,POSITIVE,3a800025-3082-4eb3-a6d8-b7103f86c0e9,https://play-lh.googleusercontent.com/a-/ACB-R5QN2DGDMJoKCLug9-5MqG7f-pf-Ck-4kfNPxXFuSw,0.0,1.4.68,,,lessons easy follow challenge problems indeed reinforce concepts learned lesson support team approachable,challenges,challeng
515,515,384,2022-12-29 07:29:40,,"Premium subscription of this app is totally scam! Almost nothing new in premium subscriptions. Even their ""Premium Live support"" is the worst support you can imagine. I didn't get even a reply of my messages. I also tried their customer care number, and those were not answered either. They said Their customer service will be available Sat-Thu, 10:00 AM to 7:00PM. It's 6:28PM of thurday now and I'm trying their all possible customer care channel for last 20 minutes, all attempts failed. 🙂",1,,MD RAZIB HUSAIN,,NEGATIVE,8e4532dc-e149-4a4c-bd54-b25760ced648,https://play-lh.googleusercontent.com/a-/ACB-R5SJl2o_AOuUPyPEPFutyidytCdn1E2oX6FrvKCYs1s,0.0,1.4.68,"Dear Razib, we are extremely sorry for the inconvenience you faced. We are trying to provide better service and we are improving us everyday. We don't make fake promises, you know that! Our Grandma loves you a lot and she has already taken care of your issue. We wish if you could love her back a little! ♥♥♥",2023-01-05 08:26:54,premium subscription app totally scam almost nothing new premium subscriptions even premium live support worst support imagine didnt get even reply messages also tried customer care number answered either said customer service available satthu 1000 700pm 628pm thurday im trying possible customer care channel last 20 minutes attempts failed,"torture breaks, status quo sloth","live, custom"
535,535,404,2022-12-25 16:09:03,,"Well I enjoy using the app especially the offline mode, but I have a problem I can't code unless I install python on the app, I've tried but it didn't. Could you guys make a version with an already installed python on it",5,,Philbet Odigie,,NEGATIVE,df5174a9-6e7e-4825-b42c-4bcf008b7e02,https://play-lh.googleusercontent.com/a/AGNmyxZJDrLOuKDuiBOGZmVp84gQHwsoi1CiMhrswf3j=mo,0.0,,"Dear Philbet, thanks for suggesting us with a great idea! But here is the problem you may face, if we make a version with pre installed python, then the size of the app will be much bigger than it is right now. Which may create an issue to many users, that's why we had to keep it like that. Hope you understand! But we loved your idea as we love you",2023-01-05 10:44:25,well enjoy using app especially offline mode problem cant code unless install python app ive tried didnt could guys make version already installed python,boosters,special
560,560,429,2022-12-19 21:49:04,,Supongo que a muchas personas les gustaría que la app tuviera una opción en Español,4,,Drinking Water,,NEGATIVE,5d33489c-6465-44ab-bd58-049857424d61,https://play-lh.googleusercontent.com/a/AGNmyxZ52h0kXwpWN-9KIHnYtZTNUlZ9Bfl9ytrq-UKe=mo,0.0,,"Hey, we are continuously working on new courses and features. The translation feature is coming soon in next three months. Grandma is very busy with it now a days.
Yesterday she was counting the ratings and crying, we figured why: we're stuck at 4.8 ratings. 😢 You can make Grandma smile. Love you! ♥♥♥
",2023-01-05 10:36:48,supongo que muchas personas les gustaria que la app tuviera una opcion en espanol,status quo sloth,person
582,582,451,2022-12-14 16:32:41,,"I was looking for bite sized challenges on JavaScript, but this app does not offer it.",2,,Antonio A,,NEGATIVE,67f2cb55-05f3-4cbb-999f-c4ead25772e6,https://play-lh.googleusercontent.com/a/AGNmyxaFCsFmLz2gWletBMZ9D9AvATqV31D7nHg0bmTf5g=mo,0.0,1.4.68,"Hey Antonio, we are continuously working on new courses and features. Grandma hasn't let us sleep for the last three months. ""Thank you for suggesting us!"" said Grandma, as she gave us a new task of your suggestion.
Yesterday she was counting the ratings and crying, we figured why: we're stuck at 4.8 ratings. 😢 You can make Grandma smile. ♥ you!",2023-01-05 10:25:42,looking bite sized challenges javascript app offer,challenges,challeng
596,596,465,2022-12-12 16:24:34,,This App is very very important especially for those that want start from the scratch.,4,,Abuabdrhmn,,POSITIVE,03dd5fff-1341-4f8f-a7f5-8e88f5a0b6ed,https://play-lh.googleusercontent.com/a-/ACB-R5Sl-EtbkOjoeMzowk--5fMkP-D42AL_3aG9d_ag_A,0.0,1.4.68,,,app important especially want start scratch,boosters,special
626,626,495,2022-12-07 19:05:28,,"I've downloaded so many of these apps recently but this is by far the most fun and enjoyable, especially for the Black Friday premium deal!",5,,Ellen Cooper,,POSITIVE,596bc33f-1c3e-4cdc-bb7c-d10bd9ad3dfd,https://play-lh.googleusercontent.com/a-/ACB-R5SViOwmzDnF7h4o8e4HQwcfcVVBKkUupmFHEjhqBDk,0.0,1.4.68,,,ive downloaded many apps recently far fun enjoyable especially black friday premium deal,boosters,special
667,667,536,2022-11-27 14:02:49,,"Lies about being free even through it's not. Courses are locked behind a paywall. Can't even register a username. I put s1nistr4 and it says ""invalid username""? Please test the app before releasing it.",1,,Kai,,NEGATIVE,b6e71c82-0f00-449b-904d-89339c2ed6bd,https://play-lh.googleusercontent.com/a-/ACB-R5R_umy0tAZpuakydRYX4dzHLqlfd4eezLVJtoLywg,1.0,,"We love you, Kai!
70% of our app contents are available for free for you and that is enough for you to learn and get hired as a junior developer.
We hate money. But Grandma needs 5 McBurgers & Coca-Colas daily. The team needs to have a roof over their hair and drink caffeine and vegetables and study. And the server running cost is 😥.",2022-11-29 05:40:52,lies free even courses locked behind paywall cant even register username put s1nistr4 says invalid username please test app releasing,torture breaks,paywal
710,710,579,2022-11-16 20:44:11,,"For some reason, it takes me 5-10 taps on the Next button for it to register. Makes it rather annoying during challenges.",2,,Anastasia Lange,,NEGATIVE,85251734-5bbe-4ce4-ad2d-f21f27afae6a,https://play-lh.googleusercontent.com/a-/ACB-R5SRe2P1cLAhRzMHtWTnuC0HILblyEdrdOYtOCwB1A,1.0,1.4.68,"Hi Anastasia, Grandma is really worried about the error you faced. But she is not clear about your issue. She requested you tell us details with screenrecord of the error you faced so that we can fix it asap. Please mail support@programming-hero.com writing about your issue. We love you a lot! 💕",2022-11-20 07:03:55,reason takes 510 taps next button register makes rather annoying challenges,challenges,challeng
715,715,584,2022-11-15 08:53:07,,"The devs are super talented, this company have a super HR recruitment person!",5,,Abu Sufian,,POSITIVE,151e4246-471c-42e7-945e-a67508126cfe,https://play-lh.googleusercontent.com/a-/ACB-R5RnDRkhLMywD80T6oDm7vLWHTP2h1VeE-lZJad4Tg,0.0,,,,devs super talented company super hr recruitment person,status quo sloth,person
773,773,642,2022-11-05 20:52:09,,"wow this app is a very good app to learn programming and am given it 5 star, it doesn't have ads and it fun learning with this app ,I am personally recommending it to everyone who will like to Learn programming ,even if your are a beginner you will understand everything and become perfect, I really love this app. thank you.",5,,Micheal Chimaobi,,POSITIVE,c1946b1b-0896-4517-982d-c06c555ff112,https://play-lh.googleusercontent.com/a/AGNmyxawnTLIljhLpUeH66ItzzlwO0jyx2P7B9-as0s=mo,0.0,1.4.68,,,wow app good app learn programming given 5 star doesnt ads fun learning app personally recommending everyone like learn programming even beginner understand everything become perfect really love app thank,status quo sloth,person
817,817,686,2022-10-27 05:20:07,,Literally really good app for the programmers and i would suggest this app for every person who wants to be a programmer i even suggested this app to my friend and colleagues,5,,Ghalib Khan,,POSITIVE,38b55165-17d6-492e-ac0d-686b76b12b94,https://play-lh.googleusercontent.com/a/AGNmyxafIULh9JjLtiYM5jPg9v07xjurneKkFk0STZNP=mo,0.0,,,,literally really good app programmers would suggest app every person wants programmer even suggested app friend colleagues,status quo sloth,person
833,833,702,2022-10-24 11:48:50,,this app is fun like a game. it does not even contains any ads. but in premium you will get life support otherwise that you can ask your queries in written form as but I would be very glad if we got live support but anyways they want to make money so yeah I agree that they wanna make money. otherwise I love this.,5,,02. Abhinav Prem Patel,,POSITIVE,f8c4b2bb-3f0d-48c9-af1a-3f019fc26475,https://play-lh.googleusercontent.com/a-/ACB-R5SGOHJQ18UvUIt_hFKLyPq3OiOrK7xPnnRanXE-,0.0,1.4.68,,,app fun like game even contains ads premium get life support otherwise ask queries written form would glad got live support anyways want make money yeah agree wanna make money otherwise love,torture breaks,live
907,907,776,2022-10-08 22:38:22,,It is the best App to learn programming languages. specially to learn python.,5,,Hafiz ullah,,POSITIVE,05ef1636-ef58-467d-84d4-8e87f7ea9728,https://play-lh.googleusercontent.com/a-/ACB-R5TjstYGfMA5LIwsmpFXjZJI-lZJ14FdNm7Do0pPmA,0.0,1.4.68,,,best app learn programming languages specially learn python,boosters,special
1082,1082,951,2022-09-06 10:24:39,,"very talented person person,who created the ""Programming Hero""",5,,Dharavath Suguna,,POSITIVE,1cde4149-ac3f-47ab-a856-b38bf0e66918,https://play-lh.googleusercontent.com/a/AGNmyxZ5Nmi_ctp-cUm49LQaj-PZDYO7l2wr5ywtROg6=mo,0.0,1.4.68,,,talented person personwho created programming hero,status quo sloth,person
1175,1175,1044,2022-08-24 09:34:05,,"well, there should be an option that suits to the visually impaired person which means accessibility support for screen readers like talkback",3,,Sakibul islam,,NEGATIVE,b141d8ac-9cc0-4239-b3cc-25d6a228420f,https://play-lh.googleusercontent.com/a/AGNmyxYb_MNpJZ8zQ-vQpX0Z_uqYRu4WcY4fSj4DyuEl=mo,1.0,1.4.67,"
Hey Sakibul, we are continuously working on new courses and features. Grandma hasn't let us sleep for the last three months. ""Thank you for suggesting us!"" said Grandma, as she gave us a new task of your suggestion.

Yesterday she was counting the ratings and crying, we figured why: we're stuck at 4.8 ratings. 😢 You can make Grandma smile.
",2022-09-12 06:44:42,well option suits visually impaired person means accessibility support screen readers like talkback,status quo sloth,person
1257,1257,1126,2022-08-11 17:47:58,,this app is really good especially for beginners,5,,Olubayo Oreoluwa,,POSITIVE,f8e363ff-1e27-4bc7-8e1c-761791b498a3,https://play-lh.googleusercontent.com/a/AGNmyxaVpX2eEMfdicm7RgO105zNJCBuWxVXCU559Uaq=mo,0.0,1.4.66,,,app really good especially beginners,boosters,special
1320,1320,1189,2022-08-02 02:24:22,,App is having the issue while all the topics can be read the final challenge topic is not opening not in a single topic completion final challenge is getting open and its frustrating it feels like i m leaving something out coz of this and there is no option to go back in topic is u miss something or want to read again the only way is to get out all the way and then start topic from page 1.,1,,Ainam Aftab,,NEGATIVE,237718ad-4ce0-47fd-b544-d22522a36f72,https://play-lh.googleusercontent.com/a-/ACB-R5SKjSu9ya4Oau4UM4U4es5NT482dOi9NQJrKsNP6g,0.0,1.4.66,"Dear Ainam, we already fixed this issue and the updated version is waiting to be live soon. Please don't leave us right now! We love you a lottt! ♥",2022-08-14 00:45:15,app issue topics read final challenge topic opening single topic completion final challenge getting open frustrating feels like leaving something coz option go back topic u miss something want read way get way start topic page 1,challenges,challeng
1322,1322,1191,2022-08-01 14:01:15,,"once you logout your account from app, app refuse to recognize you later with the same account very very very disappointed",1,,Manmaya Bashyal,,NEGATIVE,22af4bf6-ea58-4718-825e-6547a86a236f,https://play-lh.googleusercontent.com/a/AGNmyxaW82keXVG6lfrwhyY9WnSoZha7napptlkc8X4G=mo,0.0,1.4.66,"Manmaya, we'll need a more details before we can eat this recognize issue up. Send them at support@programming-hero.com. Yesterday Grandma was counting the rating and crying. I am afraid. I want to be by her side. We're fast for you however. You're more important. Your issues will be solved. Grandma needs 5 stars too though.
We love you, Manmaya!",2022-08-14 00:39:51,logout account app app refuse recognize later account disappointed,status quo sloth,account
1428,1428,1297,2022-07-17 16:22:23,,"This app is amazing!!. The text is converted to speech, making it very easy to use and beginner friendly. The app also offers many programming languages like C, C++ etc. The only problem i faced while using it, is that some galaxies especially in python are not complete ie next steps are not unlocked. Otherwise Its a good app",4,,C Omon,,POSITIVE,a5ef152e-356f-48cf-a415-4dc5eae643ff,https://play-lh.googleusercontent.com/a-/ACB-R5RTReu_mICRsyWNkIsPlRX9_8qADn0-kDI3q1j-1Q,3.0,1.4.66,"Dear user, Grandma is very much worried as your learning is hampered. She promises you that this issue is going to be fixed very soon. For now, a temporary solution is uninstalling and reinstalling the app and trying again. But this is irritating, we know that, that's why the permanent solution is on the way. Love you! 💖
",2022-07-18 13:49:30,app amazing text converted speech making easy use beginner friendly app also offers many programming languages like c c etc problem faced using galaxies especially python complete ie next steps unlocked otherwise good app,boosters,special
1464,1464,1333,2022-07-11 23:17:29,,"This app is so much helpful for me. But some time this app get disturb. For example, when I try challenge, it often does not work",3,,mahmud tawfiq,,NEGATIVE,0b150fa2-079e-4ef1-930a-021812dcf115,https://play-lh.googleusercontent.com/a/AGNmyxawEzUpjBFdi-4fFz8qpZjQ4v-0NKMqE-aLdqir=mo,0.0,1.4.66,"Dear Mahmud , we'll need a few more details before we can eat this issue up.
Send them at support@programming-hero.com.
Yesterday Grandma was counting the ratings… and crying. I am afraid. I want to be by her side. We're fast for you however. You're more important. Your issues will be solved. Grandma needs 5 stars too though.
We love you! 💖",2022-07-17 14:01:11,app much helpful time app get disturb example try challenge often work,challenges,challeng
1483,1483,1352,2022-07-09 06:01:11,,Awesome app. It’s very good for the person who wants to learn python. It explains everything clearly. I like the app.,5,,kamal pasha,,POSITIVE,c28baa73-9ca3-45e7-893d-56d2bd6e9f1f,https://play-lh.googleusercontent.com/a-/ACB-R5SNuUXDV-pZQU5BeSMAYWtGQX5f-B3kHFMy6ASuDA,0.0,1.4.66,,,awesome app good person wants learn python explains everything clearly like app,status quo sloth,person
1555,1555,1424,2022-06-28 01:18:32,,"This one is right up there, good for learning and even those wanting to brush up. Bit of a bug when it hangs trying to log in or creating an account. But the app itself is top notch.",5,,Joshua McDonald,,POSITIVE,864d46da-32e3-487d-a11c-e3c53cf6d66d,https://play-lh.googleusercontent.com/a-/ACB-R5Tm-58GZBf_0R2KOR_jEk00HpELiBLss1EokN9hOg,1.0,1.4.66,,,one right good learning even wanting brush bit bug hangs trying log creating account app top notch,status quo sloth,account
1624,1624,1493,2022-06-17 06:00:00,,"So far only cleared the first area/galaxy but I can already say that the app is simply amazing, clean design, well explained subjects and doesn't force you to go premium by adding annoying pop up ads and hiding main features behind a paywall.",5,,Kais Torkmani,,POSITIVE,1d437767-fc0b-4460-8a48-1ae2975f30b1,https://play-lh.googleusercontent.com/a-/ACB-R5R-GJiQN80ETTbhAbux_MofsybWhUPXEb_CZwRkXg,1.0,1.4.66,,,far cleared first areagalaxy already say app simply amazing clean design well explained subjects doesnt force go premium adding annoying pop ads hiding main features behind paywall,torture breaks,paywal
1961,1961,1830,2022-05-03 11:50:19,,Love the app ... I want to make an in app purchase but am not old enough to have a bank account and I don't have a children account ...thenks for making my road to programming a smooth one 😁😁😁.... Love u developers and keep up the good work 👍,5,,Daniel Fedelis,,POSITIVE,8aa480f6-1340-4717-b684-75bb64b4acc9,https://play-lh.googleusercontent.com/a/AGNmyxZB2U_G3ybiABBVBXHHCgGVq3XcEbfYUUzViINz=mo,1.0,1.4.65,,,love app want make app purchase old enough bank account dont children account thenks making road programming smooth one love u developers keep good work,status quo sloth,account
2017,2017,1886,2022-04-25 16:17:11,,"Nice, just a bit childish, account is not working, does not even sync my phone with my tablet while syncing is one of the first things to expect, a non working account is very suspicious, they probably sell your info to companies, do not create an account!!!!",4,,Chris Roossien,,NEGATIVE,355d7f91-f540-43dd-b278-e2afb6001dfa,https://play-lh.googleusercontent.com/a-/ACB-R5R9TMilljo-ufJY7rTfTce9hlhcKo9rEmIkRRnvLw,1.0,1.4.65,"Dear User,
We apologize for this experience. We would need to speak with you to better understand the problem you encountered. Please contact us at support@programming-hero.com so we can help resolve this issue. we strictly maintain our user data privacy its our first priority we never sell our user data thank you .",2022-05-11 06:33:53,nice bit childish account working even sync phone tablet syncing one first things expect non working account suspicious probably sell info companies create account,status quo sloth,account
2341,2341,2210,2022-03-03 05:00:42,,Its just the best app for teaching kids how to code. The way of teaching is just like a normal average person speaking to you about coding! I don't know about others but I surely like it the most. 5 stars from me.,5,,Kritarth Choudhury,,POSITIVE,5ce88572-bf9c-48d1-b807-22afadb873ce,https://play-lh.googleusercontent.com/a/AGNmyxZ2Pa3N99iQmngNfTqzXsJ8JpG4ERUEvKlvvl_fgA=mo,6.0,1.4.64,,,best app teaching kids code way teaching like normal average person speaking coding dont know others surely like 5 stars,status quo sloth,person
