Unnamed: 0,date,content,rating,isEdited,userName,title,developerResponse,sentiment,matched_python,reviewId,userImage,review,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,standardizedReview
459,2018-05-25 11:26:32,"In python 3 tutorial, to test out of basic, the question asks to add 4 to x and then print. Upon pressing check, the keyboard simply keeps prompting so it is impossible to move on because cannot press check. Then run out of lives. Please fix. And then pressing top right corner after returning from Run out of Lives message crashes the app.",1,False,Ax128,Bug in Testing Out,"{'id': 3604566, 'body': 'Hi, \nPlease contact us via info@sololearn.com and we will help!', 'modified': '2018-05-26T11:22:44Z'}",NEGATIVE,python,,,nan,,,,,nan
498,2022-09-01 23:20:26,"I just downloaded the app, I’m wanting to learn the basics of python before my lesson tomorrow. The app helped me understand basic python operations. I will see tomorrow if it has helped",4,False,Aiden-R-Cox,Great App So Far,,POSITIVE,python,,,nan,,,,,nan
522,2019-03-02 16:35:51,Best among all programming apps so far and I kept on enjoying the lessons in python and other programming languages too. Download this application and start programming on the go. I love it 😍😊,5,False,Bla ethical,Best and enducative,,POSITIVE,python,,,nan,,,,,nan
555,2018-03-31 21:20:11,This is my first time trying python but I already know C so I just need to learn the differences between the 2 languages.,5,False,Diggee17,Fun way to learn new language,,POSITIVE,python,,,nan,,,,,nan
558,2021-09-21 00:26:31,"Great app, adds are a bit annoying, but I learned python originally with this app, it’s pretty great.",5,False,TuMadre673,Duolingo for programming languages!,,POSITIVE,python,,,nan,,,,,nan
622,2019-05-02 17:34:00,This app is exactly what I was looking for it has both C++ and python (among other languages) which I was looking for to help me program my Raspberry Pi and my Ardwino!,5,False,Fmbfhnchndghbdghvxvbvvv,Amazing!,,POSITIVE,python,,,nan,,,,,nan
809,2022-01-22 18:17:27,You spelt python wrong - “phyton” might want to fix it as it could confuse people.,4,False,randim stue,Spelling error,"{'id': 27675879, 'body': 'Hello! Thanks for your feedback!  Please send more detailed information to us at info@sololearn.com so that we can help resolve the issue. Looking forward to hearing from you!', 'modified': '2022-01-26T13:48:51Z'}",NEGATIVE,python,,,nan,,,,,nan
848,2019-07-11 19:41:44,This app makes learning python easy and fun. It explains programming concepts well. Totally recommend!!!,5,False,ironstiene,Python programming,,POSITIVE,python,,,nan,,,,,nan
854,2017-10-29 02:42:35,I am fascinated with coding. And this is the app for me! Currently I'm learning C++ and python 3! And I can't wait to learn more!,5,False,RichBaker,Wow! This is helpful!,,POSITIVE,python,,,nan,,,,,nan
870,2021-02-15 11:04:21,I deleted the app just bc when i try to do a exercyse in the python section the app just force quite,3,False,Vice ggg...,Glitch,"{'id': 21112218, 'body': 'Hello! \r\nThanks for your feedback!\r\nPlease send more detailed information to us at info@sololearn.com so that we can help resolve the issue. \r\nLooking forward to hearing from you!\r\n', 'modified': '2021-02-17T12:04:02Z'}",NEGATIVE,python,,,nan,,,,,nan
882,2019-07-09 06:08:49,Great way to learn python start with basics go onto advanced levels to be a pro!,5,False,Coder88,SoloLearn Review,,POSITIVE,python,,,nan,,,,,nan
902,2022-06-16 14:29:35,"Can you update python to be current, some aspects are outdated.",4,False,sloweee188,Python 3,,NEGATIVE,python,,,nan,,,,,nan
942,2021-02-20 17:10:05,"I always like to check out coding apps to try and further my knowledge in my free time. I checked out how good the app was at teaching by checking intro python. 

In their intro to string concoctionation they changed an int variable to a float. 

Then I noped out.

Can’t be changing basic stuff like that for beginners. So I can’t recommend this app.",2,False,ZekeReviews,Had the correct answer wrong.,,NEGATIVE,python,,,nan,,,,,nan
964,2017-12-09 08:38:11,After update on Russian language program shut down in python  function and module 8/9,3,False,Hanasoolo,Crashe,"{'id': 2000951, 'body': 'Hi, Please contact us via info@sololearn.com and we will help!', 'modified': '2017-12-12T07:19:02Z'}",NEGATIVE,python,,,nan,,,,,nan
1078,2020-04-15 04:20:11,I’m learning python and it’s going great,5,False,KyKP0,Awesome,,POSITIVE,python,,,nan,,,,,nan
1197,2017-12-12 16:00:40,The lessons are good but the questions require a calculator not an understanding if python.,2,False,Dferriman,Learn more math than python,,NEGATIVE,python,,,nan,,,,,nan
1363,2022-10-15 14:31:34,"I was watching some beginner python tutorials on YouTube. Thought I understood most of it.

Then I decided to try Sololearn because it also had an intermediate course. I went onto intro to python because I hadn’t fully completed the yt tutorial. I found lots of things that weren’t taught so well I’m the YouTube tutorial and it also allowed me to practice actually typing the code. It also has interactive code.

Great community on this too.",5,False,BlockMasterT,Filled in early gaps,,POSITIVE,python,,,nan,,,,,nan
1369,2022-10-04 16:32:58,"My wife is a data engineer and has been wanting me to learn a little bit about what she does, so I tried a couple of different options. This so far has been the best one. The information is concise and there is practice throughout each lesson. However, there is some information that I’ve learned from my wife and the book she used to learn python that contradicts the way they are teaching me, which is fine. There’s more than one way to get to answer, however she did say that as I progress these little differences will cause problems. Either way, I’ve been having a lot of fun learning what she does.

Additionally, I learn by having a lot of practice to implement what I’ve learned. I subscribed to the pro version because I was under the impression that I would have unlimited practice. However, that is not the case. I’ve completed over 20 lessons and the only practice I’ve had is the the built in code coach near the end of each lesson. I’ve yet to have an option for additional practice with new questions. This is a huge bummer for me and I will likely cancel my subscription because of it and just use the free version.",3,False,BlackSmithToo,Disappointed in Pro Version,"{'id': 32485044, 'body': 'Hey, Thanks for your feedback. We work tirelessly to improve our content, platform, and services by listening to and responding to members of our community. We value every piece of feedback we get and we love to hear ways to make Sololearn a better place for coders. Your suggestions have been forwarded to the Product team for consideration.', 'modified': '2022-10-10T13:12:43Z'}",NEGATIVE,python,,,nan,,,,,nan
1381,2022-06-24 18:48:45,"You cannot restart a course which is a huge problem because you cannot review easily. I could care less about the point system.

My experience is with the python course(s) for the most basic things, the explanations are sufficient, but In my opinion, they don’t know how to teach in general. I study some psychology and am good at turning around and teaching things I learn. Many times the questions are confusing or try to get you solve something that hasn’t been explained well at all OR they intentionally make it so challenging that you basically are forced to give up and look at what other people are saying or look at the answer. I don’t have a problem with the right level of challenge because you grow from it, but if challenges are consistently too difficult, humans tend to give up (when you train a dog or a human baby, it is the same. Btw, usually the dog isn’t the problem. It is the trainer. Telling a dog they are a stupid idiot does nothing to make the dog better). About 3/4 of the topics, people in the comments explained the topic better than the app does.. I recently started watching bro code on YouTube. Much better. I was going to use this as a back up resource to refresh my memory of certain topics from a different perspective, but it is too much trouble.",2,False,Fushigimigi,Frustrated,"{'id': 30663362, 'body': 'Hey,\nThanks for your feedback.\nWe work tirelessly to improve our content, platform, and services by listening to and responding to members of our community. We value every piece of feedback we get and we love to hear ways to make Sololearn a better place for coders.\nYour suggestions have been forwarded to the Product team for consideration.', 'modified': '2022-07-01T11:04:10Z'}",NEGATIVE,python,,,nan,,,,,nan
1390,2022-03-23 04:17:39,"I only just started the beginners python course, but I find the app useful, informative, and easy to use. There is a forum with every lesson slide, and ample opportunity to code right in the app and experiment.",5,False,Cyberus01,Noob here,"{'id': 28778636, 'body': 'Hey, Thanks for your feedback! We are happy to hear you had a positive experience at Sololearn! We value your input and encourage you to let us know more details about your experience with us. Enjoy Sololearning!', 'modified': '2022-03-25T10:22:10Z'}",POSITIVE,python,,,nan,,,,,nan
1420,2021-08-29 14:10:27,So far I have started on python and I am progressing fast because Sololearn is very helpful. I have tried another code learning app called Mino but Sololearn is much easy to use and I think there premium service is cheaper also.,5,False,Naches rider,Extremely Easy to Learn,,POSITIVE,python,,,nan,,,,,nan
1428,2021-07-14 04:18:02,"It is a amazing app and It is easy to learn Python for free! Also it has a code playground which most other apps don't have. Only problem I have is it removes or changes some things. One of the things it removes is the input message, you usually put what the thing says in the output when saying something in the parameters but this app does not let you put anything in it for some reason so it has a base popup. It also changed while loop syntax and many other things from normal python 3.",5,False,beatbotsyw,AMAZING APP but it changes syntax and other things.,,POSITIVE,python,,,nan,,,,,nan
1431,2021-07-16 08:50:48,"This application bombards you with various advertisements whenever it gets the chance. Every step that you take, results in a display of an ad, until you really can’t take it anymore. After a while, you feel that most of the time you spent in that app was watching ads instead of learning anything.

I learned python using this application, but not limited to it. I would learn about the existence of various concepts in python; however, I had very little chance to implement it and play with it myself on the application. Instead, I would go to other sources of learning like YouTube or other websites to have my hands on those concepts.",2,False,MAQorbani,So much advertisment,"{'id': 24004489, 'body': 'Hello!\r\nThank you for your feedback - we appreciate hearing from you.\r\nAds help keep most of the content on Sololearn free. If you would like an ad-free experience, you may upgrade to a PRO subscription.For more information please contact us via info@sololearn.com', 'modified': '2021-07-19T11:07:42Z'}",NEGATIVE,python,,,nan,,,,,nan
1447,2021-03-28 20:53:44,"This app is rare for having a built in code Interpreter. The only thing I might not like is the lack of updates to the language courses. Close to the end of the course, the information starts to get confusing to understand. No doubt, everyone should look for other different Sources to get their information from. To learn faster without the stress of getting stuck. I have started doing the new course for python for beginners and its is a great way to start. I do wish I can connect my apple and gmail connect to the profile. I also don’t get why they have a LinkedIn connect ability, but it doesn’t do anything to your skills or change your bio to the one of LinkedIn. I do like to see if they can push for learning computer service that can help the future employment for electronic Technicians for electric cars. If we are all going hard for ev tech. There is definitely going to be a need for those type of jobs. But if your just trying to dip your feet in. This app is great but later will need to pick up better tactics for learning programming.",5,False,mexame01,Great app for learning programming,,NEGATIVE,python,,,nan,,,,,nan
1458,2021-01-03 18:19:04,"Hi, I’m 10 years old writing this review! I have a few problems. First I tried python, and the first few problems were free but when I got further down, it kept telling me that I need pro to try to do the code on my own 😭😞!! Next If I don’t want to buy it then I can barely do anything on this game!! Finally I really like coding and was wondering if u could put some useful hacking classes in there!! If u don’t fix those problems then I’m going to have to delete the game. Even if I don’t want!! But so far it’s good 😌 but if u fix those problems it could be even better!!",3,False,doggie26nai,Could be better,,NEGATIVE,python,,,nan,,,,,nan
1499,2020-01-13 17:08:15,">>>my copy and paste from inside the app bug report

MY PLAN IS TO PURCHASE! But already have a large issue

I’m using an apple Smart Keyboard to learn to code.  Having done some java and c++ in engineering college, I know how necessary a keyboard is AND an efficient program that doesn’t have timesinks.

My issue: once I engage any answer blank with my keyboard, the green button to submit stays completely disappeared, no matter where I tap or swipe on the screen.  Having gone through four Smart Keyboards in the last year I don’t want to have to mechanically disconnect/reconnect it every lesson in order to submit as to help the longevity of my keyboard. 

The ONLY other way to use the Smart Keyboard and get the Green submit button to pop up is to make sure the cursor is in one of the blanks, click the down arrow on my keyboard, then click the world symbol to bring up the digital keyboards, X out of that keyboard (screen touch), and only then the submit button will show. That’s what i mean by a time sink going forward.  

		-if y’all have a cmd/ctrl+”x” command to bring up the lesson submit button up, that would be awesome.  Ideally, imo the user should just be able to tab his way after his last blank to bring up the submit button.
		-the “bug” may be the full screen mode that is engaged once a blank has been entered (even once exited!) while a Smart Keyboard is attached. I love the full screen, foreseeing future python program lengths; there just needs to be a way out in order to click submit and continue to the next lesson.

	-just realized this is true of the other buttons that surround submit like hint & unlock

Thanks for your time & I’m hoping there’s already a cmd+”x” that you have ready for me,
All Smart Keyboard Users",2,False,Raistt,Fix Smart Keyboard Issue and 5 stars in-bound,,NEGATIVE,python,,,nan,,,,,nan
1526,2019-08-19 19:53:56,While this is 1 of 6 apps I use to teach me to code on python this is the best app that I have it really taught me well and I like how there is a place to test your code knowledge and see what you can do and also it’s cool how you can get hints and you don’t have to pay to learn more so far at least I think I’m not too far in but I understand everything and it’s making me want to learn more about codes in python and it’s just an overall good app,5,False,mr mc chicken man,Good app,,POSITIVE,python,,,nan,,,,,nan
1530,2019-08-09 11:30:27,I’m really learning python 3 I never thought I could!!!!!😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😇😊😊😊😊😊😊😊😊😊😊😊😌😇😇😇😇😇,5,False,Sistiger,Amazing so far,,POSITIVE,python,,,nan,,,,,nan
1539,2019-06-21 18:00:41,Learning python code right now and it is the best I have tried yet.,5,False,MitchKis,Great for learning code for college.,,POSITIVE,python,,,nan,,,,,nan
1546,2019-06-04 15:59:40,"I made my own game on python before knowing about this program get it program anyways I got a rasparry pi
And learn code form my father then I looked on App Store for coding games and found sololearn I started by using java and python to improve my game.",5,False,0Hacker1,Review of SoloLearn,,POSITIVE,python,,,nan,,,,,nan
1575,2018-12-17 18:09:12,I am about half way through on learning python and it’s an app if you want a good start on programming or want to brush up on another language then it’s the perfect app. Practicing code is another thing.,5,False,Roberto_sees_all,It’s a good start,,POSITIVE,python,,,nan,,,,,nan
1618,2018-08-30 18:20:25,"One of the best features of this app is the comment section. People are very helpful in explaining and expounding on concepts, ideas not fully covered in the lessons. Feel free to ask questions too. The community is uber helpful. I also noticed that there are coding challenges as well and you can exhibit code you’ve created in the playground. I use this to review stuff on python I’ve forgotten after not having used the language for about 10 years and it’s been refreshingly helpful.",5,False,plainjosh,Great app,,POSITIVE,python,,,nan,,,,,nan
1625,2018-07-26 20:56:52,"I’ve learned 3 languages so far, and I’m working on my fourth (python) and I am extremely impressed with how this app teaches you how to program. Also, if you work on code on the app, it transfers over to your computer.",5,False,Futurepythonpro,Great for learning how to code!,,POSITIVE,python,,,nan,,,,,nan
1638,2018-06-19 17:09:38,"SoloLearn is really good- you get tons of coding courses for free. I’ve been using it for about two years now and it has rarely failed me. I recommend it first to anyone who asks me where they should learn to code. 

The Q&A is well-moderated and the courses are in good detail for the most part. The playground is a great place to test your code. All in all, Sololearn is a great tool if you want to test something really quick, or refer to a course if you are looking for quick information. This is especially useful when you have the app.

However, there are one or two problems I might report here in order that it gets fixed. In the mobile app, when you have the keyboard down in a code and click the < arrow button, it sees I havent saved the code and asks me to name it and save it. This is really useful, because without it I would have had too many projects lost because I never saved. However, it never prompts you if you have the keyboard up. For example, I was working on a project for over an hour on my mobile, and was expecting it to ask me to save when I pressed the < button (I had the keyboard up) and it never prompts me to save so all my progress was gone, which I was not expecting to happen. 

Also, some courses aren’t complete. The PHP course is missing a lot of important shadings revolving around opening and closing files.

I had spent long hard hours staring at a simple python program wondering why it wouldn’t work. It was a simple program: you input into one file, and the program puts the result in the output file. What would be an easy file error fix took me hours to troubleshoot (who knew that file.read() closes the file, resulting in errors if you want to read the file line by line?). Just these small tidbits of advice in the courses can save programmers lots of time.",4,False,Bill1971MD,"Its great, some problems though",,POSITIVE,python,,,nan,,,,,nan
1650,2018-05-18 05:24:15,It's such a great app. Free and resourceful. The most useful part is the help function. If you are serious about learning code this is the perfect app in my opinion. I took a python course in college and Istill thought this app was very useful.,5,False,gomezdan15,Finally,,POSITIVE,python,,,nan,,,,,nan
1673,2018-03-07 18:00:09,"I absolutely love this app, I've been looking all over for a good site to learn things like python and C++ but there are some negatives too, one big issue I see is that when I create a code with input I have to put all inputs in first before any of it will work but that's not how coding software works like python I've created lots of python code where the user inputs answers as the code is running

Example:  I have a gaming program I created with python and it asks questions as u go along to the point you have no idea what to input because, every input as multiple various outputs",4,False,Lycas25,Room for improvement,,POSITIVE,python,,,nan,,,,,nan
1696,2017-11-29 22:17:47,I just started using it to learn python. So far my experience is great!! There is nothing like it on the App Store and I highly recommend it for anyone wanting to learn to code. Plus it's free.,5,False,dhencksnnx,Amazing!!,,POSITIVE,python,,,nan,,,,,nan
44,2023-03-24 09:17:06,,1,,Sigma,,,NEGATIVE,python,db2659a3-2204-4463-a430-f26a44cf0a61,https://play-lh.googleusercontent.com/a-/ACB-R5SBXQYoAhZRcBcvuo22E-wtI9uDYrJaYLQDckxnAQ,Whre is the python basic course ??,0.0,4.41.1,,,whre python basic course
191,2023-03-20 00:54:43,,2,,Disha s,,,NEGATIVE,python,ecf00c4f-8fa8-474e-8abf-9c88cd67d8a4,https://play-lh.googleusercontent.com/a/AGNmyxZPuX0t_OtShTGSgvjpldFd1GTUEYgxswZAyA87=mo,Is not showing a python core,0.0,4.41.1,"Hi, Disha

Thanks for your feedback! Please let us know more information regarding your report by contacting us via info@sololearn.com so we can understand it better and try to improve our learning practice.",2023-03-20 08:05:03,showing python core
200,2023-03-19 14:45:28,,5,,Scrubnub,,,POSITIVE,python,fccc0ff5-fc74-4f1a-8b67-0e9bc8435496,https://play-lh.googleusercontent.com/a-/ACB-R5S-jCOKX3piQYcwdzWZMjmPm_nBdvTOFUbCzQHQFA,Very clean and simple. Good little app to use on the go while learning python.,0.0,4.41.1,,,clean simple good little app use go learning python
449,2023-03-09 09:47:30,,5,,Harish Dharani,,,POSITIVE,python,767c74d7-1f07-4b34-a1c8-d7ab380c9b43,https://play-lh.googleusercontent.com/a-/ACB-R5S5g8td_SAXY-wQhdOSLwPMBEvwkY81RyecMPuf3Q,Good.I learnt python well.I decide to many courses in python,0.0,4.40.0,,,goodi learnt python welli decide many courses python
486,2023-03-07 18:47:16,,4,,Dogg A. Rithm,,,POSITIVE,python,fd6c31c7-672e-4d22-9e17-e17060621fbb,https://play-lh.googleusercontent.com/a/AGNmyxawtc4AeQGyVvM-wbeEq3OL0N2XoGEL5Jm9SCFC=mo,"Better than any of the other programming learning apps on Google play, much more access to much fuller content with much better pricing. The beginning python lessons are great, they don't breeze over topics as much as the later ones, which seem to give diminishing returns, the harder the topic. The lessons on function defs, (especially args and kwargs), λs, OOP, dictionaries, recursion, all need more exercises and more varied examples.",0.0,4.40.0,"Hello!Thanks for your feedback!We couldn’t help but notice that you have given Sololearn a four-star rating but left positive comments. If you want to send us additional feedback, please reach out to us at info@sololearn.com.We'd be very grateful if you would then update your review to reflect your experience.",2023-03-06 07:33:42,better programming learning apps google play much access much fuller content much better pricing beginning python lessons great dont breeze topics much later ones seem give diminishing returns harder topic lessons function defs especially args kwargs ls oop dictionaries recursion need exercises varied examples
578,2023-03-03 22:09:42,,5,,Bray of fun,,,NEGATIVE,python,2fa840e1-328f-49a9-9567-5180f4a80bf8,https://play-lh.googleusercontent.com/a-/ACB-R5SYmTw9tJt5OSAoDwy7Fkt1x37phfbzy0m5-8CXvg,"I started the intro to python, It's good but a bit annoying when it asks you to use stuff it just straight up never taught, (only happened 2 times so far.)and as of right now that's my only issue",0.0,4.40.0,,,started intro python good bit annoying asks use stuff straight never taught happened 2 times farand right thats issue
629,2023-03-01 21:10:23,,5,,michael ofili,,,POSITIVE,python,77ca6083-c423-4add-8524-f8e17aba33be,https://play-lh.googleusercontent.com/a/AGNmyxYSM9QiGtx5pPfihuo-4DmoIARLzFqLQ63WiuUe=mo,this is a good learning app for python tutorial,0.0,4.39.0,,,good learning app python tutorial
655,2023-02-28 16:18:01,,5,,Hannatu Hambagda,,,POSITIVE,python,8f8e0158-5fe5-4d85-9d3a-c2708f4649f9,https://play-lh.googleusercontent.com/a/AGNmyxa_rifPuYUnEYILvg12xlgj2joO4KX4SshSlBAv=mo,Actually i first tried it on my mums phone. I learnt a lot of things. I started with Java and python,0.0,,,,actually first tried mums phone learnt lot things started java python
714,2023-02-26 13:35:24,,5,,Olutoki Israel,,,POSITIVE,python,34de3964-5611-456d-bb6a-47eef37484b3,https://play-lh.googleusercontent.com/a-/ACB-R5Rw0pGriwcNOGi7NoFytdB_wGZ-0y0yinL-28Pd6A,"I was looking for an app to teach me computer languages like html, python,etc. It seems to be the perfect app ☺️",0.0,,,,looking app teach computer languages like html pythonetc seems perfect app
724,2023-02-26 04:56:13,,5,,Shridharan Pr,,,POSITIVE,python,77fe3ad8-e96d-4c80-808c-8ee43cfc7096,https://play-lh.googleusercontent.com/a-/ACB-R5RMX6WfENwhfcE3V-gV5ydUxmmN1RDhF-9hYqtI,"It is the best app for learning coding if you are week in coding and you want to learn coding you can use this app it has many languages like python, C++,java,etc. Now I am learning python its cool to install this app you can build games for console etc. if you want to learn with fun please install this app I truely recommend you this is the best 🤙app you have many features in this app like you have leaderboard you have tests and you can earn ex and go up in the leaderboard you have leagues Tq.",0.0,4.39.0,,,best app learning coding week coding want learn coding use app many languages like python cjavaetc learning python cool install app build games console etc want learn fun please install app truely recommend best app many features app like leaderboard tests earn ex go leaderboard leagues tq
