Unnamed: 0,date,content,rating,isEdited,userName,title,developerResponse,sentiment,matched_python,reviewId,userImage,review,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,standardizedReview
1400,2022-04-16 05:38:47,,5,,Rotondwa Nethengwe,,,POSITIVE,python,e90b495c-bc0e-447f-9ac9-7cb8c8ee5f20,https://play-lh.googleusercontent.com/a-/ACB-R5TYtw2klx6HaxtRb_vv9xJtclvB6dffLoz-OLqlwA,All python basics for one to know is introduced very well,0.0,49.0.0,,,python basics one know introduced well
1430,2022-04-13 10:40:45,,4,,VenKat,,,POSITIVE,python,5724b047-4584-4479-9604-1e3d64bfea0a,https://play-lh.googleusercontent.com/a-/ACB-R5TTg5CuNqo-W7go-kl2ac9Zu_wq-yN_NOEMprB9yQ,"One of the best apps for learning python & other programming languages , It's has Excellent user interface with beginning friendly videos & quizzes which are so helpful for beginners , I would like to recommend this app for everyone !",0.0,50.0.0,,,one best apps learning python programming languages excellent user interface beginning friendly videos quizzes helpful beginners would like recommend app everyone
1467,2022-04-07 20:50:19,,5,,DIGITAL COOKING,,,POSITIVE,python,59e40190-4122-40d7-857c-2c109d9f1c92,https://play-lh.googleusercontent.com/a-/ACB-R5SV8UmYzmRzoHv7uKMDj0_dzYUoGNymP9W-MdawEQ,Great app to study python,0.0,49.0.0,,,great app study python
1510,2022-03-29 05:04:21,,5,,Dharmendra Singh,,,POSITIVE,python,112d9ecc-1a48-4a2d-b66c-bb959c5e8482,https://play-lh.googleusercontent.com/a-/ACB-R5QzLu-90fJRAFGg3D95LJK6dL5UIQMcquNdP3FntJw,Datacamp is offering curated path for python and data science.,0.0,49.0.0,,,datacamp offering curated path python data science
1586,2022-03-03 22:08:17,,4,,Hamid Nasir Wazir,,,POSITIVE,python,d4612070-b4b8-41c2-a7cc-7995da144834,https://play-lh.googleusercontent.com/a-/ACB-R5QNawJ0KgJeZpCt1BvkgNxBDJj6nUaezu3Salgu7A,Highly recommended app for python. Easy and understable.,0.0,46.0.0,,,highly recommended app python easy understable
1598,2022-02-26 13:00:19,,3,,Nihar Mehta,,,NEGATIVE,python,c2873582-511b-45fd-b612-fb41ef0efdc8,https://play-lh.googleusercontent.com/a-/ACB-R5QZ8_kuvw--cdII2N-RJhgKrft5JkgO0b1hCNpy32c,"Please add all the website course in the app, I'm following the python programmer career track on my pc but not able to access it on the app",0.0,46.0.0,"Hi There,

We're sorry to hear of the experience you're encountering and will certainly further look into this to provide the best resolution for you.

Could you kindly reach out to our Support Team by submitting a support request here https://support.datacamp.com/hc/en-us/requests/new? We are looking forward to hearing from you!",2022-02-28 02:09:08,please add website course app im following python programmer career track pc able access app
1636,2022-02-17 14:14:57,,5,,Charly Emmanuel,,,POSITIVE,python,d8f46aba-f1ff-4253-bba8-ce9784f48202,https://play-lh.googleusercontent.com/a-/ACB-R5SCPcKAK1anYUcZ8ugLUkbDYo5LP8eBanmaBKu8Wg,"The application is incredible. I shown great progress on python, thanks very much.",0.0,45.2.1,,,application incredible shown great progress python thanks much
1704,2022-02-06 08:40:00,,5,,Bridget Nwazue,,,POSITIVE,python,90098e27-8fd7-41ff-9187-25608216c6e0,https://play-lh.googleusercontent.com/a-/ACB-R5TZpwxvXogHadMf4vFHCK9bI0kHFNpekAentsj9YA,"Absolutely love the interactive python interface for a beginner like me, and thankfully I can try my hands on the many exercises to perfect what has been taught.",1.0,45.2.1,,,absolutely love interactive python interface beginner like thankfully try hands many exercises perfect taught
1710,2022-02-05 13:38:38,,5,,Supreme Success Academy online lectures,,,POSITIVE,python,869f9b47-bf35-4244-a86e-d69571597bd4,https://play-lh.googleusercontent.com/a/AGNmyxawApSZgA2Qk4U8i48v3nEVIDyRKga_dlfNGbrW=mo,"Data camp has been a good platform for me to learn python, I am really enjoying it.",0.0,,,,data camp good platform learn python really enjoying
1832,2022-01-04 20:32:18,,5,,AO Nur,,,POSITIVE,python,1393e8b9-6823-47e6-af9f-901a8d0cc60d,https://play-lh.googleusercontent.com/a-/ACB-R5TZsW2R95z7PMy0_GFH0nQm-APEqMr2yRP4wiNl3Xs,A great way to get some minutes of python practice everyday. And the lessons are very helpful,0.0,45.2.0,,,great way get minutes python practice everyday lessons helpful
1843,2022-01-01 23:08:05,,5,,Sunil Shah,,,POSITIVE,python,953ace81-f3e0-4f39-9aeb-682cb79d1321,https://play-lh.googleusercontent.com/a-/ACB-R5Ql0-HjbCcVk_imDi6r2dxnJ5wureVj-srsWICIUhU,Really good app to learn python and data science.,0.0,45.2.0,,,really good app learn python data science
1851,2021-12-31 06:35:58,,5,,Lawrence Mensah,,,POSITIVE,python,af50b5d4-aba9-46d0-a8bd-63e817af4d06,https://play-lh.googleusercontent.com/a/AGNmyxbqHWv-aGqV3y1cZd5bAmIaVcploKN5zZpVVtg9=mo,"I'm a beginner, just started with python and so far I like the experience.",0.0,45.2.0,,,im beginner started python far like experience
1887,2021-12-20 06:15:59,,5,,irfan khan mansuri,,,POSITIVE,python,c4b43914-35a8-4cb9-a975-4fc2d33624d0,https://play-lh.googleusercontent.com/a/AGNmyxYSPZPH_0zNWcKbUrBO1Bt1dBAyQIyFwI48arnc=mo,"This is really amazing, learn python is easy. Good learning experience",0.0,,,,really amazing learn python easy good learning experience
1892,2021-12-19 06:32:08,,5,,Utin Ime,,,POSITIVE,python,2b48e7a1-e6ee-4021-9129-38b926c448b0,https://play-lh.googleusercontent.com/a/AGNmyxZtARe0w1mRqt87vCueAfpp66TurES_YsQOol0h=mo,"The app is quite user friendly, makes python learning easy, I always look forward to my daily challenge",3.0,42.0.1,,,app quite user friendly makes python learning easy always look forward daily challenge
1905,2021-12-16 11:15:43,,5,,Goose Honk honk,,,POSITIVE,python,a345b1e4-5e4c-43df-9851-1f1105065cf8,https://play-lh.googleusercontent.com/a-/ACB-R5RhfsXD9F2HyUB2XMphUDsJHGjmyKz6bizvCmcqVg,"I would say this is my favourite app to learn python from. The videos are really nice, the exercises lets us do what was taught in the videos and you can just revise stuff from the flashcards. You can even test whether you've learned properly. In summary, this is one of the best apps to learn from.",16.0,45.1.0,,,would say favourite app learn python videos really nice exercises lets us taught videos revise stuff flashcards even test whether youve learned properly summary one best apps learn
1917,2021-12-12 15:33:03,,5,,emmanuel eghianruwa,,,POSITIVE,python,7eb95bad-1827-4be1-a954-8a86df9de37f,https://play-lh.googleusercontent.com/a-/ACB-R5SAgH5WlQ5i_qyhDdnlNc8Fn8_uNTvSCB-7l6WkxQ,Sweet. It give easy access to learning python and it's easy to understand,2.0,45.1.0,,,sweet give easy access learning python easy understand
1945,2021-12-04 13:23:40,,5,,Daniel M,,,POSITIVE,python,834ea737-eaf2-4e3b-93d4-b9ae88329270,https://play-lh.googleusercontent.com/a-/ACB-R5RtCAmCJUWP9XBCCELvF2k1tWVZCwPns8VW86y7EA,Amazing Experience. I can learn python and Data science right from my phone.,0.0,44.0.1,,,amazing experience learn python data science right phone
1959,2021-12-03 06:32:46,,5,,Chandrika Kadam,,,POSITIVE,python,0df48842-e9cb-414f-99a7-01ace8737e95,https://play-lh.googleusercontent.com/a/AGNmyxbQFCDFKGfm1toATCGRso23949c2mfIaoCFVg9N=mo,Amazing app for python. I wish they had free content for unlimited hours,0.0,,,,amazing app python wish free content unlimited hours
1976,2021-11-30 18:44:33,,5,,Ramiro Herrera,,,POSITIVE,python,25718371-a7ed-4805-97d3-2e34941cc9fe,https://play-lh.googleusercontent.com/a-/ACB-R5TxuX_0apmTNxKx8KRMB9W5Mzl3hcSuXb3p_QGM3Q,Best learning methodology. The app and website are amazing. Loads of courses and tracks. I've been enjoying the python courses. Subscription is worth every penny,1.0,44.0.1,,,best learning methodology app website amazing loads courses tracks ive enjoying python courses subscription worth every penny
1990,2021-11-27 07:59:04,,5,,Meet Doshi,,,POSITIVE,python,9a60dd00-190c-4ff9-b8fd-a29d91802a29,https://play-lh.googleusercontent.com/a-/ACB-R5SAhxdEfPEvnZ_QUELmZprf9QlcbFmQezvEhc7m9Ik,Wonderful app for pratice python,0.0,44.0.2,,,wonderful app pratice python
2006,2021-11-23 07:27:25,,5,,RAJATAVA SAHA,,,POSITIVE,python,3b9fedf9-1bd8-4790-9643-b354f381caed,https://play-lh.googleusercontent.com/a-/ACB-R5RhczNVLG8YVLFiy69D-IwLXK0aIC4QNsQ11mvaug,Very easy to use and its user friendly. Thank you for this amazing app for learning python😊,1.0,44.0.1,,,easy use user friendly thank amazing app learning python
2011,2021-11-21 12:04:13,,4,,Dante Kansepa,,,POSITIVE,python,1a766730-5f17-4c63-bcd0-d4dd5ceb96ed,https://play-lh.googleusercontent.com/a-/ACB-R5QLniBoPbMoq5jfBt2dvZB1pw_k1n-3NdwLBOSGXQ,It's beginners friendly to those who want to start learning python and also it has good data science and data analysis courses.,0.0,44.0.1,,,beginners friendly want start learning python also good data science data analysis courses
2022,2021-11-17 23:11:52,,5,,Edida Rajesh,,,POSITIVE,python,e2f6bd9d-1b53-459b-861c-944eba2e84bd,https://play-lh.googleusercontent.com/a-/ACB-R5RUJzlCVIrcKuqzAx_KLIBoDrkqxth2jkyRYxL7lZ0,I really enjoyed this app for learning python basics and etc.,0.0,42.0.1,,,really enjoyed app learning python basics etc
2037,2021-11-16 12:30:37,,4,,e swar,,,POSITIVE,python,096d659d-447e-41c7-9a17-1a48a84cc581,https://play-lh.googleusercontent.com/a-/ACB-R5TICp9dmZmCyuUuyMGg2Q6gxknprUDBV1DEWt80vw,"Best option for learning data science,python good for learning with excercises .",0.0,42.0.0,,,best option learning data sciencepython good learning excercises
