Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_python
206,3f172508-5e47-4fcd-bdc4-24850da025de,mrs taslimanasrin,https://play-lh.googleusercontent.com/a/AGNmyxYhqAlsoyOQwlwuCIH8cXTwBJzzD7WwuXYzKTTF=mo,"If I've anything of programming in my head that's for one and only Encode. It's very simple, but best for learn coding. As a programmer, I learn all the basics of python with the help of Encode. Also, if anyone has a metered network and he is finding an app where he can learn codes offline, He just needs only a selfless software name as Encode which is at the same time a very lite application that run silently in the background. Well, I'm using Encode to learn python and I'm deeply satisfied. ☺",5,33,4.6,2020-08-13 02:58:00,,,POSITIVE,python
217,d5e738b5-3af2-48d2-a001-3a43ed075c1a,Student of Life,https://play-lh.googleusercontent.com/a-/ACB-R5Qbf2J_b-kJe8XTj9O9qVnLRZU9UcSTAzmbum7udio,"Great for on the go python, HTML and CSS learning and review. Can't speak for the jscript portion",5,0,4.6,2020-07-25 21:53:13,,,POSITIVE,python
230,82e6dadf-f807-4505-99d3-1c3520cfc024,Nathan,https://play-lh.googleusercontent.com/a-/ACB-R5QSOYMfdojjBecDUzIXA1tqFjymJ65P2Q4sHZfgfA,"Awesome app am nolonger a stranger to coding thanks to encode it provides python , JavaScript as well as web development lessons it's best for 1 to use to know some info about coding",5,0,,2020-06-21 19:20:51,,,POSITIVE,python
283,2c11010b-0544-4653-bea3-9b4cde8a7505,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"it is so great! I learned python, java script, and HTML in a week! I am only 12 and it is easy, educational, and fun. Highly recommended!!!",5,1,4.6,2020-04-04 11:19:17,,,POSITIVE,python
291,8d072f1b-c9f4-4969-b714-42d068ac433c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Best coding teacher ever!!! I love the python coding the most. But it does became a headache if u don't understand the intrustions.😁😄,5,0,4.6,2020-03-20 05:47:49,,,POSITIVE,python
306,08c4bf36-b1e5-40db-a15a-e9e630bedcc8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It is a great app to learn coding. For ex. I am learning python. The reason why I gave 4 stars because there are some optional mini topics which you need pro version to understand. It's like taking money to learn.,4,19,4.6,2020-01-29 05:31:06,,,NEGATIVE,python
313,b46892cd-f0ed-4dbe-8c0b-ece9d5fa6280,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Great app for learning JavaScript basics. I don't know much about python, but if this app makes fun learning JavaScript so its good for python also",5,0,,2020-01-10 17:50:26,,,POSITIVE,python
329,18fc6181-d2c6-4cf5-bb43-044231409f0c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"😃😃Very nice app to learn coding free and easily with a variety of languages like -- HTML,css,python and etc",5,1,4.6,2019-11-14 02:23:40,,,POSITIVE,python
333,d8e3f451-dbfb-4bbb-9770-9957771578d2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"So far, the format and pacing of the lessons are ideal for me - not patronising, but not overly difficult either. Will update this once I've completed the python course.",5,1,4.6,2019-11-03 09:37:16,,,POSITIVE,python
368,8a710efe-3a13-48be-a943-d7910d91ffe9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This app has helped me learn python, web, and java script. This is also child freindly:)",5,0,4.6,2019-08-06 21:02:20,,,POSITIVE,python
388,37a5bb89-239b-45ed-92f9-41a4114f9327,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,in python session it takes so longer time to process the answer,3,1,4.6,2019-07-09 08:30:27,,,NEGATIVE,python
417,027eca7f-986d-4ca7-b545-fd7a0b2bffc3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I am learning. thats what I have to say. its a very helpful tool of learning JavaScript, python and HTML. ++ with only 5 dollars you get extra lessons which help alot im highly enjoying this app and I cannot wait to learn all of it",5,0,4.6,2019-06-07 16:15:20,,,POSITIVE,python
419,bf884691-9665-4641-8b6e-c068125c437a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"this is a fun and useful app that goes through simple lessons to learn python, javascript, and html. the ads are minimal and the free content is extensive",5,1,4.6,2019-06-06 00:21:24,,,POSITIVE,python
431,2fa7eb7c-30f4-46f1-9b2d-d19abbb50107,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pros: 2 languages. python and javascript. Explains a concept and then run the code as an example. next page they give you the barebones of the code and ask you to enter your own values. they include hotkeys with the code, so that instead of typing 10 you can click a button that SAYS 10 and it enters it in the code for you. Drawbacks: No ""coding playground"" to test code you have written. Too many lessons are ""pay to access"" Dont sell knowledge, add coding playground behind paywall instead.",4,5,4.6,2019-05-14 19:44:33,,,NEGATIVE,python
444,e397bc14-4c49-458d-ad70-8e49b53ef322,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"this app is brilliant! it makes us understand by step-bye-step! its really very useful and makes us master at JavaScript, web buildings and python! thank you so much for developing this greatest app! :)",5,0,,2019-05-04 13:53:43,Thank you very much! It's great to hear you're learning so much from our app!,2019-05-11 20:52:14,POSITIVE,python
503,0296387c-aa74-4577-a550-082a49bcdd00,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I loved it I downloaded it and in an hour I knew a lot about python,5,0,4.6,2019-02-17 07:32:45,,,POSITIVE,python
601,868aa401-f97b-4e1e-999d-3010fed092b4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Everything is paid plus not too much to offer. Everything they are teaching here can get from YouTube with a whole lot better content. Only js, python and html+css is available through minified content",2,9,4.5,2018-10-07 15:04:48,,,NEGATIVE,python
604,3c16fc3c-3f30-4c4a-b5ed-a537428aa290,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I am newbie in coding, and this app motivated me for this. Accidentally was installed in a few days, but yesterday I've buyed unlock for life-time(I hope) EncodePro, becouse it is at competitive price even by my poor in European context Bulgarian standarts. Every penny-worth app. Interactive at all. Full featured offline funktionality - tested, 5of5. Encode is like chatting with your favourite teacher who comments your answers and for extending knowledge give you tasks in historical background and facts, more intensive in Pro. 5of5. From didacting point of view 4.8of5. Why: I would like to see some kind of glossary apart although operators an syntax was explained via lessons and tasks to resolve. I hope this interpret triple or four [python, js, html & css] will be extend with other champions of InterpretLinguaCodes like PHP 'in battle', in competition to compilationative ones like Java and all C series. I think CompiLinguaCodes do one more needless and complicative stage in way from coding to execution ;-). Also I didn't note what version of Python learn here, in Encode (incl. Pro unlock) - whether 2 or 3th version or... I am wrong. Of course it will be a sweet cherry(ty) onto pie to learn both ones with explaining paralelism and aprior focus at Python 3. Most of all greetings to Upskew team for their great work! 5 stars from me.",5,1,4.5,2018-10-03 06:48:17,,,POSITIVE,python
607,d8c67a29-6c91-46ce-9e07-43b2d5112afa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Interesting app to get initiated in coding python and javascript. Just the very basics but interesting nevertheless.,5,0,4.5,2018-09-30 02:40:25,,,POSITIVE,python
675,3e0b771b-02a8-4cc3-a6f2-ab8cd96eb3d6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Is is python2 or python3??,4,0,4.3,2018-07-30 21:12:14,"Hi Sanyam

We teach Python 3. Thank you for your question.",2018-07-31 08:09:19,NEGATIVE,python
734,fa71f670-db69-4e8d-b133-3a12895edc7b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app is so useful it teaches you python for beginners.,5,2,4.3,2018-06-07 09:14:37,,,POSITIVE,python
806,b5fb051a-b03e-44e0-b525-7ec2d86f0398,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Is perfect app for all that are beginners on python exelent really useful 
❤❤❤❤❤❤",5,0,4.1,2018-04-17 06:25:45,,,POSITIVE,python
815,a56ff353-57d1-43ca-8798-6a126c614b25,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It is one of the best app to learn web and python. I love it most,5,1,4.1,2018-04-09 11:23:46,,,POSITIVE,python
840,ed607b18-6863-41c0-a9f5-1acea91fca3c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great app! Would give it 5 stars but I can't get past the adding numbers part in python because it just won't load the answer so stuck on loading screen,3,1,4.1,2018-03-29 08:52:48,,,NEGATIVE,python
934,8f6f2fde-0e2f-4190-8565-c04a09f5439b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It is a great app to learn code on and you can learn java script, python and html and css.",5,0,4.0,2018-01-16 20:46:01,,,POSITIVE,python
950,48d7a8c9-81a1-4d8d-9b08-23a296508485,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Good app for basic coding knowledge. New to coding and this app teaches a lot of early on syntax, gives good description and also simple concepts on basics. Bought the full version and the python course is very informing and helpful. This app is very simple however, if you have already gotten syntax and base functions for coding down on the different languages available this app isn't for you but if you're a noob this app is great.",4,3,4.0,2018-01-05 13:43:31,,,POSITIVE,python
967,ce58d08d-16dc-4f86-8b51-452857a149dc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The way of teaching is very good but I want to learn python deeply. It has only few tutorials. Can I learn more coding from your app.,5,0,4.0,2017-12-29 07:59:36,,,NEGATIVE,python
974,d78f3ff4-6f78-4d54-88f1-d0765fd4c165,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It is soo Amazing i knowz some of that python mama!,5,0,,2017-12-23 18:56:18,,,POSITIVE,python
975,5938ac00-7d44-402c-8d11-4b8e735a3efb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Best App UI/Ux design bringing all of programming language like Java/C#/C++/python/kotlin/etc could invite more user trust me....I search lots of app but does not like Encode simple yet understandable hehehe keep it up with new languages...,4,29,4.0,2017-12-23 14:37:46,,,POSITIVE,python
976,68275fd5-28e7-45dd-870a-3271cab20537,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love the idea and everything but i wish you could select the programing lang more interested in python then java script ** As you can see from the reply now with python (ill be it a bit to late for me but actualy really quick never the less about to finish getting a software dev cert with a focus on C# and learned python while i was there) **,5,0,2.6,2017-12-23 11:13:18,"Hi DJOK1,

Thanks for your review of Encode.

Since your review, we've added Python. Thanks for requesting the addition of Python to Encode! We hope you enjoy the new lessons/challenges.",2017-12-23 06:07:57,NEGATIVE,python
977,557006fe-5ff6-4bca-9ef9-58805c1b33bf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"** Woo hoo - ask and you shall receive, now with Python!  ** Great app for learning the basics. Bought Pro quite quickly after installing free version (even though it doesn't have python!), because I realised if the free version looked so good/felt so stable etc. then the pro version must be even better!",4,18,4.0,2017-12-23 05:56:45,"Hi McDongle Jabberwocky,

Thanks for your review, we just wanted to inform you that since your review we've added Python!

Thanks for requesting the addition of Python to Encode! We hope you enjoy the new lessons/challenges and Encode Pro.",2017-12-23 05:47:59,POSITIVE,python
988,e054e1b0-4129-4398-8db6-5a17b40ee09f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I have tried quite a few apps and this is one of the best. Only problem is it only teaches java script and Web coding languages would have been nice if it had a whole range like python,java and c++",5,6,3.9,2017-12-16 07:23:20,"Hi Linda,

Glad to hear you're enjoying Encode!

We're working on adding Python to Encode - it's a great language to learn.

Feel free to get in touch with us at support@upskew.com if you have any other feedback.

Update: Encode now includes Python in v4. Thanks for requesting Python!",2017-12-23 05:45:26,POSITIVE,python
999,61529da3-83f4-484d-b0f5-1a64cc741035,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great design. Wish there was a python version.,5,0,3.9,2017-12-05 23:17:28,"Hi Doug,

Thanks for your review. We're working on a Python version right now!

Update: Encode now includes Python, thanks for requesting the addition of Python to Encode! We hope you enjoy the new lessons/challenges.",2017-12-23 05:46:37,POSITIVE,python
1322,6ede8b1b-3567-4cbf-9d46-33c3d86028e8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It did not specify what language it was teaching. The description says it is POWERED by JavaScript  (which is both obsolete and just overall regarded as one of the worst languages in the coding community) and does not actually specify how to implement any of the code, how to run it, or again, what language. Does it need a compiler? Does it need an IDE? Does it run in a virtual machine like Java or on the hardware like C++? I have so many qustions, but there's nothing to indicate anything. Now, if it's all in the paid version, that's just low. Teach a person a language they can't use. Though, the Web section did save the app two stars. That was a lot more straight forward. Overall the UI looked good. But there's just so much missing that leaves the user who actually wants to use the language for something unsure of everything. They know a language, but not the name, or in what cases you should use it. Also, I feel ""this is a string. A string is letters in quotations"" is not the best way to teach. Maybe explain when it's used. I mean, I already know what a strong is because of my background in c++ and python and java, but people that are seeking a skill they have no experience with, they probably won't know a great deal. Yeah, you can amke a sentence without using ""char a = 'a';""",2,0,,2017-04-27 10:04:14,,,NEGATIVE,python
1765,2f89869b-3bc1-47f4-8629-bf7d1f7a0e8c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"very nice app for beginners. I wish if there was a python version also available, so we could learn python to the same way.",5,0,2.2,2016-09-15 11:52:28,"Hi Arun,

Thanks for your review of Encode and for requesting the addition of Python to Encode!

We've now added Python to Encode in v4. We hope you enjoy the new lessons/challenges.",2017-12-23 06:08:48,POSITIVE,python
1778,01fc881d-e1eb-46f7-9f9b-902e1f198136,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Please tell me what language it uses like does it use Java or python,3,0,2.2,2016-09-08 13:03:14,"Encode teaches with challenges and lessons set in JavaScript, a widely used programming language.

However, you're often able to transfer things you've learned to different programming languages, so we mainly focus on teaching general, broad concepts such as strings and functions.",2016-09-16 20:58:36,NEGATIVE,python
