Unnamed: 0,date,review,rating,isEdited,title,userName,sentiment,standardizedReview
10,2019-12-16 05:25:34,"I’ve been working through the Web Dev career path for the last month and I can’t say enough great things! I did purchase the pro upgrade and it was SO WORTH IT. So, for the people who say “omg how can you charge $20/month for that?”, do you hear yourselves? That’s literally less than $2/day. If you can’t swing that for something your passionate to learn then you aren’t passionate at all. So, if that’s you, please do us a favor and switch to something you want to do or else you’ll be an annoying programmer to work with in the future. 
Thanks Codecademy for all that you do. Great job.",5,False,"Great Product, Great Company",👌🏽💪🏽,POSITIVE,ive working web dev career path last month cant say enough great things purchase pro upgrade worth people say omg charge 20month hear thats literally less 2day cant swing something passionate learn arent passionate thats please us favor switch something want else youll annoying programmer work future thanks codecademy great job
11,2020-07-06 00:29:50,"Print ( (This is app is a very good app i would like the app to explain why I’m wrong but it worked out very good and I’m now a coder using python as a computer programmer and the reason I got so far to computer programming is because of this app which also  got me in Stanford university with my coding and my 4.1 gpa. I mostly got my gpa from this app because since I got this app I’ve been getting straight 4’s(A+) thanks
)
)
And I’ve been using this app and py for everything bout work now",5,False,Perfect,Quan12344,POSITIVE,print app good app would like app explain im wrong worked good im coder using python computer programmer reason got far computer programming app also got stanford university coding 41 gpa mostly got gpa app since got app ive getting straight 4sa thanks ive using app py everything bout work
12,2018-12-29 17:03:35,"The lessons leave so many questions unanswered. If you need to google what some of the terminology is, why use the app at all? Then they jump into practice questions and if you didn’t google you’ll be completely lost. So you’re left repeating the questions until you guess the correct answer. I want to KNOW the correct answer and why it’s the correct answer. If I already knew how to do the work I wouldn’t need to use the app. So I guess the goal isn’t to teach people who are new at this, but to prove to people who are already experienced that they know what they knew? I don’t know. I’m just really frustrated that I’m not really learning anything other than how annoying it is to not have the information presented in a way that makes sense.",1,False,Yikes,Gahhhhffs,NEGATIVE,lessons leave many questions unanswered need google terminology use app jump practice questions didnt google youll completely lost youre left repeating questions guess correct answer want know correct answer correct answer already knew work wouldnt need use app guess goal isnt teach people new prove people already experienced know knew dont know im really frustrated im really learning anything annoying information presented way makes sense
13,2018-08-05 01:45:18,"The idea of being able to practice when I am not near the computer. I downloaded Datacamp even just bc they had a free app n Codecademy hadn’t released this yet n I will say it is much better than Datacamp. Only problem I have so far is that the practice doesn’t load all the time. I tried yesterday and it didn’t load and trying today also seems to not want to load. Im connected to wifi as well, even restarted my phone so I’ve only practiced once but that one time was good...",5,False,Really love,shougekinojp,NEGATIVE,idea able practice near computer downloaded datacamp even bc free app n codecademy hadnt released yet n say much better datacamp problem far practice doesnt load time tried yesterday didnt load trying today also seems want load im connected wifi well even restarted phone ive practiced one time good
14,2020-04-27 16:49:37,"I have been on and off of Codecademy since the start of 2015. I have watched as the price of the course work goes up. Along with the increasingly improving coursework and resources the site provides. I would give the app a 5 star for those reasons. However I was very disappointed to load up the mobile app to find it does not have iPad support.

The app has that generic option of making the screen larger to fit the screen size. However it does not allow landscape mode which makes having a keyboard useless. 

I would love to see an iPad friendly version of this app so I can work on the go with a keyboard vs my thumbs on a phone.",2,False,This would be a 5 star if...,iPad 2 all the way,NEGATIVE,codecademy since start 2015 watched price course work goes along increasingly improving coursework resources site provides would give app 5 star reasons however disappointed load mobile app find ipad support app generic option making screen larger fit screen size however allow landscape mode makes keyboard useless would love see ipad friendly version app work go keyboard vs thumbs phone
15,2022-03-16 20:19:24,"I’m sure you guys have access to plenty of great people that could make this app not a 5 inch screen on a 13 inch IPad. If companies like Kroger can handle that task I’m sure a company focused on teaching coding languages can surely figure it out. I’ve seen similar reviews that are over a year old. Web version feels clunky, I know you can change to next lesson from the course menu tab but there is a button on the bottom right that appears and disappears saying “next”… it’s confusing at first. Just use the drop down menu.",3,False,Please make a real iPad version,ckingera,NEGATIVE,im sure guys access plenty great people could make app 5 inch screen 13 inch ipad companies like kroger handle task im sure company focused teaching coding languages surely figure ive seen similar reviews year old web version feels clunky know change next lesson course menu tab button bottom right appears disappears saying next confusing first use drop menu
16,2023-02-10 13:39:21,"Normally the desktop web version is the way to go when you want to immerse yourself in deep work blocks to study coding. However, when you find those moments when you don’t have your laptop or only have 10 minutes, this app is perfect to review concepts and supplement your learning. Thanks Codecademy for creating this mobile app!",5,False,It’s great on the go!,AppleJacks001,POSITIVE,normally desktop web version way go want immerse deep work blocks study coding however find moments dont laptop 10 minutes app perfect review concepts supplement learning thanks codecademy creating mobile app
17,2021-09-06 14:49:43,"Working on iPads is slowly becoming a norm in the industry. Since not all tablet browsers are created equal I figured Codecademy, a dev centric product and service, would identify the need for an iPad app to allow those the ability to learn on the go (hence the apps name). In 2021 everyone has access to mouse and keyboard capabilities and work in a landscape orientation to accommodate said keyboard accessories. It’s also worth mentioning that tablets offer a lot on the accessibility front and should be considered for your user base. I gave 2 stars for the solid curriculum but this app leaves a lot to be desired on the functionality front.",2,False,Where is the iPad support?!,not_relevant_0,NEGATIVE,working ipads slowly becoming norm industry since tablet browsers created equal figured codecademy dev centric product service would identify need ipad app allow ability learn go hence apps name 2021 everyone access mouse keyboard capabilities work landscape orientation accommodate said keyboard accessories also worth mentioning tablets offer lot accessibility front considered user base gave 2 stars solid curriculum app leaves lot desired functionality front
18,2022-07-14 18:45:00,"I’ve heard good things about the computer version of this which I’ll at least give a shot but this app is utter nonsense. All of the classes throw you right to the wolves giving you flash cards the size of your tiny screen which an explanation that only someone that already knew the material would understand before giving you “practice” tests that barely fit within the bounds of the material they arbitrarily threw in front of you.

I personally tried the Command Prompt, Intro to Java and SQL courses and even as someone who knows a little more than a beginner in SQL, I couldn’t understand a thing it was trying to say.",1,False,Beginners stay away,Dnsowofiabwlapxujbensms,NEGATIVE,ive heard good things computer version ill least give shot app utter nonsense classes throw right wolves giving flash cards size tiny screen explanation someone already knew material would understand giving practice tests barely fit within bounds material arbitrarily threw front personally tried command prompt intro java sql courses even someone knows little beginner sql couldnt understand thing trying say
19,2021-09-16 07:09:24,"Guys. Oh, man. Those of you saying it is ridiculous to pay a couple dozen bucks a month for this are likely not realizing this is a COMPANION app to codecademy. For people leaning a skill that requires reading fine details, you sure do skim read.

The website itself is absolutely incredible. This is a great flash card app.

I would have liked this version to contain an IDE, but this is pretty great regardless.",5,False,Great companion app. Not standalone.,Eldnaphbd,NEGATIVE,guys oh man saying ridiculous pay couple dozen bucks month likely realizing companion app codecademy people leaning skill requires reading fine details sure skim read website absolutely incredible great flash card app would liked version contain ide pretty great regardless
20,2019-05-06 21:23:54,"I haven’t had any problems with the app and I like the concept behind it - review coding concepts and then test them. It also has a nice feature that allows you to search for specific ideas. However, I think the app would be even better if they added the same languages on their website, like C++.  Currently, they only have a few languages, with most focused on web design.",5,False,Nice app,Trains Are Cool...,POSITIVE,havent problems app like concept behind review coding concepts test also nice feature allows search specific ideas however think app would even better added languages website like c currently languages focused web design
21,2022-01-29 20:07:31,I’ve been searching for an app like this. A quick daily study to brush up on or learn new technologies. I love that it’s both Multiple choice and fill in the blank questions that reinforce the lesson of the day and I love how quickly you can move through lessons. Great app for beginners who want to move to the next level with their skills.,5,False,Finally!,runnndmc,POSITIVE,ive searching app like quick daily study brush learn new technologies love multiple choice fill blank questions reinforce lesson day love quickly move lessons great app beginners want move next level skills
22,2022-09-09 05:59:34,"Just started for 5 min and already see how good this app is.
I was searching for something like that but I didn’t like the design or how others apps worked , theirs tests and others feature . Thank you guys , from a start student from Kazakhstan . Hope this app will be helpful in my study time",5,False,Awesome,Shamil1999,POSITIVE,started 5 min already see good app searching something like didnt like design others apps worked tests others feature thank guys start student kazakhstan hope app helpful study time
23,2020-11-27 23:45:30,"I can’t use codeacademy with a tablet, which is fine enough, they didn’t build the site with that in mind. 
Then I find out they have an app, and it looks really decent...except it’s still meant only for phones, so the screen isn’t really optimized for it. Fine, okay.
But there’s no way to force it into landscape mode - which wouldn’t impact anything on the tablet since the screen stays at phone size and aspect ratio anyways - it could have at least fit there.
I get that it works for most people in most ways, but this is a really, really, really simple accessibility feature.",1,False,No accessibility options,Rochambowie,NEGATIVE,cant use codeacademy tablet fine enough didnt build site mind find app looks really decentexcept still meant phones screen isnt really optimized fine okay theres way force landscape mode wouldnt impact anything tablet since screen stays phone size aspect ratio anyways could least fit get works people ways really really really simple accessibility feature
24,2018-08-06 23:25:40,"When I signed up for a pro membership, it was because the summary stated that there would be extensive review, flashcards, and extra lessons. This app seems to have none of that. As best I can tell, it has a daily exercise that’s loosely tied to your level of experience, and that’s it. But the lesson doesn’t seem to track where you are in the main course. It seems to have marked me as a “beginner,” and so is giving me beginner-level lessons, but it’s largely “reviewing” concepts that I haven’t learned yet. Maybe there’s extra functionality that I’ve somehow missed?",2,False,Am I Missing Something Here?,Among_the_Best,NEGATIVE,signed pro membership summary stated would extensive review flashcards extra lessons app seems none best tell daily exercise thats loosely tied level experience thats lesson doesnt seem track main course seems marked beginner giving beginnerlevel lessons largely reviewing concepts havent learned yet maybe theres extra functionality ive somehow missed
25,2021-06-18 21:48:09,"In regards to the HTML review and practice:

The content repeats itself, in no particular order- there’s no progression or gradual knowledge building. You can’t see what you’re actually coding, and there seems to be many errors in the questions asked and the given answers to submit… many more issues and annoyances like the seemingly random colors added into texts, but I digress. 

This is definitely not an app for you, if you’re a beginner, trying to learn the basics.",2,False,There are much better apps for learning,MsContrarian,NEGATIVE,regards html review practice content repeats particular order theres progression gradual knowledge building cant see youre actually coding seems many errors questions asked given answers submit many issues annoyances like seemingly random colors added texts digress definitely app youre beginner trying learn basics
26,2019-06-21 14:44:24,"The app itself is a great learning tool to keep your mind sharp on subjects you already know, as far as trying to grasp new information it seems almost like reviewing flash cards. A. You learn something. But B. You see it over & over again. The material is very repetitive, i usually go under HTML & it’s nothing new nor difficult, if you can introduce more difficult problems or better questions. That would make it more challenging & engaging.",3,False,Concept is Good but.... The Material lacks.,Hihahajananakens,NEGATIVE,app great learning tool keep mind sharp subjects already know far trying grasp new information seems almost like reviewing flash cards learn something b see material repetitive usually go html nothing new difficult introduce difficult problems better questions would make challenging engaging
27,2022-06-20 02:10:05,"It’s over all a good app but it has some issues, for starters it doesn’t really go much into the syntax (both in general and how it’s used in the different languages.), this is a big problem for me as someone who just started coding, another thing is it should also be similar on the computers as it is for mobile users, I’ll continue to use the app, and I am a first timer so this review may be flawed",3,False,Good! But should teach the basics,someone1137,NEGATIVE,good app issues starters doesnt really go much syntax general used different languages big problem someone started coding another thing also similar computers mobile users ill continue use app first timer review may flawed
28,2019-01-17 14:25:31,"I’m very pleased with my Pro membership online, but this app is a disappointment. I thought it would be a teaching app, but actually it is only for review — each session presents a few (five or so) random concepts, in no particular order, then quizzes you on them. 

There’s no back-catalogue or list of lessons to access, as I had expected. Which means you have no control over what concepts are being thrown at you in each session. Like I said, it’s completely random. 

So, if you already know your stuff, it’s a fun way to prove to yourself that you’ve got skillz — but if you’re trying to learn a new language or set of skills, you will quickly find yourself under water. 

I’m going back to my ‘puter for learning JavaScript. There’s simply no way in this app to learn it (or anything else) from scratch. 

A disappointment, for sure. I expected better of you, CodecAcademy!",1,False,Not what I expected (buyer beware!),cyngibson,NEGATIVE,im pleased pro membership online app disappointment thought would teaching app actually review session presents five random concepts particular order quizzes theres backcatalogue list lessons access expected means control concepts thrown session like said completely random already know stuff fun way prove youve got skillz youre trying learn new language set skills quickly find water im going back puter learning javascript theres simply way app learn anything else scratch disappointment sure expected better codecacademy
29,2022-03-27 23:04:19,"I’m a little disappointed with the way the app behaves on iPadOS. It seems this app is designed for the iPhone with the iPads features give an after thought. I’m not sure why it behaves as if there isn’t a landscape mode. Even when I place iPad in portrait position this app doesn’t use all of the real estate. Just frustrating and as mature this platform is there’s really no excuse. As it stands this app makes it harder to use. 

Please fix so we can work effectively.",2,False,Not bad but not truly an iPad app,ProbablySo,NEGATIVE,im little disappointed way app behaves ipados seems app designed iphone ipads features give thought im sure behaves isnt landscape mode even place ipad portrait position app doesnt use real estate frustrating mature platform theres really excuse stands app makes harder use please fix work effectively
30,2023-01-15 08:10:55,"When I get something right the sound is very pleasing and encouraging , it’s also a bit relaxing which makes me want to keep going.  When I complete my practice there’s a cute icon that tells me well done which is also very sweet and helpful.",5,False,Supportive sounds and icons,bbateu,POSITIVE,get something right sound pleasing encouraging also bit relaxing makes want keep going complete practice theres cute icon tells well done also sweet helpful
31,2019-10-03 18:51:18,"Downloaded the app and went through the sign up process. When I go to the notifications part it froze the first time and kept refusing to move past. I allowed the notifications on my phone settings and tried to move past that section and it would go to a white screen not allowing me to move forward. Did this over and over, I uninstalled and reinstalled and it does the same thing. The irony that the app for a coding platform is ineffective and does not even work properly after signing up.",1,False,Really wanted it to work,12Salazar,NEGATIVE,downloaded app went sign process go notifications part froze first time kept refusing move past allowed notifications phone settings tried move past section would go white screen allowing move forward uninstalled reinstalled thing irony app coding platform ineffective even work properly signing
32,2020-01-02 19:18:19,"Compared to the few other apps I’ve used, this one is very easy to use and understand. I haven’t used it for long but I already like this one better than all the others I’ve tried. Definitely recommendBeen taking notes  and I’m learning a lot and I’ve only just begun using this app. .",5,False,Comfortable,Grace z.,POSITIVE,compared apps ive used one easy use understand havent used long already like one better others ive tried definitely recommendbeen taking notes im learning lot ive begun using app
33,2019-09-09 17:31:41,Currently working on a course on my computer and saw they had an app. Wasn’t sure if it’d be worth it but so far it’s a fun little refresher to make sure you understand the concepts I’m learning in the course. I will definitely being using this instead of app games to pass a few minutes.,5,False,Surprisingly Fun and Easy to Use,Teal Turturuga,POSITIVE,currently working course computer saw app wasnt sure itd worth far fun little refresher make sure understand concepts im learning course definitely using instead app games pass minutes
34,2019-04-07 16:32:21,"I’ve been using Codeacademy on and off for years, but my main issue was staying engaged with the self-paced curriculum. I’d go a week practicing everyday, but the I’d quit or get distracted. This app helps me stay engaged and keeps the information fresh in my head. The future is mobile, and this app knows it.",5,False,Helps me stay engaged,Allan B3,POSITIVE,ive using codeacademy years main issue staying engaged selfpaced curriculum id go week practicing everyday id quit get distracted app helps stay engaged keeps information fresh head future mobile app knows
35,2020-12-17 14:41:39,"Running iOS 14.3.  App goes into an endless loop when trying to start a course. I’ve deleted it and reinstalled it. I log in with my pro account, select a course, which takes me to the ‘allow notifications’ screen, which I enable, click continue, which flashes to the next screen and then rolls me back to the ‘choose course’ screen putting me in an endless loop. App is totally useless. I hope they fix so I can give a proper review and change my star rating.",1,False,Great website but IOS app is 100% broken and doesn’t work,bitlifter,NEGATIVE,running ios 143 app goes endless loop trying start course ive deleted reinstalled log pro account select course takes allow notifications screen enable click continue flashes next screen rolls back choose course screen putting endless loop app totally useless hope fix give proper review change star rating
36,2020-11-21 14:18:54,"The app is a bit plain and seems to have some issues with how it displays answer fields on the practice modules. Several times it has shown improperly formatted and options on the C# subject, including more boxes than answer options. I wanted to enjoy it, but that issue on top of the very empty learning modules really kills the app for me.",4,False,Little Bit Buggy,Opulent92,NEGATIVE,app bit plain seems issues displays answer fields practice modules several times shown improperly formatted options c subject including boxes answer options wanted enjoy issue top empty learning modules really kills app
37,2023-01-01 17:53:20,"The website and the membership is well worth the costs. I absolutely using the web version of Codecademy. Why don’t you have an iPad friendly app utilizing the full screen capabilities  of the iPad for mobile learning, having it scale up and keeping it within the ratios of an iPhone is disappointing seeing as you even teach swift as a language. Please develop an iPad version of this app.

Thank you",2,False,Not iPad friendly,Tswartz05,POSITIVE,website membership well worth costs absolutely using web version codecademy dont ipad friendly app utilizing full screen capabilities ipad mobile learning scale keeping within ratios iphone disappointing seeing even teach swift language please develop ipad version app thank
38,2022-06-14 05:02:20,This app isn’t very useful for picking up where you left off on the web. And figuring out where to review and where to practice wasn't the easiest task. Also the courses don’t exactly give you an smooth introduction to the language you’re trying to learn. the only thing i can see this app being good for is maybe and i mean HEAVY EMPHASIS ON MAYBE…brushing up on topics you might have already cover on the desktop website! but other than that this app is garbage 🗑,1,False,I hate this app,Chris Oeaux,NEGATIVE,app isnt useful picking left web figuring review practice wasnt easiest task also courses dont exactly give smooth introduction language youre trying learn thing see app good maybe mean heavy emphasis maybebrushing topics might already cover desktop website app garbage
39,2019-04-12 19:46:45,"This app is...okay...if you’re new to programming and you’re reviewing basic concepts as a refresher. 

The three star rating, though, is due to several errors (mainly in syntax) I’ve noticed while working through some practice problems, as well as the fact that the order of the “Review” sections are randomized and therefore is different every time you open it.",3,False,"Okay for reviewing, several errors though.",zacthewalrus,NEGATIVE,app isokayif youre new programming youre reviewing basic concepts refresher three star rating though due several errors mainly syntax ive noticed working practice problems well fact order review sections randomized therefore different every time open
40,2019-12-16 22:10:59,"I love the app! The issue I’m having is that after I complete a practice module (like computer science), I have to close the app and restart before it will allow me to get a new pack. Otherwise, this app is very helpful.

***update***
The app is properly updating now. I enjoy practicing on it. Thanks for this resource.",5,False,Nice companion,BrianP12335,POSITIVE,love app issue im complete practice module like computer science close app restart allow get new pack otherwise app helpful update app properly updating enjoy practicing thanks resource
41,2018-12-22 13:25:57,"When I first loaded this app, it worked perfectly. Then mysteriously, the practice sessions stopped working, after the first one the app freezes and will not respond to continue unless I reboot my phone When this is resolved, I will gladly update to 5 stars, best practice app for beginners I have found When compared to other forms of education , the pro account is a deal. iOS 12.1.2 on Iphone 6s",3,False,Practice sessions freeze,Nerdacouis,NEGATIVE,first loaded app worked perfectly mysteriously practice sessions stopped working first one app freezes respond continue unless reboot phone resolved gladly update 5 stars best practice app beginners found compared forms education pro account deal ios 1212 iphone 6s
42,2020-03-23 01:46:50,It very helpful for people who are new to coding like me. It show you step by step how to solve every problem and it shows you pictures of every problem. Our brain works in pictures and one picture shows more meaning than a word.,5,False,CodeAcademy,Jean Baptiste Asong,POSITIVE,helpful people new coding like show step step solve every problem shows pictures every problem brain works pictures one picture shows meaning word
43,2021-02-13 22:49:36,"Just wanna start by saying I’m a huge fan of this app. Just one piece of feedback. I know this would be a large undertaking and I’m sure it’s been brought up before, but if you could add descriptions as to why certain answers are wrong that could go a long way!",5,False,Love this app,perculesgodofstrength,POSITIVE,wanna start saying im huge fan app one piece feedback know would large undertaking im sure brought could add descriptions certain answers wrong could go long way
