Unnamed: 0,date,developerResponse,content,rating,isEdited,userName,title,sentiment,matched_python
86,2021-12-10 20:27:06,,"I was extremely excited once I realized how absolutely amazing Mimo is! I totally recommend buying Mimo pro if you want to learn web development, python or, SQL! There is a down side to some lessons as they never review old questions but if you are making a website as you go that shouldn’t be a problem. I hope everyone believes that this is an awesome web development app too and I hope, if you are new, that you will try it out!",5,False,BeatThis101,Best web development app ever!,POSITIVE,python
89,2022-08-15 03:12:05,,I was using this thing to learn some coding stuff like python and HTML but then I realized that I really did have to pay to get the rest of the classes and I think that there are parents that want to teach their children coding but they are going to have to pay 40 bucks a year. But if they don’t get it within 24 hours of it being downloaded then you’re paying 80 bucks a year. I would like this “Mimo pro” to be thrown out the trash but for now this will not be installed on my iPad.,4,False,chilledkracken,Good game but…,NEGATIVE,python
130,2020-07-27 01:37:02,,"I picked up this app hoping that I could learn a bit more about python. At the start, it lets you pick your skill level, Beginner, Intermediate, Advanced. I picked Intermediate, yet I had go through all of the basic steps of python. The useful stuff that I need to know, is at the very end, and I have to complete everything before. It gets really tedious and makes me not want to keep going, the good projects are locked behind pro, I know you have to make money and all, but you're limiting people who want to learn. Pretty good app otherwise.",3,False,NotKidoo,Boring if you know the basics.,NEGATIVE,python
144,2021-12-28 06:29:59,,"I downloaded this awhile ago to start learning python, and I’m really happy that I used it as a starter. While I don’t feel that it got me to a place where I felt like I could apply the language, it definitely helped me learn to read it, and it’s helped me feel more confident in the class I’m taking now. I would love to see something like a review or skill shuffle added to keep this relevant after finishing the app.",4,False,Avalon H,Great learning tool,POSITIVE,python
149,2022-02-12 22:22:58,,"This app has literally been my gateway into loving programming and such, I have learned a lot and I really like the simple and to the point teaching method this app provides! However, I’d love it better if it’d provide more programming languages as there could be people who don’t want to learn python or html, css, and js, and instead want to learn Java, C++, or other languages. Eitherway I still love this app!",5,False,MelonadeMC,"It is great and I love it, but",POSITIVE,python
152,2021-05-28 18:19:03,,I love this app and honestly it’s taught me more than all the Udemy videos I’ve watched and all the other tutorials I’m about to finish the python and html course and get my certificate from them which is actually just for my own self this was mainly for fun but it’s actually enlightened me to a completely new interest never knew I had definitely worth a try,5,False,YoungGoGurt,This app is awesome!,POSITIVE,python
174,2022-12-01 02:57:08,,"App is a good value overall. I’ve went through the python course. Most of the time, they teach well, but sometimes its like it is an entirely different person that doesn’t know how to teach (more on the complex topics). I’m personally using this resources as just one more resource in all the different ones I’m going through (practice from different angles).",4,False,Fushigimigi,good overall,POSITIVE,python
186,2022-05-22 03:26:23,"{'id': 33539285, 'body': ""Hi there! Thanks for your feedback! We're glad to see you're enjoying our content and that you'd like to keep going without interruptions. We're always searching for new ways to release more free content and the hearts are one of them. Happy coding!"", 'modified': '2022-12-05T12:00:02Z'}","This app is great for quick lessons in python. However in order to keep your streak you will need to avoid making mistakes. If you run out of hearts you have to pay for a premium plan to get more hearts. This is terrible design, you can get all the questions right but miss the last one on your last heart and goodbye streak. I thought it would be something like duolingo where you keep your streak if you still try the lesson even if you fail, but no you have to pay to keep it. Bad design.",1,False,reliabletuna,Could have been great!,NEGATIVE,python
215,2022-09-30 22:17:25,,"ANYONE, regardless of background, can take their time and learn basic coding through very fun lessons. I’m having a blast learning while watching my place in the rankings go up and can’t wait till I have enough coins for cool icons. All while learning python! 🙌🏻",5,False,Duduadorno,Really intuitive and accessible,POSITIVE,python
259,2022-01-20 03:28:33,,"There are a lot of things wrong with this app. First of all, in the beginning when they ask you how much you know, that doesn’t actually mean anything and you always end up starting with basics. This is super unfair and boring to people who already know. At least make a testing system for people to jump ahead.

BUG REPORT: 
Due to this, I have found myself only using the playgrounds. I have actually come across a bug with while True statements in python, and this actually lags the app and force quits. You will then be required to log back in, then when you eventually do the app completely stops working. Playgrounds don’t have anything, the output is always blank.

Please respond and fix the bug soon.",1,False,KraftKing21,Too many bugs,NEGATIVE,python
270,2023-01-16 04:43:10,,This is by far the best way to learn python if you have ZERO coding experience. It builds up beautifully and steadily. You really get to build and hone in on problems by being able to use the playground. This is a wonder app and I am so grateful you guys exist!,5,False,TriggaWarning,BUY THE APP!,POSITIVE,python
316,2022-09-22 20:21:18,,"Learning fun and very easy to do. I am new to python, and I have gone through the first three lessons with no problems at all and no problem learning the syntax but also some commands.",5,False,New Jewish learner,Mimo makes,POSITIVE,python
327,2022-11-07 07:09:28,,"I can't find any company email to write an inquiry to, and I want to ask why there isn't anything  else other than web development on the desktop version. I can't see any options to choose python in the desktop version.",3,False,Andrew Leblanc,Customer service,NEGATIVE,python
333,2020-12-27 01:44:43,,"When I downloaded this app it asked me to choose a path. The only options I had were python, HTML, or JavaScript. I’m not interested in learning any of these. I want to learn Swift. Other than that, this app is great and very easy to use",5,False,Christopher J. Thomas Jr,Please add Swift as a path and to the playgrounds,NEGATIVE,python
352,2023-03-07 19:48:33,,Playing around on the app and then I actually started liking python coding - may lead or may lead to nothing but the start of great begins start just like this …. Just starting somewhere,5,False,DDT64445,Surprised,POSITIVE,python
376,2022-05-20 21:23:44,,"I wanted to learn Python prior to learning Cyber security. I’m studying through David Bombal and Mosh, and Mimo was recommended.

This app is very well made and creates a fun journey to learn python. I’m mostly going to be using this app to understand definitions and symbols.",5,False,Mogray,Surprising Find,POSITIVE,python
381,2021-04-13 20:38:03,,"I am an intermediate level python programmer.  I need some additional instruction and practice on the last few units of your python course.  There is no way for me to test out of the beginner lessons and I am not a out to take hours going through concepts that I have already mastered.

It is disappointing because the app looks great.",2,False,Seanandco,No way to skip ahead.,NEGATIVE,python
396,2022-11-14 03:40:50,,Love how quick and easy it is to understand. I’m doing the python course. I don’t like that you can’t go back to a specific page in a lesson to review something you may not understand.,4,False,CornyLightSkin,Love it,POSITIVE,python
420,2020-09-30 04:13:26,,I want to learn how to write and understand python for Arduino projects and this is a great place to start. The tutorials are simple and user friendly. The cost is reasonable too!,5,False,jicont2013,Great beginners program for python programming,POSITIVE,python
442,2021-06-27 02:17:26,"{'id': 23625096, 'body': ""Hi there! A lot of Mimo is already free and we'll continue to make more, if not all, content free in the future. Hang in there!"", 'modified': '2021-06-28T09:35:50Z'}","I downloaded this to learn python. I was under the assumption that it was free. Then before I was done setting up, it dropped the 1rst month is free, but then you need to pay $80 for the rest of the year. Seriously?? If you want to shell out that kind of money for an app…be my guest. And I don’t mind buying apps for a reasonable amount. But $80 a year, every year is well….STUPID.",1,False,Addicted sdku,$80 a year…Stupid,NEGATIVE,python
445,2022-10-18 22:28:15,,"I literally know nothing about python, but this app helped me understand the basics in less than a hour",5,False,Airtechfpv,I know nothing about Python,POSITIVE,python
461,2021-04-24 15:23:09,"{'id': 22765417, 'body': ""Hi there! Thanks for your review. To clear up our design for a better user experience, we recently removed the Browse section as well as the corresponding courses. We're currently working on some new content for our learning paths (Web Development, Python, and SQL). Thanks for understanding and we're very sorry for the inconvenience. We will keep working on improving our communication with our users. Have a great day."", 'modified': '2021-05-12T10:56:14Z'}","Paid for pro and I can only choose from 3 paths: web design, python and SQL. Where are the other courses that were available before? I can’t even access the languages I want without having to go through other language walls. This isn’t what I paid for and is definitely not worth it.",1,False,SwagDome,Where are all my courses?,NEGATIVE,python
507,2020-11-02 19:40:43,,Im 11 years old and I already know how to write python codes and make a website. My mom bought the 30 free trial for my family and so far we’re loving it. 😎😎,5,False,Xx😝😝,Amazing,POSITIVE,python
508,2023-03-17 20:51:07,,I am using this as supplemental training to keep me fresh on python when I don’t have a phone around.,5,False,Thinksmart1$,Good So Far,POSITIVE,python
511,2023-01-09 21:26:56,,I couldn’t grasp python anywhere else. It really takes its time and goes step by step.,5,False,Gamper:;),The Apps helps,POSITIVE,python
513,2022-08-31 04:20:38,,"Using this to keep my brain fresh and for reviews, are use this app in the python ide app they work great together.",5,False,Think.Back,Computer science major,POSITIVE,python
574,2020-12-17 03:03:12,,I like the app but what up with me not being able to pick what I want to learn. I want to learn python and Java but it seems to be pushing HTML CSS and JavaScript. I can’t find a feature where I can add Java and pytho. In a folder so I can learn them. Completely frustrating,3,False,123469302629363,I like it but...,NEGATIVE,python
589,2021-10-14 19:18:54,,"Print (“I love this app, to be sincere , it’s the best “ + “, and I’m kind of having a feeling that it’s going to take me higher more than my expectation.”
Print ( “because when I seek for something ! ,”I always get it , that’s my kind of vibe.” ) 

End _of_discussion = “Have a nice day .”

Print( End_of_discussion ) 

Print(“this is Jes my second day of learning python 😂” + “I swear 🙏🏽🐍.”)",5,False,tim.hercules,So good.,POSITIVE,python
629,2023-01-08 22:54:27,,i have absolutely zero experience with coding and this app is absolutely amazing at teaching me how and what to do when i’m using python,5,False,12inchkng,BOMB AHH APP,POSITIVE,python
654,2020-01-05 17:36:45,,"There’s no data science in the data science with python course, and 2/3 of the course isn’t even in python but SQL and JavaScript!! There was also an error on about half the content. The app freezes at section completion about 1/3 to 1/2 of the time. This app is in alpha and certainly isn’t worth paying for premium.",1,False,TonyS@11s,Literally no data science in the DS track...,NEGATIVE,python
689,2022-12-01 02:07:26,"{'id': 33449682, 'body': 'Hi there. Thanks for your feedback. We teach Python3. Cheers!', 'modified': '2022-12-01T02:07:27Z'}","Dude, y’all are teaching the last version of python and there are some major differences between the new and the old. It’s stupid yalll are teaching them the wrong thing Plus it is just doulingo but coding and I learned nothing from doulingo",2,True,AnsleyMcG,Python 2??,NEGATIVE,python
749,2023-01-23 01:22:36,,"This is so good for beginners, Help me understand a lot about python like variables and strings I just love it thank You.😃😃😃🥳🥳🥳🥳",5,False,CoolestCoder,Thank You,POSITIVE,python
757,2021-05-21 16:02:15,,Which version of python is this?,5,False,Juanacala,Question,NEGATIVE,python
773,2021-01-26 21:15:26,,"Thx for this great app really like it, but is it possible to support Arabic language to learn swift and python it’ll will be really helpful, more respect to you",5,False,Yemen Aden,Support Arabic ...,POSITIVE,python
804,2019-12-30 21:09:42,,Good interface but lots of bugs so far. Just started python. Immediately bought it for a year,3,False,BecILESM,Needs improvement,NEGATIVE,python
814,2020-11-12 20:25:46,,It’s completely free no joke and the best app I’ve found to learn or even solidify your python skillz.,5,False,TheeIs01!!,Best app on the market to learn python,POSITIVE,python
827,2022-06-28 14:52:30,,"i’m sure if you’re super serious about programming this isn’t in-depth enough. but as a busy full time college student who just wants to try learning python for funsies a few minutes a day, these lessons are perfect!",5,False,snartbaby,great for casual learning!,POSITIVE,python
960,2020-07-17 06:38:16,,Needs more lessons on other subjects lke python,5,False,Fun like the 70's,Great app needs...,NEGATIVE,python
1148,2020-09-28 12:50:38,,I want this app but with c# and not just python. Still a good way to learn coding concepts but only with python syntax.,4,False,goodbyeworld();,Download to learn python,NEGATIVE,python
1203,2020-09-16 16:50:46,"{'id': 19014618, 'body': ""Hey there! Most of Mimo is free. We only charge for some nice-to-have features like ad removal, mini-courses, and some challenges and projects. And we'll make even more features free in the future. We just need to find a balance that allows us to have as many people as possible benefit from Mimo and keep the lights on as a business. Bear with us!"", 'modified': '2020-11-10T09:41:06Z'}","Okay so it does show a little bit of lessons like python and java but I wanted the lessons for a hacker but you need premium..
Mostly everything you need premium",1,False,RoxaDox,Bruh I-,NEGATIVE,python
1223,2023-02-14 21:45:08,,Great for learning coding like python,5,False,camoizz on yt,Great app,POSITIVE,python
1454,2017-01-16 16:01:49,,"This app uses small, digestible chunks presented in memorable ways in a clean and effective UI. It makes the matter (in my case, Python) approachable and easy: it feels like Duolingo for computers. Content is good, as far as I can tell (I'm using this to review/sneak in more python lessons when I can't knock out a full chapter of a more academic course). I'm really pleased with it. Lessons are short and concluded with a quiz and some PEs. The introductory lessons won't be particularly satisfying, which seems to be their business model: here's a sample chapter of stuff we can teach you and how we teach. I also want to contribute to the matter of paying for an app: you get what you pay for. In this case, they give you a very brief introduction to any of the subjects they cover, without ads. I'd much rather have a clean learning environment that I paid for rather than having to sit through a 30 second MMORTS ad every few lessons.",5,False,Raptorproof,Really effective and ambitious.,POSITIVE,python
1510,2018-07-23 14:51:49,"{'id': 4555523, 'body': 'Many thanks for using Mimo, KingOfVR! Our team is happy to hear that you find our courses interesting and helpful. we want to let you know that we are working very hard on the improvement of our app and yes, in the future more courses will be available - for example React (a very popular JavaScript library). Keep your eyes on Mimo and have a great day! Cheers! Your Mimo Team', 'modified': '2018-08-07T09:00:33Z'}","Spending $30 for the whole year definitely isn’t horrible, but after starting to go through these courses (as they definitely are very interesting and helpful) I’m starting to realize a lot of these courses end a bit early and could definitely go into more detail. I hope that over the course of the year they’ll expand upon the courses already offered or make some new topics for people to explore.

Other than that, it’s a really great app for kids and teens to start getting into git, python, and a variety of other languages.",4,False,KingOfVR,"Great Content, but definitely needs more courses.",POSITIVE,python
1658,2018-06-09 12:57:17,"{'id': 4651773, 'body': ""Hi Sniperboss, We're big believers in paying our teachers fairly. While you may not have paid for the premium experience, it does allow us to let our teachers live and work comfortably. When you tell people not to use our app, you're turning people away who might benefit a lot because traditional textbooks aren't their style of learning. Thanks for your feedback, The Mimo Team"", 'modified': '2018-08-14T13:24:45Z'}","I got this app because it was featured in the App Store, when I saw it I said to myself “Hey! This looks cool, might be better then the book I have for coding with python considering it has a IOS section”,but as soon as I get started I am asked to pay money to continue on, all they have is ONE free lesson in the IOS section, ONE! And I am pretty sure that applies to the other learning sections as well, so please don’t even bother with this app, get a book for coding, it’s wayyy cheaper and more informational then any app.",1,False,Sniperboss207,"Please don’t use this app, don’t even bother with it",NEGATIVE,python
1695,2017-12-14 01:51:51,,"This app makes it seem like it will break the info down like Duolingo does, but it’s far from it, it SPEEDS through the content, and even if you get an answer wrong, it just moves right along. so you have no chance to really grasp what’s going on, what the terms mean, how they really interacts with each other, etc. I’m trying to use several apps at the same time to learn python and this is probably the worst out of the group in terms of breaking the info down and making you learn it.",1,False,terry1818,Not good,NEGATIVE,python
1857,2018-11-21 07:22:03,"{'id': 6057297, 'body': ""Hi there. Thank you so much for reviewing our app. Our team is so glad to hear that you are enjoying using Mimo. We hope that you'll keep on having fun while learning to code. Have a wonderful day!"", 'modified': '2018-11-22T11:36:07Z'}",I read some books about python. I think this app helps you to find fast and good way to learn basic things,5,False,Ma.piruz,Simple and fast,POSITIVE,python
1906,2019-07-13 15:37:37,,"Data Scientist here, I use this for python practice on the go. I would recommend this as a supplement for any more substantial course you take.",5,False,Danco93,Great coding practice to reinforce a more substantial course,POSITIVE,python
