Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_python
658,68269f2b-adf9-432d-8db2-8c7b6d585957,Augustine Inusa,https://play-lh.googleusercontent.com/a/AGNmyxabvK_RJ-lzWZ8wUeaJ4Cs9aDMeWnyCsJoIrn0o=mo,"Thank you very much Datacamp. Even though I haven't been able to purchase the paid version, I still feel well educated on python. Hugo is a good instructor.",5,0,,2022-08-27 07:33:41,,,POSITIVE,python
684,c4f139f6-1249-4a51-8bfe-7c4dcad5f357,nzube iweka,https://play-lh.googleusercontent.com/a-/ACB-R5TdkeYEwhQNmWRv3tsogBHBQomb09WueiP09Ky2wg,"Very good, I strongly recommend for beginners in python.",5,0,,2022-08-22 12:31:20,,,POSITIVE,python
743,1c8a7f01-64ec-496d-bf7b-4e4acd81d69d,aisha darvesh,https://play-lh.googleusercontent.com/a/AGNmyxa8WBb7UxGSfJ5h-DQeCNWZ0amnJrjNUq8byH2S=mo,Perfect app for learning python,5,0,58.0.0,2022-08-15 04:10:35,,,POSITIVE,python
746,f68c636b-d5dc-4888-8cbb-730f52ac9ad2,Antonio Gagliardo,https://play-lh.googleusercontent.com/a-/ACB-R5R9ZTf6T6wB-L50sjQVOJfx5GD-rARhBF-tPuNMWw,"So far uve done only 2 units of sql and 1 from python, and i love that it heavily focuses in practice instead of theory. I also love the option of projects. I still have ti see whats up but so far so good.",5,0,59.0.0,2022-08-14 22:47:22,,,POSITIVE,python
791,ff0887d1-b5fa-4bd2-91c7-a1cd321a1a64,Alex Tamo,https://play-lh.googleusercontent.com/a-/ACB-R5TPlRu6UjtDnIRHPeFDVbuNP9R65NYx9i54fXc6dQ,"If you want to understand data analysis with python or R, this is the place to be.",5,0,57.0.0,2022-08-01 00:15:19,,,POSITIVE,python
896,d7205e4b-d4cd-4373-bb76-e53161d13a2c,Faheem Booher,https://play-lh.googleusercontent.com/a/AGNmyxbnbY9Plh0kTvzZ2Vi423ggbTJxoZciGpwe5axu=mo,Best app to learn python,5,0,,2022-07-12 06:16:14,,,POSITIVE,python
985,5359cbeb-fbba-4f7d-9423-3e51dcd9d49b,Shurinum Aaron Peter,https://play-lh.googleusercontent.com/a/AGNmyxbCw2TDKheW83-UJ6PIn8BGvl2bhtQjjH3UikaS=mo,"Very easy to learn, easy to operate. I learned alot about python in just a few weeks. Thank you.",5,0,54.1.0,2022-06-25 01:22:35,,,POSITIVE,python
989,6537f6e8-0c23-40df-9c6f-a33961a8c101,Chris Corneille,https://play-lh.googleusercontent.com/a/AGNmyxYsd5vuV3JhyaUhqlPtYbTWyKJqeOJVaTyEaeHp=mo,"Currently working through the Python Fundamentals Track (20+ modular course). It's more expensive than Udemy, but it's obvious why. Production is very good. The USP for me was the interactive python shell. You're introduced to a concept via a video, then apply it using real data. You can learn at your own speed and complete a daily challenge on what module you're currently studying. Hugo is good at keeping you motivated, funny guy.",4,0,55.0.0,2022-06-24 10:36:23,,,POSITIVE,python
993,2c0957f0-19d5-4904-a7f0-2a2ac5462830,Oluwaseun Ogunjobi,https://play-lh.googleusercontent.com/a-/ACB-R5RGMnfOTrTD1KqaFjULGFTE0rhH5nzJcRm2NUSC9g,It's a very good app and educative one. I recommend this app for beginners who want to learn python language.,5,0,55.0.0,2022-06-24 02:52:04,,,POSITIVE,python
1039,6a76c130-a55f-45de-96ab-36e99cbffbd2,joseph kyalo,https://play-lh.googleusercontent.com/a/AGNmyxZlZS0N322dC3ad9iCgFJX4lvItE89rvUMXD4t1=mo,Really good app for learning python for data science,5,0,53.0.0,2022-06-16 03:37:16,,,POSITIVE,python
1081,a113c13a-bef0-4feb-b146-78b2fcbd0f72,Heine V.,https://play-lh.googleusercontent.com/a-/ACB-R5Q5DIRh_RfGzDPmgQeyKAKKlKfn98_XLH0WRa-o9wY,"Excellent so far, I just did the python foundation course with no issues from the cell phone",5,0,53.0.0,2022-06-06 19:46:09,,,POSITIVE,python
1104,8b9824aa-8db8-4542-a8e1-0908a62b43b5,Lagnajit Tripathy,https://play-lh.googleusercontent.com/a-/ACB-R5TcCLx4Cd2VZq_xpWLx5kk6zP3jAZ9xU0uq-Qs6woE,"How to get Different tracks as it's only showing python, R, SQl in the list I want Data analyst in Power BI in the application. I can see thia track in web version but not in the application.",5,0,53.0.0,2022-05-31 08:07:27,,,NEGATIVE,python
1158,0e733e82-29fd-4dbf-bdc1-312870e66561,Chitrakshi 25,https://play-lh.googleusercontent.com/a/AGNmyxaOqTxutwH1QZjjfGJERSVZOrmdtHmBLeB4u0zm=mo,It is an amazing app as i wanted to become a data scientist and this app is of great help to me......currently I m learning python from this app.........as soon as i complete a lesson............i eagerly wait for the next lesson to unlock .........i continously check the timer to know how much time is left for next lesson to unlock😬......overall i like this app and is best for learning language.........,5,0,52.0.0,2022-05-20 01:15:42,,,POSITIVE,python
1297,04d0726d-02ad-458c-b967-b13e856483be,Babagana Bulama Wasaram,https://play-lh.googleusercontent.com/a-/ACB-R5RI2Cq6OPKT68-rdMHEME2-_xHSM9wTOE6jSaz4_g,"The best data science, machine learning, python, R and SQT online school I am currently learning in.",5,0,50.0.0,2022-04-22 04:46:21,,,POSITIVE,python
1319,58fe4689-ea5e-484f-a9a1-a4648204a2a2,Christianah Olugbenga,https://play-lh.googleusercontent.com/a-/ACB-R5TdxCN0s_DpUWq0YBiRIGMIm0hvr3pBJFalmLN_aQ,"Datacamp has made coding easy to learn, anyone can learn python language with datacamp",5,0,50.0.0,2022-04-20 13:31:55,,,POSITIVE,python
1400,e90b495c-bc0e-447f-9ac9-7cb8c8ee5f20,Rotondwa Nethengwe,https://play-lh.googleusercontent.com/a-/ACB-R5TYtw2klx6HaxtRb_vv9xJtclvB6dffLoz-OLqlwA,All python basics for one to know is introduced very well,5,0,49.0.0,2022-04-16 05:38:47,,,POSITIVE,python
1430,5724b047-4584-4479-9604-1e3d64bfea0a,VenKat,https://play-lh.googleusercontent.com/a-/ACB-R5TTg5CuNqo-W7go-kl2ac9Zu_wq-yN_NOEMprB9yQ,"One of the best apps for learning python & other programming languages , It's has Excellent user interface with beginning friendly videos & quizzes which are so helpful for beginners , I would like to recommend this app for everyone !",4,0,50.0.0,2022-04-13 10:40:45,,,POSITIVE,python
1467,59e40190-4122-40d7-857c-2c109d9f1c92,DIGITAL COOKING,https://play-lh.googleusercontent.com/a-/ACB-R5SV8UmYzmRzoHv7uKMDj0_dzYUoGNymP9W-MdawEQ,Great app to study python,5,0,49.0.0,2022-04-07 20:50:19,,,POSITIVE,python
1510,112d9ecc-1a48-4a2d-b66c-bb959c5e8482,Dharmendra Singh,https://play-lh.googleusercontent.com/a-/ACB-R5QzLu-90fJRAFGg3D95LJK6dL5UIQMcquNdP3FntJw,Datacamp is offering curated path for python and data science.,5,0,49.0.0,2022-03-29 05:04:21,,,POSITIVE,python
1586,d4612070-b4b8-41c2-a7cc-7995da144834,Hamid Nasir Wazir,https://play-lh.googleusercontent.com/a-/ACB-R5QNawJ0KgJeZpCt1BvkgNxBDJj6nUaezu3Salgu7A,Highly recommended app for python. Easy and understable.,4,0,46.0.0,2022-03-03 22:08:17,,,POSITIVE,python
1598,c2873582-511b-45fd-b612-fb41ef0efdc8,Nihar Mehta,https://play-lh.googleusercontent.com/a-/ACB-R5QZ8_kuvw--cdII2N-RJhgKrft5JkgO0b1hCNpy32c,"Please add all the website course in the app, I'm following the python programmer career track on my pc but not able to access it on the app",3,0,46.0.0,2022-02-26 13:00:19,"Hi There,

We're sorry to hear of the experience you're encountering and will certainly further look into this to provide the best resolution for you.

Could you kindly reach out to our Support Team by submitting a support request here https://support.datacamp.com/hc/en-us/requests/new? We are looking forward to hearing from you!",2022-02-28 02:09:08,NEGATIVE,python
1636,d8f46aba-f1ff-4253-bba8-ce9784f48202,Charly Emmanuel,https://play-lh.googleusercontent.com/a-/ACB-R5SCPcKAK1anYUcZ8ugLUkbDYo5LP8eBanmaBKu8Wg,"The application is incredible. I shown great progress on python, thanks very much.",5,0,45.2.1,2022-02-17 14:14:57,,,POSITIVE,python
1704,90098e27-8fd7-41ff-9187-25608216c6e0,Bridget Nwazue,https://play-lh.googleusercontent.com/a-/ACB-R5TZpwxvXogHadMf4vFHCK9bI0kHFNpekAentsj9YA,"Absolutely love the interactive python interface for a beginner like me, and thankfully I can try my hands on the many exercises to perfect what has been taught.",5,1,45.2.1,2022-02-06 08:40:00,,,POSITIVE,python
1710,869f9b47-bf35-4244-a86e-d69571597bd4,Supreme Success Academy online lectures,https://play-lh.googleusercontent.com/a/AGNmyxawApSZgA2Qk4U8i48v3nEVIDyRKga_dlfNGbrW=mo,"Data camp has been a good platform for me to learn python, I am really enjoying it.",5,0,,2022-02-05 13:38:38,,,POSITIVE,python
1832,1393e8b9-6823-47e6-af9f-901a8d0cc60d,AO Nur,https://play-lh.googleusercontent.com/a-/ACB-R5TZsW2R95z7PMy0_GFH0nQm-APEqMr2yRP4wiNl3Xs,A great way to get some minutes of python practice everyday. And the lessons are very helpful,5,0,45.2.0,2022-01-04 20:32:18,,,POSITIVE,python
1843,953ace81-f3e0-4f39-9aeb-682cb79d1321,Sunil Shah,https://play-lh.googleusercontent.com/a-/ACB-R5Ql0-HjbCcVk_imDi6r2dxnJ5wureVj-srsWICIUhU,Really good app to learn python and data science.,5,0,45.2.0,2022-01-01 23:08:05,,,POSITIVE,python
1851,af50b5d4-aba9-46d0-a8bd-63e817af4d06,Lawrence Mensah,https://play-lh.googleusercontent.com/a/AGNmyxbqHWv-aGqV3y1cZd5bAmIaVcploKN5zZpVVtg9=mo,"I'm a beginner, just started with python and so far I like the experience.",5,0,45.2.0,2021-12-31 06:35:58,,,POSITIVE,python
1887,c4b43914-35a8-4cb9-a975-4fc2d33624d0,irfan khan mansuri,https://play-lh.googleusercontent.com/a/AGNmyxYSPZPH_0zNWcKbUrBO1Bt1dBAyQIyFwI48arnc=mo,"This is really amazing, learn python is easy. Good learning experience",5,0,,2021-12-20 06:15:59,,,POSITIVE,python
1892,2b48e7a1-e6ee-4021-9129-38b926c448b0,Utin Ime,https://play-lh.googleusercontent.com/a/AGNmyxZtARe0w1mRqt87vCueAfpp66TurES_YsQOol0h=mo,"The app is quite user friendly, makes python learning easy, I always look forward to my daily challenge",5,3,42.0.1,2021-12-19 06:32:08,,,POSITIVE,python
1905,a345b1e4-5e4c-43df-9851-1f1105065cf8,Goose Honk honk,https://play-lh.googleusercontent.com/a-/ACB-R5RhfsXD9F2HyUB2XMphUDsJHGjmyKz6bizvCmcqVg,"I would say this is my favourite app to learn python from. The videos are really nice, the exercises lets us do what was taught in the videos and you can just revise stuff from the flashcards. You can even test whether you've learned properly. In summary, this is one of the best apps to learn from.",5,16,45.1.0,2021-12-16 11:15:43,,,POSITIVE,python
1917,7eb95bad-1827-4be1-a954-8a86df9de37f,emmanuel eghianruwa,https://play-lh.googleusercontent.com/a-/ACB-R5SAgH5WlQ5i_qyhDdnlNc8Fn8_uNTvSCB-7l6WkxQ,Sweet. It give easy access to learning python and it's easy to understand,5,2,45.1.0,2021-12-12 15:33:03,,,POSITIVE,python
1945,834ea737-eaf2-4e3b-93d4-b9ae88329270,Daniel M,https://play-lh.googleusercontent.com/a-/ACB-R5RtCAmCJUWP9XBCCELvF2k1tWVZCwPns8VW86y7EA,Amazing Experience. I can learn python and Data science right from my phone.,5,0,44.0.1,2021-12-04 13:23:40,,,POSITIVE,python
1959,0df48842-e9cb-414f-99a7-01ace8737e95,Chandrika Kadam,https://play-lh.googleusercontent.com/a/AGNmyxbQFCDFKGfm1toATCGRso23949c2mfIaoCFVg9N=mo,Amazing app for python. I wish they had free content for unlimited hours,5,0,,2021-12-03 06:32:46,,,POSITIVE,python
1976,25718371-a7ed-4805-97d3-2e34941cc9fe,Ramiro Herrera,https://play-lh.googleusercontent.com/a-/ACB-R5TxuX_0apmTNxKx8KRMB9W5Mzl3hcSuXb3p_QGM3Q,Best learning methodology. The app and website are amazing. Loads of courses and tracks. I've been enjoying the python courses. Subscription is worth every penny,5,1,44.0.1,2021-11-30 18:44:33,,,POSITIVE,python
1990,9a60dd00-190c-4ff9-b8fd-a29d91802a29,Meet Doshi,https://play-lh.googleusercontent.com/a-/ACB-R5SAhxdEfPEvnZ_QUELmZprf9QlcbFmQezvEhc7m9Ik,Wonderful app for pratice python,5,0,44.0.2,2021-11-27 07:59:04,,,POSITIVE,python
2006,3b9fedf9-1bd8-4790-9643-b354f381caed,RAJATAVA SAHA,https://play-lh.googleusercontent.com/a-/ACB-R5RhczNVLG8YVLFiy69D-IwLXK0aIC4QNsQ11mvaug,Very easy to use and its user friendly. Thank you for this amazing app for learning python😊,5,1,44.0.1,2021-11-23 07:27:25,,,POSITIVE,python
2011,1a766730-5f17-4c63-bcd0-d4dd5ceb96ed,Dante Kansepa,https://play-lh.googleusercontent.com/a-/ACB-R5QLniBoPbMoq5jfBt2dvZB1pw_k1n-3NdwLBOSGXQ,It's beginners friendly to those who want to start learning python and also it has good data science and data analysis courses.,4,0,44.0.1,2021-11-21 12:04:13,,,POSITIVE,python
2022,e2f6bd9d-1b53-459b-861c-944eba2e84bd,Edida Rajesh,https://play-lh.googleusercontent.com/a-/ACB-R5RUJzlCVIrcKuqzAx_KLIBoDrkqxth2jkyRYxL7lZ0,I really enjoyed this app for learning python basics and etc.,5,0,42.0.1,2021-11-17 23:11:52,,,POSITIVE,python
2037,096d659d-447e-41c7-9a17-1a48a84cc581,e swar,https://play-lh.googleusercontent.com/a-/ACB-R5TICp9dmZmCyuUuyMGg2Q6gxknprUDBV1DEWt80vw,"Best option for learning data science,python good for learning with excercises .",4,0,42.0.0,2021-11-16 12:30:37,,,POSITIVE,python
2055,20debc64-8537-497d-afae-4cfd5e45ad1e,Nitin Nath Giri,https://play-lh.googleusercontent.com/a-/ACB-R5SIcNiVcGa8MiIoQJB-Auj3scsSpqmDUK3sAOBbkQ,Previously a year ago around...this app looks normal as others...but since this year or in mid...it has changed a lot in every way possible ...in content...in teaching ...practice ...mock interview.....u have been learning daily ..and increasing my understanding in python...you can take my intervw as well😉😉,5,20,42.0.1,2021-11-14 15:12:41,,,NEGATIVE,python
2064,c46e4db3-d221-45cf-880f-bfb14db8aa13,Mubdiul Islam,https://play-lh.googleusercontent.com/a-/ACB-R5Td3tmN-_j9-z5YWTyKshm7193ejVVno1HKRheXDg,Useful apps. Easy to use. I really like this app. It's help me to learn python.,5,1,42.0.1,2021-11-13 15:08:34,,,POSITIVE,python
2110,cbb294f9-ee9d-4249-b48b-217372351273,K ushasri,https://play-lh.googleusercontent.com/a-/ACB-R5Tzs7tjEPJyyz393BgaC0xxdnH9Vp0oNoK681tMzQ,Very easy learn python that's why I like it,5,0,42.0.1,2021-11-07 09:06:18,,,POSITIVE,python
2142,81b41c9b-c396-4e68-813a-cb5a60c96c38,Simran jeet,https://play-lh.googleusercontent.com/a-/ACB-R5QoqV9U4Fc1wcwRj9QKZTCncoGwEXbyucLLTG9J6w,I am glad that am landed on datacamp. It is a good app for practising python. Others should try it once. Who are the beginners.Thank you.,4,5,42.0.0,2021-11-02 23:03:16,,,POSITIVE,python
2192,92cbe7c6-16b4-4265-8b4e-d36217c6fdf2,Durga Prasad Thota,https://play-lh.googleusercontent.com/a-/ACB-R5T5U8TyBHUWiNSNa9Vm96xds5EkoRkTYC1Qh_Rmeg,It good platform to learn python,5,0,41.2.0,2021-10-25 01:36:34,,,POSITIVE,python
2193,6c919132-9295-479b-9610-66e7753dc6cb,Srinivas Dogiparthi,https://play-lh.googleusercontent.com/a/AGNmyxZhzHQRzvNHCfwXK_nJF08WTV9aNQ1mVrUWi9hQ=mo,Very useful app to learn python easily I am satisfy to this app,5,0,42.0.0,2021-10-24 23:32:00,,,POSITIVE,python
2195,fba7290b-466c-45db-b218-0abdf9e071ec,Hazem N Ahmed,https://play-lh.googleusercontent.com/a-/ACB-R5Toa8WsOKjhYDFS-ieZaIgclD0F4gAheox6bH1EZQ,This is such a great app that i recommend for python actually your explanation is perfect keep going ❤️,5,1,41.2.0,2021-10-24 16:57:52,,,POSITIVE,python
2204,207fc78f-c02a-4ff9-af11-5e47b92f89a6,Mohamed Asif,https://play-lh.googleusercontent.com/a-/ACB-R5RAoSR7417hwO8L4-uQMYcC1ZJlxCxqPE6PwOXpAIs,"I studied python with data science for some months ago,I want to again recall the all concepts to be good in it,now I found the good source and helping me a lot,thnx",5,0,41.2.0,2021-10-24 05:20:09,,,POSITIVE,python
2209,33268eb2-de8a-41cf-bc71-5f2b51559b19,James Ojobo,https://play-lh.googleusercontent.com/a-/ACB-R5TYMYOSoFRIRotMOA9jtO8moo1QZuIejtmUmWnCJw,This app is an awesome way to learn python 👏👏👏,5,0,41.2.0,2021-10-24 00:51:26,,,POSITIVE,python
2210,95756616-5bf5-47cf-a58b-62e418c4f291,Pawan kumar,https://play-lh.googleusercontent.com/a/AGNmyxaPi-HrzN17YLjdPDWJzEMdxLZHqh0PbX_xsQ2O=mo,This not ide for python,1,0,42.0.0,2021-10-24 00:47:18,"Hi Pawan,
Thanks for your review! We'd like to better understand the reason behind this review, please consider emailing us at support@datacamp.com. We will certainly further look into this to provide the best resolution for you.",2021-10-25 01:16:39,NEGATIVE,python
2223,d7dadcf2-37c9-4649-8c9c-a9b5b649face,nitin kalra,https://play-lh.googleusercontent.com/a-/ACB-R5TINcBD9OlnuF4jQKbKJmSlYr0AKfYMS4051h8RTA,Thanks to team data camp this app really helps me to learn and practice python and data science.,4,0,42.0.0,2021-10-22 22:36:13,,,POSITIVE,python
2321,2ec4c1e1-d13b-4294-9a2b-efbf7f03b33b,Rakshit Mahajan,https://play-lh.googleusercontent.com/a-/ACB-R5SBYIJBGe0eyHI72Elg2cD2_Od3JDEJyNEZWA7wqw,Osm app all for free learn python etc.. love it great app for learning some data science work... must use once,5,1,41.2.0,2021-10-06 08:06:05,,,POSITIVE,python
2354,792f37a4-46a0-43a1-89c6-0dd49591a895,David Carlos,https://play-lh.googleusercontent.com/a/AGNmyxZbDMpHnR7NUjt9QOP0g9XVk9rL_iPOgAhgt288=mo,"Love this app ,now i have really understood SQL and python in a better way",5,0,41.2.0,2021-10-01 01:54:24,,,POSITIVE,python
2357,196cafd7-4ac9-4d5b-8497-fe5b063443b3,Syed Sameer,https://play-lh.googleusercontent.com/a/AGNmyxZmfxauyBfr_zvLydaOjj_tNKIE7mGKQvrdiXvPWQ=mo,"Amazing app for beginners who want to learn python,the courses are free and interesting too! The only problem is...i should wait for 12 hours to start another course Please remove this,i wish i could give tis app 5 stars",4,1,41.1.0,2021-09-30 03:22:42,,,POSITIVE,python
2471,71e44b6a-6890-4c0c-a6ca-78175724ea63,Arham Khan,https://play-lh.googleusercontent.com/a/AGNmyxaQNm4cbgMdO97QboiYAhQKzNlsRKNieUc5SZGo=mo,"Honestly I didn't knew anything about python, but it helped me to learn and explore various codings, symbols and most important the basics. Thank you",5,6,41.0.0,2021-09-11 13:43:34,,,POSITIVE,python
2501,17c01d5a-90ef-428b-914d-5c61a8d75cd9,Shubhi Pandey,https://play-lh.googleusercontent.com/a-/ACB-R5QG5d0MFvofZyq2ozEhHxoJvPl1f1RBTJ_59IVlcdM,"Its a great app actually!!! Love it! Please add practice worksheets for intermediate python,it would be a great help:) and thanks for the already great lessons.",4,4,40.0.1,2021-09-07 09:30:55,,,POSITIVE,python
2529,37a378be-74d2-4296-9115-d55466bc5619,Abdelmajid Courou,https://play-lh.googleusercontent.com/a-/ACB-R5SESfzai1QcNovR9g9hRm5XYRyVyHvjvCjTfezhjw,Great application to learn python Data science.,5,0,,2021-09-04 18:43:26,,,POSITIVE,python
2541,234ffcef-8bd4-4a08-afbe-840698f5d534,Praks Thagunna,https://play-lh.googleusercontent.com/a-/ACB-R5RcdzKTnu1JMxKc8GnmJlAXCWZKVVT71jOD_RuYMQ,It's a best app to learn data science with python,5,0,40.0.1,2021-09-03 09:40:03,,,POSITIVE,python
2556,c41589ab-a27b-48f7-93c6-d154b37c2837,Sarang Rajebhosale,https://play-lh.googleusercontent.com/a-/ACB-R5QYvYUw2oC0ElqiqPFdZP-dERciSKlrmGG_I5Tp,Really helpful for me as i wanted to study data science for finance and this python course really goes deep with concepts,5,2,40.0.0,2021-09-01 11:11:24,,,POSITIVE,python
2572,23866dd6-f04e-47fa-b667-3c54b8aa9d51,Tharun,https://play-lh.googleusercontent.com/a-/ACB-R5SQczdlG59q_3vmGa6uIl8VtWlgjPC0Y_svOcNcvQ,A really useful for those who want to learn python and SQL simply using their Smart phone. Great idea.,5,1,40.0.0,2021-08-30 12:52:29,,,POSITIVE,python
2573,778ffa88-6107-44eb-9403-299dbeebe765,Hammad Muhammad,https://play-lh.googleusercontent.com/a-/ACB-R5TiIaxvryUtm3x8yl1tq8eQO9rGmO0wiI03zUVadw,Best app to practice python. Great interface with great study material.,5,0,40.0.0,2021-08-30 12:37:55,,,POSITIVE,python
2576,61d21498-7399-4444-84ed-0b8f37e70e93,Lucky Mhlongo,https://play-lh.googleusercontent.com/a-/ACB-R5T49IDQ63rcLmlLssnU0iouw-egYPR9BIIQe9gv,This app allow me to knowthe basic skills of python,5,0,,2021-08-30 10:33:22,,,POSITIVE,python
2592,7fbfc3d5-41c1-474a-ae34-f82d65e81b30,Mr. Basu,https://play-lh.googleusercontent.com/a-/ACB-R5SyjDxc3SHqwVVn5oMY3otEk4ykVZWV_9j4Dg_V,"To be honest, I am very surprised how this app can lead us to real-life learning in coding field. The app is really good. So far, the tutor is very proficient with educational approach. I am having a fun time to learn coding with this app. I don't think could have selected a better application to learn python. Thank you. But, you can add other courses such as spreadsheet, power BI, Oracle, tableau, excel and other courses available on the web platform.",5,172,40.0.0,2021-08-28 23:58:07,,,POSITIVE,python
2600,00ad0068-9868-4ca8-b93e-4b0376c67d64,Shane (Vaya),https://play-lh.googleusercontent.com/a-/ACB-R5QY_3cQ6V18BhPNC9yu-IvBaBKTmRn93lI-1mm4YT4,Good on paper useless in practice. Have access to modules through a course on web content however only 6 courses are available for python through the app. Means the app is useless to someone trying to use it on the go. The mobile version of the desktop site is unusable on Android and the app is of no use as I can't access the chapter I'm on.,1,22,40.0.0,2021-08-27 21:02:46,"Hi There,
We're sorry to hear of the experience you're encountering and will certainly further look into this to provide the best resolution for you.
Could you kindly reach out to our Support Team via email at support@datacamp.com? We are looking forward to hearing from you!",2021-08-30 00:24:38,NEGATIVE,python
2609,1506e71f-a833-4371-8986-342d29105492,Gerard Lee,https://play-lh.googleusercontent.com/a/AGNmyxZvFYG4bMrUIkkMbwbYVXIEQTCbDpqkRZq5XIoY=mo,"Update review (after 2 weeks of subscription) After submission of answer, the loading circle will spin non stop. Only force close and restart the app will resolve the issue. This will happen once or twice within a chapter. There are quite many fantastic items that I saw on web but not on app. App version only has R, python and SQL lessons. And some of videos failed to load properly.",4,97,40.0.0,2021-08-27 01:14:41,"Hello! If you would like to email support@datacamp.com with the context of your inquiry, we would be happy to take a look within one business day.
Thanks!",2021-08-19 08:24:14,NEGATIVE,python
2617,5a9b2e2d-232e-49ad-b891-212e0a0dee1b,Nizar Mohammed Ameen Ahmed,https://play-lh.googleusercontent.com/a-/ACB-R5SBtcLJPi7wO9b2D4koa31-GYQJST1PwPl5GClw1g,Best ever learning python lang. With fun and advantage,5,0,40.0.0,2021-08-26 17:47:41,,,POSITIVE,python
2623,2b50a34a-e867-43e0-89a6-1947415528d8,NAGAMUTHU .G,https://play-lh.googleusercontent.com/a-/ACB-R5Q0FNHSAgZIZqxDNABG6gUcM9sM9bjqsbVfsxZ5Dg,Not Working like PC python. So I don't like this.,2,0,39.0.1,2021-08-26 12:31:52,"Hello! If you'd like to email support@datacamp.com with more context on your issue, we would be happy to take a look.
Thanks!",2021-08-26 14:41:35,NEGATIVE,python
