event,time
Parte 1,12:25:27
Parte 2,12:25:28
Parte 3,12:25:29
Checkbox Selected: valor.,12:25:31
Correct Drop Event: edad,12:25:34
Correct Drop Event: 18,12:25:34
Parte 4,12:25:34
Incorrect Answer Selected: ____,12:25:34
Correct Answer Selected: 2028,12:25:39
Parte 5,12:25:40
Checkbox Selected: 24,12:25:49
Parte 6,12:25:49
Checkbox Selected: 12,12:25:55
Parte 7,12:25:56
Checkbox Selected: un_nombre_variable,12:25:58
Parte 8,12:25:59
Checkbox Selected: Balance: € 200,12:26:03
Parte 9,12:26:04

