Unnamed: 0,date,developerResponse,content,rating,isEdited,userName,title,sentiment,matched_python,reviewId,userImage,review,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt
51,2022-03-27 03:06:51,"{'id': 28890985, 'body': 'Hey there,\r\nThank you for your wonderful words and support. We are glad to know our app was helpful for learning Python. These are what inspire us to do better\r\n', 'modified': '2022-03-31T08:23:44Z'}",Been a huge help learning python!,5,False,meenu_34,Love this app!,POSITIVE,python,,,,,,,
72,2021-06-24 21:02:13,"{'id': 23644616, 'body': ""Hey there,\nThank you for your review. We understand your concern and try to limit ads to a very minimum and unobstructive by only placing them at the end of the chapters. However, we can't deny the fact that ads are one of our sources of income and helps us put out free content. That being said, you can opt for an ad-free version with Programiz Pro."", 'modified': '2021-06-29T06:07:26Z'}",You must watch ads to run python.. ugly !!,1,False,Azexfrp,Very stupid game,NEGATIVE,python,,,,,,,
12,2023-03-22 01:40:31,,,5,,Mr Joker,,POSITIVE,python,9222c5c7-1284-4703-b49d-e4d1afb5d071,https://play-lh.googleusercontent.com/a-/ACB-R5RZR5xS3aaCoKjA347y9Lbz91mh4m6EfpAr-C5w-A,It's the best app for learning python,0.0,pythonx_1.2.3,"Hi, Thank you for your encouraging words.",2023-03-22 10:42:59
17,2023-03-21 09:22:29,,,4,,Mohammad Zhouri,,NEGATIVE,python,0b350172-6c8c-4dd8-9dff-378c42d94895,https://play-lh.googleusercontent.com/a/AGNmyxbZZrrD9o4gY42VmjZqJDGqzvH_mVKI6XGuX6SA=mo,I really like it but the thing is i can't pay for the pro and u need it to learn more about python and it makes me sad,0.0,pythonx_1.2.3,"Hi Mohammad, we charge a minimum fee so that we can get the most updated content for our users. We are sorry for the inconvenience. You can write to us at hello@codingx.app if you have any feedback and suggestion.
",2023-03-22 10:44:45
34,2023-03-17 07:13:03,,,5,,Pinki Gupta,,POSITIVE,python,1955cbbd-90ae-4e23-aaae-70a14bbfd7e9,https://play-lh.googleusercontent.com/a/AGNmyxZt4IQyWEBap2r0hyH1xMcs3SSD7mWjpL_hLlhO=mo,It helps anyone to learn code python and from there you can create a any app by learning python my rating 5star,0.0,pythonx_1.2.3,"Hi Pinki, thank you very much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at hello@codingx.app. We would love to hear from you!",2023-03-20 10:56:07
58,2023-03-12 08:10:53,,,5,,Roopak Mukkamala,,POSITIVE,python,cb5975b5-1c4a-4d8e-a51f-d619b9456c5e,https://play-lh.googleusercontent.com/a-/ACB-R5S83uIGjCVTa5N0ICIQ8IR1n_hMSkzWAD5MHftJ,It's a very easy app to understand about python,0.0,pythonx_1.2.3,"Hi Roopak, thank you for your encouraging words.",2023-03-13 02:17:01
72,2023-03-09 04:01:26,,,1,,Фото Комод,,NEGATIVE,python,2fc175e3-f4b3-45dc-b028-41be4c63706c,https://play-lh.googleusercontent.com/a/AGNmyxaPCphwo5Vlnko-iIqtZundCcwYBLvk1XQNZjLR=mo,I don't care who invented python.,0.0,,"Hi Фото, it's a course for everyone and hence the history is included in the course.",2023-03-11 00:16:39
81,2023-03-05 16:11:45,,,5,,aruwa manasseh,,POSITIVE,python,e6146d65-6dc1-4232-a34e-1d63d9743574,https://play-lh.googleusercontent.com/a/AGNmyxaN63o6Scj4G4CCvRZjIscf7D-jLVcjK_VEqUeW=mo,This is an easy way of learning coding (python) it's highly recommended.,0.0,pythonx_1.2.3,"Hi aruwa, thank you very much for sharing your valuable & useful feedback.",2023-03-08 09:03:41
84,2023-03-05 07:31:54,,,1,,Sakshi Shinde,,POSITIVE,python,c7b94cfe-b979-4dac-b85b-627faa58b9fe,https://play-lh.googleusercontent.com/a-/ACB-R5Rpz1jH8SiypeTip7vsSrwMBTWm6E0440p2ipDkuA,This app is very easy to understand the Python. And the explanation of each point gave very proper way. And this app is helpful for me to improve myself in python Programming language.,1.0,pythonx_1.2.3,"Hi Sakshi, if you like the app, could you please give us more stars?",2023-03-08 09:02:25
90,2023-03-04 10:35:09,,,5,,Tayyaba Rafique,,POSITIVE,python,dcbc5937-3f52-430d-9420-854f186e6e76,https://play-lh.googleusercontent.com/a-/ACB-R5RgaRrgrkNDNY3DqmIPGwPBh0YCRhq5gKMMj0UA,That's Amazing....easy to handle and learn... Em enjoying and learning python with new zeal...,0.0,pythonx_1.2.3,"Hi Tayyab, we are happy to know that you found our app useful. Please help us by spreading the word amongst your friends. If you have any feedback or suggestions, please write to us at hello@codingx.app. We would love to hear from you!",2023-03-08 08:56:50
92,2023-03-04 09:43:06,,,5,,Taimurkhan Reviews,,NEGATIVE,python,a7ec941d-563d-4a0e-bfcf-c746b3bb768f,https://play-lh.googleusercontent.com/a-/ACB-R5SdHC_avEOdAuEOMXEKEYLP61bOZqMNcmib8_-Y,"it's very helpful man , I bet youtube python learning videos will only distract you. try this once I believe this advise will change your life",0.0,pythonx_1.2.3,"Hi Taimurkhan, thank you for downloading our app!",2023-03-08 08:55:51
109,2023-02-28 17:34:01,,,5,,garang frank,,POSITIVE,python,0cef38e3-b09b-4798-8c59-dc23502182ff,https://play-lh.googleusercontent.com/a-/ACB-R5R-JADW3phJOQUALb7RdfOSf5xJgRI7gL28HPfy9Q,"its amazing, you can learn python easy",0.0,pythonx_1.2.3,"Hi garang, thank you very much for sharing your valuable & useful feedback.",2023-03-01 03:41:25
128,2023-02-23 12:51:23,,,5,,Mandi Love,,POSITIVE,python,3d38a712-802e-40b7-8504-f9d8ec650634,https://play-lh.googleusercontent.com/a/AGNmyxYyhie8HZXKekiF1QcY71Zm1EBHEUwdk1yeYKlk=mo,"New to coding, and it seems to teach a lot about the history of python... To understand coding is clear this app wants to start from the very beginning, that bring said, I have thus far enjoyed my time on this app.",0.0,pythonx_1.2.3,"Hi Mandi, thank you very much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at hello@codingx.app. We would love to hear from you!",2023-02-24 01:15:54
155,2023-02-16 09:46:05,,,5,,Dimitri Weekes,,POSITIVE,python,8fd23b0b-9179-41d0-8c47-4ff53c7d06d3,https://play-lh.googleusercontent.com/a-/ACB-R5Sza267tJYiPqPeP2A-4hzdD8vIe_uKoZdMkfS3yb0,New at python hopefully this can get my feet wet enough,0.0,pythonx_1.2.3,"Hi Dimitri, thank you for downloading our app! Keep learning!",2023-02-16 21:17:27
156,2023-02-15 20:57:08,,,5,,Ethan james,,POSITIVE,python,e22c71e9-8946-4cf4-a9af-cc9821ecf97d,https://play-lh.googleusercontent.com/a/AGNmyxaPO9NNzbVC5zOezmJH5_LQUV1tcOCAF85GqHr7=mo,It teach me how to create with python,0.0,pythonx_1.2.3,"Hi Ethan, thank you for downloading our app! Keep coding!",2023-02-16 00:07:26
163,2023-02-14 09:35:07,,,5,,Mucky Kallay,,POSITIVE,python,de57bdd0-6424-4fe3-944e-b0285762bbe5,https://play-lh.googleusercontent.com/a/AGNmyxZphFVCL70L5Inl-yVI0JsNyx9sxRXQwZd3b37p=mo,This particular app for learning python is one of the easiest of all times. I have been In search of such app as beginner for me to learn python and here I am becoming addicted to this app every single moment. Thank you for such opportunities.,0.0,pythonx_1.2.3,"Hi Mucky, thank you very much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at hello@codingx.app. We would love to hear from you!",2023-02-14 23:13:58
181,2023-02-10 11:13:41,,,5,,Tasin Hasan,,POSITIVE,python,e7f91030-9149-4e9f-87b3-fc7e77023db5,https://play-lh.googleusercontent.com/a-/ACB-R5Sn2a1P_PtjTXvZBmYokMbGkfqKe3cM7BygeMYx6g,This is very good app for learning python,0.0,pythonx_1.2.3,"Hi Tasin, thank you for your encouraging words. Keep coding!",2023-02-14 23:45:49
185,2023-02-10 01:11:10,,,4,,Gaurav Mahato,,POSITIVE,python,cae32b92-8a25-45bb-aea8-4edbac2b4e0c,https://play-lh.googleusercontent.com/a/AGNmyxY993X5X0FSJgBb29-h80yEPsz80SJMZ1psM-cq=mo,As I am using the app. I am getting addicted to learning python.,0.0,pythonx_1.2.3,"Hi Gaurav, thank you for downloading our app. We'd love to earn 5 stars, so please write to us at hello@codingx.app suggesting what we can do to improve.",2023-02-15 00:10:49
192,2023-02-08 21:02:39,,,5,,Benjamin Russell,,POSITIVE,python,8c24a066-59c7-4b52-b754-048c3155cd18,https://play-lh.googleusercontent.com/a-/ACB-R5RA99Bx1_KebyqNk116xvrvhF47nc7XESOkQO1jVA,Very easy way to learn python. No complaints.,0.0,pythonx_1.2.3,"Hi Benjamin, thanks for your review! Please recommend our app to your friends.",2023-02-15 01:08:27
203,2023-02-06 21:16:13,,,5,,Samuel Danison (PSalmoDist Corner),,POSITIVE,python,ca581517-964a-454e-98fb-7127f78bd571,https://play-lh.googleusercontent.com/a-/ACB-R5SBDqEVMC15l7lZzMWOQjvgCl2O-eryMIkXlIbb7w,This is sumptuously apt in learning python language.,0.0,pythonx_1.2.3,"Hi Samuel , thank you for your review. Enjoy learning & keep supporting us :)",2023-02-15 01:21:04
204,2023-02-06 19:47:44,,,5,,Marcus Martinez,,POSITIVE,python,68b36525-9fad-4a5f-a9af-0b6d4ff593d2,https://play-lh.googleusercontent.com/a-/ACB-R5TcCSKhnk4Ss3CDy-YMrLg-7J45oG3QuCFXEGBLLw,This gives an east way to learn the python language with short lessons,0.0,pythonx_1.2.3,"Hi Marcus, thank you very much for sharing your valuable & useful feedback. Keep coding!",2023-02-15 01:18:51
227,2023-02-01 10:36:50,,,5,,Shlok Gupta,,POSITIVE,python,26d42463-7db5-46f1-b7e4-ab6e8d221e47,https://play-lh.googleusercontent.com/a/AGNmyxYHqxWqd7Xf3H7M1lm88h_raAU_dmaY1f5J1F_b=mo,I am just a 9 year old kid and I have learnt 3 programming languages and it's my fourth and python X teaches me very good 👍👍,0.0,pythonx_1.2.3,"Hi Shlok, congratulations on learning these 4 languages. Thanks for your review! Please recommend our app to your friends, and don’t hesitate to shoot us a note at hello@codingx.app if you have any questions.",2023-02-14 01:03:31
243,2023-01-29 11:26:10,,,4,,PhantomWorkz,,POSITIVE,python,11a20dfd-e091-4358-944c-32653f4dc9c2,https://play-lh.googleusercontent.com/a-/ACB-R5R-wSw4XScoI25SUfnlVtx87BE-UQILjKrzV4JrEg,Really Great To Learn Terms/Examples If you've had any IT background in high-school like html or anything. You can use this course like a intro into the new language of this format. If you are completely new to this. Think of it as getting familiar with the terms and what they are used for so when you run across it when you search later you roughly have seen if before. It's all about being having tools In your back pocket as you go like terms from python then expressing your creativity,6.0,pythonx_1.2.3,,
251,2023-01-27 04:40:44,,,5,,Srinivas Rao,,POSITIVE,python,3b5d1209-11b0-4bbb-9b24-8744dad0b7b5,https://play-lh.googleusercontent.com/a-/ACB-R5TiRQq3FaUL9rTk-nnwB5EMh1tO-a6EfvPuiIeClg,IT is very good and learning python in less time,0.0,pythonx_1.2.2,"Hi Srinivas, we are happy to know that you found our app useful.",2023-02-16 22:17:40
275,2023-01-21 16:37:16,,,5,,ŁÈMØÑ ŚŁÌÇÈŞ,,POSITIVE,python,5d61415d-cfcd-4dca-b55e-5c7a93322a73,https://play-lh.googleusercontent.com/a-/ACB-R5SuItmspNlwI-y3J8xSSiMH6wX3IJ-_hqGvcEY,"Your application is awesome... i just wanted to mention that in the lesson 4 there is ""pvthon"" instead of ""python""... thanks for the free certificate🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹",1.0,pythonx_1.2.2,"Hi ŁÈMØÑ, thank you for your feedback. If you have any other feedback let us know at hello@codingx.app, so that we can improve our app.",2023-02-17 09:30:07
286,2023-01-19 00:46:55,,,5,,Sonali Kundu,,POSITIVE,python,49c493e1-0bec-4d96-9921-b90e03a381e2,https://play-lh.googleusercontent.com/a/AGNmyxaeRww72b99aXwfoZT6OKRgFlLnXKnRsdzuv69Y=mo,The good learning app for python,0.0,pythonx_1.2.2,"Hi Sonali, thanks for your review! Please recommend our app to your friends, and don’t hesitate to shoot us a note at hello@codingx.app if you have any questions.",2023-02-20 10:13:32
292,2023-01-17 16:20:11,,,5,,Alisher Jumayev,,POSITIVE,python,7f55fa14-f0b5-40af-9db0-8919fb05e7f2,https://play-lh.googleusercontent.com/a/AGNmyxa4oeygj_zC-swGmj1SkMGLp3qF8D4_BDqFmTHI=mo,So perfect and easy guide to learn python for beginners like me,0.0,pythonx_1.2.2,"Hi Alisher, thanks for your review! Please recommend our app to your friends, and don’t hesitate to shoot us a note at hello@codingx.app if you have any questions.",2023-02-20 10:53:40
298,2023-01-16 15:36:12,,,5,,Farid Haddad,,POSITIVE,python,14226386-067a-4ff6-8257-2a640f861507,https://play-lh.googleusercontent.com/a-/ACB-R5SKJgiyb5ihmYJGjLt5ERaloe73zQX76t2GZdIb,good app to pick up python,0.0,pythonx_1.2.2,"Hi Farid, thanks for your review! Please recommend our app to your friends, and don’t hesitate to shoot us a note at hello@codingx.app if you have any questions.",2023-02-21 06:33:30
324,2023-01-10 23:56:57,,,5,,iluysha cummins,,POSITIVE,python,009d7f1b-54b3-425e-8d59-4535d7614761,https://play-lh.googleusercontent.com/a-/ACB-R5TRkqFYbzwEevbTryZ5owd5aD9f03JYxxAYB6f1Tg,this is great I learned python I wish I could give it 10 Stars,0.0,pythonx_1.2.2,"Hi iluysha, thank you for downloading our app! We are glad that you found our app helpful.",2023-02-22 00:46:37
332,2023-01-09 19:38:24,,,5,,Joshua Depree,,POSITIVE,python,9f19c4df-12ad-4974-9831-0f4b259b63f0,https://play-lh.googleusercontent.com/a/AGNmyxauqZ5WMciQfuKbcnKsUKWgvpBjqSEU0jWx4hf4=mo,Excellent python course with a built in compiler,0.0,pythonx_1.2.2,"Hi Joshua, thank you for your review. Enjoy learning & keep supporting us :)
",2023-02-22 01:21:18
338,2023-01-08 13:56:35,,,5,,Ian Mount,,POSITIVE,python,9fd24f22-bfdd-4223-a423-702444ddc475,https://play-lh.googleusercontent.com/a/AGNmyxaWdl1MetKQXFxMxT4LE-bNsdpkxCleB1-eE6hj=mo,Trying to self teach coding Regardless of your current status in life fresh out of dropping from high school or tired of being in New York City lawyer and now you want to become a coder who started with python This is your app,0.0,,"Hi Ian, thanks a lot for your review! Keep coding!",2023-02-22 01:25:27
339,2023-01-08 13:05:36,,,5,,Austin Hatherly,,POSITIVE,python,9c210cff-02d7-4627-a9a6-ecef79d5da0a,https://play-lh.googleusercontent.com/a-/ACB-R5TEsl9kIUyAjxZ35pPFRMdn458Z8HrD0oWeoE5o-g,Great course to learn python,0.0,pythonx_1.2.2,"Hi Austin, we are happy to know that you found our app useful.",2023-02-22 03:04:54
354,2023-01-06 01:33:01,,,5,,Ricky Prindle (Ryley),,POSITIVE,python,bc904bb1-6861-4e45-afbb-295822b19551,https://play-lh.googleusercontent.com/a-/ACB-R5RM4S0Kqm7q20GlIxkbzMIvZGVzPQweO4FqEl58,This app it makes it so easy and kinda fun to learn python with it's great.,0.0,,"Hi Ricky, thanks for your review! We are glad that you found our app useful.",2023-02-22 02:41:33
355,2023-01-05 20:01:02,,,4,,Avanti Fugetaboutit Montana,,NEGATIVE,python,1359e78c-6074-496b-a8ac-960b32945d32,https://play-lh.googleusercontent.com/a-/ACB-R5Sq_7QURXUQczgNMFN5kFu2EjtiNRpcd3JQSgZThq8,"Id have given the 5 start easily cause its great at explaining the python language and the exercises are simplified enough that a novice like me can understand and use. Only thing is that, I passed a section and it was offering me PRO for 9.99 instead of the 19.99, but when I clicked on it to get the offer, it closed and when I reopened the app it was back to the 19.99 offer. Idk what happen but u was disappointed.",1.0,pythonx_1.2.2,"Hi Avanti, we are really sorry for the trouble. You can write to us at hello@coding.app for any assistance. We would love to help you.",2023-02-22 02:40:41
357,2023-01-05 12:13:18,,,3,,Elizabeth Lohr,,POSITIVE,python,bd5dfda3-b7a2-4697-aeb5-02effc29c467,https://play-lh.googleusercontent.com/a-/ACB-R5QfCY5va6ld88Pqdvhykg0743vwtEEgduhcByz7Ew,"I've only just started and it seems like a great app to learn python. However, the developer needs to add subtitles for the videos! Once you add this accessibility feature I will increase my star rating.",2.0,pythonx_1.2.2,"Hi Elizabeth, we have taken your feedback and would share with the developers",2023-02-22 02:55:54
367,2023-01-02 22:43:02,,,5,,Thiru,,POSITIVE,python,6aab4f0a-594f-4192-9f7a-fee521f00712,https://play-lh.googleusercontent.com/a-/ACB-R5SdKBFHbGfuGjqYLTleL0rtLzUxzJojM62s3y0g,Handy and helpful app to learn python,0.0,pythonx_1.1.7,"Its great to know that you liked our app. Please recommend our app to your friends, and don’t hesitate to shoot us a note at hello@codingx.app if you have any questions.",2023-01-03 15:12:23
377,2023-01-01 14:04:11,,,5,,Daniel Wolf Artist HohenerVideoPhotographer,,NEGATIVE,python,13226381-e29f-4b80-927f-851d3e651a1f,https://play-lh.googleusercontent.com/a-/ACB-R5Re26VXQm53hAAhI0IrD01YMfvbLtFuooxyM5TOCg,"#PythonLanguageProgrammingCodeBasics was a snap to Complete by the end of week two,... Now im studying Intermediate Level #PythonCodeStructuredDataSystemsConfigurations bringing my #PythonUnderstanding to a Higher Level Of Linguistical Code Programming Data Systems Settings Successfull Programming Coded Computer Sciences Language Communication Settings ... That i choose to plunge away at this cobra of a English Sentence Structure that is fairly easilly understood by the aspiring python student.",0.0,pythonx_1.2.2,,
380,2023-01-01 03:07:54,,,5,,Frozen Hound _ احمد,,POSITIVE,python,0e060ce2-6dc5-4dce-ae8b-4d2c32ef3ab0,https://play-lh.googleusercontent.com/a-/ACB-R5QqS0SKJbow0_5yQaW5nkqCz2lKFQiVUOIuoLEI,"It's easy to learn , doesn't require money and it's taking python step by step",0.0,pythonx_1.2.2,,
393,2022-12-29 11:35:34,,,3,,The Chosend,,NEGATIVE,python,70eb9bad-87b2-4049-a81c-4038b4ba3776,https://play-lh.googleusercontent.com/a-/ACB-R5Rbi27HwHL0N9s0M2wB2a0RA7pFM1_tu4FnqEsmJA,I did not like the fake notifications >:-( It can be replaced with facts abouts python or motivation sentences. 🤔 Developers please do something about it. Fake notifications are not make me feel good about app.,1.0,pythonx_1.2.2,"Hello,
Your problem needs more detailed examination. Please report it to our technical support team at hello@codingx.app. We are always looking to help our users.",2023-01-03 15:49:37
397,2022-12-29 00:43:24,,,5,,Ayesha Irfan,,POSITIVE,python,10f84baf-5670-49d8-9d06-7deda69a8e1d,https://play-lh.googleusercontent.com/a-/ACB-R5QN07ZL0vaBeU6eERprBl-IVCAWyK4MfymnmP1zng,Nice way to learn python. Everything is in easy wording and with a step by step progress.,0.0,pythonx_1.2.2,,
402,2022-12-27 18:52:25,,,5,,Engelbert Fosu Forson,,POSITIVE,python,bb165656-9bf4-493a-87b4-608aa14833d0,https://play-lh.googleusercontent.com/a/AGNmyxbUPQ-GbDCxoX0shrsMcC2xoUvsJmD4ye_llWIr=mo,Learning programming with pythonx is really cool,0.0,pythonx_1.1.7,,
405,2022-12-27 05:22:32,,,5,,collins lemogo,,POSITIVE,python,a4716004-1661-447c-96d0-d317d1ce0796,https://play-lh.googleusercontent.com/a/AGNmyxbaTbBmYEJ6IFazyB02cev9_BvnqdfULSrH0Sow=mo,This application is very good for Learning python,0.0,pythonx_1.2.2,,
432,2022-12-23 02:00:45,,,5,,Dhanush kumar Engili,,POSITIVE,python,f2d54abe-73e0-4dc7-9517-0fbbff25e918,https://play-lh.googleusercontent.com/a-/ACB-R5SUxMRfJh843te-zme4PZJDLpFO1cxjcRajMjxGrQ,Grate experience with python,0.0,pythonx_1.2.2,,
470,2022-12-15 02:46:32,,,5,,Nalini kanta prusti,,POSITIVE,python,483fc6ed-e830-4aa8-a11f-ba60dbe38f88,https://play-lh.googleusercontent.com/a-/ACB-R5QHl1cOX99iCa9TY7Tf6eMtCyUXcZdnV6yO6hitbNw,Nice for learning python,0.0,pythonx_1.2.2,,
476,2022-12-14 05:55:52,,,5,,Miguel Moura,,POSITIVE,python,ac5cf010-b00d-4c87-866e-b3c27128c700,https://play-lh.googleusercontent.com/a-/ACB-R5Tp3Tf-YLWDCIMa_oAwhtGe0okBCVQk55vfDtEcAw,"It is amazing, I hope I can complete and really improve my knowledge in python",0.0,pythonx_1.2.2,,
485,2022-12-12 12:02:34,,,2,,David Kubacki,,NEGATIVE,python,7afd0d1b-7e33-41bd-9d87-5bf76624458d,https://play-lh.googleusercontent.com/a-/ACB-R5T8jARgZdld04M1Lrt2GnEFwoDERKm2f7-uGIRKKg,"The app is OK for learning basics within python, but very often examples are simply incorrect or incomplete. Is a very confusing experience and would not recommend learning with this app.",3.0,pythonx_1.2.2,We apologize for the inconvenience. Can you be more specific please so that we can identify the issue? Don't hesitate to reach out to us at hello@codingx.app.,2023-01-03 15:41:41
495,2022-12-11 01:37:06,,,5,,RyRy,,POSITIVE,python,d8e5a499-c356-4181-8419-fe55f032b298,https://play-lh.googleusercontent.com/a-/ACB-R5QSJ51G8jXBBjVO14QsYAsGyjkt0bhwio6x87mUaw,Great concept! Gives a good foundation for learning to python.,0.0,pythonx_1.2.2,,
508,2022-12-09 09:44:07,,,5,,Khalid Aminu,,POSITIVE,python,6cf804dd-e036-4ffc-9c53-734c5c91f17a,https://play-lh.googleusercontent.com/a/AGNmyxb2CdGfbQJGusNacrBFUN5BoHkXMlodqqtHXtvY=mo,"This app is Very good, i recommend this for all who want laarn programming in python i like this app",0.0,pythonx_1.2.2,,
512,2022-12-08 11:20:07,,,5,,Ashisha Singh,,POSITIVE,python,b708bf8c-1d10-40fd-bebe-0b0eb4491619,https://play-lh.googleusercontent.com/a/AGNmyxZUxpNaryT9JXRCnQl7JcJdj0sY_MIiheVc2ZsJ=mo,"It's really good app for the beginners who are learning python, lessons are very easy to understand and clear.",1.0,pythonx_1.2.2,,
523,2022-12-07 06:48:08,,,5,,Kurt Danielle Nazario,,POSITIVE,python,cbfb63c1-d967-4376-bb0b-0f696e1bf02b,https://play-lh.googleusercontent.com/a-/ACB-R5Q8wIgKsIdNKmBrEzu4sIac3SX3QZh0PA_QkvIg,"This is actually useful and full of information about learning python, haven't tried the pro version of this app because I'm still reviewing the features. And so far this is a wonderful experience to use this app for python, keep up the good work.",4.0,pythonx_1.2.2,,
543,2022-12-04 16:48:36,,,5,,Adrian Bwalya Mange,,POSITIVE,python,fd95e87d-f6a8-4a0b-bcba-888eae79960f,https://play-lh.googleusercontent.com/a-/ACB-R5Q1lreu1JPtIdRH6YLPjETUftfqnrU9_GJuzAwoOA,The app so far is proving to be useful... I am highly impressed with the layout and how easy the teachings are. Its a wonderful app to learn python programming ❤️,3.0,pythonx_1.2.2,,
551,2022-12-03 15:41:59,,,1,,terry lovingit,,NEGATIVE,python,e1eb24ef-594e-4821-a7aa-bf8d69bddd4e,https://play-lh.googleusercontent.com/a/AGNmyxbmmHe2ycWLqWOg1SRCeAkPS2J0dZQ00eNON3gk=mo,delete the 'hello python' part. it's just useless needless knowledge to an already daunting subject to learn. nobody gives a fk about the history of it,0.0,,"Hello terry, thank you for the feedback and we get it. But the app is for everyone new to python as well as like a refresher. So the history is integral part of the application. we are sorry that you did not enjoy our app. If you have any suggestions kindly write to us at hello@codingx.app",2023-01-03 15:32:36
572,2022-11-29 21:04:18,,,5,,Dharanesh S.p,,POSITIVE,python,125522b4-696b-46c5-bfcf-377b5960a4d9,https://play-lh.googleusercontent.com/a-/ACB-R5SWeVrOZMFuUZ4uthxxfU7ErBNPnCAUC2X54wCqhA,It's amazing to learn python 😍😘👍🏼,0.0,pythonx_1.2.2,,
