Unnamed: 0,date,developerResponse,content,rating,isEdited,userName,title,sentiment,matched_python,reviewId,userImage,review,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt
367,2023-01-03 01:58:44,,,3,,kingsley Onwuka,,NEGATIVE,python,a8be0e3d-353e-4d1f-85d9-04f340820958,https://play-lh.googleusercontent.com/a-/ACB-R5SDGxjfdPnBijn2aMWLacXBC9FeBkmKOWsByGK5,"The programing app is nice , it really easy to understand, but when its tells to go to terminal to install python its doesn't work, so if you have any please tell me or do a feedback",0.0,1.4.68,"Dear Kingsley, our developer didn't sleep the last few days to solve python terminal issue. They drank 93 litres of caffeine already. The bugs are naughty and strong this time. We aren't giving up. Keep exploring Programming Hero and stay tuned for Android with Kotlin course coming in next month. We'll eat the bug by then. We love you! ♥♥♥",2023-01-05 09:03:04
404,2022-12-25 16:09:03,,,5,,Philbet Odigie,,NEGATIVE,python,df5174a9-6e7e-4825-b42c-4bcf008b7e02,https://play-lh.googleusercontent.com/a/AGNmyxZJDrLOuKDuiBOGZmVp84gQHwsoi1CiMhrswf3j=mo,"Well I enjoy using the app especially the offline mode, but I have a problem I can't code unless I install python on the app, I've tried but it didn't. Could you guys make a version with an already installed python on it",0.0,,"Dear Philbet, thanks for suggesting us with a great idea! But here is the problem you may face, if we make a version with pre installed python, then the size of the app will be much bigger than it is right now. Which may create an issue to many users, that's why we had to keep it like that. Hope you understand! But we loved your idea as we love you",2023-01-05 10:44:25
425,2022-12-20 08:23:52,,,5,,Tabish Jamal,,POSITIVE,python,1d86ce2c-43d6-42df-a43f-273cf3eca1ba,https://play-lh.googleusercontent.com/a/AGNmyxaf8Enjp5rDACPWq0GlhQMnwF2w_Vvh9B0cHsI0LA=mo,"best code compiler and learning place for programing languages like python,HTML,java,etc.",0.0,1.4.68,,
426,2022-12-20 05:14:42,,,4,,anitha ramalakshmi,,POSITIVE,python,cafe656a-7416-46c8-9c5c-069ba04c3a7e,https://play-lh.googleusercontent.com/a-/ACB-R5QWziNFfw7-sBPqvzXJvpFT79OO63fA_ngLd4-Wjw,surely it is an usefully app for who are coming to learn programming in python..,0.0,1.4.68,"4 star means ""I like you.""
5 star means ""When are we marrying?""
We give you 5 stars. You can choose to do the same.
Also you can make Grandma happy. She is aged and becomes sad for being stuck at 4.8 star.
And keep exploring Programming Hero and stay tuned for the Android with Kotlin course coming in next month.
We love you, Anitha! ♥",2022-12-26 08:30:38
449,2022-12-15 05:40:51,,,5,,regan david,,POSITIVE,python,66532e8d-7c7d-4b4a-b6a0-8cc7a89b2f51,https://play-lh.googleusercontent.com/a/AGNmyxZdb_Gs40l0KotWZznQRG38v_j41ydGefu358jm=mo,"i am newly using mobile apps to learn python,i did learned python basics before but i forgot that,but this time i wont bcoz this app provides examples in very simple manner,and i enjoyed to do that.i think this could be the best app, i loved it..",0.0,1.4.68,,
456,2022-12-14 02:57:14,,,4,,Philip Bonsu,,POSITIVE,python,9028ce12-fe48-4990-91e4-49a8de4533d0,https://play-lh.googleusercontent.com/a-/ACB-R5TZEwHgIF8Ph8WBMHypxeZIPsyMg69WWtUrDchO_6s,This is a great app 5o learn basic python codes. it works perfectly well and I love it.,0.0,1.4.68,"4 star means ""I like you.""
5 star means ""When are we marrying?""
We give you 5 stars. You can choose to do the same.
Also you can make Grandma happy. She is aged and becomes sad for being stuck at 4.8 star.
And keep exploring Programming Hero and stay tuned for the Android with Kotlin course coming in next month.


We love you, Philip! ♥♥♥
",2023-01-05 10:06:14
477,2022-12-10 13:01:47,,,1,,Leoulouch Lamperz,,NEGATIVE,python,0ebaa305-5b83-4d42-ba57-a193fd962419,https://play-lh.googleusercontent.com/a-/ACB-R5RBP-BWDtsyuFCW6f4RGwTOz5HC_x1BrKZzAtxNNg,"Even though I installed terminal and python pkg in it, after closing the app and reopening it, I can't run any python project like(try it button), it says python pkg is not found and I have to install it. Very frustrating, I reinstalled it but this didn't help",2.0,,"We are extremely sorry Sakib. Our developer didn't sleep the last few days to solve the bugs. They drank 93 litres of caffeine already. The bugs are naughty and strong this time. We aren't giving up. Keep exploring Programming Hero and stay tuned for Android with Kotlin course coming in next month. We'll eat the bug by then. We love you, Leoulouch!",2022-12-14 07:13:04
569,2022-11-19 08:55:53,,,5,,Sumon,,POSITIVE,python,a96d6d51-4774-4576-9712-62fcce6aed5e,https://play-lh.googleusercontent.com/a/AGNmyxZRe4d8Dhz8wRSyIhYmLNgfy7qDwTAczUU1uKo2=mo,Great app if you want to learn the python coding step by step.,0.0,1.4.68,,
583,2022-11-15 09:41:27,,,2,,Morshed Hossain,,NEGATIVE,python,94ccf09f-833f-4876-ae0f-20347017bef1,https://play-lh.googleusercontent.com/a/AGNmyxaooFFl2DL4B2Ma5deEdGPzPTibiMmrPT5CHDZ_=mo,The python code creating project is not available otherwise everything is good,1.0,1.4.68,"Our developer didn't sleep the last few days to solve the playground issue. They drank 93 litres of caffeine already. The bugs are naughty and strong this time. We aren't giving up.

Keep exploring Programming Hero and stay tuned for Android with Kotlin course coming in next month.

We'll eat the bug by then.

We love you, Morshed!",2022-11-20 07:04:58
587,2022-11-15 02:55:12,,,3,,Angine Chakma,,NEGATIVE,python,976070dc-1692-4b79-b4a1-a9f4718bea62,https://play-lh.googleusercontent.com/a-/ACB-R5SKxzZouUy5S9i-su65LPvj7an02IZcELkJYe2XfQ,"While going to try practice,though already installed this, it showed: Python not found.To install python,go to terminal and run this command""pkg install python"" Worst feelings ever.😓😭",0.0,1.4.68,"Our developer didn't sleep the last few days to solve the python terminal issue. They drank 93 litres of caffeine already. The bugs are naughty and strong this time. We aren't giving up.

Keep exploring Programming Hero and stay tuned for Android with Kotlin course coming in next month.

We'll eat the bug by then.

We love you, Angine!",2022-11-20 07:06:33
605,2022-11-11 13:41:51,,,5,,Percy S,,POSITIVE,python,4795e163-2179-4b10-8ab6-af612b12cc90,https://play-lh.googleusercontent.com/a/AGNmyxZCn9wuDPZJxV5gxAwl4fPhJaW-mZksKYluk41i=mo,Colorful and smooth python beginner concept course.,0.0,1.4.68,,
610,2022-11-10 14:40:56,,,1,,Lone Wolf,,NEGATIVE,python,0a11b61b-840e-46c1-9411-d7a147315f95,https://play-lh.googleusercontent.com/a/AGNmyxZvwZlHkMwjDU_30B-TPNsAnl266QtFrvXWQklr=mo,I cant code or instal python from terminal,0.0,1.4.68,"Our developer didn't sleep the last few days to solve the python terminal issue. They drank 93 litres of caffeine already. The bugs are naughty and strong this time. We aren't giving up.

Keep exploring Programming Hero and stay tuned for Android with Kotlin course coming in next month.

We'll eat the bug by then.

We love you!",2022-11-20 07:10:24
647,2022-11-05 04:44:12,,,4,,Jasper Anthony Perillo,,NEGATIVE,python,08ea6ae4-ed41-4033-aa50-299f2719b768,https://play-lh.googleusercontent.com/a-/ACB-R5QinkjW8tt3GmSiOffQkuXBI6T84L6xAgoKq9CVAQ,"The app is good, perfect to be my guide as I learn programming during college. However, the python part where I can test my code always gets removed (whenever I try to run a code, sometimes it will say ""Python not found, please install python at terminal, pkg install python) and when I try to reinstall it it appears, pkg not found.",0.0,1.4.68,"Dear Jasper, Our developer didn't sleep the last few days to solve the issue of python playground. They drank 93 litres of caffeine already. The bugs are naughty and strong this time. We aren't giving up.
Keep exploring Programming Hero and stay tuned for Android with Kotlin course coming in next month.
We'll eat the bug by then.
We love you! ♥",2022-11-06 06:47:46
669,2022-10-30 05:32:24,,,5,,Alex Dimon,,POSITIVE,python,4d9a67ee-5344-41ba-b5ab-cfb20176d332,https://play-lh.googleusercontent.com/a-/ACB-R5T5CI3IhTEOTr518BJ3sg7CtUl8PjU1e5Uzuwk-Jmg,I like it so far. I'm learning python and I'm understanding it so much.,0.0,1.4.68,,
696,2022-10-24 23:23:18,,,2,,sandeep Shrestha,,NEGATIVE,python,4fd78f0e-91f4-4dc8-a90a-3b5bd52d8fb1,https://play-lh.googleusercontent.com/a-/ACB-R5RIrP2zqWBI8Wh5Gnvd5Ee8kdc2W88Ug27ZWTwuVQ,I am giving this app 2 star because of terminal and 'pkg install python' problem. Please solve this problem as soon as possible.,0.0,,"Our developer didn't sleep the last few days to solve this issue. They drank 93 litres of caffeine already. The bugs are naughty and strong this time. We aren't giving up.

Keep exploring Programming Hero and stay tuned for Android with Kotlin course coming in next month.

We'll eat the bug by then.

We love you, Shrestha! ♥",2022-10-25 13:44:01
699,2022-10-24 17:07:56,,,2,,Gabby Kels,,NEGATIVE,python,d051ed2b-db4e-4588-a4fa-0c19effb4b86,https://play-lh.googleusercontent.com/a/AGNmyxbi0y4tuRgV-Yc5aThVxhEg_fpwnGCtysyU32aQ=mo,Keep saying I shud go to terminal and install python with line of code which I Have come severally but not working,0.0,,"Our developer didn't sleep the last few days to solve this issue. They drank 93 litres of caffeine already. The bugs are naughty and strong this time. We aren't giving up. Keep exploring Programming Hero and stay tuned for Android with Kotlin course coming in next month. We'll eat the bug by then. We love you, Gabby! ♥",2022-10-25 13:44:21
718,2022-10-20 17:00:56,,,4,,Pierre Gonzalez,,NEGATIVE,python,543ac8a7-0d7b-4242-a9b7-8a2ac0aca14e,https://play-lh.googleusercontent.com/a-/ACB-R5Ry0zhPT9USevqSzhqSZpVc6HgQFrl0ssp0-w2zCHA,"Thereb is this thing in terminal where after I install python pkg few days after that it will ask me again but this time it will say ""inaccessible/not found""",0.0,1.4.68,"Our developer didn't sleep the last few days to solve this issue. They had drunk 93 liters of caffeine already. The bugs are naughty and strong this time. But We aren't giving up. Keep exploring Programming Hero and stay tuned for the Android with Kotlin course coming in November. We'll eat the bug by then. We love you, Pierre! ♥",2022-10-23 23:08:08
719,2022-10-20 16:42:14,,,2,,Mehjabin,,NEGATIVE,python,108241dc-9865-4f9d-8aea-0215c47ff324,https://play-lh.googleusercontent.com/a/AGNmyxZ2Ve3maOTvv48uqcJzE2N4tkSIVExzTHd6ICp1=mo,Cant install python. Shows error everytime I try to install it.,0.0,,"Our developer didn't sleep the last few days to solve this issue. They had drunk 93 liters of caffeine already. The bugs are naughty and strong this time. But We aren't giving up.
Keep exploring Programming Hero and stay tuned for the Android with Kotlin course coming in November.
We'll eat the bug by then.
We love you, Mehjabin! ♥",2022-10-23 23:07:14
721,2022-10-20 03:02:45,,,2,,Alana Banana,,NEGATIVE,python,6bf77162-5d4d-46a9-8465-8a943302f1eb,https://play-lh.googleusercontent.com/a/AGNmyxZbTvbRq8yjYi2mFr_Gu2GHf2mkWKoTWcwy2SrG=mo,"I can't read all of the code in the terminal but it says ""pkg: inaccessible or not found"" and I do not understand why. It worked the first time I did pkg install python but now it does not work? The only advice I find is use pkg install python in terminal but it is not working.",0.0,1.4.68,"Our developer didn't sleep the last few days to solve this issue. They had drunk 93 liters of caffeine already. The bugs are naughty and strong this time. But We aren't giving up. Keep exploring Programming Hero and stay tuned for the Android with Kotlin course coming in November. We'll eat the bug by then. We love you, Alana! ♥",2022-10-23 23:07:32
742,2022-10-16 04:06:28,,,4,,Szabolcs Liber,,NEGATIVE,python,de5dd995-6328-4e69-9c4a-857e528ebd3f,https://play-lh.googleusercontent.com/a/AGNmyxZAVvmopOohM5FmUeIX3YMj5H1U-gVBGZ2NlgpZFg=mo,"Very good app, but unable to use the practice part as always ask for install python package. Its already installed but still doesnt work.. (this is why 4 stars) i want to see bit more practice content too. If developers can port it to a desktop version (windows) app as well can reach more users.",0.0,1.4.68,"Our developer didn't sleep the last few days to solve this issue. They drank 93 liters of caffeine already. The bugs are naughty and strong this time. But Grandma's forcefully making the developers drink Milk too. Keep exploring Programming Hero and stay tuned for Android with Kotlin coming in November. We'll eat the bug by then. Love you, Liber!",2022-10-16 09:18:27
776,2022-10-08 22:38:22,,,5,,Hafiz ullah,,POSITIVE,python,05ef1636-ef58-467d-84d4-8e87f7ea9728,https://play-lh.googleusercontent.com/a-/ACB-R5TjstYGfMA5LIwsmpFXjZJI-lZJ14FdNm7Do0pPmA,It is the best App to learn programming languages. specially to learn python.,0.0,1.4.68,,
784,2022-10-08 07:11:59,,,5,,Muhammad Tahir,,POSITIVE,python,abd77892-09f5-4d9a-a65b-525c487eb83c,https://play-lh.googleusercontent.com/a-/ACB-R5S0rNo6MeXIDMdr_3tGbBup21ngotdeij5mgqKdrA,this app is amazing to learn python programming in a fun way.,0.0,1.4.68,,
817,2022-10-03 03:09:47,,,5,,Md mahin Khan,,POSITIVE,python,2795099f-d326-4adb-b267-4dfd060f6400,https://play-lh.googleusercontent.com/a-/ACB-R5T54eMoRpShGOIxNbtsOdMRiqHgq_4ngKHzrrYo,Thats really a great app to learn python. And i also use it..,0.0,1.4.68,,
821,2022-10-02 21:21:37,,,4,,vijay godse,,POSITIVE,python,7978aac1-ad58-4e70-b2e7-31c8bb77e9cd,https://play-lh.googleusercontent.com/a-/ACB-R5QJVrsoiazMjPKUix_awCRFRZYrH4XU7Zqc1cBtEA,Great app to learn python and terminal is awesome experience to get familiar with CLI just hoping to get same feature for other languages too,0.0,1.4.68,"4 star means ""I like you.""
5 star means ""When are we marrying?""
We give you 5 stars. You can choose to do the same.
Also you can make Grandma happy. She is aged and becomes sad for being stuck at 4.8 star.
And keep exploring Programming Hero and stay tuned for the Android with Kotlin course coming in next month.


We love you, Vijay! ♥",2022-10-03 09:16:37
825,2022-10-01 08:10:55,,,5,,Ian,,POSITIVE,python,1432fa3b-2f9e-42c0-888f-64783afaa9a2,https://play-lh.googleusercontent.com/a-/ACB-R5TC3ifW6hzws2YtFBmNa_SxPIgkhi_HvhFNA3hwGQ,"Wonderful, I hope backend development and pure game development is coming soon.There is no react course Hope you have android game development coming soon Amazing , web development app development I hope to meet game development very soon Update python course",0.0,1.4.65,,
829,2022-09-29 10:47:55,,,5,,TANMOYJYOTI MORAN,,POSITIVE,python,c9a8d6e9-c80f-4c1d-ab73-4dd7a2fe9bcd,https://play-lh.googleusercontent.com/a-/ACB-R5QcjSxtMQs6pMg1i36XxZ7-r1gEjbFzX6JBoJJI,Only one word Just 'amazing' 'mind-blowing' I am learning python so this app was amazing .. Thank you 🤗,0.0,,,
