Unnamed: 0,reviewId,userName,userImage,review,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,standardizedReview
10,7bdaf709-9e15-4671-af92-00fbc1da6ef4,Yuvi Proy,https://play-lh.googleusercontent.com/a/AGNmyxYmkXguN-UEi_Bwx5kwh3VcMpP2cXyUp4V4jwlj=mo,Best app to learn coding. I have tried so many apps before but this is the best.,5,0,73.0.0,2023-03-19 23:16:35,,,POSITIVE,best app learn coding tried many apps best
11,fc50b4f6-eb4a-4193-9c29-bff69306c324,Juan Phiri,https://play-lh.googleusercontent.com/a-/ACB-R5TulYLrZkUUj8ksUlvFZqF3l7AzVpE5kmEasyeb,Try it. No regrets.,5,0,71.0.0,2023-03-19 15:04:18,,,POSITIVE,try regrets
12,69719648-03cd-4184-9f1d-2c58624e4556,Joseph Okolla,https://play-lh.googleusercontent.com/a/AGNmyxatQ2Xbk-xVfxFKOKneKE0O4OPQjmpFGaBx9RGR=mo,Unbelievably wonderful.,5,0,75.0.0,2023-03-19 09:43:00,,,POSITIVE,unbelievably wonderful
13,43521fed-559a-4c56-aa64-3bbe0bd6f661,Pepsi Powers,https://play-lh.googleusercontent.com/a/AGNmyxZcY5Z5C1famwstBm5Z6NqIAu_7bfwxJvtGHqxH=mo,Magnificent learning tool!,5,0,70.0.0,2023-03-19 04:52:10,,,POSITIVE,magnificent learning tool
14,87865aa0-734a-40dc-af32-d72c6134be15,Khaneteknon,https://play-lh.googleusercontent.com/a-/ACB-R5TXa374iGpUP4jc3tbZq8qF7xQnzMelrkllRKF04A,This is the most amazing learning app I have ever used. Thank you so much. Please enable the 'download lesson video ' option for the mobile app as well. Thank you,5,0,75.0.0,2023-03-18 19:03:44,,,POSITIVE,amazing learning app ever used thank much please enable download lesson video option mobile app well thank
15,c34e2e0e-749d-4a6f-9802-118acea01468,Udemezuo Okoye,https://play-lh.googleusercontent.com/a/AGNmyxZ2ZndE8XfUHDPcgLtK8HZmLOfL5zhseExYjLg=mo,I am having a wonderful learning experience here Check it out guys,5,0,72.0.0,2023-03-17 09:38:37,,,POSITIVE,wonderful learning experience check guys
16,beddc151-88e5-4ce0-9de4-9cf3522008ef,chisom Ariwodo,https://play-lh.googleusercontent.com/a-/ACB-R5SzUpRSNdy6-qjHlYPyoyaKLk9x1uM6z53b3LELCw,Nice application,4,0,72.0.0,2023-03-16 13:43:53,,,POSITIVE,nice application
17,a39c754c-23e8-49ae-a7d0-00a0fbf2ad40,Anthony Jefferson,https://play-lh.googleusercontent.com/a-/ACB-R5RFghGDqaDORK7LfzT5HHgfnwFFf8qDGa1FL_Q7nA,Great information,5,0,69.0.0,2023-03-16 11:57:28,,,POSITIVE,great information
18,cc400a2a-188e-4666-86b3-517d70e4395a,Deseting Isangifi,https://play-lh.googleusercontent.com/a-/ACB-R5RDFNr2IY9ACBrLxkG77uLsRvBZxenlwYGaoyXWCw,My experience has been good. Kudos to the team.,5,0,72.0.0,2023-03-16 10:44:36,,,POSITIVE,experience good kudos team
19,fd353f1e-1046-42ce-91d8-d4eea3bef846,Feyi Mosaku,https://play-lh.googleusercontent.com/a/AGNmyxbjGk_HWHP5FaxA5GmJgs1es5Gp2LcMMj1h6RfX=mo,"Easy and simple,",5,0,73.0.0,2023-03-16 06:13:26,,,POSITIVE,easy simple
20,9967deb8-df20-453a-b96a-abe5bf356b92,Du u,https://play-lh.googleusercontent.com/a-/ACB-R5Q-kcRlKAci_JjuC4ufdhaOg17-iH0q4ejb4yJfUA,Amazing 🤩,5,0,73.0.0,2023-03-16 03:48:35,,,POSITIVE,amazing
21,ba7e47db-c81e-4f14-b8a8-5d3110be2849,Blessing Arowomole,https://play-lh.googleusercontent.com/a-/ACB-R5RR6yB714eEuaMeI-5y7WbJYsSPHtUkFv4b9iR33g,The app stucks and claims can't connect to playstore. Please fix it!,1,0,73.0.0,2023-03-15 21:55:51,"Hey there,

I'm sorry to hear about the issue you're having, this is not the experience we wish to create for any of our customers

Could you please make a support request here https://support.datacamp.com/hc/en-us? Our team is waiting to help you.

Have a great day, and thank you for using DataCamp!",2023-03-16 20:45:02,NEGATIVE,app stucks claims cant connect playstore please fix
22,5dc112af-97cf-4c5b-a131-d8a7914fbccf,Mohamad Shedeed,https://play-lh.googleusercontent.com/a-/ACB-R5QkEq014AXtmMjIQNMTvyiOBVjFntGkL45tmyrZXQ,The app is interesting. It allows easy and quick practice to keep progress on.,5,0,71.0.0,2023-03-15 12:07:40,,,POSITIVE,app interesting allows easy quick practice keep progress
23,d72f0ef8-fd5d-4b82-8a6c-c52c4b100040,FOREXGISTS,https://play-lh.googleusercontent.com/a/AGNmyxa1NfVMi0SnGUnP0mMYRR9WYKeWF4lr1huaDmO4=mo,"Data Camp is the best online learning center. With your phone you can get to learn python or other programing language, at data camp it's a compulsory thing to understand one topic before moving to another. Data camp makes it all very simple, as it's a learn and practice experience. I would never have understood python if not for Data Camp. Thank you for the innovation of Data camp. I love you guys.",5,2,70.0.0,2023-03-14 14:05:14,,,POSITIVE,data camp best online learning center phone get learn python programing language data camp compulsory thing understand one topic moving another data camp makes simple learn practice experience would never understood python data camp thank innovation data camp love guys
24,9882e187-e2f4-4961-86c1-19e9eba43306,Clare Cook,https://play-lh.googleusercontent.com/a/AGNmyxb8SBR-eEB4ei0BomJddkrblb-Nwo1Z8bMois9l=mo,Really valuable tool to learning programming skills,5,0,69.0.0,2023-03-14 12:22:18,,,POSITIVE,really valuable tool learning programming skills
25,fe559b67-9b13-4c37-93be-9eb5574df0d2,Kalim Ullah,https://play-lh.googleusercontent.com/a/AGNmyxaTYYzb6IwWKJeJJcUXtTOPv1jiI9LFRUBej7G5=mo,Amazing app for data science.,5,0,73.0.0,2023-03-14 11:22:06,,,POSITIVE,amazing app data science
26,be2f470a-823f-4b7a-b110-8f8403774682,Martins Blessing,https://play-lh.googleusercontent.com/a/AGNmyxZYabxaOO0fXWRsYytXfzeLgBsmhLIaCkVQV_ld=mo,It was educative and I gain more knowledge on data analytics,5,0,65.0.0,2023-03-14 04:31:25,,,POSITIVE,educative gain knowledge data analytics
27,e2708366-d575-4c83-8a36-32d3760a7d8a,Janmejoy Ray,https://play-lh.googleusercontent.com/a-/ACB-R5Ra61619AGz5HJEIUZG7nUG6s0fFMUgj2qUVq9z0g,Great one,5,0,73.0.0,2023-03-13 04:55:27,,,POSITIVE,great one
28,18a09821-06d1-4f9e-b226-6635cd5fad03,Ani Victoria,https://play-lh.googleusercontent.com/a/AGNmyxZHzLEscbZHGI1WI-GWT7kxW_LUtttfMO3mTTuE=mo,I am having Great learning experience with this App,5,0,70.0.0,2023-03-12 04:56:46,,,POSITIVE,great learning experience app
29,fe2284a0-2587-4ffa-8247-9466e48e4723,Saqib Ali,https://play-lh.googleusercontent.com/a-/ACB-R5Q-p53jRZNnmqlNmZFgIJ3duEkdUK8XZXaJ4Z6kig,Very helpful 👍,5,0,70.0.0,2023-03-12 01:44:21,,,POSITIVE,helpful
30,7b7671d2-2569-422b-9e6c-8dc11d88a0cc,Zed Gisturb,https://play-lh.googleusercontent.com/a/AGNmyxYU3lzV5jAWFSrkz5XwpRTiTaa4IH6K8xqlSRV-=mo,Best so far,5,0,73.0.0,2023-03-11 23:25:05,,,POSITIVE,best far
31,a2d51a3e-57d1-43ec-a133-3a638b01b712,bren bulatao,https://play-lh.googleusercontent.com/a-/ACB-R5SaL-YVK6GvJEOXI3DzUXgV0D5-aNhFubVAZLW4,It makes learning not so boring because it's interactive.,3,0,73.0.0,2023-03-11 11:06:38,"Hey Bren,

Thank you for recently sharing feedback 👋 and for giving up a few minutes of your time,
If you have any other questions, please don't hesitate to reach out to us via our Help Center (https://support.datacamp.com/hc/en-us/requests/new).

Have a great day, and thank you for using DataCamp!
All the best,
May
Customer Support Associate",2023-03-11 18:15:29,POSITIVE,makes learning boring interactive
32,d16e1d2b-bc19-4bf7-8c70-ff5baaf5c61b,Ahmed Hassan El Zaeim,https://play-lh.googleusercontent.com/a-/ACB-R5ROTGIn_tG0As9g7vg1bjnOZk9efVJeidpkB_NS,V nice,5,0,72.0.0,2023-03-11 02:58:23,,,NEGATIVE,v nice
33,fde648fc-4c20-40fa-98f6-3b4fbbddee96,Abass Adamu,https://play-lh.googleusercontent.com/a/AGNmyxbrkrJ6CgQQYLS9r_NaHwgHGt9GuBNtwqgQno2Q=mo,user friendly and easy to use,5,0,73.0.0,2023-03-11 00:39:08,,,POSITIVE,user friendly easy use
34,8915a605-0ca8-4917-95fa-11f5fb11ef7c,Israel Kolly,https://play-lh.googleusercontent.com/a/AGNmyxYhkKccNb_XlH9Dx5XOv84ikhk4tEZ6_-PTak4t=mo,Great app,5,0,69.0.0,2023-03-10 12:37:18,,,POSITIVE,great app
35,693bf804-d9d2-4ffa-8ea8-b55b83088bf3,Shawal Farrukh,https://play-lh.googleusercontent.com/a/AGNmyxYCv3FzAW1SoWpXwM9-ncTTKw2nesfoR2qEq-1n=mo,Pretty cool way of learning code,4,0,72.0.0,2023-03-10 08:48:47,,,POSITIVE,pretty cool way learning code
36,8d68acfe-0116-41da-afa9-c48c5cad3d9f,Marvellous Bankole,https://play-lh.googleusercontent.com/a-/ACB-R5STFCNpwuRxhGG9dC70BnYjdTe_r5K3TopvPmUfQQ,Going through the courses in DataCamp is so easy. It takes you one step at a time. In no time you are all caught up . User friendly and beginner friendly too.,5,0,73.0.0,2023-03-10 07:50:38,,,POSITIVE,going courses datacamp easy takes one step time time caught user friendly beginner friendly
37,42e5cb23-173b-409e-8023-d1bc411d8cf1,Peter Ryan,https://play-lh.googleusercontent.com/a/AGNmyxZyoGO9dYh_Uzl229RlgZqUK8C30nXlEU7Y4j87=mo,Great way for me to learn python and sql. It had enough value to me that I renewed for a second year.,5,0,,2023-03-09 22:01:06,,,POSITIVE,great way learn python sql enough value renewed second year
38,965459f6-e14d-4555-8505-dfc43b01c6a4,James Cook,https://play-lh.googleusercontent.com/a-/ACB-R5R0MQdNEHy_NDD6HB-65tofJniSebzwJwGS31JfXQ,"Great UI, very intuitive, great source of learning with a lot of variety. Mobile app is great in conjunction with Desktop (but not for all courses).",5,4,72.0.0,2023-03-09 17:45:39,,,POSITIVE,great ui intuitive great source learning lot variety mobile app great conjunction desktop courses
39,e42c7549-da35-4952-94be-93126f624d1f,Mahnoor Asif,https://play-lh.googleusercontent.com/a/AGNmyxZbb92GTcaKv0NVdbwRhThP5TOBLD2Yb9pm76jG=mo,good,5,0,72.0.0,2023-03-09 13:46:17,,,POSITIVE,good
40,e4ee96af-5194-4992-a6ed-4d50be5b913e,Abdelrahman R. Y. Alarqan,https://play-lh.googleusercontent.com/a/AGNmyxbz6OUBJfLdOFPCTBlhx54lZr_X9glWHn-DxvvD=mo,Recommended for data scientists,5,0,72.0.0,2023-03-09 09:15:44,,,POSITIVE,recommended data scientists
41,b047e89b-c0f9-4bc2-b8cc-e9093deeb756,Olukunle Adegbala,https://play-lh.googleusercontent.com/a/AGNmyxalMN5F8LRrZ6Z3-6au_wmMKqqk4iQbqP38l-DA=mo,"This app is awesome, responsive, interactive and easy to navigate. The course tracks are worth the time.",4,0,70.0.0,2023-03-09 05:03:48,,,POSITIVE,app awesome responsive interactive easy navigate course tracks worth time
42,f1eed180-8684-4c5e-9429-297fcfb313b9,Ebenezer oladeji,https://play-lh.googleusercontent.com/a/AGNmyxbcT-wdu0TXstAhsyXGQ0UI1u0v2FVUF2icCiHc=mo,"Best place to learn, very engaging and interesting",5,0,73.0.0,2023-03-09 04:51:09,,,POSITIVE,best place learn engaging interesting
43,ed167ccb-0682-45de-86d1-caeb4c623e72,Eduardo Oliva Sandoval,https://play-lh.googleusercontent.com/a-/ACB-R5QRcKJgLxmugTJiTXsTE_xoCCKI8PRvHu0nLQjlQA,Easy to ise and very friendly,5,0,72.0.0,2023-03-09 04:21:14,,,POSITIVE,easy ise friendly
44,002879ce-3349-4acc-a53c-cdad5c4f1c33,Joe “JaiHo” H,https://play-lh.googleusercontent.com/a-/ACB-R5SUKbqwrmnoycM8hmp4UTnEaCPbh7z05cc8KRZUtA,Clear laid out instruction and course content.,5,0,73.0.0,2023-03-08 10:06:55,,,POSITIVE,clear laid instruction course content
45,80126aa9-aaee-439a-bcc2-4d56d37f6b9c,Mark Elizabeth,https://play-lh.googleusercontent.com/a-/ACB-R5QEBqDBruL2DHsx3uS-ypQ-6OP1-tLEyOYl_rwS,It gives value to determined learners 👍,4,0,71.0.0,2023-03-08 05:24:40,,,POSITIVE,gives value determined learners
46,69b894d4-3a2c-4c7d-a7f7-6b0c645bc369,Troy Cunningham,https://play-lh.googleusercontent.com/a-/ACB-R5SpgPbuKbiIzwmsYT-xJhMrqihSqUMNYaJRZxtW,Easy to use,5,0,69.0.0,2023-03-08 05:18:07,,,POSITIVE,easy use
47,225a3f57-9b65-44ac-924d-dd464f39380b,paul odipo,https://play-lh.googleusercontent.com/a-/ACB-R5RocYTl9_82XUXYw-4iY0UlsFmpto2XgtaO8ZgLfA,AMAZING,5,0,72.0.0,2023-03-08 04:04:28,,,POSITIVE,amazing
48,3305026f-8e60-42cd-9d45-86bd22d71e18,Kiril Bankov,https://play-lh.googleusercontent.com/a/AGNmyxYSRNarLn8_OimPNFh-4J42X_QuzAwUtX2TYiKj=mo,"DataCamp provides very practical approach to learn programming. There are a lot of great courses on Python, SQL, PowerBI, R, PySpark, etc. If you want to combine some of them for more structured learning, the platform offers skill and career tracks that allow you to advance gradually from the basics till the complex topics.",5,0,72.0.0,2023-03-08 00:55:13,,,POSITIVE,datacamp provides practical approach learn programming lot great courses python sql powerbi r pyspark etc want combine structured learning platform offers skill career tracks allow advance gradually basics till complex topics
49,4faba6b3-b327-4c7a-a175-de3db632b959,M.A Learning,https://play-lh.googleusercontent.com/a-/ACB-R5TH5_PESRyFp4ai2-pyObmdyEHPUxES5yoTFbFUaw,Outstanding for beginners,5,0,,2023-03-07 23:29:14,,,POSITIVE,outstanding beginners
50,bcba1b82-60de-4c8e-9fd2-da653400f24d,Enrique DE LA HOZ,https://play-lh.googleusercontent.com/a-/ACB-R5Q-xqogtIzfa_nWDINd49_2ScYaBUsStIiPOOe2,It is useful for practicing.,5,0,72.0.0,2023-03-07 16:23:42,,,POSITIVE,useful practicing
51,807223f6-18c8-4af8-adb2-de5e861dacaf,that one kid,https://play-lh.googleusercontent.com/a-/ACB-R5TaUeMzagrYZsSojV5gfq7KnOnM9i3KahXEGH8Ol8k,"High level of usability, when to compared to competitors, the courses are great and accessible from mobile",5,0,72.0.0,2023-03-07 13:05:53,,,POSITIVE,high level usability compared competitors courses great accessible mobile
52,4055e27d-58a3-4d0a-887a-6e3c7179b84a,Leke Adedoyin,https://play-lh.googleusercontent.com/a/AGNmyxYhq6Hd2GlOBfn3ORxrX7PSQziqdPB_QJrPJVXG=mo,Use it,5,0,72.0.0,2023-03-07 12:38:48,,,POSITIVE,use
53,4195cd09-ea70-4cca-9e14-4a2b21f7202d,Nana Addai Genius Charles,https://play-lh.googleusercontent.com/a-/ACB-R5QdchwLa59FJnf3WEKcvJRoaNlpCJykDn-D5hjo7Q,Try it and you'll never regret..,5,0,70.0.0,2023-03-07 11:53:49,,,POSITIVE,try youll never regret
54,92a0aabf-e16c-4aa1-abda-57170e4312b1,Imtiaz Nabi,https://play-lh.googleusercontent.com/a-/ACB-R5SkWjX4_gB1G7EVxJnjcDMmXHJ2yjI0NIZpMrc5VQ,The best app I have ever seen,5,0,72.0.0,2023-03-07 10:59:05,,,POSITIVE,best app ever seen
55,0e771964-6bd5-4206-866e-a588cddd812b,Bella Rinda,https://play-lh.googleusercontent.com/a/AGNmyxY3CNP46_ji23oceKgyrhuJIA_w2MOEpnQajvNg=mo,"Perfect for learning about data, theory and practice, in addition to small knowledge tests at the end of each course, learning programming in Python and others, preparation for certification, recognized certification etc. It's just perfect!",5,0,72.0.0,2023-03-07 06:46:31,,,POSITIVE,perfect learning data theory practice addition small knowledge tests end course learning programming python others preparation certification recognized certification etc perfect
56,24f6e419-39de-4f0a-9a0f-367336e66946,RODGERS MASAWA,https://play-lh.googleusercontent.com/a-/ACB-R5THg26JDRAHSqrTFJsv0sepubrQrh4ZCc2ERkVSeQ,Great service,5,0,72.0.0,2023-03-06 23:45:05,,,POSITIVE,great service
57,e6e19545-90df-454d-a786-b64abe75414d,Odysseas Pantos,https://play-lh.googleusercontent.com/a/AGNmyxaPxjbrb8OwbNaBY52FUHgopdarYsCsqM4CV6gh=mo,"it was free for mobile now tou need to pay , they didn't inform me before policy change so I could complete my courses , now they are locked in Middle of the progress.",1,1,72.0.0,2023-03-06 15:39:31,,,NEGATIVE,free mobile tou need pay didnt inform policy change could complete courses locked middle progress
58,fea4be68-b02d-4f20-917b-bba8aabff0aa,محمد زينة,https://play-lh.googleusercontent.com/a-/ACB-R5RjUS7G_AQbpHB80E_uvr2TfPH4aSEMD7gGXZCV_g,Amazing,5,0,72.0.0,2023-03-06 14:59:08,,,POSITIVE,amazing
59,0e2e15ec-d4c9-4793-b5a2-da2923d0bbcf,Gabriel Ifeanyi,https://play-lh.googleusercontent.com/a-/ACB-R5Tn0Zp1zRow05egDdvhq1bdx9mgNU7ZusJjdrEn0g,Easy to use,5,0,72.0.0,2023-03-06 12:29:37,,,POSITIVE,easy use
60,4afd983c-453e-4034-b053-3fc7e393088a,Sara Lemanski,https://play-lh.googleusercontent.com/a/AGNmyxZAPKQkZhdp6mppLkimyGoiQMZFAbyp6nLeylVk=mo,"I was excited to use this. I'M BEYOND GRATEFUL that I'm not paying (work is). It's lacking (SUBSTANTIALLY) in pedagogical methods. Not sure how one is to learn on an ""education"" app without educators educating. Phone and tablet platforms make this substandard for mobile use. Things ARE NOT explained. It's OK if the example is in the practice but even then, sometimes you have to use hints to get past the ?, even though the input matches the right answer. Re: reply, I've a better chance at lotto",2,1,72.0.0,2023-03-06 08:07:28,"Hi Sara,

We appreciate your feedback! Please reach out to us via support.datacamp.com, we'll be happy to review your experience further and see where we can improve.

Best,",2023-03-07 07:50:15,NEGATIVE,excited use im beyond grateful im paying work lacking substantially pedagogical methods sure one learn education app without educators educating phone tablet platforms make substandard mobile use things explained ok example practice even sometimes use hints get past even though input matches right answer reply ive better chance lotto
61,c7a1a3b2-1817-433b-8b0a-97a74d4808e8,Andrés Rosero,https://play-lh.googleusercontent.com/a-/ACB-R5SRubk0ZST2n9ZIDYN4XJ8yfLFPVjH6UnSnQsQxhg,Great interactive learning!,5,0,72.0.0,2023-03-05 20:21:12,,,POSITIVE,great interactive learning
62,57540d60-412f-4a69-9e2d-caca81c85170,Enoch OkikiJESUS,https://play-lh.googleusercontent.com/a-/ACB-R5SRUpBaTzPkMXKIwx4xyM-PlpxzBoPML7yfidevVQ,DataCamp is truly awesome! Taking a noob from zero to hero...,5,0,72.0.0,2023-03-05 16:45:27,,,POSITIVE,datacamp truly awesome taking noob zero hero
63,c5abe975-4b31-409e-89d9-dcff7012b894,Mani Kant Sinha,https://play-lh.googleusercontent.com/a-/ACB-R5RZOn4TiPqWBmh5rCzZbpCRBSbT2E03nv32OYDKrQ,Fabulous App that express the needful learning...,5,0,72.0.0,2023-03-05 12:17:49,,,POSITIVE,fabulous app express needful learning
64,41c769e5-4402-45db-9daa-12018dd65213,19ME147- SURYA S,https://play-lh.googleusercontent.com/a-/ACB-R5Si7uEVNN230mthaEED1-ora1wHz9Ofwiw7E_k6Pw,It's very productive and Easy application and also helps us to up-skill ourself,5,0,72.0.0,2023-03-05 06:47:52,,,POSITIVE,productive easy application also helps us upskill ourself
65,7c50eef4-1a38-45e3-8435-c7225c1d08ff,Manu Bharvad,https://play-lh.googleusercontent.com/a-/ACB-R5TLbcHnGIBHzlFQTwBia9cQZnXqw-s2Yhp-gL3p,Top,5,0,72.0.0,2023-03-04 23:11:25,,,POSITIVE,top
66,f193d51e-b724-49a0-934f-76ed360ff3ed,Victor C. Nwaigbo,https://play-lh.googleusercontent.com/a-/ACB-R5SNwhcf0Nnals-cZMrphVdeLWEUbO9AWaq5JJRpJA,Great learning App,5,0,72.0.0,2023-03-04 15:57:42,,,POSITIVE,great learning app
67,70b81386-c1a1-491a-9a12-d86d8392e48e,Hector Vlad Itok,https://play-lh.googleusercontent.com/a-/ACB-R5SlS9BkP9qASmfWsCeaHeJ-xDD8eICgUEEDnkH1fg,I really enjoy the app. Very well designed and efficient.,5,0,70.0.0,2023-03-04 11:49:55,,,POSITIVE,really enjoy app well designed efficient
68,2be29b56-02f3-4be2-a4e3-3aaa0d02ed31,Faith Pack,https://play-lh.googleusercontent.com/a-/ACB-R5QuzTkd9HQb5K9RZ3xrSInvCl0e95cnDNBpbmbO_A,Best app for learning how to code at a reasonable price with hands-on experience. I highly recommend this app!,5,0,72.0.0,2023-03-04 09:50:18,,,POSITIVE,best app learning code reasonable price handson experience highly recommend app
69,66fe9575-a479-49db-8274-1093c5d3f3b4,DIVYA PRAKASH MISHRA,https://play-lh.googleusercontent.com/a-/ACB-R5TcY0heYO4-ehMbB6zYyjIH0aWuoAlNAZWKS4Ss_w,Excellent platform for data science,5,0,72.0.0,2023-03-04 02:32:23,,,POSITIVE,excellent platform data science
70,c92e5723-a76b-4a6f-b1e9-085593d0c5f0,Salim Reza,https://play-lh.googleusercontent.com/a-/ACB-R5QVW04PtgJaDqgWsAzhVc9zJF1qvzgft5UqwFr_cg,Very good,5,0,72.0.0,2023-03-03 11:15:33,,,POSITIVE,good
71,9757dde6-68c6-451e-a4f9-ed1d51c0e050,Doreen Bilson,https://play-lh.googleusercontent.com/a-/ACB-R5Q_tggyUjVM8LR5xUkUmMJqlj222GjIqhknYaNdbw,Practical and educative,5,0,72.0.0,2023-03-03 10:52:44,,,POSITIVE,practical educative
72,4509f1f5-1432-4a61-9b70-0c013073e63f,ark ark,https://play-lh.googleusercontent.com/a/AGNmyxbubMIxWFLDkQXsvXjXeLm0iIn6unyV45KJLolZAg=mo,Easy to navigate and lots of content,5,0,72.0.0,2023-03-03 05:55:47,,,POSITIVE,easy navigate lots content
73,8c59e5ec-dfa3-42c8-ab6c-44cc257cb20f,AP Byte,https://play-lh.googleusercontent.com/a-/ACB-R5QQKEOys21lwB0d5HupIbU_1_pngQFMBBtNbhbD,"I'm a Data Scientist that is finishing up my degree in both analytics and Data Science. I learned more from the material offered by Data Camp compared to my degrees. Love these courses, and having it on mobile makes easier to commit to.",5,1,72.0.0,2023-03-02 21:27:24,,,POSITIVE,im data scientist finishing degree analytics data science learned material offered data camp compared degrees love courses mobile makes easier commit
74,160981e1-f8b3-4800-8d45-62c39944d972,Leye Fayese,https://play-lh.googleusercontent.com/a-/ACB-R5RUD9hNDzr_pA4dgr8oCqMUSMnBj6uAa6qQCHzY3A,Very nice and easy to use.,5,0,72.0.0,2023-03-02 17:51:55,,,POSITIVE,nice easy use
75,beff288d-86bc-4436-aa3e-d5813bf09ecc,Amambua Collins,https://play-lh.googleusercontent.com/a/AGNmyxafWQoJW2BXbVkoyTva-jRqdWh5PKpuVJH-Wv-I=mo,"This app is very easy to access, it's user friendly, and interesting.",5,0,69.0.0,2023-03-02 15:38:53,,,POSITIVE,app easy access user friendly interesting
76,23be1cfa-aeab-4762-aaf9-81bde600880e,AZEEZ AKEEM,https://play-lh.googleusercontent.com/a-/ACB-R5TrxdevCTWWIU4Q9gFesg4xb9Dfk0KKjM9QBVtX,Very comprehensive and easy to use,5,0,71.0.0,2023-03-02 07:31:34,,,POSITIVE,comprehensive easy use
77,4bcddf1a-96f3-4610-8fe0-f5782e53873c,Nguyễn Quốc Định,https://play-lh.googleusercontent.com/a/AGNmyxbRy5uGRkEW0vGsSxje7cXVaNWMr60yddeGJVgZ=mo,My knowledge of data becomes consolidating by its interest accumulated career path.,5,0,72.0.0,2023-03-01 07:24:04,,,POSITIVE,knowledge data becomes consolidating interest accumulated career path
78,8b3f8fba-a473-41e6-bbf5-d7160c901751,Avner Gomes,https://play-lh.googleusercontent.com/a-/ACB-R5QnRqngVTf7eeR-YBXvnQvM0XgueVnQ_yRAgKQud-4,The best online learning experience I've ever had. Extremely profund lessons. Interactive exercises. Great instructors.,5,0,72.0.0,2023-03-01 05:30:39,,,POSITIVE,best online learning experience ive ever extremely profund lessons interactive exercises great instructors
