Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_stem
488,711ccceb-84ee-4596-a520-6d6ef11dbe8b,Ᵽɨǥɏɏ Sᵽɨŧsɇɍ,https://play-lh.googleusercontent.com/a-/ACB-R5R0c2xqm9_U2kG8lLBpwHrSRYzin9HiUCktOhvS,"Little disappointed to see that the language I had been working on, C, couldn't be done on this app... But it's not bad. The system is great and very user friendly. It took me like a minute to login for the first time because all you have to do is just click the login with email button. But I was really hoping to have C be in the language list and it's not.",3,0,1.14.0,2022-06-28 02:12:45,,,NEGATIVE,point
529,530cd684-df40-4f7b-a7a9-365f93594648,Kingdom4Crusher,https://play-lh.googleusercontent.com/a/AGNmyxZg8lT3aEesYmztrqyUA9Te3mzpDfbT7VZLS4s=mo,"This is perfect to keep your streak going when you cant get to your pc however the randomized lessons without context for the practice lessons is terribly confusing especially if it gives you questions not related to the 5 pieces of ""flashcards"" or when you havent gone over the entirety of all the material in that particular lesson and i become lost on what would be the correct answer",3,0,1.14.0,2022-06-07 13:53:54,,,NEGATIVE,streak
534,c24784b7-90e0-438f-a739-d12e7866e5aa,Keith Morse,https://play-lh.googleusercontent.com/a/AGNmyxavTNu_q5kCbmdwKQMIESgPucObFCFQ39eUnRSq=mo,Simple straight to the point but not too advanced To overcomplicate Keeps to improving the person not expecting everything at once,4,0,1.14.0,2022-06-07 05:38:31,,,POSITIVE,point
542,44faeb59-060f-4ad4-8b33-2d6909e88f93,Gary McCloskey,https://play-lh.googleusercontent.com/a-/ACB-R5TjZAMdQbiU4V1OsuMw637ubu8a8mrOQVmXgiTw6A,"While presumably far from the depth (and commitment!) of a CS degree, Codecademy is an easy entry point to learning popular programming languages. Delivered in bite-sized, and addictive, chunks of info, projects, puzzles, and quizzes, Codecademy provides the tactile feedback and quick dopamine rewards (✅, 👍👏'yay!'s, 'you got it!', 'Completed!') that make learning something you can do while pooping. Note: I hope to see fresh content regularly added, or I'm changing this review to 4 stars.",5,84,1.14.0,2022-06-01 00:24:52,,,POSITIVE,point
600,ae631249-0779-4d15-8d5e-9ab46cde6e92,Rodolfo Alejandro,https://play-lh.googleusercontent.com/a-/ACB-R5SM6cu-SBGyQ1tZht2Ey8qTn1K4IX04it-LfBrZPlw,"As much as this costs for pro subscription this is really terrible. This isn't the quality of other free options and I'm very disappointed, I'm going to suggest to others to look elsewhere for their educational needs.",1,3,1.14.0,2022-04-25 21:28:03,,,NEGATIVE,point
603,cd0a377b-5e79-438f-aec0-2e6be5aa7a31,jaja blinks,https://play-lh.googleusercontent.com/a/AGNmyxaFy2mlDSNKC7hN_IuFdNySiae9shhiTk4uVSxN=mo,Great app although coding is difficult. I can practice on the go at work and break times.,4,0,1.14.0,2022-04-24 03:30:45,,,POSITIVE,break
616,170c8906-f3fd-4c94-a9a4-5acbd060ec0f,Kelly G,https://play-lh.googleusercontent.com/a-/ACB-R5S3SV1e1krL7I4u1uwyItuRmHnF6yEZGpPFMeXZlQ,I started a course on desktop. Thought i could continue with course on the app. But it didn't sync my progress with the app. I'm not starting over. Nope.,1,0,,2022-04-15 23:07:54,,,NEGATIVE,progress
626,371d969d-329e-483b-8cd3-486ed0adec9c,Yashvardhan Jagatkar,https://play-lh.googleusercontent.com/a/AGNmyxYv0Bed27ttpoooqOQBv90wzZIEgawPzNM_44kX=mo,iam student in 12 th and learning python this app makes me understand the basic to pro.... if iam wrong at any point it Requotioned me again and again 👍🏻👍🏻,4,0,1.14.0,2022-04-13 05:27:02,,,POSITIVE,point
721,fb1fbe5a-4e57-416b-a8d0-2086f1f780d8,Hendra W,https://play-lh.googleusercontent.com/a-/ACB-R5RSEhqEL9iKYSKEhmTFA1gcVjIKXbfvNan5wu-Nag,I have the PRO version of Codecademy on my desktop and this is a very good way to ensure that you maintain the habit of coding. Thank you 👍🏼,5,1,1.14.0,2022-02-16 13:04:45,,,POSITIVE,habit
729,40d39071-45ef-4a39-9bf5-debc7178b216,Matthew Gammon,https://play-lh.googleusercontent.com/a-/ACB-R5T_P89R37xYa-qMaRbm8if8ZHw2RjlhyyWwezkpIpM,Good for a quick on the go review or to keep your daily streak going and that's it. It's all flash cards and fill in the blanks and the card packs that you get repeat all the time. Several user created cards end up in your study packs and half the time they are straight up garbage with incorrect answers or no way to properly solve the problem. Don't fool yourself into thinking you are learning and look elsewhere for more serious study. App receives no updates. Don't bother.,1,169,1.14.0,2022-02-11 08:46:01,,,NEGATIVE,streak
825,8d5dc2b7-2425-4c43-b018-091d9fca51a4,Willy Talent,https://play-lh.googleusercontent.com/a-/ACB-R5RY78GY7TaMbk7fz-ixPkQOlNeN35-UdjDeP17Fe2g,"1. THIS IS ONLY: flashcards and notes from the website readings that prepare you to write physical code. 2. This IS NOT: a physical programmimg/coding app. 3. YOU DO NOT code in this app. At all. Educated point: At the current stage of this existence, app development and technology, there is no point to this app when there are websites that load faster and provide an easier process for searching for and utilizing knowledge you are seeking for any programming language. Let us code in-app.",3,7,1.13.0,2021-12-26 02:19:50,,,NEGATIVE,point
833,b376fb66-7f3d-444e-9370-74130a1fb517,Joseph Hauser,https://play-lh.googleusercontent.com/a-/ACB-R5RG4rrIaAooBGvF-_dTP50-o27Z8RP9EI5BGy-5ScY,"Has a long way to go to catch up with their website. Would love for my progress to be synced on all devices, as well as similar lessons/projects. Seems like a ""Lite"" version of what they offer.",3,11,1.14.0,2021-12-22 18:18:22,,,POSITIVE,progress
855,b9815f00-7a14-4e1b-8a25-a2bb3adebe2c,Cooper Lyle,https://play-lh.googleusercontent.com/a-/ACB-R5RjSmiM0_EfC9FMzb5R8FbncMk_3xsR4ym9qIU9ww,"This app sucks. My progress is not synced at all on the browser version. I enrolled in the data science career path, but haven't started it yet. When I log into the app, it say I already have some lessons done and the next step is a review quiz?! But I log back into the browser version and, like it should be, I haven't even started it. There are no lessons done and certainly not a review quiz for something I haven't even learned yet!? Also I can't even unenroll and re-enroll",1,4,1.14.0,2021-12-11 15:44:25,,,NEGATIVE,progress
879,ce617cb6-39bf-4bf0-aece-1e2f4aa46341,Brian Jackson,https://play-lh.googleusercontent.com/a-/ACB-R5RgBgFbs_O0lbc_WzK-DWnkS80zLW-OA4ctgOYkgQ,I like the app so far. I haven't used it in awhile and would like to reset my progress but I don't think the app allows me to. please add this.,4,0,1.14.0,2021-11-30 04:29:51,,,POSITIVE,progress
881,0dd67895-d32f-4d0a-b3b4-779281fba177,John Mituniewicz,https://play-lh.googleusercontent.com/a/AGNmyxaVLRwZeGJn11c1kNZVUQxY007LsiiSLnSCjpNb=mo,"I do like Codecademy thier website is amazing especially if you subscribed to Pro, but for the app there needs to be more especially if you are paying for a subscription. There are other apps that will actually let you practice coding and go through the course without needing a computer. This comes in really handing especially when some of us work 50 hours a week and only get to use their apps on breaks most days. Other then that you guys doing a really great job!!!",3,88,1.14.0,2021-11-28 17:20:40,,,POSITIVE,break
886,083f133f-0b7f-48b3-bf92-987b0f6919f7,Marcone Ribeiro,https://play-lh.googleusercontent.com/a-/ACB-R5Ss84idiPBkkuLt_9FAlKlrCW_W13QlfrzxIWSmbQ,Can't log-in with LinkedIn account. Now my course progress can't be accessed in the application. :(,1,0,1.14.0,2021-11-23 20:26:45,,,NEGATIVE,progress
895,0841b27c-6ba9-476f-b0cc-aa5f5ff42ae2,Kimi,https://play-lh.googleusercontent.com/a-/ACB-R5Q2ukYnIGY0BcGyVi5W5WqnR4IMtu3lR2HcuQ0ZtA,Nice application with fun studying UI and I like it b'cus the tutorial I saw on youtube it's very lengthy and some time I can't remember the syntex but with this I can read and I can remember it. Please try this because if you are a coder you can make a habit of reading blogs and research paper to learn it's best app to make this habit 👍,5,32,1.14.0,2021-11-19 00:53:19,,,POSITIVE,habit
930,0a7e9144-cfc9-4136-bb1f-a14a4b91817b,D CD,https://play-lh.googleusercontent.com/a/AGNmyxYJnkzFSsyEMu1gpn4AD-lVAk9JT6bSWBLi73YK=mo,App not good. I cant see a way to continue my courses when I log in. 10/20/2021 Edit: Reinstalled to see if progress has been made. App has not been updated in at least a year. My thoughts are they don't care about users being able to study on the go. 12/2020 Edit: Reinstalled to see if progress had be made on the app. This hasn't been updated in over 8 months. Original issue I had still present...,1,33,1.14.0,2021-10-20 20:48:32,,,NEGATIVE,progress
954,a0efde78-b245-4544-8efc-336d3207c471,Ben Warner,https://play-lh.googleusercontent.com/a-/ACB-R5To7Ne5u1_te6qe9Q383IJoXS7_JDdnApjv1s3U0A,"the content seems to be good, but the inputs for the practices are broken to the point that they only add more confusion. typically, the broken practices are the ones that require selecting multiple blocks of text to complete a code segment.",2,5,1.14.0,2021-10-04 18:57:56,,,NEGATIVE,point
968,2f7d5625-25f5-4c6a-8249-80019b03d481,Ari,https://play-lh.googleusercontent.com/a-/ACB-R5RPk0V_L5u4wnbF-98QG-uEd0h5jD8msgVwogxpXA,"Wonderful for reviewing but I was really hoping to take my lessons on the go. I work a full time job and on my breaks I would have loved to sneak in some bits of lessons. Instead I'm reviewing with this flashcard like app. For being a Pro member I'm quite disappointed, I expected more. Especially for the amount paid for Code Academy Pro. This app shouldn't even be locked to Pro members for its contents. Maybe if you were to make the actual lesson paths mobile, then it could be locked to Pro.",1,48,1.14.0,2021-09-24 10:05:17,,,NEGATIVE,"point, break"
981,d887e1eb-d397-4434-8266-b4467546091b,Duy Pham,https://play-lh.googleusercontent.com/a-/ACB-R5TguKH19AjZDNz3ZHgHTWiW6qNkOKSBPSvlLbO9ug,"I cannot sign in or even sign up with my Google account, since I want to synchronizw my progress on PC. Pls check that my device is Xiaomi Mi8",3,0,1.14.0,2021-09-19 09:40:59,,,NEGATIVE,progress
999,24640e93-8b43-4ab7-82dd-9dddc4b3425e,Jacob Combrink,https://play-lh.googleusercontent.com/a-/ACB-R5QDORLy82SMvjv4cna7RIrWTXLi9f1pn9r6YTCQiw,"it works as intended, and the content is REALLY good, but I can't give 5/5 as my progress on desktop browser isn't showing here and i cannot continue my full-stack software engineer path... infact, it's not an option on the app. Since that's the content I actually want, the app isn't actually giving me downloaded it for... but it looks pretty, interface is sensible and what content is available works as expected.",4,27,1.14.0,2021-09-10 05:48:47,,,NEGATIVE,progress
1032,78eeaf81-2da8-48ac-a87f-21e9dfd2b4db,Tawahinga Butt,https://play-lh.googleusercontent.com/a-/ACB-R5TiLdyJ3OCrsOdkn3qNIaNPPSI-nkOBqR6u4SbH,"Hi there, nice looking app but I can't at all manage to sync it up with my progress on my profile from the computer, and I can't browse the full selection of paths.",2,3,1.14.0,2021-08-21 16:08:53,,,NEGATIVE,progress
1074,2b1256cf-d702-4206-abba-2e38a4f95404,Nicholas Costa,https://play-lh.googleusercontent.com/a/AGNmyxY7h2MV3lMi_DWZwSSamhIi7FrvN8zdakpzffXytog=mo,"Good starting point, but doesn't carry progress from the website and I have not written any code (30 mins of testing) which leads me to believe it's all questions. Hopefully they add the ability to run code in the future.",3,10,1.14.0,2021-07-31 20:40:10,,,NEGATIVE,"progress, point"
1092,edb9048a-ef82-4885-856a-b9c10b2380d4,Caitlyn “MsCat96”,https://play-lh.googleusercontent.com/a-/ACB-R5SNOkkIBF8-09erdcrORkIOX9PrMB8FfL-4GovO,"Very handy to have when you want to pass the time away, and also want a challenge at hand 😸",5,2,1.14.0,2021-07-26 01:09:44,,,POSITIVE,challeng
1129,d08f35c1-2db3-4eaa-b66a-be73a1694b01,Isaac Alvarado Valverde,https://play-lh.googleusercontent.com/a-/ACB-R5T-V2awUn0FiSbypBQKFynD3JP3I7u7ysnGkCS3Ig,"Having an application for Pro members is not at all helpful if it does not adhere to the website learning. I thought it was absolutely obvious that if I had a learning subject on the website and I had progressed on it, that the mobile app was a secondary platform that allowed me to continue that learning path, not start a new one o a new practice. Why would I start a new subject or the same subject from scratch if the only thing I'm doing is changing devices? I'm not changing my account, so why?",1,28,1.14.0,2021-07-07 22:35:06,,,NEGATIVE,progress
1152,be285b2c-5bb9-4e34-8e1a-c3959f8b7252,go2 goto,https://play-lh.googleusercontent.com/a/AGNmyxZSJUDj0x7dqhVjHN-bzrt20rM5arBFSGkqFTqB=mo,"The app just shows you basic concepts over and over again. Also if you are a beginner, you will learn nothing, because the first thing the app shows is a WITH statement in SQL, which is a difficult starting point.",1,2,,2021-06-29 16:12:41,,,NEGATIVE,point
1164,41227af9-11a3-4322-b80e-42d04024b30d,Abdulwahab Hassan,https://play-lh.googleusercontent.com/a-/ACB-R5TP8haZnjjjgkAyPeeivs5dVd7aRAo2C3E5elcF,"I love the way codecademy presents their courses with so much empathy and careful consideration for beginners. Attempts are made at every point to create no room for confusion when new terms and concepts are introduced the first time. I also have to say that I like the fact that even for those topics that go beyond the scope of a course, codecademy gives its best by providing helpful resources to look up for better understanding.",5,99,1.14.0,2021-06-26 11:51:15,,,POSITIVE,point
1169,b29f65f3-8fcc-4e4b-a508-26c2eaf749f2,E 770,https://play-lh.googleusercontent.com/a-/ACB-R5SsRZkI4EZPzhZUUIjDzaXLDlyeAiMxKc5qlpolgA,"No sign up with email address, Forcing the user to use Facebook account or a Google account, probably for getting more of the user's data, very disappointing.",1,2,,2021-06-24 17:35:16,,,NEGATIVE,point
1270,53338715-3965-4bf3-ac7c-cd26319e1a00,Abdullah Hassan,https://play-lh.googleusercontent.com/a-/ACB-R5RD1HeBcHFVWKD0xVJgrLgPFkknRkdzzxfOjwdAugw,"Would've loved to see full-fledged courses such as the website, and also more challenging practice questions.",4,0,1.14.0,2021-05-19 14:25:44,,,POSITIVE,challeng
1414,24f92c59-b71a-4581-a598-0145734e5107,Robert Newsom,https://play-lh.googleusercontent.com/a-/ACB-R5SdBYkh0N8p4EdA_e3xmfs6Nav0vnd3E7RnepWigg,Good for getting some practice in when you get spare time. I use it to refresh previous instruction after I've progressed to new topics.,5,0,1.14.0,2021-03-17 16:25:52,,,POSITIVE,progress
1486,1d68c0d7-15fa-4e18-8c78-36bae6a6d63e,Heman Ekom Ekili,https://play-lh.googleusercontent.com/a-/ACB-R5Q805bXPSs_TlwnVNCAZE6s6hyCr0h7XpWZAcfE,"simple, nice and easy to use. I hope they restructure the lessons to move in a progressive manner",4,0,1.14.0,2021-02-07 04:21:10,,,POSITIVE,progress
1492,e384a2b8-e775-41e8-9694-3f487da6e6a6,James Murtha,https://play-lh.googleusercontent.com/a-/ACB-R5RTgmcxhHIKyaIAEp5p-5_l2ctRzUbMEsdvxGYa,Very disappointing. Using the web version is great but the app is awful. In almost every practice question section there is at least one question that isn't formated properly to allow you to answer it correctly. Some much needed QA is required.,2,8,1.14.0,2021-02-03 17:32:18,,,NEGATIVE,point
1502,44f46b22-1cdb-49e5-99cb-210a4009c15e,Mobius Grey,https://play-lh.googleusercontent.com/a-/ACB-R5Rq7YUqXVlwsUY2NxaPkFxlnA26WI9n3j9XsePR5w,I pay for Pro and signed up using Google on my laptop. When you log into the app on your phone through Google there's no option to select an account and so I can't use my Pro account! What's the point.,1,1,1.14.0,2021-02-01 15:15:57,,,NEGATIVE,point
1519,c3cdb25d-a3b7-4716-b7ea-0beaec923fc3,Alex Jorz,https://play-lh.googleusercontent.com/a/AGNmyxbUIbASmbOdzJG4zBbKAsDHBdRGKpyQDd10AXk_=mo,"Disappointed with my Pro subscription Multiple UX bugs during exercises: answers do not appear, they stack onto each other, cells don't get filled with the selected answers. Nonetheless, quite a significant number of wrong answers or unclear questions. The reviewing and practice system is just strange. You are being questioned on certain topics and only afterwards you're getting to review the flashcards on that topic. And some other minor bugs; it would be just too lengthy to describe them all.",1,30,1.14.0,2021-01-26 07:27:41,,,NEGATIVE,point
1558,845737fa-535a-487a-b1ff-a9b8929c5dc2,Joshua Lowry,https://play-lh.googleusercontent.com/a-/ACB-R5Re-qD9UvShkjOtNMCSBYBZQFk-acGGrzNWWQ_tLWA,"I like the flow of the lessons and the ability to practice in my phone. I wish I could make progress on lessons through the app, especially to read the articles.",4,0,1.14.0,2021-01-09 14:46:33,,,POSITIVE,progress
1752,eec968e6-027d-4010-8278-7b01a003a33e,Juliette James,https://play-lh.googleusercontent.com/a-/ACB-R5Qe_60Iun0V4ZSz7nefLPC3K9shAQ7aVlUKp9fM,"Not responsive, slow, doesn't save progress, the same exercise keeps repeating. Direct login didn't work, keyboard kept disappearing so had to go through another app. Great idea and useful for continued learning on the go but app needs improving.",3,21,1.14.0,2020-11-02 04:57:11,,,NEGATIVE,progress
1777,166fb662-e9cb-46a9-aaf8-583cc10b006a,Logan Causey,https://play-lh.googleusercontent.com/a/AGNmyxYacilzqwnBE5VDbqnx2PAAcoAyZtMWraK6h53_=mo,"Not for beginners, assumes some understanding of html. Very brief lessons that do not do a good job explaining it. Should have alot mode explanation and breakdown of things",1,4,1.13.1,2020-10-22 21:02:43,,,NEGATIVE,break
1837,0e52356e-231c-4691-9e18-0167b972b1e5,Denisa Mihuț,https://play-lh.googleusercontent.com/a-/ACB-R5TzK6fWajaL0fqIfBUvkjrSK-mKv14bBOa1WuYsIA,It would be more productive if when solving the problems we'll be rewarded coins with whom we could buy 'streak freezes' to save our streaks. Otherwise it's an usefull app!,4,0,1.13.1,2020-09-30 23:54:28,,,NEGATIVE,streak
1995,e241ffd4-e766-4018-af9d-ea9f59dc4f77,sajadul mulk,https://play-lh.googleusercontent.com/a-/ACB-R5RSLEXF5djwdYzdBjUMX7Pd-U_LAUU09q9QijS7,Its a good app... But should have more competitive and complex questions...mean increase in question's complexity would be appreciated....,5,4,1.13.1,2020-08-22 05:12:36,,,NEGATIVE,competit
2056,fba9a6c7-b2bc-4bb7-92fe-f85b1982746a,Ben Maleki,https://play-lh.googleusercontent.com/a-/ACB-R5TWC3Fq8H8zWmuJqKi3dUhHEQ5zS-7jUdrDAshzHA,I like being able to keep my streak alive with the app.,5,0,1.13.1,2020-08-09 16:50:33,,,POSITIVE,streak
2058,bc4c3800-c2ec-484e-bd95-6d9a3ee84c87,Victor Trintea,https://play-lh.googleusercontent.com/a-/ACB-R5Tdhcaly7DJKyaMp57u7TDRlJC2TiOOWSH9xSv53Q,"Everything is great about Codecademy, interactive, great content, user-friendly, easy to go through. The only downside, which puts me and some other people off, it seems, is that the PRO version is TOO EXPENSIVE compared with the competition. Also the practice to move some free courses to the PRO VERSION is kind of dodgy.",4,126,1.13.1,2020-08-09 05:07:43,,,POSITIVE,competit
2197,e09aba8a-86d5-42dc-a4ed-c44329d9c68b,Dhruv Kandpal,https://play-lh.googleusercontent.com/a-/ACB-R5QOdiqeYufksW0AkOkM9452wh3psPxRUV4mKPfdnes,I'm starting do learn how to code very efficiently. It's a beautiful feeling to complete daily challenges.,5,2,1.13.1,2020-06-28 21:46:00,,,POSITIVE,challeng
2246,4c515913-34a2-4963-9db9-ddbf2a193fef,Dave Fone,https://play-lh.googleusercontent.com/a/AGNmyxb6goE5l70-_HRYLajR80F3vqf34GlWImz5AoUE=mo,It's apparently just for reviewing what you've already done on the web. Disappointing--I'd hoped for learning/continuing courses (isn't this obvious?) and a code playground type of experience like Sololearn. Six review questions and you've earned your wings for the day?...not.,2,4,1.13.1,2020-06-16 09:05:58,,,NEGATIVE,point
2258,e5637ca7-070e-4700-8d85-17071e707611,Ivo Silva,https://play-lh.googleusercontent.com/a-/ACB-R5RhoVDzCpfatHmGMHs7uG-sXpH6tpNNZCaGew0LkQ,"Great. Code academy mobile and web, are exactly what I needed to. I can easily understand the concepts, the explanations are simple and to the point.",5,14,1.13.1,2020-06-12 22:06:50,,,POSITIVE,point
2268,57c0e788-a1b5-4675-85e0-a8c521aae870,Fyeer,https://play-lh.googleusercontent.com/a-/ACB-R5QzJXw9IHGfgLwZ9o5nj6OL-u0Wjb9M8eK23mXu,"doesn't even have php smh, so disappointing",1,0,,2020-06-10 11:17:58,,,NEGATIVE,point
2275,12a97b2e-b152-4b49-9180-a367e729c3e9,Zhiting Lu,https://play-lh.googleusercontent.com/a/AGNmyxYXjzQZhTv0wiLLMiqjdn8IeyiOqWjgXUfCsIe9=mo,Recently it takes too long to get the app open and many times it just went completely blank after being opened. The user experience is quite disappointing.,3,1,1.13.0,2020-06-10 06:00:55,,,NEGATIVE,point
2365,8691ce96-7a3a-456d-89fa-3e8fd4138a79,Jayendra Tiwari,https://play-lh.googleusercontent.com/a/AGNmyxaeVZTzYPQcKXydGQe3SpnLnOPAfRr-t1SFTJXm8w=mo,Nice way to built skills in programming. Pro version should be cheaper for students. Love the way lesson is progressed.,4,1,1.13.0,2020-05-15 11:47:01,,,POSITIVE,progress
2377,c69f05c5-33f8-4cb8-8e13-76db969fc664,Alyx Hamado,https://play-lh.googleusercontent.com/a/AGNmyxZC6tiYSUoFlZ_ROrA3C6aGikIlXrOnyhNDPtSh=mo,"Its confusing, i started html and i cant help but think this app thinks i know what to do already. I encounter unknown terms and its difficult to understand what they do actually. Like right off the bat there's just a bunch of codes that i cant even break down yet. I took me to straight to the review and practice i dont know why.",3,6,1.13.0,2020-05-13 02:25:44,,,NEGATIVE,break
2427,449b11c0-4cff-44e7-8421-8a65e388f44b,Norbert Zohó,https://play-lh.googleusercontent.com/a-/ACB-R5R1Lf-eI3DFrY4SX0KvtKsulr0pYcHbbborgOMVowI,Impossible to log in with my social account.,1,0,1.13.0,2020-05-01 20:40:37,,,NEGATIVE,social
2435,4eabadfe-da2b-4d65-a700-c740de7fb4f7,Bill Adams,https://play-lh.googleusercontent.com/a-/ACB-R5S2lb4j_9yC1fv3mSdrUXAPFQCG7ZAV1iLeQanavw,Great way to keep learning when not able progress on my lesson plan,5,0,1.13.0,2020-04-29 15:32:54,,,POSITIVE,progress
2444,6f3ef88a-2c40-4dd8-a3d3-c32147448454,Pete Pilot,https://play-lh.googleusercontent.com/a-/ACB-R5R1Ut9Haxm32bn7hc1TsdpHmmbq-YT0btruO-HyRA,It doesn't start on my OnePlus 7 pro. I just get a black screen with the codecademy logo on it. Big disappointment as you are usually so good.,1,0,,2020-04-28 05:26:54,,,NEGATIVE,point
2454,4297d7b9-8ee2-424a-9012-0855d08231c1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"For a app about programming you think it wouldn't be riddled with bugs to the point it's not usable. Can't even detect that I'm pro, even half the buttons don't work.",1,1,1.8,2020-04-26 11:09:55,,,NEGATIVE,point
2488,30507e11-da93-40b0-bc73-1d37ad8e2e90,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've just downloaded it, but it won't load past the welcome screen. So disappointed.",1,0,1.13.0,2020-04-16 12:18:00,,,NEGATIVE,point
2504,987ba48b-2673-4414-9add-e47a7f02ac4e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This is a really good app the fact that I get stuck on a difficult lesson and I really have to think about what type of technical problem I have but then I figure it out also it is very precise so when I do understand I feel smarter coding is fun and a challenge.,4,0,1.13.0,2020-04-12 00:26:01,,,POSITIVE,challeng
