Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_stem
354,cdc13fa5-e3e6-461b-bc52-022e33f10d1e,Harshita Sharma,https://play-lh.googleusercontent.com/a/AGNmyxZUzok2axXGh9mpAtGLZ9-qRCG6vSwktanTQB2x=mo,"It takes very much time like too much giving hectic types of definitions. I know it's needed for beginners but still , from my point of view this app is not that much helpful in learning java as everyone says. Thank you.",1,0,,2023-01-06 11:14:34,"Dear Harshita, Grandma is literally crying. She needs your expert suggestion to improve the app content. Can you please help her by mailing your improvement suggestions at support@programming-hero.com? This can make her feel better so that she can make changes on the to get your satisfaction. She loves you a lot! Please love her back! ♥♥♥",2023-01-08 07:35:12,NEGATIVE,point
387,c74c70f0-b161-41e6-8362-750633fd7e40,Nick O'Kieffe,https://play-lh.googleusercontent.com/a-/ACB-R5T_ewSo_28wwUAyLBLhxXWvEtGC8yd6yXJLkFMxMw,"It has been very convenient, comprehensive, and fun to go through content and progress in learning different coding languages. I highly recommend, definitely worth supporting by going pro thus far too. The free content is amazing but that additional is well worth so far",5,0,1.4.68,2022-12-28 13:16:59,,,POSITIVE,progress
422,9ca731a7-2b0a-403f-a364-d6e329b767a8,Ogem Oge,https://play-lh.googleusercontent.com/a/AGNmyxbMaqICDZ1C7Ns8VZCfsbyUFhwlKrIwBy9Bfb26=mo,"So far so great... Will give more reviews as i progress. Ok this is a complaint, i previously gave you guys 5 stars but how did i pay for the lifetime pro and when i request for premium support, i'm still asked to upgrade to premium. Please help me make it make sense.",5,1,1.4.68,2022-12-21 21:44:53,"Dear Ogem, Grandma is very much worried to know your issue. Please mail us at support@programming-hero.com with your app account email and purchase details right now. We will try to fix your issue as soon as possible.
Grandma doesn't want any interruption in your learning, so do we. So please let us help you. We love you a lot! ♥",2023-01-05 10:39:43,POSITIVE,progress
438,3d64a1d3-48e4-457a-8397-f810f87f8983,Esther Osayuki,https://play-lh.googleusercontent.com/a/AGNmyxbVOA8_ZhKe40PtbDmzvDgm8MRuYFbg2GhQbnis=mo,Great app. You get a point for every question you answer,4,0,1.4.68,2022-12-18 11:06:51,"4 star means ""I like you.""
5 star means ""When are we marrying?""
We give you 5 stars. You can choose to do the same.
Also you can make Grandma happy. She is aged and becomes sad for being stuck at 4.8 star.
And keep exploring Programming Hero and stay tuned for the Android with Kotlin course coming in next month.
We love you, Esther! ♥♥♥",2023-01-05 10:35:56,POSITIVE,point
451,67f2cb55-05f3-4cbb-999f-c4ead25772e6,Antonio A,https://play-lh.googleusercontent.com/a/AGNmyxaFCsFmLz2gWletBMZ9D9AvATqV31D7nHg0bmTf5g=mo,"I was looking for bite sized challenges on JavaScript, but this app does not offer it.",2,0,1.4.68,2022-12-14 16:32:41,"Hey Antonio, we are continuously working on new courses and features. Grandma hasn't let us sleep for the last three months. ""Thank you for suggesting us!"" said Grandma, as she gave us a new task of your suggestion.
Yesterday she was counting the ratings and crying, we figured why: we're stuck at 4.8 ratings. 😢 You can make Grandma smile. ♥ you!",2023-01-05 10:25:42,NEGATIVE,challeng
519,e25b7590-0105-4903-93f8-31c159b164ea,J,https://play-lh.googleusercontent.com/a/AGNmyxb4ITlPnfgcGk4zJ_-ASewoFnmWNLQpXwgl93s-=mo,Cannot log-in on app but can log-on the website without any courses to learn. Cannot delete created profile with private info (email & phone). Felt like they just took some user data. Disappointed.,1,0,,2022-12-01 08:52:32,"Dear user, Grandma is really worried about the error you faced. But she is not clear about your issue. She requested you to tell us details of the error you faced so that we can fix it asap. Please mail support@programming-hero.com writing about your issue. We maintain the user privacy policy strictly, you can check it in the settings. Love you! ♥",2022-12-14 07:18:47,NEGATIVE,point
579,85251734-5bbe-4ce4-ad2d-f21f27afae6a,Anastasia Lange,https://play-lh.googleusercontent.com/a-/ACB-R5SRe2P1cLAhRzMHtWTnuC0HILblyEdrdOYtOCwB1A,"For some reason, it takes me 5-10 taps on the Next button for it to register. Makes it rather annoying during challenges.",2,1,1.4.68,2022-11-16 20:44:11,"Hi Anastasia, Grandma is really worried about the error you faced. But she is not clear about your issue. She requested you tell us details with screenrecord of the error you faced so that we can fix it asap. Please mail support@programming-hero.com writing about your issue. We love you a lot! 💕",2022-11-20 07:03:55,NEGATIVE,challeng
953,33988dc5-3588-4659-9518-5dc0162e54bf,Mukesh kushwah,https://play-lh.googleusercontent.com/a-/ACB-R5Sd4SXx30eclPGsF7CnyijjIz1QHbsAnOs-AB4K_g,good progress,4,0,1.4.68,2022-09-05 22:02:50,"4 star means ""I like you."" 5 star means ""When are we marrying?"" We give you 5 stars. You can choose to do the same. Also you can make Grandma happy. She is aged and becomes sad for being stuck at 4.8 star. And keep exploring Programming Hero and stay tuned for the Android with Kotlin course coming in next month. We love you, Mukesh! ♥",2022-09-12 07:59:47,POSITIVE,progress
969,ef12fc8b-ea21-430e-b40f-f1a4eb102c63,Tuğçe Ö.,https://play-lh.googleusercontent.com/a-/ACB-R5TClRKVfrq0bktjzPjBYClT4MN3EGf9-5jp4qgaKA,"today I opened the app and all my progress was gone, I was about to finish html5 but I'm back to the beginning of html. and 150-160 something gem is down to 70. I wasn't expecting this from this app. I doubt you'll fix it. I wish I hadn't updated it.",1,2,1.4.68,2022-09-03 16:38:38,"Dear user, we know that is is painful, Grandma cried knowing your issue. Please mail us your issue with your app email at support@programming-hero.com. We'll surely get back to you asap so that you can get your progress back. Please let us help you! We love you a lottt! ♥",2022-09-12 07:16:08,NEGATIVE,progress
991,7c4962b2-0129-418a-a6db-dbfa3378e176,Sorna Ahmed,https://play-lh.googleusercontent.com/a-/ACB-R5Ry-G-CTGGK5TM99Kobeuv192uuZNNllFJsueL4,"Excellent app for learning. The lessons are short, to the point, and of course full of fun!",5,0,1.4.68,2022-08-30 22:55:44,,,POSITIVE,point
1019,c1ac42dd-d9fb-44a3-8c4c-c21724d827b4,Joe Adler,https://play-lh.googleusercontent.com/a/AGNmyxbo2xtakZB_1C-XtenBhrI9gJZkR_XIIDiTGK6t=mo,"It's a good game for interactive learning but I've had my progress forcibly reset multiple times now. Same story each time, I pass a few levels then life gets hectic and I can't practice, then I run the app and have to restart at introduction.",3,19,1.4.68,2022-08-27 14:10:52,"Dear Joe, we'll need a few more details before we can eat this issue up.
Send your app email with the issue to support@programming-hero.com.
Yesterday Grandma was counting the ratings… and crying. I want to be by her side. We're fast for you however. You're more important. Your issues will be solved. Grandma needs 5 stars too though.
We love you!",2022-09-12 06:36:13,NEGATIVE,progress
1189,237718ad-4ce0-47fd-b544-d22522a36f72,Ainam Aftab,https://play-lh.googleusercontent.com/a-/ACB-R5SKjSu9ya4Oau4UM4U4es5NT482dOi9NQJrKsNP6g,App is having the issue while all the topics can be read the final challenge topic is not opening not in a single topic completion final challenge is getting open and its frustrating it feels like i m leaving something out coz of this and there is no option to go back in topic is u miss something or want to read again the only way is to get out all the way and then start topic from page 1.,1,0,1.4.66,2022-08-02 02:24:22,"Dear Ainam, we already fixed this issue and the updated version is waiting to be live soon. Please don't leave us right now! We love you a lottt! ♥",2022-08-14 00:45:15,NEGATIVE,challeng
1191,22af4bf6-ea58-4718-825e-6547a86a236f,Manmaya Bashyal,https://play-lh.googleusercontent.com/a/AGNmyxaW82keXVG6lfrwhyY9WnSoZha7napptlkc8X4G=mo,"once you logout your account from app, app refuse to recognize you later with the same account very very very disappointed",1,0,1.4.66,2022-08-01 14:01:15,"Manmaya, we'll need a more details before we can eat this recognize issue up. Send them at support@programming-hero.com. Yesterday Grandma was counting the rating and crying. I am afraid. I want to be by her side. We're fast for you however. You're more important. Your issues will be solved. Grandma needs 5 stars too though.
We love you, Manmaya!",2022-08-14 00:39:51,NEGATIVE,point
1289,70b147c4-c9b6-45c9-a1b5-7d7bf22105a9,Space Tatters,https://play-lh.googleusercontent.com/a/AGNmyxY8mGryM2LMqQu7LUd0ME-vR96m6OyNs_TKvYbL=mo,"So far so good, however for some reason I cant progress past the output section regardless of completing it 4 times now. Not sure what the issue is, but its definitely an issue. Looking forward to it being fixed and being able to continue using the app. In case anybody reads this, I'm currently using a J7star. Havent tried my chromebook yet, so here's hoping.",4,61,1.4.66,2022-07-18 13:27:34,"Dear user, Grandma is very much worried as your learning is hampered. She promises you that this issue is going to be fixed very soon. For now, a temporary solution is uninstalling and reinstalling the app and trying again. But this is irritating, we know that, that's why the permanent solution is on the way. Love you! 💖
",2022-07-18 13:49:43,NEGATIVE,progress
1295,07184323-cfd3-46cb-a601-5940006269fc,A R Abinash Pradhan,https://play-lh.googleusercontent.com/a-/ACB-R5RbXBgrcDInBOe55SqWFNu50v8LYqtC5hCm2A7Org,Help!!!! I'M stuck at a point I am completing everything but it shows complete pervious module. .....,2,0,1.4.66,2022-07-18 02:33:32,"Dear Abinash, Grandma is very much worried as your learning is hampered. She promises you that this issue is going to be fixed very soon. For now, a temporary solution is uninstalling and reinstalling the app and trying again. But this is irritating, we know that, that's why the permanent solution is on the way. Love you! 💖
",2022-07-18 13:48:43,NEGATIVE,point
1333,0b150fa2-079e-4ef1-930a-021812dcf115,mahmud tawfiq,https://play-lh.googleusercontent.com/a/AGNmyxawEzUpjBFdi-4fFz8qpZjQ4v-0NKMqE-aLdqir=mo,"This app is so much helpful for me. But some time this app get disturb. For example, when I try challenge, it often does not work",3,0,1.4.66,2022-07-11 23:17:29,"Dear Mahmud , we'll need a few more details before we can eat this issue up.
Send them at support@programming-hero.com.
Yesterday Grandma was counting the ratings… and crying. I am afraid. I want to be by her side. We're fast for you however. You're more important. Your issues will be solved. Grandma needs 5 stars too though.
We love you! 💖",2022-07-17 14:01:11,NEGATIVE,challeng
1431,66ba7c74-ce61-4e4d-81f8-412bb1c0b41c,Veshgi vlogs 8K,https://play-lh.googleusercontent.com/a-/ACB-R5SGnToQoCQ6ju456shPm4xaQhQThP4N5tUCCX0L2Q,I like this app it is easy to learn and gave point on an achievement you get,5,0,1.4.66,2022-06-27 03:46:32,,,POSITIVE,point
1446,1c202ce0-8914-47c2-a0a6-6780fad6b213,Joshua Mcgraw,https://play-lh.googleusercontent.com/a/AGNmyxazla4avYHdqBJMAKNn_SCE0m72sGPU-7cCoHQC=mo,"The progress won't go past 'Output' on the very first progress section...tried completing it about 5 times. I'll keep the comment above in case anyone else tries this on a chromebook, you have to keep the app minimized and it runs fine. No issues so far now. 4/5 because of this.",4,35,1.4.66,2022-06-24 19:06:24,,,POSITIVE,progress
1559,b58d9747-0198-4ddb-b4e3-64d82381c53b,sean natividad,https://play-lh.googleusercontent.com/a-/ACB-R5QSYivGhh5cuSJ1LVYiZQ4i6Pwce6EiCw4cr7lxCQ,Too buggy I was hoping to learn but as I said too buggy. My progress wasnt recorded. Sololearn is still the best!,1,2,1.4.66,2022-06-07 07:45:38,,,NEGATIVE,progress
1590,daacf700-1ee1-453c-ae6a-2221bea764d1,Nelson Isaac,https://play-lh.googleusercontent.com/a-/ACB-R5QvRcr_HiJK-_JcQVlVgHQb-xsphYOIrCdEX8kIBg,it's a brief and effective introduction to programming paradigm.,5,0,1.4.66,2022-06-01 17:08:41,,,POSITIVE,parad
1825,11078b28-4b75-4996-997b-9fbc799851ee,Tolorunlogo Gabriel,https://play-lh.googleusercontent.com/a/AGNmyxZTcVe5fhU-7f7n5PhlVHQRRuBmmet5RBU2MYiK=mo,"Wow, this is the best app to learn programming. It explains everything to the point that you will never it. I recommend this app for all programmer.",5,0,1.4.65,2022-05-04 00:14:42,,,POSITIVE,point
1979,eade45a0-618c-4830-9401-76c75c70dd7d,Cyndi B.,https://play-lh.googleusercontent.com/a/AGNmyxYd_NdyeTimJJvIqjTXecCJn5rR-RKo7067ln-H=mo,"I really don't like this it just doesn't give you any time to think on the time questions its really hard and it's hard to remember I cried five times trying to do this and I still never got any of them correct. I'm still crying and I'm disappointed in myself. And this game, hate this game so much and it made my day so much worse. 😭😔",1,1,,2022-04-14 00:43:01,"Hi VUCATIMES VucaPad_N20, Grandma is really worried about the error you faced. But she is not clear about your issue. She requested you to tell us details of the error you faced so that we can fix it asap. Please mail on support@programming-hero.com writing about your issue. We love you a lot!",2022-04-25 04:04:57,NEGATIVE,point
2066,f7eb4832-755c-418b-abdc-4c71a01f20af,Destiny Anyaele,https://play-lh.googleusercontent.com/a/AGNmyxbuLu_Hi3_RrjMJOH4gQ3jRomsqvNAKhrb_zFKfCQ=mo,"This app is beginners friendly.Please I advise you if you are planning on learning python,java,html etc.This app will be very useful.It even has a code background for practice. You get to meet people who can answer some of your programming trival questions.Earn badges and become the best. Thanks # team programming hero Please programing hero developers I would like you to also make a social environment where people can communicate with other profiles,view their post,discuss related programing t",5,1,1.4.64,2022-03-27 18:05:00,,,POSITIVE,social
2269,463b3078-355c-415a-9fa2-1c2d878ab26d,Becky Fields,https://play-lh.googleusercontent.com/a/AGNmyxan6IXZsJp2hOiNxDci0gY1ddYY1sxapJfXi3wE=mo,"So far, so good. Easily relatable and easy to understand. Love the challenges and that there's not just something to win, there's something to lose too. Can't wait for future updates!",5,17,1.4.64,2022-02-20 14:44:43,,,POSITIVE,challeng
2410,e141ca81-c4da-4807-bb6c-54e1ba8e9c4e,Mishelle Velasquez,https://play-lh.googleusercontent.com/a-/ACB-R5Szt9XTKFESXDyc43X8Hl4EjT-I10YTubwjOP2wvg,Its really fun and im loving the social aspect of it,5,0,1.4.63,2022-02-01 09:12:48,,,POSITIVE,social
2453,05ee976f-2ce2-4b1e-80b9-b1db3d3529be,Abhinav Raj,https://play-lh.googleusercontent.com/a/AGNmyxZD8FJ-_LdELGAKBC_H7adPA0OZv1jociQdChng=mo,It is very helpful and is like a fun game for those who want challenges. I will recommend this to everyone who are beginners for coding and also to intermediate level.,5,0,,2022-01-27 23:55:33,,,POSITIVE,challeng
2651,6d9071a2-397d-47e0-9a93-4f271a23608d,Tau the Caretaker,https://play-lh.googleusercontent.com/a-/ACB-R5Q_YqkWsjq5IiAKph6e9got8bThqPay-nDID5pp,Thing just resets my progress in one night after New Year's.,2,0,1.4.62,2022-01-02 23:58:39,"Dear user, Grandma is worried about your issue. She wants more information about your issue to fix it. Can you please share your issue with more details on support@programming-hero.com? We will try to fix it for you as soon as possible. We will be waiting for you.",2022-01-03 07:59:41,POSITIVE,progress
2670,25f3007f-6e6e-48c7-845f-81ca24d9e2ae,FarmMiner,https://play-lh.googleusercontent.com/a-/ACB-R5T-W9UHbSCiV2VYvETPBerCIM0wnHRRXUfQLS8v,"After updating, the app decided to delete everything. All my progress is gone and scores are deleted too, the app did this! I didn't expect that the app purposely deletes all the progress the user makes.",1,2,1.4.62,2022-01-01 12:37:33,"Dear user, Grandma is crying! She didn't know that the update will affect you in this way. This is totally unexpected. Can you please share more details with her at support@programming-hero.com so that she can fix it for you? She will be waiting for your response, dear! Because she really loves you and doesn't want you to be sad! 😔💖",2022-01-03 08:08:24,NEGATIVE,progress
2690,191c90bf-ad54-4292-83b3-ca5746ffdd08,Idan Manor,https://play-lh.googleusercontent.com/a/AGNmyxZsKg8jL3l0dIQaco3miUDiSxOjO73ay48O3cOD=mo,"Looks like the type of apps Ive been looking for Short videos, gives the feel of making progress in your learning, very intuitive looking. You get points by making progress and you can use these points to buy items in the shop.",5,0,1.4.61,2021-12-29 17:02:02,,,POSITIVE,"progress, point"
2970,1a2eec12-9831-4a92-91ad-63b9a0a39885,IamNoBody,https://play-lh.googleusercontent.com/a-/ACB-R5SfQ0L_UnXNLd_WRZlZSSRojtwSytD2oDxBjSE1-A,Do every course. After that you'll know the next steps to progress your personal course in programming. As we all have different goals. I recommend the 10$ premium purchase. The courses work and teach that practice makes perfect.,5,19,1.4.61,2021-11-25 22:55:23,"Hi Aaron, we're happy that you are satisfied with our app! But at the same time, we are concerned about the spam emails you are getting. If you check our privacy policy, you'll notice that we do not share our user data with anyone & we are strict about it. As you suspected, we'll investigate, please share the emails at support@programming-hero.com.",2021-11-24 23:47:12,POSITIVE,progress
3013,26874cbf-b807-422c-b357-d137a04c595c,Aadhil Negim,https://play-lh.googleusercontent.com/a-/ACB-R5S-GM7PbkDrZ6tAEteEa94Ud-hnZcdkyvSlvCI1Ng,I have tried Several Python learning Apps but after a few Chapters they will ask for pro subscription I am 13 I don't have money. But programming hero is not like that I have full access to all chapters and with challenges it interesting Good app 🤩 MUST TRY 👍👍👍,5,18,1.4.61,2021-11-21 04:01:50,,,NEGATIVE,challeng
3031,82580b66-8b7c-457e-9780-09701cd174c6,Eyyup Samil Cetinkaya,https://play-lh.googleusercontent.com/a/AGNmyxYwsmAa2v5oiyOFegsPligCp7tu9VX4ZXPBEnAN=mo,"You need a comment section like in SoloLearn (direct access and easy use) These apps' most important benefit is the comment sections. If you use it better than SoloLearn you can be the number one Programming app. Edit: if you use SoloLearn Python and look the comment sections, you will see lots of comments which are good, funny or easier to understand the concept from users and sometimes mods. Edit2: No up/downvote for other comments? It is a must feature. Learn from SoloLearn, y'll be better.",4,2,1.4.24,2021-11-18 15:24:44,"Dear User, Thank you very much for your feedback! 😊 If you have any suggestions, please email us at: proramming.hero1@gmail.com And we will be happy to assist you. Love, Team Programming Hero ❤",2020-03-23 01:56:36,POSITIVE,vote
3078,ccb30a5b-9d08-4b0b-ba8c-affa23db9099,JERICO VILLANUEVA,https://play-lh.googleusercontent.com/a-/ACB-R5S5FfaHET3w5Ltzjm--uJ04VQlQqFtvvDfsb2QzOA,"Great app to learn programming. As an enthusiast it really made me to learn programming easily. I love how they break the lessons into pieces and how they present it. Good Job. I would really recommend this app to you guys . Trust me, your time will not be wasted.",5,1,,2021-11-13 22:07:58,,,POSITIVE,break
3105,59de6ace-5795-4959-9fbd-00979da41d4c,Ramadhar Meena,https://play-lh.googleusercontent.com/a-/ACB-R5Te-SQaDbQS6PPbWtpQ5e3hF80OWnwW_U6NCu6Hsw,Application is best and I learn coding concept but I complete challenge 1 but my many questions are right but this application is showing wrong answer so please fix it problem.,1,0,1.4.59,2021-11-09 21:44:26,"Dear Ramadhar, Grandma is sad because you are stuck. She suggested you have a look at the Show Explanation part because that part is showing the Correct answer correctly. And, we are going to fix this issue on our next release which will be available soon. We hope you'll enjoy our app then! We love you a lottttt! 💖",2021-11-10 07:53:11,NEGATIVE,challeng
3185,471cc302-5561-4526-ae13-6b709ff53c91,Jhon Rhey Gamarcha,https://play-lh.googleusercontent.com/a-/ACB-R5TQbgXg_S4GqVI7aulMv_BAzk3Ctdj1JctqciJZtA,"If you love to take challenges and games. Try these app. It helps you a lot, very recommendable",5,0,1.4.59,2021-10-28 09:35:36,,,POSITIVE,challeng
3188,a2d8356c-957f-42b2-8a56-9088c171acd5,Crazy Learner,https://play-lh.googleusercontent.com/a-/ACB-R5SA5GiBB2nVi57VXPtToZQS4kuvaMhbdHJbghK1,Iam learning python in this app.now iam in challenge 1.but i don't complete the task.why?,1,0,1.4.59,2021-10-28 07:29:12,"Dear user, Grandma is worried that you faced an issue with our app. But she is not clear about the issue. Can you help her with giving a little bit more details on support@programming-hero.com. We will try to fix your issue as soon as possible. Will be waiting for you! Because we love you and don't want you to be stuck with issue! 💖",2021-10-28 08:58:05,NEGATIVE,challeng
3229,50c0a756-4e9b-44fc-ad94-3508cb0e6400,Travis Jeremy Quijada,https://play-lh.googleusercontent.com/a-/ACB-R5R1MoTbneTNeX5kXLamrwCdxkr-xmivdG_dx70b,It's good and all but I can't get pass challenge 1 question 4 because the phone I'm using is too small and I can't see or click the next button Please fix this,4,0,,2021-10-23 22:12:20,"Dear Travis, we are extremely sorry for the issue. Grandma is worried about your learning progress. She is requesting you to mail us at support@programming-hero.com, so that our developers can fix your issue asap. She doesn't want you to be stuck on the challenge. Keep continuing your programming journey! We love you a lotttt! 💖",2021-10-24 05:40:36,NEGATIVE,challeng
3283,c4f24729-df8f-40f5-b201-e47bf8b1a2f3,Nah.,https://play-lh.googleusercontent.com/a-/ACB-R5SARQx_9j_RVhk96im_cd-eLLWWqpge3zn8fb2NRXE,"I think the introduction to class and objects could have been more thorough (but maybe it's in the sequential lessons). So far, I also haven't seen much coding style and conventions being introduced in my path, which I hope to see more as I proceed. Things are not super in-depth (at least for me, yet) but it is super FUN. I love the real-life examples and the steps the writers take to get to the point. Makes it fun and wholesome. Also quite interactive. Hope to find more cool things soon.",5,69,1.4.59,2021-10-19 16:02:38,,,POSITIVE,point
3387,6506b94c-c539-4f8c-884b-6254eea125d2,Vamsi Kaushik,https://play-lh.googleusercontent.com/a-/ACB-R5SpP2VftA2GaEdY5-0yFR0OFHwbnEKPKw66WUH36w,"This review is from bottom of my heart , literary if you are new to competitive programming then this app is especially for you , it covers every topic in a unique teaching way , the only sad thing is that I cannot be able to give more than 5 stars Thank you so much programming hero developer",5,0,,2021-10-08 00:34:13,,,POSITIVE,competit
3505,d88041e8-e28e-4eda-9f0f-bcae63fd5a20,Suhaib Osmani,https://play-lh.googleusercontent.com/a-/ACB-R5Ta7U-7Dv8eX6o3pqGhXVdBFhLwHHgiWX83Ier6pQ,"The app is very easy to use, the ads are quite non-invasive, and the content is digestible, without slowing down progress. It has random challenges scattered to test you in between lessons, and it has a small quiz at the end of every lesson. Overall, baller app to learn programming with.",5,31,1.4.56,2021-09-29 04:52:47,,,POSITIVE,"challeng, progress"
3558,8979df70-bed1-4a9b-80e5-5c26e592facb,Coty O'Dea,https://play-lh.googleusercontent.com/a-/ACB-R5RtFmWVVsK6H-x9pXoG7eW2gAhU3HJveBD4Nh_Oew,"Currently taking college classes for programming. My first class is for python, and this app's first class is python. It breaks everything down quite simply and makes learning easy and fun.",5,2,1.4.56,2021-09-21 17:09:39,,,POSITIVE,break
