Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_stem
377,e8de4b8f-9789-44e4-8fdc-42ab9a46fa06,Meiaixin,https://play-lh.googleusercontent.com/a-/ACB-R5SRKjKAteiTEXWPZt5_RgPJ61ITeFHPux_3GTV3hg,I love this app but when using the projects or challenges. If the code that you are instructed to input is on the right of the text box. It will cut off part of the code text leaving us to take a guess at what the code is to most likely get it wrong and lose hearts. I've lose a lot of hearts due to this... Please fix this. Thank you.,4,1,3.120,2023-03-15 10:29:38,,,NEGATIVE,challeng
410,01e0df04-e7c8-42e7-a1ba-1d58e1bdcc2d,Reshma Kamatham,https://play-lh.googleusercontent.com/a-/ACB-R5QNsZV9XF3-KQi4m46V7R5gKhoEhhEL5XTms5bWyRo,This app is only working in mobile...... there's no progress recording in laptop,1,0,3.119,2023-03-14 09:33:00,,,NEGATIVE,progress
460,58cf508a-aad0-4cda-8b79-5ad7d95a4087,jonathan andaluz,https://play-lh.googleusercontent.com/a/AGNmyxZ2OdiMkO9_0uvoyOe0Vx2Wku0kd59tm5tGyryl=mo,seems on point with any other tutorials I've used just more convenient,5,1,3.119,2023-03-12 15:20:33,,,POSITIVE,point
468,542fb3f6-8e16-49d8-b59c-cb779dfaa26f,victory ojomah,https://play-lh.googleusercontent.com/a-/ACB-R5QQR1GUPS-aqV1KOmxKbC74k2jh8bEplXk-SUxDZw,I love the fact that the app makes learning about challenges. it draws the user's attention completely. thanks mimo.,5,0,3.119,2023-03-12 11:21:49,,,POSITIVE,challeng
474,b7a3af62-c645-4367-8b6c-ca42d05ae5fd,abdel asanza,https://play-lh.googleusercontent.com/a/AGNmyxYoBx1iTfoVBBsjgasA_3q8uoWhC7oLO0Bns42v=mo,"I'm very dissapointed, I can't complete any lesson, the app just ask me for my internet connection, even when I'm connected, the app doesn't let me run.",1,0,3.119,2023-03-12 08:40:12,,,NEGATIVE,point
494,1a363f3e-e3d1-4bd9-b299-2a47493ccc3c,Elkin Vogt,https://play-lh.googleusercontent.com/a/AGNmyxYTHAhcfk3fIusyn-fM3F5A4RDhPu3ZPS0FL8QS=mo,"So far I am enjoying my code education. This app is fun as well as challenging. I used the app for free for about 3-4 weeks and it works great, I recently upgraded and it's awesome. I very seldom do reviews. This app is worthy of a high quality review.",5,0,3.118,2023-03-11 12:59:43,,,POSITIVE,challeng
598,6626b89c-3e82-42c0-8fb6-1d188e60272e,BrUtUaL PrNv GaMiNg,https://play-lh.googleusercontent.com/a-/ACB-R5RLqiPA0kBJMfqttZNYXMYOokkqG_XAH24HSbvUiQ,Nice app for beginners... but it would be better if it gave certificates free by doing challenges or other...I understand it is not good for them but....it would be good for us,4,0,3.118,2023-03-07 23:10:53,,,NEGATIVE,challeng
635,107d0f9c-24f9-435b-90de-5b628b46198f,Mike Stefan,https://play-lh.googleusercontent.com/a/AGNmyxZBb6m6mLPljUXiRqF2tndTFFCVDXsfzrXgQrhv=mo,until now it didnt dissapoint me. I didnt even have to pay for pro i just invited a friend so im chillin,5,0,3.118,2023-03-06 14:34:49,,,NEGATIVE,point
684,167c9ee1-b5f0-477d-954d-a3ae14826096,Arthur,https://play-lh.googleusercontent.com/a/AGNmyxaAqd9JK8jzVghjQP3dl4Lb_8omePA02jdSCh2SQg=mo,very easy to learn it breakdown into simpler steps,5,0,3.118,2023-03-05 03:56:30,,,NEGATIVE,break
740,78132e06-cce9-4850-aa19-a3bc18c12ca7,Emily Berger,https://play-lh.googleusercontent.com/a-/ACB-R5QZLrOCNyWUoTQSprCIriD_2oBmlJ1-0glZVkoV3sw,"very easy to understand, no obnoxious ad breaks every 3 minutes. user friendly format! I've already recommended it to a couple of friends!",5,1,3.118,2023-03-03 16:52:34,,,POSITIVE,break
945,f9b70a31-9cd0-4296-99a6-207fde6ad82e,JIMOH HAMMED,https://play-lh.googleusercontent.com/a-/ACB-R5SyafwlHcEOhCat6snqAQP0tdqitc36FecdpaJMDw,It's making sense from the beginning and I hope it keeps the momentum as I progress,3,0,3.117,2023-02-23 19:14:12,,,POSITIVE,progress
975,22552392-db53-4e08-aab4-1930a405a4b1,linda kudzie,https://play-lh.googleusercontent.com/a-/ACB-R5Qlry9F9X6P16hM6m8U-567tblwvpYx9Jjqqlax6g,"Great app But there are problems Firstly the playground section of the app needs improvement. When I ran a code in the playground the code only shows part of the website. this really needs improvement. Also on the playground section I also tried editing my playground today and everything just erased. And the thought of starting again is very shocking. please fix this. Lastly I used another phone to learn it worked alright but it when I used my first device, all my progress on the other one wasn'",1,1,3.117,2023-02-22 06:51:16,,,NEGATIVE,progress
995,d499dc8a-e4b6-4f80-be8b-dfe1a24064c4,AloneChronicle,https://play-lh.googleusercontent.com/a-/ACB-R5T2PjIw2j3TB3ddUC8zO5R9RiCdX-Njo7KdEG4M,Pretty cool the interactive step by step interface is almost unmatchable. And I love the competitiveness.,5,0,3.116,2023-02-21 04:12:21,,,POSITIVE,competit
1026,0b2535b2-6eda-4d92-a5a0-af7b8d301f42,Reshabh Raj,https://play-lh.googleusercontent.com/a/AGNmyxb68iF8gfB75DuNbRH7ir-6t8iJ3ZfpTNqg1cnX=mo,"The application is perfect abut the main issue is that after a session when it calculates sparks, it just keeps on showing internet problem and restarts the same question session again even though my data connection is proper. Please fix this as it annoys and I'm unable to extend my progress.",4,0,3.116,2023-02-19 23:13:04,,,NEGATIVE,progress
1226,67a1e1fb-f8dd-4fc2-a54f-500d5e6d1c5c,J S,https://play-lh.googleusercontent.com/a/AGNmyxaIKlcunfthsz7XYpe0vjE4xJ2rcBQIb70NGE6o=mo,"It's the first app I went to for programming. I spent 5.5 mos to finish the program & it says I can't get the certificate unless I go pro and complete a course? Is there more advanced info or in depth learning? Most of these programs don't have it & I learned more by trial & error. It made the app seem like snippets so good for bare bone beginner but not enough to get a job. This field requires a lot of research too, especially JS. Disappointed but at least all the basics were free.",3,0,3.87,2023-02-11 14:39:43,,,NEGATIVE,point
1352,f1c4e8e7-93a3-46c5-9873-d5d9f60ba358,Joshua Ehimen,https://play-lh.googleusercontent.com/a-/ACB-R5SiQZ8QCZaAzvQnC8oBT8CeYziOeqpslOlFZEtF,This has been the greatest coding app ever. It breaks down the basics so you can understand it without cracking your head too much,5,0,3.112,2023-02-06 16:16:03,,,POSITIVE,break
1407,4d7446c5-7bb3-4064-9cc4-98cc87144c28,T J Y,https://play-lh.googleusercontent.com/a/AGNmyxYClw6qNMCRWQsZ5fdCKG9hPFn_aGy-b9t8h9TS=mo,Learned some of HTML but i could only progress til a certain level then it kept showing me an ad while not letting me complete the level. I tried so many times. This app is only good for some basic coding or maybe it's for premium users.,3,1,3.112,2023-02-04 09:29:12,,,NEGATIVE,progress
1448,60a60a8c-ceba-454f-8a74-9a53f7fe0625,onwuchekwa james,https://play-lh.googleusercontent.com/a-/ACB-R5S0C_C7Fh6qUnDuwAXldyp8L1gDmjGyTds5VQ3J,Very excellent and educative app. It breaks coding into bits for a layman,5,0,3.112,2023-02-02 13:15:06,,,POSITIVE,break
1449,0c6984d8-b0fb-43fe-8fe0-52d1a880a6d5,DanilThe Dog,https://play-lh.googleusercontent.com/a-/ACB-R5QMmp49qHrgCwwAOj8za8F17APtz27cAEYLO4tjFQ,"App is very laggy and there are an insane amount of bugs, i lost all my progress because of one, the developers should work on they're skills before making an app.",3,2,3.112,2023-02-02 10:45:55,"Hi there, the heart refill bug has been solved in the last update, please update and check it again, thanks!",2023-01-10 23:36:50,NEGATIVE,progress
1485,914cc0b2-027f-4510-a439-a13f161823d7,Awab Awadelkarim,https://play-lh.googleusercontent.com/a/AGNmyxYDzxcmkIqSW_F4n4DbPd12xxQ0LXbL1KC75wkq=mo,i like how it simplify learning and give you some problems to check your progress...totally amazing,5,0,,2023-01-31 14:36:03,,,POSITIVE,progress
1498,cba14a5f-f0dc-48e7-b636-e17f56635de7,Alex Blackmeer,https://play-lh.googleusercontent.com/a-/ACB-R5S9D8FKHgkfhppZ3yWtQQscBWq73UYhzUJfCoHHGA,"I tried a few apps, on desktop and phone as well, but Mimo is truly amazing. I have learned html in 3 days, more than I managed in 3 weeks with other online courses on Udemy and etc. It is interactive, fun, competitive and delivers the right amount of coding, step by step, from easy to complex. I have paid the PRO subcription straight away, it is well worth it. Some courses will charge you 300 euros a month to teach you the same thing, just because you have a ""tutor"".",5,61,3.112,2023-01-31 02:05:48,,,POSITIVE,competit
1567,9bce22dd-4179-4363-8e68-c0ec01784aa0,Kishor Swaminathan,https://play-lh.googleusercontent.com/a-/ACB-R5T81h3UTaJSg9S5QklpFI9lTH1z1h3PwubBJQwc_Q,"Mimo covers a wide range of programming languages including HTML, CSS, Javascript, Python, and more. The Interactive lessons and quizzes make it easy to understand the concepts and apply them. The user interface is clean and easy to navigate. The challenges and projects provided in the app are engaging and help to solidify the material. Overall, Mimo is a great tool for anyone looking to learn coding and improve their skills. Highly recommend it!",5,112,3.88.1,2023-01-28 01:23:56,Thanks for your kind words! We're thrilled that you are enjoying Mimo. We are very passionate about teaching the world how to code. Thanks again and have a great day!,2023-03-20 09:20:31,POSITIVE,challeng
1613,0f26ccef-b65e-4bcd-832a-2e5e6ae514b1,Kirra Bieszke,https://play-lh.googleusercontent.com/a-/ACB-R5T0hSEIa-gx4XfAy-crxBOA1fYsHQRLPJLXbwCDdg,"So not only does it straight out lie about being a free app, because yes it will require you to pay, there is no way to recover lost hearts, so practicing any mistakes becomes impossible. The app itself is okay, easy to understand, pretty straightforward, and seeing as I dld this app to help teach my son an approachable intro to coding - I am sorely disappointed. I know the capability is there. What's infuriating is being told we get a free trial and still bombarded by ads to buy.",2,3,3.112,2023-01-25 15:44:57,"Thank you for taking the time to write this feedback. We work hard to keep all our content accessible for free. If you found that there is anything that you cannot access without paying, please drop us a message and we are happy to help out! We are also working on a feature to allow you to regain hearts in the future - stay tuned!",2023-01-27 14:40:39,NEGATIVE,point
1647,26947c1d-b7ea-47ac-82b7-210111cc772b,lunar deity,https://play-lh.googleusercontent.com/a-/ACB-R5SBKB3HPcslYmMlXOuaoX_Wzug9oQ65rkkxOa76,i like how it's simple and easy to learn coding on this app ♡ thank you for simplifying coding to this point,5,0,3.94,2023-01-24 06:43:06,,,POSITIVE,point
1649,b186e783-40e5-4b83-b94f-c89ba5af90f8,Jux -,https://play-lh.googleusercontent.com/a/AGNmyxbcNCdh-zP75HmRiS1My2CRE-anFZpu2yirlL6E=mo,"I paid $43 to use this app, but they keep making changes and removing capabilities. They used to have a Sandbox feature where people could share projects with each other. They also had way more lessons and languages. I have finished the web path and the projects and now I can't keep up my streak bc there's nothing new to do. How can they charge me for stuff they then remove? Does that match w Google Play's ToS for companies?",1,1,,2023-01-24 02:06:24,"Hi there, thank you for taking the time to write this feedback! It is still possible to share projects with each other. We are currently focusing on improving the existing courses and adding to our syllabus all the time; we would love to help everyone take their first step in coding. We will for sure consider adding other courses in the future.",2023-01-27 14:30:35,NEGATIVE,streak
1676,3ea21626-0240-4c1a-96bb-ad6764291d9b,Simon Mack,https://play-lh.googleusercontent.com/a-/ACB-R5Sdrcc4UBzw2SP--SAvaCZhLuyLk-5PdCrkaIyr,"I really love this app. It's helping me refresh my Python knowledge a little bit day by day. The ads are rare and non-intrustive (no sound or images, just text). The leaderboards and streaks are fun. Although there have been a couple of times where a lesson I completed hasn't saved, which caused me to lose my streak. But besides that, this app is fantastic!",5,177,3.111,2023-01-22 15:02:26,,,POSITIVE,"streak, leaderboard"
1736,54071e10-7209-46ac-8bd2-083d07080cc7,Hamish Carroll,https://play-lh.googleusercontent.com/a/AGNmyxYZ3FxEGLeeGTOn6zbsgi2RBeAd38azO6-ou6-f=mo,"cool so far and has interactive, easy yet challenging coding advice and information",5,0,3.111,2023-01-19 21:37:35,,,POSITIVE,challeng
1739,e84f63d0-6acc-45cd-b060-6faf002081bf,Simon KingRapunzel,https://play-lh.googleusercontent.com/a-/ACB-R5Q4h0VmVAsYbxSY7PxTFGqVVYjq3bLYNIITjx3T,"Mimo is amazing, whenever I don't use data to work on coding it still calculates my progress when I switch on my data.I don't stress about losing my progress and the coding is amazing I learn and I now know...all love to creators",5,0,3.111,2023-01-19 15:46:44,,,POSITIVE,progress
1750,0437b837-db8d-42e5-88d5-78a67fdf4d5a,Arts Lexus,https://play-lh.googleusercontent.com/a-/ACB-R5T4Ahpfw1krzUmzdWGPlaFGV5XiNnHJpnRMep8N,so far it's a really wonderful experience thou it shud bring out more interface challenge,3,0,3.111,2023-01-19 06:57:35,,,POSITIVE,challeng
1797,f1ab5896-fdc1-4e83-9937-b1079d34bfe0,Ayanda Mahlalela,https://play-lh.googleusercontent.com/a-/ACB-R5TTQnNCao2tVkHoK3r9vkHSO_jHE11h8nOGD-Gf,Simple and entertaining compared to other competitors.,5,0,3.111,2023-01-17 04:43:11,,,POSITIVE,competit
1805,857fce03-5877-4603-8884-7bff90fca67b,Bartosz Bester,https://play-lh.googleusercontent.com/a-/ACB-R5QKYWNAxC-nE-CD-2JgtXe1k97gBZ0Petn-xAhiVw,"The leaderboard system is very motivating, I'm currently on a 216 day streak and going strong 💪.",5,0,3.111,2023-01-16 14:53:54,,,POSITIVE,"streak, leaderboard"
1824,fc24b822-21fc-4b86-a9f5-eed6a0a7a019,Xjiro,https://play-lh.googleusercontent.com/a/AGNmyxYuR-yz4c3vIbw0DTkU06mWJshsswplNvJTwv7S3A=mo,"I can't get behind the monetization because the mechanics contradict the point of the app. You want to help people learn but with this new heart system you'll no doubt be designing questions that are intentionally vague and ambiguous so users lose hearts more often. There's a huge monetary gain incentive to do this. Too bad, this was great.",2,9,3.111,2023-01-15 21:31:17,"Thank you for taking the time to send us this feedback. We are always trying to balance building an app that would help with knowledge retention, provide a good user experience as well as paying professionals to improve our app while keeping most of our content accessible. You will soon be able to regain hearts, stay tuned!",2023-01-23 16:59:44,NEGATIVE,point
1827,fc687f13-2a30-45ec-8810-03da34c19197,Lev D,https://play-lh.googleusercontent.com/a-/ACB-R5RtTkWtNCiKpJpikNoFa2twjEBikO69lUbL2REuaQ,"Installed the app to refresh SQL knowledge. I was about to abandon the app when I had to choose between web development and python. Luckily, at last I found the course I needed. Having finished the course, I find it pretty boring, with too simple tasks that didn't really reinforce knowledge. Especially it was inconvenient to type commands on the phone keyboard. + No free certificates :( On the good side, the gamification engine with streaks and leaderboards seemed engaging.",3,73,3.111,2023-01-15 16:05:39,"Hi there, thank you for the feedback. We also have a web version now for people who prefer to type the codes instead of studying on their phone. We already keep all our content for free so a few things are available for Pro users only such as certificates!",2023-02-09 08:40:47,NEGATIVE,"streak, leaderboard"
1909,56d0c5cf-f736-4106-b634-fb7247d673e6,TARA RITA,https://play-lh.googleusercontent.com/a-/ACB-R5QuKDUhbmcR7JLB4KOqQNLjgVIpBm7mn8eqnq0q,"App is great 😃👍 best to develope interest in coding in a fun way, genuinely it's holding hands like a great teacher .... And the leaderboard encourage me to learn more",5,0,,2023-01-11 01:21:35,,,POSITIVE,leaderboard
1967,a40c1c63-5948-415e-8fa9-dbe290973d5d,Jun,https://play-lh.googleusercontent.com/a-/ACB-R5QeCpw-p9v8E1WXQv-I5o-MkWmTEuaQJS-b4dNS,Great apps for me that clearly know nothing about designing or coding a web... i think i already spent 30min after i installed this app. english is my 2nd language(sometime i sound like amurrican ppl and sometime sound like bri'ish ppl while i actually just Asian) so i got a lil bit confuse in the progress. already had 2mistake in beginner xD. after all it is interesting and helpful app :),4,0,3.110,2023-01-07 21:57:47,,,POSITIVE,progress
2002,1d5efbc9-ccef-46cc-b970-6a71a7a1d8f7,Nhyiraba Yaw,https://play-lh.googleusercontent.com/a-/ACB-R5QjeEtZd-vUWmvfIbLsDL3KidXrF7fdurOt3Pnd,"Best coding and learning app. Simple to use, no ads and breaks. This is ever my first coding app for my studies and I love it 😊🤗🤗",5,0,3.109.1,2023-01-06 15:29:06,,,POSITIVE,break
2010,5310b62b-e8de-4ed4-ac81-7d47b48f86f1,Jon Mac,https://play-lh.googleusercontent.com/a/AGNmyxaappMMBZmGAorTPBxVhBP3CP_9G6FtBuHI-sXp=mo,"Terrible app Could not read instructions at the beginning because of overlapping writing Could not answer questions because boxes would not show fully Got to selection part for time wanting to spend on app, made selection and could not progress any further",1,1,,2023-01-06 12:39:03,"Oh dear, that's more than unfortunate! Please tell Johanna at support (support@getmimo.com) what exactly happened so the two of you can work this out together.",2023-01-11 03:24:20,NEGATIVE,progress
2051,a3cc2f43-e940-4e06-9fb8-4a45b6d1d997,Aluvuyo Mbali,https://play-lh.googleusercontent.com/a/AGNmyxa9XY_IQB9BVxlJNb3IpTeSaPttBkO5smB_lqX5OQ=mo,"The Mimo app makes learning to code easy and fun.The developers built a really great app.I've experienced zero malfunctions on this app ever since I started using it.The Leagues in the app are so competitive, and you wouldn't want to miss a single day of coding as you may be faced with relegation to a lower league.Highly recommend it❤",5,2,3.107,2023-01-04 10:00:17,,,POSITIVE,competit
2081,a580f130-91fe-4362-bf54-e15e9fe98e04,Akintola Oluwadare,https://play-lh.googleusercontent.com/a-/ACB-R5RbmEjUzbSiPGJdNphZO7bscOeyW4tmEO59Q1TjRA,"I love mimo... Simple, resourceful and full of interesting yet learning challenges. 😊",5,0,,2023-01-03 05:02:49,,,POSITIVE,challeng
2166,cd15552d-dd8e-4488-9ec5-f5cad786e7d4,c snelly,https://play-lh.googleusercontent.com/a/AGNmyxZD-Xe6TFnRbkp-lUP02yjsUz2qIiKT9kKo27aC=mo,App jumps when typing in info. When You do the hard or medium challenges. As your typing in the code for that line it will jump to the very end as you are still typing. This is very frustrating and does not add anything to the learning experience. I am currently asking for a refund after less then a week on the app.,1,4,3.109.1,2022-12-30 06:26:40,"Hi there, thank you for your feedback! Our dev team is looking into this bug and we will resolve it as soon as possible.",2023-01-10 23:37:36,NEGATIVE,challeng
2302,0b5dc380-8378-4dd4-8411-05fc4a5423a2,Boyboy Olebogile,https://play-lh.googleusercontent.com/a-/ACB-R5QmVjao6NjhkIkzxKOB2AkXLcMpkcGyO1KgRYkiVg,Great learning app. Step by step guide to learning. And the leaderboard function is even more exciting and making learning fun.,5,0,3.108,2022-12-23 08:53:27,,,POSITIVE,leaderboard
2313,8d7fa13c-e948-44ae-a398-214eefe942fb,Tysard,https://play-lh.googleusercontent.com/a-/ACB-R5RbAox0lJHfas11uFuawHqZ6oUy-ttTWlgvZgM_1g,"I've been to the top of my leaderboard twice and still haven't earned a trophy so either there's some missing information or that feature is broken/disabled if you don't pay for pro. Though there isn't really any benefit to pay for pro when once you run out of hearts, you can just keep going for some reason. I'm not gonna complain but you should either fix the ""out of hearts"" prompt so it actually prevents us from continuing or just remove it so we don't have to close it after every question.",4,11,3.107,2022-12-22 23:06:15,,,NEGATIVE,leaderboard
2333,d14054fb-c609-40ea-b6c6-63e3e689f1f0,waffle master,https://play-lh.googleusercontent.com/a-/ACB-R5TV7dYnuLOQMrjBsGxec3_6vgkqZZ18PQUPvt69,"The app is good and I learned python from it. I'm giving it 3 stars because when I run out of hearts, I can't do any more lessons for 3 hours. I can't even practice to get the hearts back. So that's why I lost my hard earned 82 day streak. The app also crashes when you run out of hearts. I would love if you can fix this, that the app will be amazing!",3,0,,2022-12-21 15:14:45,,,NEGATIVE,streak
2372,a6f814bf-947d-4af1-83f1-248346243c74,Charles Mallya,https://play-lh.googleusercontent.com/a/AGNmyxbTpsawKkklMNGmJhkHl4aCEfcqAZanT4XW8Em-=mo,"Just finished one Course ,i did my best stayed motivated to earn a certificate unfortunately i was not able to access at least one motivational HTML certificate from you guys... I did my best keeping up a streak from start to finish for almost 50 days..man am so disappointed... you've killed my motive of paying for the advanced stuff.. thanks anyway am not opening this app anymore ! Wasted almost 50 days for nothing!",2,3,3.100,2022-12-19 11:19:55,,,NEGATIVE,"streak, point"
2378,8f8af934-84ac-4278-99f3-bc7d9a6626c1,Martin Kibet,https://play-lh.googleusercontent.com/a/AGNmyxZR5YTjU05ZqFLzbKMyGbO73aS6WLfcIqz2e2B5=mo,amazing systematic well processed way of learning 💯💯steps well put and tracking progress makes it even more fun🔥🔥I give it a 5🏆,4,0,3.106,2022-12-19 05:32:08,,,POSITIVE,progress
2391,35a23eb6-a8ca-469f-9122-09cb246a574e,Jakub M,https://play-lh.googleusercontent.com/a-/ACB-R5Rv_MpMCibAd2sOwHWH0JAiyA8ThwYH7ifuP9fp,Overall great app but glitched af can't progress in python lessons becuse everytime i finish one lesson it does not count it even tho i finished it im getting 0Xp for it and can't progress to next lesson please fix as soon possible couse is unplayable right now.,3,0,3.107,2022-12-18 04:13:00,,,NEGATIVE,progress
2404,0db0d27c-5d42-4997-953e-67f3433168e5,Andrew Ramos,https://play-lh.googleusercontent.com/a-/ACB-R5Sm-thSjmkmQXu6MfM_H9PARsljAePh2s3QYk40Yw,I really like that they make it easy to learn. If you get the wrong answer they correct you and tell you instead of the learner getting stuck and not progressing. Learning HTML web development right now. Awesome app to learning the basics of code.,5,4,3.107,2022-12-17 01:08:08,,,POSITIVE,progress
2463,490c55bd-adae-4cdd-8653-3f780f59441b,Ilyas Bourzat,https://play-lh.googleusercontent.com/a-/ACB-R5TOyHDsq3f1yCMd8IyDZAhdUKWZ82TCGsZUg59s,It's definitely the best app when it comes to understanding the theory behind the languages. I strongly recommend it as a starting point everyone should consider to set a strong foundation. I love this app!!,5,0,,2022-12-14 03:42:09,,,POSITIVE,point
2496,1c737517-f453-4fce-9f78-2f3688757409,Aishwarya Choundiye,https://play-lh.googleusercontent.com/a-/ACB-R5R5_QaRBZHtKznk8CTY3Qg_49WgPadt4sO9URJG8Q,It's Very Nice App 👍 All Concept Are Clear While Using It ....But Only One Thing In This App Disappointed Me That Is We Can't Get Certificate Without Purchasing Subscription...I Think It Should Be Available Then I Think This Will The Best App For Leaning Specially For Python Language Which I Learn From This App.😇,4,0,3.106,2022-12-12 13:24:40,,,POSITIVE,point
