Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_stem
395,7d3a0841-55d3-49e5-bc8d-40edce758222,TwiztidHeathen,https://play-lh.googleusercontent.com/a-/ACB-R5Tv6sN_Jsj5GctyH1Ry6-NIN2PM7lS0ZSDO3yVV,Easy to follow lessons/explanations and options to practice coding when you progress far enough in. Definitely recommend to anyone trying to get into coding or other data-centric positions.,5,0,65.0.0,2022-11-09 09:47:52,,,POSITIVE,progress
398,d2d8dca0-eb09-4e83-9afe-20cc424b3d77,Esson Ataka Peter,https://play-lh.googleusercontent.com/a-/ACB-R5QS8rbDes_BsyuKi3u6uVqq3bwmYCahardbwqO8bw,"DataCamp is one of the fantastic app. I have come across. First their app is connected to their website. Unlike other apps, you can work in both places and your progress will be saved. Also, the user interface is without glitches. It's the best app for me.",5,0,65.0.0,2022-11-08 23:41:52,,,POSITIVE,progress
408,6f4feba1-f422-4ae6-81ff-aac388dedc56,Z Storm,https://play-lh.googleusercontent.com/a-/ACB-R5RDk43AeDApXL-FhkGRLRUsRifXkhvohMNafuM,""" Your streak progress may not have been saved due to poor connectivity.."" jeez. App is always disconnecting, even u r doing quiz. Jeeeeezzzz.",1,0,65.0.0,2022-11-04 20:45:20,"Hello! If you'd like to write a ticket via support.datacamp.com, we can verify your email and take a look at your streak.
Take care!",2022-11-09 10:44:41,NEGATIVE,"streak, progress"
415,88ed6b93-16cf-408d-ad32-cfb18da122c8,Henry Chima,https://play-lh.googleusercontent.com/a-/ACB-R5TI_3WOiDhj-t9rfToWE-sNeyk8Pp7hEOkWH1LUUg,"Data camp app gives the practical approach to learning in a simplified way.Safe-paced, hands-on, and insightful. I was amazed the progress I have made so far learning SQL, Python and R languages on the platform.",5,0,62.1.0,2022-11-01 14:54:48,,,POSITIVE,progress
424,4a07fa15-99c9-468f-9173-dea80bc1e3fe,elizabeth etido,https://play-lh.googleusercontent.com/a/AGNmyxZYj9kFZspgd37V3S6YTvOSxTS8jIdS-oCBHFSc=mo,"The best experience, Datacamp is structured to make you accountable and track your progress. It's been literally life saving, especially when you're overwhelmed by the complexities of coding.",5,2,64.0.0,2022-10-30 13:41:57,,,POSITIVE,progress
431,a28f2f1c-ffab-4977-b9fd-360ef709068b,Timothy Jarvis,https://play-lh.googleusercontent.com/a-/ACB-R5Qt67jFtzVHObXE8lVLMmlRxG3uPrUGiwCpItrq,"One best platforms to learn data and machine learning related programming languages. This is one of the best choices I had made in my programming career. I just wished they could do better on the price. But compared to the rest their the most on point no easy BS around with you, not saying they don't easy you into it, just saying they don't cut have the info you need out just to make it easier or a better experience. if your for real want to be anything in the data field this is the place.",5,16,62.1.0,2022-10-27 23:01:14,,,POSITIVE,point
443,7415c571-02ad-4fe3-88dc-bcb139843b8b,Cynthia Adie,https://play-lh.googleusercontent.com/a-/ACB-R5SValUZVsicyf6WLVWfiqV-bvSySNEqagZ9cIlBUQ,Data camp is a great and interactive app for learning. It is very engaging and easy to navigate. Learning is made fun and even addicting with the XPs gained and streaks given. It greatly facilitates the user's learning consistency. It is beginner friendly and has a whole lot of projects to practice on. I highly recommend this app! Great job data camp!,5,10,62.1.0,2022-10-22 16:37:01,,,POSITIVE,streak
451,fe34a77d-8181-4c61-89ec-0a928f3a15f6,Joan Ezeogu,https://play-lh.googleusercontent.com/a/AGNmyxbIzCNnIBcmgW5u0xZWL2VRzAA4a4-VInITxjQm6Q=mo,Bugs in the app are messing with my streak. Fix up,1,0,62.1.0,2022-10-20 17:46:28,"Thank you for your feedback, Joan! If you'd like to submit a ticket via support.datacamp.com, we can verify your account and restore your streak.
-Brian",2022-10-25 09:59:45,NEGATIVE,streak
454,18468f93-dafc-47e3-be41-ea98e29854ee,Joseph Scarlett,https://play-lh.googleusercontent.com/a-/ACB-R5Rw9Yhet6lq6jcbsZNU96iA-o-34Qa6-fevw_Yt-w,"Great app for practically implementing high lvl projects. A degree of expected knowledge(find & learn), hold your hand a lot. Needs insight on what they provide or a link to reference language/function implemented. Let's you create a workspace. Would look better in dark mode. Certs, & group tabs are distracting. Groups tab is better socially if it was other ppls workspace to collaborate. We have no friends. Certs should be on the side with the competions sections. I recommend it though & like",4,0,63.0.1,2022-10-19 14:21:20,,,POSITIVE,social
480,306bdb2e-d810-4283-b301-1ac250c46521,Rikko Gutierrez,https://play-lh.googleusercontent.com/a-/ACB-R5SOPLA1hQWvGlhrAx7dpXR5jBRDE1YHm7NYnCXkTA,It's a good starting point for learning data analytics and data science.,5,0,62.1.0,2022-10-13 10:17:51,,,POSITIVE,point
490,023e70ce-c06e-4940-bd18-9791abc05950,harshini bhat,https://play-lh.googleusercontent.com/a/AGNmyxYKTzszI5Z84TptwYrCNfNgRZI2yuM7frHhTWMz=mo,"So well curated apt, concise, creatively put lessons . It ensures continuity in learning with its streak feature and learning data science is more fun than ever now . Thank you datacamp for providing this wonderfully developed platform.",5,0,62.1.0,2022-10-11 03:25:17,,,POSITIVE,streak
514,e357527f-6ff1-4c28-9a59-0164fddddf97,Olatunde Adegbola,https://play-lh.googleusercontent.com/a-/ACB-R5QOS-i3cToHNrZmv-IyhGfVB-yhUGlzfJWRo4b1vA,"Whether you learn fast or slow doesn't matter. DataCamp has got you covered and you can learn at your own pace. But there's more. It's designed to be engaging, highly interactive and so addicting that you'd never want to stop learning. The quizes are there to make sure you get the subtle differences. You'd want to keep pushing your boundaries and getting more points! And lastly, they keep improving and keep on adding more content so you get addicted to learning- which is good. LOL",5,24,62.1.0,2022-10-04 07:15:37,,,POSITIVE,point
536,f6266efe-d66d-4214-a13c-fd1fcf80bdc2,Robin Ruiz,https://play-lh.googleusercontent.com/a-/ACB-R5RW7nT5T1jxmmSDukyW8SD-fjbXeDKT4MKp85aW,"Overall great courses. Not as easy to get an overview of your progress in a particular course or see where you are in the process as the web based version. Also, coding can be a bit wonky, sometimes putting in extra characters, or refusing to delete items, or deleting things out of order.",4,14,61.0.1,2022-09-29 17:12:12,,,NEGATIVE,progress
703,57133ed0-719e-4b83-813d-c59b222177f8,Aboflah Courage,https://play-lh.googleusercontent.com/a-/ACB-R5Rc96Exw0M9vCcezR0NWCmnopG34tL8zUs9bPLs,It's a very good starting point for beginners. I will recommend it to anyone looking to start a career in data science.,5,0,45.2.1,2022-08-19 11:52:07,,,POSITIVE,point
716,e9c1847f-8e25-472e-8f14-799f2ef2327e,Oghenekaro Obomedaire,https://play-lh.googleusercontent.com/a/AGNmyxblBZbM1_h1CeYPYVr0ENPylINbPUnS3dxq27BX=mo,This is one of the best platforms to learn data science. Videos are straight to the point but very illustrative. So many practice exercises and projects to help one put to practice all the skills taught. I wish I have found this a long time ago.,5,0,56.0.0,2022-08-17 17:46:16,,,POSITIVE,point
719,b362ba71-cd0a-42b9-a107-a2cac64a6789,VIVA La Burns,https://play-lh.googleusercontent.com/a-/ACB-R5TGWkTYVLzz83OZ_a2_v_dhooyr99BOdkr18SMk,"Great app to progress your data skills, great UI &UX to learn. The points system makes it seems as you are playing a video game instead of traditional learning.",5,0,59.0.0,2022-08-17 11:41:07,,,POSITIVE,"progress, point"
736,43d84e05-1f69-47df-896f-9390c4f65041,Atif Dhedhi,https://play-lh.googleusercontent.com/a-/ACB-R5RqAfoadRiql7nt5u9W2E_4y6lLTQFvk2IwJiuIVg,I started career track from desktop version but i cant find my progress from mobile app and continue learning same. Also if we use desktop version from mobile browser it is not user friendly,2,0,,2022-08-15 16:09:53,"Hi Atif,

Thanks for your feedback! Could you please submit a support request at https://support.datacamp.com/? We will look further into this issue.",2022-08-18 07:58:18,NEGATIVE,progress
763,4bbeedea-f89d-4be8-8ea3-3278be3419dc,Fikile Simelane,https://play-lh.googleusercontent.com/a-/ACB-R5RtmyEcFlfLP8YKlWxssEQuDVesnXkcYucTBtNfnQ,It's a very amazing app I love it so much very interactive but it has long hours before the next challenge,4,0,58.0.0,2022-08-08 06:59:35,,,POSITIVE,challeng
764,c44e2657-04bf-41da-8969-6814a73a2b47,Nóra Makai,https://play-lh.googleusercontent.com/a-/ACB-R5R5_hGTAk6prtT76IstTKEVNNNUlf_JEcPjqlr2Pw,"A good starting point for beginners, understandable explanations and adequate practices.",5,0,58.0.0,2022-08-08 01:46:15,,,POSITIVE,point
801,31071300-af9a-4214-ba5e-5630cd15ce35,Susan Chime,https://play-lh.googleusercontent.com/a-/ACB-R5T9Dsb_RqSYzHkZAu6g7yesAk2p6ADuFhMgi3Aq,"Concise, straight to the point and still adept at conveying information.I have a low attention span and the short videos with exercises after keep me enthralled.Love it😭❣️Thank you so much.Now, analyse the sentiments in my comment hehe.",5,0,56.0.0,2022-07-28 22:16:01,,,POSITIVE,point
920,10d066dc-8b04-42a4-a9d2-a081c50e638f,Dada Funso,https://play-lh.googleusercontent.com/a/AGNmyxasQ5XIlUtsXmDxaXEq9AZY6co_S3N62Qw_hoDIlA=mo,Very informative and good for learning Data science and straight to the point,5,0,56.0.0,2022-07-07 17:20:22,,,POSITIVE,point
922,d97e7646-8a49-41e0-b266-b8f02e6457a7,Boluwatife Fasogbon,https://play-lh.googleusercontent.com/a-/ACB-R5SCowPUeLCay3xWTGtWdJMyrFooLAdwryAXZNgHnw,DataCamp is a great learning resource for anyone interested in data science with no experience. I also love the daily challenges that helps you to refresh what you have learnt from previously completed sources.,5,0,56.0.0,2022-07-07 08:44:31,,,POSITIVE,challeng
935,61526f83-f6f4-41ad-af81-c0c964d12017,Kasia,https://play-lh.googleusercontent.com/a/AGNmyxaIH-285R_PUk7ioc_QV3QJGsubBswh6DyKFhhd=mo,I cannot log in with my account in the application. ===update=== I can finally log in. The app is pretty decent and I enjoy the datacamp content and way of teaching. The only thing worth pointing out is that sometimes hints for code autocompletion are hard to pick (they select only after a couple of touches) on Huawei pro mate phone.,4,1,56.0.0,2022-07-04 13:20:28,"Hey Kasia! If you want to open a ticket with support.datacamp.com and confirm your account's email, we would be happy to take a look.",2022-06-28 09:27:17,NEGATIVE,point
951,8c3b97c9-28bf-4561-9cdc-a3140759330d,Candyd Vilar,https://play-lh.googleusercontent.com/a-/ACB-R5TWchtYUVU3UsB1xqMUwnL0nyh39BJ4bIwbwsqo,I love the exercises plus you can either use mobile app or web as the progress is being saved.,5,0,55.0.0,2022-07-01 09:37:58,,,POSITIVE,progress
981,d746ec1b-e308-4871-82a8-daa7e3029a1a,Bruno B,https://play-lh.googleusercontent.com/a-/ACB-R5RrPKMBff1_r6ZZH0Emb_O5_wjPB4QA7dQevsAleTA,"The suggestions of words forces me to choose with clic from its drop down list or it keeps deleting the last character of my word everytime I press enter, space or point, this turns the app unusable and extremely frustating",1,1,55.0.0,2022-06-25 16:46:07,,,NEGATIVE,point
989,6537f6e8-0c23-40df-9c6f-a33961a8c101,Chris Corneille,https://play-lh.googleusercontent.com/a/AGNmyxYsd5vuV3JhyaUhqlPtYbTWyKJqeOJVaTyEaeHp=mo,"Currently working through the Python Fundamentals Track (20+ modular course). It's more expensive than Udemy, but it's obvious why. Production is very good. The USP for me was the interactive python shell. You're introduced to a concept via a video, then apply it using real data. You can learn at your own speed and complete a daily challenge on what module you're currently studying. Hugo is good at keeping you motivated, funny guy.",4,0,55.0.0,2022-06-24 10:36:23,,,POSITIVE,challeng
1065,cd9097ac-cd9d-4e4e-ad91-819fbf9f680b,James Bowe,https://play-lh.googleusercontent.com/a-/ACB-R5QV5DBfm8ljh0hPj54fjjSQ5-dHykdT7-8Tgl_HWOE,Couldn't progress due to bugs. Tried to alter variables as shown and the app kept removing my changes and marking the answer as wrong. Uninstalled.,1,0,,2022-06-12 08:17:56,"Hi there!

I am sorry to hear about the issue you are experiencing!

Can you please submit a Support ticket request here (https://support.datacamp.com/hc/en-us/requests/new) so we can better troubleshoot any app issues in a problem ticket with your DataCamp account? Thanks!",2022-06-14 00:46:28,NEGATIVE,progress
1233,a207d25b-5e35-4f55-a0ce-1908f4debb1d,Mike,https://play-lh.googleusercontent.com/a-/ACB-R5TaXlq3Z_QLyAhGGXmXW5ZjHocO95uMYhuAQ56gyw,Easy to digest due to the way everything has been broken down and laid out in a logical order. Each session comfortably roles into the next allowing for understanding each lesson easier as you progress through the syllabus.,5,0,51.0.0,2022-05-02 16:10:06,,,POSITIVE,progress
1249,130899a5-51e5-47eb-822a-c15553e237c6,Danielle D*,https://play-lh.googleusercontent.com/a-/ACB-R5Ql_LpaGdP_GNgY1HKp-DveQssvvbYt5mhaTphse3o,I'm using the app for the simpler stuff I'm reviewing; and the desktop for the more challenging modules that require longer code and practice. Going good so far.,5,0,51.0.0,2022-04-30 21:39:36,,,POSITIVE,challeng
1270,1fd5c3a0-0660-4402-b846-e034139eadaa,Eva Wanjiru,https://play-lh.googleusercontent.com/a-/ACB-R5Rs1pzVMaqxLZ_Dp85gOaDWhBzT_D8jqkFE99xb35A,Very efficient and fast way of learning for beginners. The app is a useful resources and easy to navigate. The points and progress rating makes it all the more exciting.,5,1,51.0.0,2022-04-26 05:09:55,,,POSITIVE,"progress, point"
1294,86b3f54e-7c01-49a9-b32a-c65b786a356f,Akeem Elewuro,https://play-lh.googleusercontent.com/a/AGNmyxZ0gDXY98Y_ZJ0wrwiOfBy4bFi9Rm8Prs0FToL6=mo,The app is very interactive. You don't have to be a tech savvy to learn using the app. It also made learning fun and progressive for a newbie.,5,0,50.0.0,2022-04-22 06:19:13,,,POSITIVE,progress
1352,14b29380-884a-415d-ba4a-240755159816,DIVINE JOHNSON,https://play-lh.googleusercontent.com/a/AGNmyxYhsSTiv2voQt4oeNsLUNZSd65RSJZld7QQC6jG=mo,DataCamp app is great for a beginner level in coding. The daily challenge in app is a great way of a consistent learning.,4,0,50.0.0,2022-04-19 04:26:39,,,POSITIVE,challeng
1367,de0a839b-d48e-4422-98d4-dc951da9256a,Sudil Hasitha,https://play-lh.googleusercontent.com/a/AGNmyxY1rJZTi3DzL_HdYfJgL2lKHDIGSQjgDV7aMEfu=mo,I have a primium subscription. The content in the career path I was following using by desktop isn't available in the mobile app. I am really disappointed about this issue of not syncing the content. Hope you will address the issue soon.,1,5,50.0.0,2022-04-18 06:54:06,,,NEGATIVE,point
1379,364ea4b4-aa50-4a97-8d63-4f946f8308f9,Chikeluba Ezendidika,https://play-lh.googleusercontent.com/a/AGNmyxb7nlTbSJfZy58dzJ4-r0BsYpSyGdXcC8lqi7qI=mo,"Wow. This app is awesome. It is simple to use, the classes and exercises progresses smoothly. It is a nice educational tool. Thanks DataCamp for the opportunity to learn from you.",5,0,50.0.0,2022-04-17 15:58:56,,,POSITIVE,progress
1391,6ccee140-a708-4aac-a63a-1606338e6411,anna preble,https://play-lh.googleusercontent.com/a-/ACB-R5Ss8UFrlniMxTe-uGFmhjaEG0tDhdfzey8PgH0MCFQ,"I've been studying Python and Tableau, as well as brushing up on my SQL. I've accessed this site on my laptop and my mobile device; both are comparably user-friendly. The in-browser coding window is the most bug-free of any site from which I've trained. I like the ""hint"" feature which gives a nudge in the right direction (with a small point penalty) without totally giving away the answer. Classes are well delivered well and the explanations are pretty clear.",5,46,50.0.0,2022-04-16 17:48:06,,,POSITIVE,point
1408,1170728e-4477-4645-a094-de428b23f911,prosper herbert,https://play-lh.googleusercontent.com/a/AGNmyxY3se26UTJaC3tc_ds1LopRvGb7gqZeMLD2-CO9=mo,"I love the streak feature on this app because it helps me stay on track and I wouldn't want to break the streak. I also love that we get exercises immediately after the lesson, helps with brain power and keeps me engaged. Would recommend 💯.",4,1,50.0.0,2022-04-15 17:20:24,,,POSITIVE,"streak, break"
1500,19ae0aa6-73d1-4242-b17a-7161a2bc8de5,Madhavi Latha Iruganti,https://play-lh.googleusercontent.com/a-/ACB-R5R3w0vTXcPDt-rQ2WT1l6UW1bFPbHHawyA5fqKp6Q,"discovered the Best Data Science Introduction, I could ever think of.. Loved the UI and the experience using the Data Camp app. As such, this certainly is one of the best learning sites, despite the heavy competition in the Industry.",5,0,49.0.0,2022-03-31 17:56:27,,,POSITIVE,competit
1570,1da9e71a-2c32-4728-a7d5-10fa281d0965,Queen Racheal Isaac,https://play-lh.googleusercontent.com/a/AGNmyxYpVoaAeVMVoBvXmUAt9cgawhaZxydZiyO61sI=mo,Great experience thus far.. very educative and progressive.,5,0,46.0.0,2022-03-07 10:36:42,,,POSITIVE,progress
1594,d7d4123c-bee8-4c8e-90a6-f01f60eaca7d,Frederick Quaye,https://play-lh.googleusercontent.com/a-/ACB-R5S6InkdFVkLcb0G6rk0Y9oLRBCrarD7oIpwjn89Wg,Precise and straight to the point outline which easily and gradually built up my confidence in R and data science. Thanl you guys for this initiative,5,0,46.0.0,2022-02-28 02:26:58,,,POSITIVE,point
1636,d8f46aba-f1ff-4253-bba8-ce9784f48202,Charly Emmanuel,https://play-lh.googleusercontent.com/a-/ACB-R5SCPcKAK1anYUcZ8ugLUkbDYo5LP8eBanmaBKu8Wg,"The application is incredible. I shown great progress on python, thanks very much.",5,0,45.2.1,2022-02-17 14:14:57,,,POSITIVE,progress
1713,ce6101bb-cbb1-4a77-9f10-1f9888a65ee8,Robyn Franklin Giraldez,https://play-lh.googleusercontent.com/a-/ACB-R5RVqxzrgwKqRNnm050U0YN4mduua-P_c6fPy_2y,"I like the bite-size lessons and cloud-based programming. I do big projects on the computer, but use the app to squeeze in a little more learning during breaks at work, or in bed before sleeping.",5,0,45.2.1,2022-02-04 19:03:01,,,POSITIVE,break
1726,cc14a2dd-c75a-433b-852a-9ecc3c833815,Ariful Islam,https://play-lh.googleusercontent.com/a/AGNmyxZhsqdk7zu2hwX6C42OtmrVB5qJoPOISb27aySq=mo,App does not work properly and sound also break while video playing.,1,0,45.2.1,2022-02-02 09:25:24,"Thank you for your feedback! If you'd like to email support@datacamp.com, we would be happy to investigate your issues.",2022-02-03 11:26:32,NEGATIVE,break
1797,18b4f3a2-903b-444d-9357-424b126cf16f,Tondra Holeman,https://play-lh.googleusercontent.com/a-/ACB-R5RfDRMhbQbY7FQoE63CgiJg_Z0YYDHtIQ5Wa2eJnNQ,"I love how engaging this app is, however, it's a bit annoying when you can't read all of the questions because it doesn't scroll all the way to the right. Perhaps put the 'questions' in a box like you do the examples of the code so you can scroll through them. Second peeve, is I wrote that exact code on one and it said I didn't. I couldn't move on until I said show me the answer, losing points, which I hate. This app is similar Mimo, which I enjoy as well, but it too had similar issues.",4,5,45.2.1,2022-01-12 03:44:48,,,NEGATIVE,point
1892,2b48e7a1-e6ee-4021-9129-38b926c448b0,Utin Ime,https://play-lh.googleusercontent.com/a/AGNmyxZtARe0w1mRqt87vCueAfpp66TurES_YsQOol0h=mo,"The app is quite user friendly, makes python learning easy, I always look forward to my daily challenge",5,3,42.0.1,2021-12-19 06:32:08,,,POSITIVE,challeng
1935,d322ea09-aaa4-45ad-844a-4d260387ebde,Gilpow,https://play-lh.googleusercontent.com/a-/ACB-R5SpWwXvPDJXxTvq0FnY6997UicRbqk82-fmS644DQ,"Contents-wise, it's the only coding app worth using that I've found since SoloLearn. They did an awesome job on that aspect. What's keeping me from giving it 5 stars is the amount of bugs! Including one for which I CANNOT PROGRESS in one of the courses! I reported the issue a few days ago but I have yet to hear from them, and I'm still unable to progress in that course.",3,4,44.0.1,2021-12-06 20:30:15,"Hi There,
We're sorry to hear of the experience you're encountering and will certainly further look into this to provide the best resolution for you.
Could you kindly reach out to our Support Team via email at support@datacamp.com? We are looking forward to hearing from you!",2021-12-07 04:07:54,NEGATIVE,progress
1949,f3210446-ee65-481c-9a8d-b9193cf6ab7d,Suhaib Osmani,https://play-lh.googleusercontent.com/a-/ACB-R5Ta7U-7Dv8eX6o3pqGhXVdBFhLwHHgiWX83Ier6pQ,"It's an amazing app that lets me learn an entire programming language with an expert-made course entirely for free. The videos are built-in for convenience, and the exercises are challenging enough for me to understand new concepts without being too difficult to be demotivating. Tl;dr It's a baller way to learn programming languages with daily practice.",5,10,,2021-12-04 03:38:04,,,POSITIVE,challeng
1961,0a459b8c-c24d-4fe9-92de-7aa6ec41d56b,Soham Pandav,https://play-lh.googleusercontent.com/a-/ACB-R5S7WMhKKdJOSKhhMJ6WCPl7PzjSSfPVp5MjJP2sGw,"I haven't had a good user experience with this app. You are only supposed to do the things which are expected by the app. For example, in the lesson about subsetting the lists in Python, they taught us about slicing and dicing in the same lesson. But you can't use that method in the early problems as you are supposed to take the long route of subsetting, instead of a better option. Overall it is a good app, but I didn't like this mentioned point.",2,23,,2021-12-03 00:39:56,,,NEGATIVE,point
1995,f9a85444-bb5d-462d-b56c-6f1d7e75096c,Xir Ao,https://play-lh.googleusercontent.com/a-/ACB-R5TawPHe7s9j9poh56mdRJzmxG8iFgpvzAO2h5AdMvs,"Works less than half the time. When I'm not stuck physically in the code because the app does not allow me to move the cursor in the code, it gets stuck at running the code and keeps waiting for minutes, and then suddenly poof it works, but you've spent 5+ minutes on a super easy mini assignment. Super slow progress like this. Have had this issue on multiple android phone’s. I give up with their mobile app.",2,8,44.0.2,2021-11-26 04:18:16,"HI Xir,
We're sorry to hear of the experience you're encountering and will certainly further look into this to provide the best resolution for you.
Could you kindly reach out to our Support Team via email at support@datacamp.com? We are looking forward to hearing from you!",2021-11-29 05:19:37,NEGATIVE,progress
2007,b12dd45d-7817-4efe-ba4a-118a13a6b3ab,Andre Buser,https://play-lh.googleusercontent.com/a-/ACB-R5RSD23ZYfsKqh9fWQ_CPpYNb6j5aEwpEtpulpxmriY,"Compared to the web service, I do not understand the approach of the app. I can (even) not find the other courses I started, just the actual one. No chance to switch it on the mobile device. I also wanted to point out the ""old"" app, before the huge GUI revamp, was much better with regard to this point.",1,11,44.0.1,2021-11-23 07:24:07,,,NEGATIVE,point
2014,55f8e4f9-0ec4-4feb-a050-65079da73730,Marie I,https://play-lh.googleusercontent.com/a-/ACB-R5TxlxQSJlYPxuRgZInGFLOhYil1lGeImFootJDZ,This is the best learning platform ever built. They make learning fun. The holistic approach used is ingenious. You practice the code as you are introduced to new topics using a coding environment built in so no need to worry about downloading the right shell or IDE. The learning is divided into bite size chunks and you are scored. I joined as part of a group from work and it encouraged constructive competition among us because there is a leader board. Please add more topics like hadoop...,5,8,44.0.0,2021-11-20 08:19:11,,,POSITIVE,competit
2088,3a6f2275-169f-4552-b282-c530b1fbe969,Faysal Ishtiaq,https://play-lh.googleusercontent.com/a-/ACB-R5RBPwwxmZUNWnL-HRs4mK63GkLouvTd-6pXgN6eEw,"The app is fine. Just missing one necessary feature. I understand that it's not possible to show most of the programming and data engineering courses here as in most of the cases, there is an code editor and terminal. But it would be nice if there were some kind of dashboard where we can see the progress we have made, in detail and in one short summary. Add this feature and I think you will get a lot of 5 stars.",4,46,42.0.1,2021-11-10 08:00:34,,,NEGATIVE,progress
2090,8c6339c9-223f-4013-9cd6-12f0703893d2,Olabisi Onaolapo,https://play-lh.googleusercontent.com/a-/ACB-R5S6whg-1lDOE0mskABcBeuXSQoIlwuH8TG4GHley1o,"I've learned so much through DataCamp. They pass so much across through short notes, videos and practice exercises, saves a lot of stress of lengthy videos not hitting the point quickly.",5,10,42.0.0,2021-11-09 20:35:55,,,POSITIVE,point
2119,390fccde-db2a-4334-b5c2-fba379a9384c,Sedrick Lewis,https://play-lh.googleusercontent.com/a/AGNmyxYq1TSOzzam6_zQcMaLyXMe8mPY_wkUohykGFLR=mo,I appreciate the short lessons. It builds a confidence to learn the material. The interactive activities reinforces and challenge my comprehension of the information. I am excited 😊 to continue the learning experience. Thus far the value overall is the best I have had with a educational subscription service.,5,12,42.0.0,2021-11-06 08:11:05,,,POSITIVE,challeng
