Unnamed: 0,date,developerResponse,content,rating,isEdited,userName,title,sentiment,matched_stem
15,2020-12-29 18:57:45,,"I honestly think that your app is amazing. It has lots of info, and teaches you a lot. The only problem is, if you fail 5 times you have to wait 3 more hours to get one left second chance. Usually people say that mistakes help you learn more. But here if you make 5 mistakes, you have to wait 3 hours. I get that patience is important but I would suggest you would give more hearts. Or you could make it so that every time you lose five hearts, it takes away some points. The point of this game is I think to teach us about coding and it’s okay to make mistakes. But how am I supposed to learn quicker if I have to wait hours to play again. And if I get unlimited chances, I have to pay, which I think is unreasonable. Once again, your game is fantastic. Thank you.",5,False,suggestionboy,Amazing but greedy,NEGATIVE,point
16,2022-12-31 07:47:19,"{'id': 34209409, 'body': 'Hey! Thanks for your feedback. Drop us a message at support if you are having any issues with anything and we would be able to take a look right away.', 'modified': '2023-01-10T20:40:31Z'}","Mimo, im upset the app glitched on me a few minutes ago. Its a new day I decided to do a lesson in the middle of the night bc I stayed up. I’ve changed my goal to regular from serious as I got busier but still want to learn my python stuff to reach my Daily goal. I lost my streak 25th bc Christmas and I’ve been trying to earn daily rewards to repair it for the new year. I did my daily lessons few minutes ago and earned my 20 coins i needed to purchase a streak repair & it wouldnt let me, I got to 407 coins!! It wouldnt let me but the repair, im bummed out now. I was at 387 coins before todays lessons too. After I had enough to fix my lost streak day. And then the glitch happens! Please fix this! Also after updating the app, my circle progress bar with percent on how far I am on the course disappeared from my coding page, I loved seeing it where the lessons are & now I have to click the python drop down menu to see it.",2,False,Mee2212121,Earned coins & percent progress bar disappeared after latest update,NEGATIVE,"streak, progress"
18,2023-02-06 11:54:54,,"I started 13 days ago and I am already nearing Java. The app has a great way of teaching, reinforcing and also stimulating. Some questions or answers are formulated in ways to take advantage of our lack of knowledge. That way when you get it wrong you have to stare and think about it for a second or two or maybe even minutes. Eventually you are like “Oh yeah! I get it now. Of course silly..”

I am opting for the $80 for the year. This app is worth it I feel. I feel it is a small price to pay for this speed of learning. But you have to work at it people, you have to not want to put it down. Being 1st in the leaderboards is not how to do it, you need to be like 4x the points of the person in second if you want the most out of this app. STUDY, STUDY, STUDY!!!!!",5,False,SeasideShanty,Worth the $,POSITIVE,"leaderboard, point"
19,2021-01-21 02:58:23,,"By far this is the most Best HTML /css Learning Platform I’ve ever seen, By far I’m a total beginner And I just have to say it Once I first downloaded this app Last night I went to sleep And then this morning at 8:00 I got on and learned So much coding!! I’ve been on the app sense 8:00 Am To 6:52 Pm Nonstop I have no idea why I just felt so  Calm And I quickly got the hang of it I am now top on the leaderboard! Im now transferring to the css basic section Yaay I’m just so happy!! I can understand and Write the concept of html by doing the coding challenge And finished :D 

Also one more thing Buy the subscription Or at least try The free subscription when you first sign up I promise you will not regret it.

I cannot express this feeling I thank you Developers for creating this fantastic App!!",5,False,chrisunlex,I just gotta Hand it to you guys!,POSITIVE,"leaderboard, challeng"
23,2021-04-03 18:53:52,,"I’m an IT professional of over 25 years. I’ve picked up enough html and css to be dangerous, but missing some fundamentals. This app has been a great way to learn. It is interactive but simple. As an IT professional, the questions are all so simple that there isn’t any challenge to it, and it is very repetitive, but somehow never boring. I’m retaining what I’m learning and filling in a lot of the gaps in my css knowledge. The leaderboards and the streak counter keep me motivated to stay with it. The further I get, the more I’m hitting the things I don’t know yet. I’m looking forward to the JavaScript lessons. I work with Power BI, DAX, and M. I wish there were lessons for those. My co-workers could really use it! I’m going to recommend the SQL training to them.",5,False,MJR72,Great way to learn,POSITIVE,"streak, leaderboard, challeng"
24,2020-08-15 18:09:00,,"(Here’s some info about me) I am a 9 yr old kid who was/is interested on the subject of coding. First I got scratch. But it was too basic. Not at all related to real coding, at least from my point of view. So, I looked for other coding apps, and I found this one. I liked it but then the COVID-19 offer popped up (for the PRO membership) on my screen, and my dad previously said he was willing to pay for coding if it cost money, so I asked him if he would get “PRO” for me and he said yes. Also this app is unusually fun.(or maybe it’s the fact I enjoy learning I don’t know) And if anyone even sees this (I don’t think anyone will) don’t let this review change your opinion on if you want this or not, I started 1 day ago.",5,False,qwerty09125,So....,NEGATIVE,point
25,2021-02-15 21:28:21,"{'id': 21511684, 'body': ""Hi there! Thanks for your feedback! We're glad to see you're enjoying our content and that you'd like to keep going without interruptions. We're always searching for new ways to release more free content for our users while still staying viable as a business, and the hearts are one of them. But don't worry, we do read your review and will keep putting all our effort into it. Happy coding!"", 'modified': '2021-03-08T10:51:55Z'}","I do love the feeling of this platform, there is A LOT of potential, but one issue, hearts.  Now keep in mind that I’m not the first to complain about it, however I have the biggest hate for this heart system, especially with educational games which should allow me to just do the tests as many times as I need to without having to worry about not being able to learn because “you failed too much, now you must think about the dumb little dip$)+/ that you are”.  and this is coming from a beginner who has no clue on this green and blue planet about coding and just started trying to learn. Yes I am going to fail a metric ton of times, but that’s the point of learning, what you succeed at you know and what you fail at you learn from.  Now besides that the app is fun and has taught me a good portion already, just remove the hearts(which, yes, is why you get -4 stars) and I will change my rating, if you are reading this devs.",1,False,"PainisCupcake69,34","Ok, Mimo is not bad, however I have a major issue with the heart system",NEGATIVE,point
27,2021-08-15 17:03:55,,This app is similar to a Duolingo style of teaching. The first level in each category is good but the second and third are quite tedious and some of the puzzles are downright boring. One level two of the button category for html I received multiple questions where I was just spelling words i between buttons. It’s okay but I’m not sure how much that taught me how to use buttons as much as how long it takes me to type vote. I think the app is great for beginners but if you have completed any of the courses on Codecademy website then it will seem quite a pain. The glossary is a really good resource though and I do think that the lessons are very informative and a good refresher. It’s a great way to practice my programming skills away from my computer.,4,False,Parabra,Not too bad,NEGATIVE,vote
28,2022-03-02 20:05:34,,"I literally downloaded this last night on a complete whim, and it’s so addicting that I’m already 20% through the python course. They break everything down in a way that’s extremely easy to learn even for complete beginners like myself, and gradually up the challenge the more you progress through your lessons. There’s also mini projects that come with each lesson to help you apply what you’re learning in a practical way. The pro subscription is more than reasonable for all of the material you learn, and lets you do as many modules as you want. I already recommended this app to everyone I could, and I’m so excited to keep learning more!",5,False,Hartley Porter,Fantastic app for beginners!,POSITIVE,"challeng, progress, break"
32,2021-07-20 00:46:54,,"Okay so I got this app recently, and I like it so far. I’ve gotten a few lessons done. Did a bit of html and am trying out Python. The lessons are structured alright, though I think there should be a bit more teaching and demonstration before giving a bunch of questions. It gets sort of confusing. A complaint I have is about the heart system. I understand that the point is for people to buy premium, but FOUR HOURS for a single heart seems excessive, especially when the supply is only five hearts. It’s just bothersome. Maybe cut the wait time down to an hour or two, and/or add more hearts to the supply. Overall I like the app so far, just a couple things could be improved upon in my opinion.",4,False,norm1976us,"Pretty good, just a couple things",NEGATIVE,point
42,2022-04-15 05:43:09,,"I was going to give three stars for the inability to add friends or track progress with other users of the app, but I can’t. The app is great.  You guys need to create a way for us to find others on the app so we can connect with other members on the app who are also in our contacts or Facebook. 
My bf told me to try it out and it would’ve been better if we could both track each other’s progress or communicate in app! We probably would’ve used it more! Friendly quiz competitions would be amazing too. 

Adding this element will keep your market way more engaged & spend longer in your app. We love to do activities with our loved ones! Please add the feature to connect with other members on the app and track progress. 

The app is wonderful simple to understand and perfectly made. They expose you to enough questions and repetition where you actually learn something. I am brand new to coding but this app is making it very easy to understand. I’ll be using it daily!!",4,False,Shana delvecchio,No ability to add friends - great app otherwise.,POSITIVE,"competit, progress"
44,2021-10-08 14:11:51,,"Ok so I’m a complete newbie to coding and I’m 29 days in to my coding journey with Mimo. Prior to me starting my coding journey I had zero knowledge on the topic. I chose this app to use long side my other classes that I’m taking to become a full stack software engineer. All I can say is YOU NEED THIS APP! They break everything down for you so that you are able to truly  understand the concepts , practice , have fun and not to mention it’s super competitive . I completed by web development course 2 days ago and I’m working towards the Phyton certification currently . I chose the pro option and it was the best decision.  HAPPY CODING :)",5,False,Msjackson31,I’m in love,POSITIVE,"competit, break"
45,2021-02-13 19:11:35,,"So, in my journey of language learning, I decided to use DuoLingo to learn French and Italian. When I started learning programming languages, I wondered if there was an app for that. That’s how I came across MiMo. I can tell it’s DuoLingo inspired with the leaderboards, the flame achievement, and just the general setup of the lessons, but I’m not complaining at all! This is a cool little app to learn coding. I love it because I can still learn when I’m at work or just out and about. The lessons are so in depth that, even if I only spend 5 minutes a day on the app, I come away having gained new knowledge about the programming language I’m learning. 

Great job with this app!",5,False,IceCreamBarbie,Awesome App!,POSITIVE,leaderboard
48,2021-05-12 15:50:56,,"This is the best coding game I’ve used! I’m only 10 and know how to create websites! I love the leaderboard system, the invite friends system, and a whole lot more! And every day I finish a lesson, I get a prize box that gives me free coins! All my friends like it and I do too. Also, why is everyone complaining about the heart system when they can just invite a friend for a week of premium? In conclusion this is the best app I’ve used out there, and I enjoy it a bunch! Thank You Mimo Developers!",5,False,DaBicco! (good rating),"Best Coding Game, And Basically A Fix To The Premium Issue With People Who Dont Want To Buy It.",POSITIVE,leaderboard
49,2021-12-26 11:00:24,,"Great idea in theory. The app itself seems great and the activities are engaging, but there are so many bugs. Invited a few friend to join so I can get the offered 1 week free pro and skip to where I want to learn but it still hans’t even arrived. Can’t find a support portal anywhere and when I got the email, they had the most lack luster response which is basically “it should fix itself eventually.”

The app customer service is so pretentious and fake. They have a community tab you can see but you can’t participate in. What? They let you freeze your streak. Why would I care about a streak? The coins are pointless and the things you learn are so shallow.

Additionally, the activities seem good, but they don’t lead to too much retention.",1,False,Terence2000,Bugs and annoying customer experience,NEGATIVE,"streak, point"
54,2023-01-30 00:09:45,,"I love this app and it’s actually kind of addicting even though I spend a lot of time gaming. It’s very educational and I would recommend it if you really love coding. All of it is amazing except the hearts. You have 5 lives and if you get a question wrong, you get a life taken away. It’s kind of disappointing that you have lives when you really want to learn how coding/python works. If you run out of lives, you can buy lives with the in-game currency or wait. But everything else is amazing! Again, I would recommend it.",5,False,AnimeK.I.D.,It’s amazing but…,POSITIVE,point
58,2021-08-06 07:17:19,,"This app is a great start for anyone looking to learn the basics of web development, python , or SQL. The competition factor gives you motivation to keep your rank high. I think it’s perfect to learn the basics but that’s about it. I give it 4 stars but if the lessons were longer and more in depth I’d give it 5 . Also I feel that the lessons are too short which you could easily finish before one month. I also think that some lessons teach you a brand new method or object and not enough reinforcement of previously learned material as it isn’t gradually added onto the lessons only slightly.",4,False,suckit57!,A Great start,NEGATIVE,competit
65,2021-06-08 05:21:09,,"HTML, CSS, JS path—

The app itself looks great. 

A few bugs and typos were reported.  Sometimes identical answers will give different results. One or two mistakes are understandable but it’s nearing the point that you can’t trust that the examples are correct. The HTML lessons are 5 stars… The CSS stuff not so much.  It has become tedious in a way that doesn’t help you absorb the information. 

After introducing a new concept in CSS, questions ask you to continually regurgitate exactly what is shown rather than ask for a desired outcome.  Sometimes the choices are so glaringly obvious that you might not even need to read the question.  As stated earlier, it seems there’s a steep decline in content quality after the HTML section, which again was really great!  Nonetheless, I’m glad I paid, but especially for just a single month.  In the apps current state, I think that’s enough time for me to get the full benefit. 

Please make a web accessible version that requires actual typing.",3,False,Micro3827018,There seems to be a lot of bugs and typos.,NEGATIVE,point
85,2021-06-03 10:38:24,,"As someone totally new to coding, I feel like Mimo is awesome in so many ways, but that the current lessons and projects alone aren’t quite sufficient to fully drill in the concepts. I’m about 60% of the way through the Python course, and feel like I’m getting a reasonable sense of how to *read* Python, but putting it into practice remains tough. I really wish there were practice exercises that I could do to get more comfortable with all the concepts (Duolingo’s XP ramp-up challenge is a great example of what this could look like).",4,False,Konnichiwa.,Can you add a practice tab?,NEGATIVE,challeng
95,2022-12-19 04:14:11,"{'id': 33842736, 'body': 'Hi there! Thanks for taking the time to write this feedback. We are already working on other ways for you to re-gain hearts. Stay tuned!', 'modified': '2022-12-20T22:10:59Z'}","There are some similarities between Mimo and Duolingo such as the gamification of the lessons along with the rewards systems and challenges. I do enjoy the ease of learning Python and Web Development on my phone. Unlike Duolingo, the only way to regain your hearts is by waiting 2 hours per heart or by signing up for a Mimo Pro membership. There are a few things I would like to see implemented in future updates such as the ability to watch ads for hearts along with being able to download the certificates without having to pay.",3,False,NunyaBizness21,Duolingo behind a paywall,POSITIVE,challeng
97,2022-06-02 17:20:53,,I’ve been using the app for only a couple of days now and I’m really enjoying it. The slight competitiveness keeps me wanting to stay logged in longer. Also the quick repetitive lessons definitely make it easy for me to retain the information longer. That’s a nice element since I haven’t been in school for YEARS haha. Overall I’m really enjoying this app for learning a new skill to see if I want to make a career out of it.,5,False,Mikey Lara,Exceptional App,POSITIVE,competit
99,2021-10-08 16:17:53,,"In a perfect world, you’d dig into the details and want to know everything there is to know about something. The implicit assumption in using this app is that you want to progress through each level. In my case, this was a supplement to my computer science class. It worked great for learning HTML, but when my class moved onto Javascript, the app told me I had more work to do to start Javascript. So I just got a new app to learn Javascript. I though this was unfortunate because I enjoyed learning with Mimo, but ultimately it didnt account for my individual learning needs.",2,False,dzapenator,Only good if you want to learn everything being offered,NEGATIVE,progress
108,2021-07-26 05:36:57,,I was never really interested in coding but then my dad was always on the app and he introduced me to it an all I can say is that I’ve learned soooo much! Its fun and competitive! All I have against it is that you have a limited amount of lives when answering questions so you need to try to not get the questions wrong.. Oorrr you could buy the thingy for infinite lives for a limited time aaand it’s hella expensive.,5,False,ThEaLlSeEiNgPoTaTo,Great for everyone!,POSITIVE,competit
110,2022-10-10 14:26:11,,"So I was playing some dumb time-wasting game that’s LOADED up with ads. I’m hating myself for giving into this time-wasting lame excuse for a game when all of a sudden, the dumb game shows me an ad for MIMO, which I downloaded immediately. Now I’m learning Python and deleted the time-waster game! 

MIMO is like the Duolingo of coding! Amazing UI, easy to understand, and most importantly GAMIFIED for success! The leaderboard really motivates me and I LOVE this app!!",5,False,Ckiley,Why kill time when you can SKILL UP?,POSITIVE,leaderboard
113,2021-01-18 00:31:15,,"I started using Mimo a few days ago to learn some basic web development programming, and I already love it! Its interface reminds me a lot of Duolingo, which I also love. My only complaint is that a premium membership is pretty costly, especially since I am unemployed :/. Other than that, keep it up! I’m in love with the projects and challenges because it makes me feel productive, rather than just answering questions and repeating exercises.",5,False,joycet30,Love it!!,POSITIVE,challeng
115,2020-08-23 06:11:30,,"I am very disappointed to see that this app has recently added “lives.” Once you mess up three times, you can no longer learn unless you buy their Pro package. Or you can sit there and wait hours until you’ve supposedly ‘earned’ more lives. I’ve always hated this concept and don’t understand why the creator felt the need to ruin the experience of this app by adding this new feature. I used to love this app because it promoted a FREE learning experience. Now, even if I find the time to learn, a couple mistakes completely takes that away.",3,False,STAY FREE FOR LEARNING,New Update,NEGATIVE,point
125,2022-03-11 19:49:56,,"I really wanted to like this, and to some point, I do. What don’t I like... Once you start you are locked in to a liner path of learning. I need to learn javascript, but have no way to go just to that module. I am locked in to reviewing HTML and CSS before I can unlock that part. If you know zero, and are happy to tread the path laid out for you, then this app is for you. However, if you know a few things in each topic and need a way to being your  knowledge up a bit on a topic, there is no way to do that.",3,False,ElvenFall,Ridged - No learning flexibility,NEGATIVE,point
126,2021-12-11 16:33:22,,"A fun way to introduce yourself to coding languages and a great way to supplement learning with other more intensive courses you might be taking.

I’m currently using this app along with online courses from Codecademy and find it to be quite beneficial. I get some overlapping of content for practice, which is great, but there are also some tags/elements covered on Mimo that are not covered in my other courses and vice versa.

Occasionally I find some of the practices/lessons on Mimo to be a bit redundant, but I think this is more tedious with the earlier “beginner” lessons and actually becomes useful as you progress through the material. The glossary included in the app is also a great resource that I’ll jump back to every once in a while for review. 

Definitely recommend checking it out",4,False,amberandthings,Mimo is like Duolingo for coding,POSITIVE,progress
131,2021-05-11 09:26:43,,"I find this app so beneficial and easy to use! I would suggest there be a way that the subscription/payment could be added/changed in the Settings and with more options like Lifetime/Monthly as well! i've suggested the app to many people! The hands-on nature of it is so brilliant and challenges one to apply their skills while keeps learning short, simple, and engaging!",5,False,deathbycuddles,Excellent App!,POSITIVE,challeng
137,2022-09-12 17:01:01,,I love this app. As someone who suffers from adhd the app is extremely short to the point and teaches effectively. I am a drafter as a career but have big ambitions as a graphic designer and web developer to help rocket launch my digital marketing desire! I continue to learn new things daily eventually I plan on making a digital video on another platform to push this and the huge need,5,False,Cavemandan12,Love this!,POSITIVE,point
141,2021-03-18 11:45:42,,"The app is great for tactile learners. You can take the short quizzes and experiment to learn the different relevant topics. What I like best is the quizzes take about 10min so I can learn with short breaks like during zoom outages or waiting in line at a store. Fairly easy tests which help to reinforce the material. I’ve not purchased the upgrade because I’m concerned if I stop paying, I will loose my progress and have to start over.",5,False,Unique nickname 75789,Convenient Way to Learn,POSITIVE,"progress, break"
143,2020-01-17 03:08:36,,"Recent updates have made it a bit difficult to differentiate between previously mastered skills, new unlearned skills and updated skills with new lessons...

Stuff like changing profile pictures, perhaps commenting on playground’s and sharing, maybe doing social projects on the app, would be genius and would make this app the absolute cream of the crop and absolutely worth every penny. 💰",5,False,Ian Nebby,"Best app for beginners, BUT...",POSITIVE,social
149,2022-02-12 22:22:58,,"This app has literally been my gateway into loving programming and such, I have learned a lot and I really like the simple and to the point teaching method this app provides! However, I’d love it better if it’d provide more programming languages as there could be people who don’t want to learn python or html, css, and js, and instead want to learn Java, C++, or other languages. Eitherway I still love this app!",5,False,MelonadeMC,"It is great and I love it, but",POSITIVE,point
151,2019-10-21 20:09:55,,"Overall, the concept is fantastic. A great deal of courses beautifully laid out for learners. However, the courses are just a bit too simplistic and do not really allow for actual learning. 

Further, the the daily challenges need to be fleshed out fully, as they are lackluster and limited to a couple programming languages.

Mimo provides a good first look into programming, but I do not recommend paying for a yearly subscription as you can find far more extensive resources on the internet.",3,False,JumpyFrog,An interesting but unfinished Product,NEGATIVE,challeng
