Unnamed: 0,date,developerResponse,content,rating,isEdited,userName,title,sentiment,matched_stem
38,2021-09-14 11:12:58,"{'id': 25189522, 'body': 'Hello, Apologies for the inconvenience caused to you. This is certainly not the experience, we wanted you to have. Thank you for your feedback. Rest assured, this will be rectified.- AS', 'modified': '2021-09-19T11:42:52Z'}","Very buggy app. I tried multiple times to create an account by connecting my Facebook, gmail, and even apple account and it would not let me. I tried signing up for an account too with my gmail and still would not let me create an account so, just as quickly as I downloaded the app, I deleted it right away. This app sounded cool but until those bugs are fixed that are preventing people from signing up to save their progress, don’t waste your time downloading this app.",1,False,PrettyAudri,Buggy App. Don’t bother to Download.,NEGATIVE,progress
60,2021-06-10 02:55:35,"{'id': 23403117, 'body': 'Hola, Thank you for taking the time to provide a magical rating. Your opinion is valued greatly and it helps us to maintain the excellent standard of service. Anytime need support! - hello@prghub.com , is the address to reach out to. - AS', 'modified': '2021-06-15T18:57:56Z'}","The course is very colorful, with point and click question and answers. There are short videos as well as information that broken up into one and two sentences. So far this app seems fun",5,False,Kay1713335644784,Aesthetically pleasing,POSITIVE,point
65,2020-01-05 05:56:25,"{'id': 13171183, 'body': 'Dear Friend,\nWe apologize for the unpleasant experience with the progress. Rest assured that we are working on improving it to provide you with the best learning experience. We would love to hear more details about the issue at Hello@prghub.com so that we can help you better.\n-PA\n', 'modified': '2020-01-29T04:16:51Z'}",Great app to learn everything with accurate info. The only negative is the way that progress is saved. Sometimes the progress percent won’t be up to date or the courses you have already completed will pop up as in progress or your certificate list won’t be up to date.,4,False,Dlcrzlyss,Almost perfect,POSITIVE,progress
77,2020-09-29 21:59:57,"{'id': 18383296, 'body': 'Dear Friend,\nWe are truly delighted to know that your experience with us has been great. It really helps us keep ourselves motivated to continuously improve our content and serve our learners better. If you need any help, feel free to get in touch with us at Hello@prghub.com and it will be our pleasure to assist you!\n-PA\n', 'modified': '2020-10-09T17:54:19Z'}","This app is amazing. I have never written a review for any app up to this point, but I had to write it for this app. This app provides a lot of knowledge and some of it at free of cost. It even certifies us. Also, the app itself is really attractive with its vibrant colors. I just like it a lot!",5,False,Apatel202,Aditya’s Review,POSITIVE,point
86,2019-12-19 06:09:38,"{'id': 12525537, 'body': 'Hi Friend!\nThank you so much for your support. We will definitely take note of your feedback so that we can improve our service further. If you need any assistance, please contact us at Hello@prghub.com and we’ll be more than happy to help you :)\n-PA\n', 'modified': '2019-12-22T09:29:55Z'}",I’m using it for free and I’m considering paying for the Pro. My only con is I’ve been trying to edit my name and avatar and it does not allow me even though I add the proper password. Besides that the content is amazing very hands on and detailed and fun way to learn coding!,5,False,Minjane420,Love this App,POSITIVE,avatar
88,2020-05-08 06:01:35,"{'id': 15196734, 'body': ""Dear Friend, we sincerely apologize for the inconvenience. Rest assured we are here to help you out. Please contact us at hello@prghub.com and we will resolve the issue you've faced as soon as possible. In the meantime, kindly try restoring your purchase by following the procedures here: https://support.apple.com/en-us/HT204530\n-PA"", 'modified': '2020-05-08T17:02:12Z'}",I purchased a lifetime access to your app. And even on the App Store it shows that I have purchased the lifetime access however it won’t let me use the pro features on the app?? Very disappointed. I would either like a refund or my my lifetime pro status restored please.. this is very sad because I paid $50 for this and I am a student at university and it’s a lot of money for me,2,False,Dddddddd22192627,My purchase was deleted???,NEGATIVE,point
89,2022-11-29 21:25:18,"{'id': 35298167, 'body': 'Dear Friend,\nWe have received your query. Thank you for your kind words and sincere apologies for the inconvenience caused. Please be assured that we are here to help you Can you please help us by explaining your issue in detail at hello@prghub.com so that we can assist you better :)\n-KY', 'modified': '2023-03-09T18:29:46Z'}",Freezes a lot and send you back to the beginning but other than that is awesome it really teaches you a lot and breaks things down for you,5,False,cam00000003,Pretty good,POSITIVE,break
99,2021-03-26 19:49:52,"{'id': 21956949, 'body': 'Hello, \n\nApologies for the inconvenience caused to you. This is certainly not the experience, we wanted you to have. We would request you to please reach out to us at hello@programminghub.io . Rest assured, the issue will be fixed. - AS', 'modified': '2021-03-30T20:15:12Z'}","I have purchased the lifetime subscription, and I would really like the ability to change my avatar. For some odd reason the app will not allow me to change my avatar, despite this issue I am pleased with the app",3,False,iosquest,Makes learning to program a nice experience,POSITIVE,avatar
106,2018-12-13 03:45:48,"{'id': 6378436, 'body': 'Dear Friend,\nThank you very much for the review and your feedback is of a great value for us. We are glad that you are happy with our application. Keep loving and supporting us. We will definitely keep you satisfied and provide you with the best learning experience.\n-SS', 'modified': '2018-12-14T05:57:39Z'}",I love this app. It is straight to the point. It teaches you in a way that makes learning fun and easy to understand. I would highly recommend it. Thanks developers for making this app. Keep up the good work.,5,False,Chin00,Great app for programmers,POSITIVE,point
109,2023-01-10 02:26:55,"{'id': 35298019, 'body': ""Dear Friend, Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn to program. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you -KY"", 'modified': '2023-03-09T18:20:18Z'}",I found this app to be very helpful and the breakdowns make it easy to follow. I have recommended the app to other programming students in my class.,5,False,GhostBoxGodess,Helpful,POSITIVE,break
115,2021-01-05 17:11:05,"{'id': 20304411, 'body': 'Hello, \n\nApologies for the inconvenience caused to you. This is certainly not the experience, we wanted you to have. We would request you to please reach out to us at hello@programminghub.io . Rest assured, the issue will be fixed. - AS', 'modified': '2021-01-11T06:32:26Z'}",I really want an account to save my progress but when I made an account I couldn’t even click the log in button because when I scrolled down to click it the screen would bounce right back making me unable to click it. No matter how many times I tried.,2,False,KrazyKookie23,Can’t even click the log in button,NEGATIVE,progress
119,2019-09-29 00:00:40,"{'id': 10962523, 'body': 'Dear Friend,\nWe apologize that our content is less than satisfactory to you. Rest assured that we are very much open to criticism and we take them as suggestions to improve our service in our future updates. We would love to hear more details about your experience at Hello@prghub.com so that we can help you better.\n-PA\n', 'modified': '2019-09-30T05:21:11Z'}",I like this app. It’s 5 stars. The tutorial ends pretty abruptly with a “rate us” screen. A stop so sudden that it feels like the lesson should keep going and frustration because there is no way around this screen. It does not have the intuitive design that everything else up to this point does.,3,False,C. Morrell,Thumbscrews,NEGATIVE,point
121,2020-12-14 01:45:04,"{'id': 19860722, 'body': 'Hello, \n\nSeeing that you had a 5-Star experience, is the best thing we could hope for! Thank you. Your review means a lot. We look forward to serving you, for many years to come at hello@prghub.com.- AS', 'modified': '2020-12-18T18:26:34Z'}","This seems so simple I wish I would have heard of ProgramingHub sooner.

Still at it still saweet.

Just learning more at my speed no pressure

Learning C++ it is a different from python and Java so far.  Program Hub’s definition and breakdown of all the courses I have been learning are most exemplary.

Just starting Java all is good here.

Java completed this is totally mind blowing the ease of use while I am learning. SAWEET",5,False,mandude6771,ProgramingHub makes learning programming much easier than I expected.,POSITIVE,break
125,2020-09-22 20:47:28,"{'id': 17734393, 'body': "" Hello,\r\n\r\nWe're thrilled to receive such a great rating. Thank you. We are gleeful to know, that you are having a mesmerizing experience with us. We're always at your service, when you need us at hello@prghub.com. - AS\n\n\r\n"", 'modified': '2020-09-22T20:47:28Z'}",I’m an experienced coder.  The app got right to the major points and I breezed through it pretty quickly.  Nicely arranged followed by quick questions that made sure it sunk in.,5,True,Davex44,Straightforward and Fast,POSITIVE,point
127,2022-08-16 23:50:00,"{'id': 31582739, 'body': ""Hello, We're thrilled to receive such a great rating. Thank you. We are gleeful to know, that you are having a mesmerizing experience with us. We're always at your service when you need us at hello@prghub.com.- KY"", 'modified': '2022-08-22T05:35:34Z'}",Wonderful app really breaks down the different lessons in a way that anyone can understand.,5,False,i can add my own name for this,Highly recommend,POSITIVE,break
130,2021-06-17 20:28:13,"{'id': 23508590, 'body': 'Hello, Our sincere Apologies for the inconvenience caused. This is certainly not the experience, we wanted you to have. We would request you to please reach out to us at hello@programminghub.io . Rest assured, the issue will be fixed. - AS', 'modified': '2021-06-21T20:38:05Z'}",Welp I tried to learn app development but after I would complete one part of the first section I would move on to the second part and then it would crash. Wouldn’t save any of my progress and would make me start completely over. Definitely will be deleting this app and looking for a new one.,1,False,lanura01,Crashes,NEGATIVE,progress
134,2020-12-01 12:27:40,"{'id': 19525899, 'body': 'Hi, \r\n\r\nWe were grieved by the experience you had. We have worked hard to make \reverything right. Please update with a more positive rating. It would be gratifying to us. We request you to please reach out to us at hello@prghub.com. Rest assured, your issue will be resolved. Thank you. - AS', 'modified': '2020-12-03T19:55:41Z'}",This app helps break everything down better than any other that I have tried. I would give 5 stars but when purchased it previously and made an account I attempted to go back recently and use my pro version but it won’t recognize I have already paid. I have my receipt and showed the account I purchased with but haven’t received anything.,1,False,TsaikaJen,Really amazing,NEGATIVE,break
157,2020-08-23 11:38:05,"{'id': 17514637, 'body': ""Dear Friend,\nWe apologize for a less than satisfactory experience with us. We'd like to request for some more details about the issue you've faced. Please get in touch with us at Hello@prghub.com so that we can work to resolve this together as soon as possible :)\n-PA\n"", 'modified': '2020-08-26T12:31:37Z'}","Hi, I have a bad experience of losing my progress in 4 free courses. I was learning the stuff and lessons were very interesting. Once I log out after I finish completing my learning goal and next time I logged in my previous progress was gone and only in-progress courses were appearing in my profile. I have spent many hours to complete the courses and now its just gone 😟.",1,False,Jelly1239,Progress Gone,NEGATIVE,progress
160,2022-06-24 00:56:57,"{'id': 30575594, 'body': 'Dear Friend, We are truly delighted to know that your experience with us has been great. It really helps us keep ourselves motivated to continuously improve our content and serve our learners better. If you need any help, feel free to get in touch with us at hello@prghub.com and it will be our pleasure to assist you! -PS', 'modified': '2022-06-27T10:21:10Z'}",So much good content for learning instead of scrolling through social media.,5,False,JHutch89,Amazing app for learning on the go,POSITIVE,social
165,2019-10-05 13:58:21,"{'id': 11071955, 'body': ""Dear Friend,\nWe apologize for a less than satisfactory experience with us. We'd love to learn more about the issues you have faced. Please get in touch with us at Hello@prghub.com so that we can work on a solution together :)\n-PA\n"", 'modified': '2019-10-05T18:21:27Z'}","I was not able to install this app. I did download it but when tried to launch it displayed the progress icon but didn’t go further than that. Tried 4 times. Environment: iPhone 8 Plus, software version 13.1.2",3,False,Mar-feja,Couldn’t install,NEGATIVE,progress
176,2021-12-26 01:11:20,"{'id': 29149303, 'body': 'Hi,\r\nI can understand your frustration. But our intent is to make someone with no programming background learn better. Hence we had to design the content in such a way by hiring experts. For experienced learners like you we have advanced courses. Please reach us at hello@prghub.com so that we could assist you with a proper solution.\r\n-PS\r\n', 'modified': '2022-04-13T12:53:43Z'}","This app speaks to the learner as if they’re a child while simultaneously failing to explain their multi-answer questions. 

In the fundamentals section, they over explain concepts such as “systems” and “programs” (which many adults already understand) while failing to explain that variables can have two subjects. 

It also defaults to calling the learner “John” if they haven’t put info into the profile section. I’d hope at this point, apps wouldn’t be defaulting to the most generic white male name possible. 

This is not a welcoming app for people other than cis white techbro wannabes.",1,False,ChaosCabinet,Condescending.,NEGATIVE,point
184,2022-09-29 22:00:59,"{'id': 32493292, 'body': ""Hi Rinny, We'd love to offer everything for free but we need to sustain our team of experts to continuously improve and provide you with the best learning experience. It's not about the social media promotion but a license which is needed to access the pro version.\nPlease get in touch with us at Hello@prghub.com so we can provide you with a solution that will make you smile :) -NY"", 'modified': '2022-10-10T20:32:00Z'}",The app locks the third lesson set behind a paywall or social media promotion. I won’t promote a product on social media and I haven’t seen enough to know if it’s worth pro version. I am planning on uninstalling the app.,2,False,Rinny Kagamine,Unless you plan on paying for the app don’t bother,NEGATIVE,social
204,2022-03-06 09:45:44,"{'id': 27054577, 'body': 'Hola, Thank you for taking the time to provide a magical rating. Your opinion is valued greatly and it helps us to maintain the excellent standard of service. Anytime need support! - hello@prghub.com , is the address to reach out to. - AS', 'modified': '2022-03-06T09:45:44Z'}",Very easy to use breaks down info into small attainable sections that makes it easy to absorb,5,True,SmartAssAndy,Love it,POSITIVE,break
271,2020-07-10 23:03:36,"{'id': 16554216, 'body': ""Dear Friend,\nThank you for your feedback. Our web version is currently in beta stage and issues may still be present, but thank you for bringing this to our attention. Rest assured that we will look into it and resolve it in our future updates to provide you with the best learning experience. If you need further assistance, please contact us at hello@prghub.com and we'll be more than happy to assist you.\n-PA"", 'modified': '2020-07-11T14:09:30Z'}",The web portal and app doesn’t talk to each other. Can’t share the progress.,3,False,yl1462,The web portal and app doesn’t talk to each other. Can’t share the progress.,NEGATIVE,progress
288,2022-12-29 22:31:07,"{'id': 35298062, 'body': 'Dear Friend\nEach course is designed from its basics so that even beginners can learn easily and we are striving to update our content for experienced learners like you. Can you please provide us with the details of where we could make your experience beter at Hello@prghub.com?\n-KY', 'modified': '2023-03-09T18:23:01Z'}",It is beginner friendly…. I’d like more challenging questions.,5,False,neeks2,Love this!,NEGATIVE,challeng
296,2019-05-01 04:03:53,"{'id': 8461915, 'body': ""Hi Friend!\nWe're glad that we’ve been helpful to you. It is our goal to make your learning experience truly delightful and enjoyable. Please recommend us to your friends too! If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!\n-PA"", 'modified': '2019-05-01T13:01:49Z'}","GREAT SOURCE OF EDUCATION! I’m very thankful & appreciative of this program< lllloll

Anyway I hope my progress doesn’t get stopped by a subscription",5,False,youngPUTER,THANK U,POSITIVE,progress
330,2022-08-10 13:33:22,"{'id': 31422109, 'body': 'Dear Friend, We apologize for the inconvenience caused, please reach us at hello@prghub.com, so that we can guide you further -PS', 'modified': '2022-08-12T07:34:17Z'}",What the point of having the sound icon . I hear nothing not even if I got the answer right . All volume is up not in app options for sound,1,False,"??.??.?""",Sound,NEGATIVE,point
349,2020-07-30 20:11:51,"{'id': 16996503, 'body': ""Hi Friend!\nMany thanks for your awesome review! We're glad to know that our method of teaching has made it easy for you to learn programming. Do recommend us to your friends too! If you need help with anything, please don't hesitate to contact us at hello@prghub.com and we'll be very happy to help you out.\n-PA\n"", 'modified': '2020-07-31T07:32:40Z'}",this app makes coding easy and breaks it down into manageable pieces! i love it,5,False,RJQY,Easy to learn!,POSITIVE,break
350,2019-05-21 12:41:37,"{'id': 8816197, 'body': ""Hi Friend!\nThank you for your wonderful feedback! Our goal is to make your learning experience with us enjoyable and straightforward. Please recommend us to your friends too! :) If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!\n-PA"", 'modified': '2019-05-23T09:50:16Z'}",This is great for people who find the “For Dummies” books to be challenging.,5,False,darktownmax,Comprehensive,POSITIVE,challeng
429,2020-10-24 13:17:48,"{'id': 18710652, 'body': ""Dear Friend,\nWe apologise for the unsatisfactory experience, we welcome each and every criticism and see to it that improvements are made over time.\nIt would be really helpful if you can help us understand which course didn't met your expectations, and what could have been done in your opinion to make it better 😀\nFeel free to get in touch with us at Hello@PrgHub.com for better communication 👍😀"", 'modified': '2020-10-26T14:27:07Z'}",Learn nothing app! I didn’t find this app useful at all. It won’t teach you anything very disappointed and sorry for the money that I thought it was worth.,1,False,armmxvi,Not good,NEGATIVE,point
493,2019-03-26 22:33:03,"{'id': 7928256, 'body': 'Dear Friend,\nWe apologize that your experience with us less than satisfactory. We truly want the best experience for our learners. We assure you that we are constantly working hard to make improvements and addition into our contents on our future updates. Please reach us at Hello@prghub.com so that we can assist you better.\n-PA', 'modified': '2019-03-27T08:59:31Z'}","So many courses listed as in progress / coming soon, quite the bait-and-switch",1,False,LudoNumberOne,In progress,NEGATIVE,progress
514,2019-06-14 07:35:57,"{'id': 9202923, 'body': ""Hi Friend!\nIt's our pleasure that we're able to help you. Please consider supporting us with 5 stars if you think we deserve it so we will always be motivated to continue improving to serve our learners better! :) If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!\n-PA"", 'modified': '2019-06-17T09:43:58Z'}",Really breaks it down,4,False,bubblebogart,So far so good,NEGATIVE,break
523,2022-04-13 13:35:21,"{'id': 29495035, 'body': ""Hey,\r\nWe're glad that we’ve been helpful to you. It is our goal to make your learning experience truly delightful and enjoyable. Do recommend us to your friends too! :)If you need any assistance, please reach us at hello@prghub.com and we'll be very happy to assist you!\r\n-PS\r\n"", 'modified': '2022-05-01T13:08:14Z'}","My dream job(BTW, I’m 10,) is to become a programmer! I want to help with the advancement of medicine. But, I thought that programming language was hard to understand, or complicated, with all those tags and everything. I’ve tried some things. Did not work very well. So, I one day decided to browse through the App Store, bored, finding what could be right for me. But then, this app caught my very eye.

I thought that this app was another boring old app that is just like any other; repetitive, boring, and unteachable. But, I got it anyway, to see how it worked out. And do you want to know what I thought? This is actually fun and educational!

It breaks lessons thoroughly and easy. It gives you a mini lesson about that sub-lesson to that big lesson on this giant app. You guys made this app fun! I’m learning JavaScript, and it breaks it up step by step. No wonder it has so many 5 star ratings!

There is a little room for improvement. For example, where is intermediate? You go from beginner to advance. Where is that? There is no in between! Also, you could make more categories. It’s just tedious finding the course you want. Then, if you can’t find it, you have to search it, and what if you can’t remember the name! Please consider this as constructive feedback and not critical.

Anyways, back to the pros. Love the pictures to go along with it! It really helps with the research part if you wanna do apple or AI or C++ and so forth!

So, I love this app, and please make more!
Peace out-
Brock Lytle(RedDogRunning)",5,False,😁RedDogRunning😁,<h1>Hello!</h1>,POSITIVE,break
599,2018-02-15 04:00:14,"{'id': 4580149, 'body': 'Dear Friend, We sincerely apologise for the delayed response. We are glad to inform you that we Have Launched a New Version for our Application with Lots of New Content, Courses, Features and Bug Fixes. We would kindly request you to Update to the Latest Version to enjoy the Latest Content, Courses & Features. If you face any issues regarding the same, do not hesitate to reach us out at hello@prghub.com. We will surely help you out. Happy Learning!', 'modified': '2018-08-08T14:04:42Z'}",Very disappointing.,1,False,Pianist80,Doesn’t work.,NEGATIVE,point
