Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_stem
613,15ca15f3-d658-4ae2-bfc1-893ddb7ef256,Emily Kohler,https://play-lh.googleusercontent.com/a/AGNmyxZfhzvOdH0PK2xKozHyc-UYIWXKdG51aVYURCpnkfo=mo,"None of the videos are captioned, the text is full of grammatical errors and is practically incomprehensible at points, and you only get freemium access to the first three lessons",1,0,pythonx_1.1.7,2022-11-23 16:07:30,"Hi Emily, Thank you for your feedback and we are deeply sorry for the inconvenience. Can you please share the problem with us in more detail and with relevant screenshots, so that we can improve the videos. Please contact us at hello@codingx.app.",2022-11-25 02:49:08,NEGATIVE,point
658,ffc14db8-3c88-4daf-a89b-e45219ab33bc,Cam Rudebeck,https://play-lh.googleusercontent.com/a-/ACB-R5RxDHDflbOBqW4LX2OuulDshfkCp8gn89JCKBsg,I can't go over old lessons. I stepped away for a while and now I can't go back over ones I already did because halfway through Hello World and Comments I get a gray screen that won't do anything. Seriously disappointing,2,0,pythonx_1.1.7,2022-11-17 11:17:18,"Hi Cam, thank you for sharing. Could you write to us on hello@codingx.app with detailed screenshots so that we would understand the issue in depth.",2022-11-17 15:10:40,NEGATIVE,point
740,83b3225d-1cfa-49ae-84e1-73b6ca167b1a,ISAAC ESHUN,https://play-lh.googleusercontent.com/a-/ACB-R5Q_aRaCdlpvUcuNIGeEmSIOfDfIkSYIG0pWaRSFlwA,"It's intuitively fun, easy to follow lessons and straight to the point. Hopefully this lead me to my ultimate goal of becoming pythonister in less than 90 days",5,0,pythonx_1.1.7,2022-11-07 23:56:36,"Hi Isaac, that is really insightful for our users to understand the app and make a better decision. Thank you for your review.",2022-11-09 09:49:14,POSITIVE,point
888,97b5979e-d50a-4ac6-8d7d-cb10a26d29b8,Joseph Elizondo,https://play-lh.googleusercontent.com/a-/ACB-R5RMR_arPxCrMUUniBUCMxPoH2H-3hZBO6J82DtO,"So far the app has been infinitely useful, however there are some issues with UI. To start a topic, the button is half. When continuing during a specific lesson, sometimes the images take a while to load and the videos from initial thumbnail glance seem unfinished however the quality of the actual videos once played is top notch. Another thing is updating progress between devices used in same account. Personally I use my tablet and phone interchangeably but it don't load progress on a device.",5,19,pythonx_1.1.7,2022-10-19 20:35:20,"Hi Joseph, We are pleased that you enjoyed the app. We've forwarded your feedback to our developers. Thank you for taking out the time to send us your suggestions!",2022-10-31 12:57:38,NEGATIVE,progress
919,2af75745-eee3-41eb-a4ba-aef711f3c30c,ahsan arshad,https://play-lh.googleusercontent.com/a/AGNmyxZlGfpTrK2Or8iZSSytpSA184nIzItBSbR7Qjc2=mo,"Good point is, it is free",5,0,pythonx_1.1.7,2022-10-15 14:06:14,"Thanks for your review! Please recommend our app to your friends, and don’t hesitate to shoot us a note at hello@codingx.app if you have any questions.",2022-10-17 17:24:16,POSITIVE,point
989,e8c560e1-2eab-4cf8-b2eb-92babe843d8f,queenwhitepeace,https://play-lh.googleusercontent.com/a-/ACB-R5Tr7dAC1P7j51_F-NonZwQi-RtEBmKUje-BOEmc,"Everything started well, the courses were very interractive even bought the premium plan but at some point when I tried entering in the app was blocked in the loading screen forever. I tried clearing app cache, closing and opening the app several times. Nothing worked so I unistall the app and reinstall it again. The eternal loading screen was fixed but when I tried loging with the same email address as before, all my progress was lost and my premium plan was gone....",1,0,pythonx_1.1.7,2022-10-05 01:50:30,"Hi, please email to us at hello@codingx.app we will fix this for you. Apologies for the same. We will update your premium subscription.",2022-10-05 13:49:10,NEGATIVE,"progress, point"
1042,9343d626-8b64-413f-b0f8-8fc1e53ff503,michael nelson,https://play-lh.googleusercontent.com/a-/ACB-R5QStSaMWUxBktxxjvreWMcxUOkzwGHxGXKGPLdq,So far the app is fun and I like learning about the history of Python. Currently hopes are very high and seem to be holding up as I progress. My aim is to be a game dev one day and I think Python might be a great way to meet that goal.,5,1,pythonx_1.1.7,2022-09-25 13:08:26,"Dear Friend, Thank you very much for the review and your feedback is of great value for us. We are glad that you are happy with our application. Keep loving and supporting us. We will provide you with the best quality content in the future too :) -HSG",2022-10-19 15:58:14,POSITIVE,progress
1083,3ae9e67d-1e38-49d7-a5a7-a61c916a3e4f,Brad Gall,https://play-lh.googleusercontent.com/a-/ACB-R5QfL3Jj6T4sbPQO_LYjMzn7zTUrUvWLFgeAc8X3Tx4,"About half way through, nice break down of the country and material into manageable chunks.",5,0,pythonx_1.1.7,2022-09-18 13:56:52,"Dear Friend, Hurray! Your feedback really means a lot to us! We really appreciate you taking the time out to share your experience with us. If you need any assistance, please feel free to get in touch with us at hello@codingx.app so we can help you better. -HSG",2022-10-19 15:50:56,POSITIVE,break
1157,a1ddc849-d755-461b-87fd-957cce7f20ad,Kaycee Chapman,https://play-lh.googleusercontent.com/a-/ACB-R5T2TLyPM3ou6I1Slcm4qcSOlvTslIBdKlrFBPjPqho,Maps help break lessons down in a simple way to understand. If you get stuck and need to repeat for tests it's easy to go back with out it effecting your current path. Now just need to prep for the PCEP,5,1,pythonx_1.1.7,2022-09-07 10:33:11,"Hi, Thank you for your kind words, We’re grateful for your feedback. It’s our pleasure to provide the best possible service to our users, and we’re glad we were able to meet the expectation of yours . If you need any assistance, reach us at hello@codingx.app and we'll be very happy to assist you. Have a wonderful day! -HSG",2022-10-19 15:42:53,POSITIVE,break
1216,e46ae613-1399-4290-ac87-15bb8cff35a6,Tyler Waltz,https://play-lh.googleusercontent.com/a/AGNmyxZgB0yZwCXJsF0dbF2d8v4O4qL_lDM4yqJmDJGd=mo,Working with data part 2 after the screen where it declares country as a variable is a gray screen that wont load or anything preventing progression. Tried wifi and data.,1,0,pythonx_1.1.7,2022-08-30 06:59:21,"Hi Tyler, Sorry to hear you were having problems. Let us know at hello@codingx.app, please share the screenshots to the issue to serve the issue better.",2022-08-30 15:27:29,NEGATIVE,progress
1230,64590543-c207-4f3e-a650-8150a16fb1fd,Alex,https://play-lh.googleusercontent.com/a/AGNmyxZhSkmJ7jeIIls29alG708eAH3ZRvSrYHq6nRVi5Q=mo,What a disappointment. It doesn't teach you anything except some theory.,1,0,pythonx_1.1.7,2022-08-28 02:50:35,"Hi Alex, we are sorry that it didn't match your expectations, we are always working towards bettering our content. Please reach out to us at hello@codingx.app, we are be open to suggestions and feedback.",2022-08-29 16:27:51,NEGATIVE,point
1271,257db483-da7c-484d-a364-19118e345d18,MINION JACK,https://play-lh.googleusercontent.com/a-/ACB-R5Stb1LeqB5tDW70JjOA3JDIikjRfWWZN7wg6O0Alg,"Just started,it breaks it down easy, this will be my yellow brick road",5,0,pythonx_1.1.7,2022-08-24 14:27:02,We are excited to know that you are enjoying the app. Keep coding!,2022-08-25 12:54:14,POSITIVE,break
1315,dea57dc4-c3da-4e3e-b00e-7fdf4f8a75a2,S.GWHEETOnum1 (ScacilanGweeto#1),https://play-lh.googleusercontent.com/a-/ACB-R5TdogrDyKfPaXuzxyRr9GM1SH3bM4vzAiDOIAZ2tA,love it its really easy to follow along and the breakdown is as well....,5,0,pythonx_1.1.7,2022-08-18 22:50:04,We are excited to know that you are enjoying the app and learning! :D,2022-08-21 15:39:14,POSITIVE,break
1342,8e0bf9f3-d6f8-4066-bdc0-00ea5c0c0f09,Patrik Käpyaho,https://play-lh.googleusercontent.com/a-/ACB-R5TAu1A_NCTPTaaWZVRtG2-Tgn-2HW8y-Eqc8JgF0g,"The app isn't offline-friendly because it runs code on the server (which, fun fact, I didn't know until I noticed that I couldn't connect to my reverse shell). The UX is also somewhat bad, sometimes even stopping you from progressing altogether. And lastly, the app lacks customizability—there isn't even a dark mode! So, while it may be decent for beginners, there are better apps and tutorials for learning out there. (-1 star for no offline support and -1 star for the UX and content combined.)",3,3,pythonx_1.1.7,2022-08-13 18:21:16,"Hi Friend, Thank you for your honest feedback. We kindly request you to send us the Screenshot of the Errors at hello@codingx.app so that we can look into it and Correct it ASAP. We're working on advanced content which will be available soon in our future updates. Thank you for your patience. -HSG
",2022-08-16 09:36:56,NEGATIVE,progress
1365,404f7585-5820-47f9-a6b6-dba940ce2333,Clive Mugume,https://play-lh.googleusercontent.com/a-/ACB-R5TWMMDsTT-rYBmGmS0FBVXwhPrgcGzZNr6roMzZ,"Interactive so far at the introductory point's. My IDE, IDEL keeps miss behaving and rejecting instructions as displayed in the Scenarios...Any tips I could use for a better experience...",5,0,pythonx_1.1.7,2022-08-10 10:24:47,"Hi, Thank you for your kind words, We’re grateful for your feedback. It’s our pleasure to provide the best possible service to our users, and we’re glad we were able to meet the expectation of yours . If you need any assistance, reach us at hello@codingx.app and we'll be very happy to assist you. Have a wonderful day! -HSG
",2022-07-20 13:40:45,NEGATIVE,point
1399,64e55005-c480-418f-afde-3b599232196f,Jester Jen Petipit,https://play-lh.googleusercontent.com/a-/ACB-R5Q1vyl2kEUls1C6maP18RNxbYZgRokboS2YRj9p_w,Very interactive! Every lesson has a checkpoint test to help you understand and memorize the syntactics.,5,0,pythonx_1.1.7,2022-08-04 11:12:40,"Dear Friend, Hurray! Your feedback really means a lot to us! We really appreciate you taking the time out to share your experience with us. If you need any assistance, please feel free to get in touch with us at hello@codingx.app so we can help you better. -HSG
",2022-08-05 12:48:32,POSITIVE,point
1419,eb3e442d-51b8-4a1c-81d3-ed76f22f70ab,Philip Chola,https://play-lh.googleusercontent.com/a-/ACB-R5Saz4Jenj5ENbiVxU23q_IkC6PrBoEgoceziZcSOQ,So far do good. Explanations r on point,4,0,pythonx_1.1.7,2022-08-02 14:22:19,"Hi Friend! Thank you for your amazing review. Please shower your love for us with a higher rating. Your happiness is the only thing we wish for. If you face any issues or need assistance- hello@codingx.app is the address to reach out to. -HSG
",2022-08-03 12:53:49,POSITIVE,point
1490,f0782aaf-27b2-4925-a598-b27b88007aef,K Kozich,https://play-lh.googleusercontent.com/a-/ACB-R5RZY3E9y07MadJr2UKeH6HZrPoS0PnDL3H69vxcZw,"Very expensive app for what it is, as python offers free tutorials. Has several bugs and no way to progress past errors or rationale for additional trouble shooting. Stopped lesson 5 chapter 5, given a syntax error it says is written in the pre written code. Unable to refund subscription.",1,0,,2022-07-22 18:10:18,"Hi Friend, Sincere apologies for the inconvenience caused. Please let us know where we failed to meet your expectations at hello@codingx.app so that we could improve ourselves for a better learning experience for our learners.-HSG
",2022-07-25 15:18:38,NEGATIVE,progress
1518,3c31605e-981f-4cff-9eee-cf78182a8759,Chisela Changala,https://play-lh.googleusercontent.com/a-/ACB-R5TNHkdVxXmc2n_ltECtjjvCJAGxE52jphw2fY_M,This app is very welcoming and simple. I love that it breaks down information and really makes you understand things from their source,5,0,pythonx_1.1.7,2022-07-17 14:47:08,"Dear Friend, Thank you so much! This made our motivation to provide the best quality content to our learners stronger. Do recommend us to your friends too! :) If you need any assistance, please reach us at hello@codingx.app and we'll be happy to assist you!-HSG

",2022-07-18 15:11:47,POSITIVE,break
1548,906f5b11-d795-4224-b938-e74ad2ab93c9,LuckyShot,https://play-lh.googleusercontent.com/a-/ACB-R5TWkHVEQFrOYKf0LtFR_boWPWxMdXPQ_1QB1yeolA,"So far so good. I'm a complete, zero coding knowledge beginner and this app is breaking everything down so I can easily understand.",5,0,pythonx_1.1.7,2022-07-12 22:23:45,"Dear Friend, Thank you so much for the amazing review! This made our motivation to provide the best quality content to our learners stronger. Do recommend us to your friends too! :) If you need any assistance, please reach us at hello@codingx.app and we'll be happy to assist you!
-HSG
",2022-07-13 12:16:29,POSITIVE,break
1710,ccf4f1a7-d549-413e-9605-222cce1156e7,Timothy Wilson,https://play-lh.googleusercontent.com/a/AGNmyxY2VqAc2g2mqZqZ5yQbjzyP0AptjDN5HQNb0Li-=mo,"The app worked great, I even recommended it to others interested in coding. However a few categories in, and it would not let me complete the sections. I understand the need for monetizing this great product, but I thought this was gonna be a tool I could use for free, and I must say, I was disappointed.",3,1,pythonx_1.1.7,2022-06-12 09:29:44,"Hi Friend, Thanks for detailed and honest feedback. We'd love to offer everything for free but we need to sustain our team of experts to continuously improve and provide you with the best learning experience. Please get in touch with us at hello@codingx.app so we can provide you with a solution that will make you smile :) -HSG
",2022-06-13 10:03:02,NEGATIVE,point
1717,db37dfb6-ea5f-4eff-a37d-96c81893a05d,bill bourque,https://play-lh.googleusercontent.com/a-/ACB-R5SRcSkMjmZoJxyZ5ktb5fyQy1n4zOdV8i9kS_wTAA,It's fun and engaging for what it is. It teaches you the basics of python and progresses at a good pace. Very reasonable use of ads also. Something I appreciate very much.,5,0,pythonx_1.1.7,2022-06-09 22:15:15,"Hi Friend, We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at hello@codingx.app so that we can help you better. Happy Learning! -HSG
",2022-06-13 10:18:11,POSITIVE,progress
1742,bf81e9f5-c612-4fd2-89c5-f6770f3e1c90,Blake Foster,https://play-lh.googleusercontent.com/a/AGNmyxb7ws25MoS_lp-wNva9LTVAtg700zGkR2Fo44ix=mo,"I learned a lot, from this course. They took the time to add definitions and reasons and explain the way to get started. A few projects to get rolling, in my experience I had to figure out why the projects did not work. (Minor clerical and a break in the wrong spot) I did have a bug during the experience that was corrected in about 2 or 3 days by the devs. I went back and finished the course. The bug was 'incomplete' courses: had to rerun the last part of courses without a test; to open 'Test'",5,114,pythonx_1.1.7,2022-06-05 08:19:16,"Hi Friend, We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at hello@codingx.app so that we can help you better. Happy Learning! -HSG
",2022-06-06 01:36:39,NEGATIVE,break
1764,39155963-edcf-4e71-ac31-1c4086558a18,Vitali Kobakhidze,https://play-lh.googleusercontent.com/a-/ACB-R5SaMg0utI0v_NDfpn4BqhTp49JCU241AZSwSCfYTXk,"The app has a severe bug that stalls your progress and does not let you take the final exam, my niece even posted a negative review here about it a couple weeks ago. The developer was almost instant to reply to the negative review asking to email them the details and screenshots of the problem. Well, they totally ignored our emails, just kept the money for the premium subscription and kept ignoring our emails ever since. Scamming a little teen girl, just wow.",1,4,pythonx_1.1.6,2022-05-30 11:29:05,"Hi Friend, Thanks for your response. We appreciate it. We apologize for the inconvenience caused and delay in response. Can you please tell us the device you are using at hello@codingx.app? We will try to evaluate the issue and get back to you. -HSG",2022-06-01 00:55:37,NEGATIVE,progress
1817,03615725-a3f5-4fae-8ab9-4a67b8808471,Adany45,https://play-lh.googleusercontent.com/a-/ACB-R5Ri-1HO_Y9MCPFRZQdnJAd-Lb8bCEX86Ax7DlCJNw,Great app for learning the Python Language. The achievements and easy to learn breakdown makes me come back for more.,5,3,pythonx_1.1.6,2022-05-16 07:43:30,"Dear Friend, We appreciate your feedback. We're glad that we have been helpful to you. It is our goal to make your learning experience truly delightful and enjoyable :)If you need any assistance, please reach us at hello@codingx.app and we'll be very happy to assist you! -HSG
",2022-05-21 10:45:12,POSITIVE,break
1890,9c1d4fa0-6cb2-47ed-98fb-096558f233d2,Eric Mphande,https://play-lh.googleusercontent.com/a/AGNmyxYPUe23yNZtEPydCbELBEWEBL4l4vVKz2NClD6A=mo,"Disappointed, please don't even waste your data and money to pay for pro. Data Connectivity lesson is only working 22% it freezes your device to point that it fails to charge. I have contacted the developer several times, what he does is to send me irritating emails about opening and closing ticket. I want to sue him for robbing me via playstore. Be warned, don't pay for pro. I will change my review when he fixes the problem.",1,3,pythonx_1.1.4,2022-04-29 06:02:43,"Hi Friend , We apologize for not meeting your expectations. Rest assured that we are very much open to criticism and we take them as suggestions to improve our service. Please contact us at hello@codingx.app so that we can help you better. -HSG
",2022-06-16 11:09:24,NEGATIVE,point
1934,a48f1d25-1652-4496-8f0e-4adf74cfe911,Charity McCoy,https://play-lh.googleusercontent.com/a-/ACB-R5RTihBY0c8jH6m-fkTRBG4yepB6lsyR0DkUTYfTYSg,"This app helps me more than my Python 3 course I am taking online. I learn best by doing. In Python, the codes must typed in perfectly and precise, which is a huge challenge for me. Thank you for including challenging task!!",5,5,pythonx_1.1.4,2022-04-21 08:23:40,"Hi , Thank you! It's great to hear that you had a positive experience . Our team will be happy to hear that their hard work has paid off! If there’s anything we can do to serve you further, let us know at hello@codingx.app and we would be very happy to assist you -HSG
",2022-06-16 11:14:38,POSITIVE,challeng
1945,d7658298-d8f3-4085-bb97-cf820f2e4848,Angelique James,https://play-lh.googleusercontent.com/a-/ACB-R5R80fDjmofzY56JWb1PlG9z4xtQ9kLGadoFb4NVMQ,"The courses are great, but then you can't download or share your certificate. Got the issue fixed but took a long time. Otherwise a good app to teach Python. Would only knock off half a point if I could.",4,2,pythonx_1.1.4,2022-04-19 14:07:08,"Dear Friend, Thank you so much for updating your review for us! This made our motivation to provide the best quality content to our learners stronger. Do recommend us to your friends too! :) If you need any assistance, please reach us at hello@codingx.app and we'll be happy to assist you!
-HSG
",2022-06-16 11:24:07,NEGATIVE,point
1947,55a00a8f-5d1e-408b-be6c-8e1a74023ed2,celestina kehinde,https://play-lh.googleusercontent.com/a-/ACB-R5Rs46FvKExumPvJiYLsoGYwn8NtL3Sp84IxATmJ,With this app learning phython for my daughter has been so easy. To crown it all it is the best app i've ever downloaded for my daughter.,5,2,pythonx_1.1.4,2022-04-19 11:02:48,"Hi, Thank you for your kind words, We’re grateful for your feedback. It’s our pleasure to provide the best possible service to our users, and we’re glad we were able to meet the expectation of yours . If you need any assistance, reach us at hello@codingx.app and we'll be very happy to assist you. Have a wonderful day! -HSG",2022-04-20 02:54:05,POSITIVE,crown
1949,32fcd208-8dde-4953-bb25-6c0c802693ba,Brian Alexander,https://play-lh.googleusercontent.com/a/AGNmyxbd7MC2AeeFUEbRkF2zXkH3EjEsyDSaffAhMkhY=mo,This app is nothing but addictive. I never thought learning programming would be so addictive. I Literally can't put the phone down because of this app. I JUST LOVE IT ❤. I learned a great deal .The knowledge I acquired from this app made other training resources more understandable. I would recommend anyone who wants to enjoy learning download this app. I guarantee you won't be disappointed.,5,5,pythonx_1.1.4,2022-04-18 20:19:35,"Hi Friend, Thank you! Your feedback is important to us. Please continue supporting us so we will always have a reason to keep improving our content and make your learning experience an enjoyable one. If you need any help please don't hesitate to get in touch with us at hello@codingx.app and we’ll be very happy to assist you. -HSG",2022-04-20 09:45:36,POSITIVE,point
1952,a59dad54-f9b1-40ce-b747-50f778ca31cf,Richard Wright,https://play-lh.googleusercontent.com/a-/ACB-R5R2ZYcadDLBSij5Yb3dzfAgVThaaTM569zBzWwkypQ,"So I finished the course. It's a solid introduction to Python, building a GUI and using MySQL python. It's a good addition to my education. Why 4 stars? The certificate looks fake. (LinkedIn feedback) and can actually subtract from my profile visually. LinkedIn certificates are simple/professional and black and white with a seal. I was really disappointed. Additionally, signatories on the cert are the same as Google Development Launchpad, which I highly recommend but have the same cheesy cert.",4,2,pythonx_1.1.4,2022-04-18 02:10:35,"Hey Friend, Thank you for your feedback . We assure you that we are listening to your requests and will definitely consider it in the future to provide you with a much better learning experience. If you need any assistance, please feel free to get in touch with us at hello@codingx.app and we'll be very happy to assist you! -HSG

",2022-04-19 06:25:37,NEGATIVE,point
1964,f592df54-19f9-440d-9f98-6c1f2c4d0628,Routine Shoes,https://play-lh.googleusercontent.com/a-/ACB-R5R0iiO9OOKHxyGCQvg-xQsLy4kmZqieHSFb5xMI,"A Beautiful App A message for the team : We have a dedicated discord server for Tech and Programming Language enthusiasts and we decided to vote if this app is worth going pro , 90% agreed to it but only of it accepts payment from our Google Play accounts most of the people there use Gplay to buy, try and review apps. On behalf of the founding members and members of the server I wanted to get this message to the team who created this amazing app. Thank you.",5,1,,2022-04-16 17:29:24,"Hi Friend, Thank you! We are pleased that you have enjoyed learning with us. We sincerely appreciate your insight because it helps us improve ourselves. If you need any assistance, please feel free to get in touch with us at hello@codingx.app so we can help you better. -HSG",2022-04-20 09:48:08,POSITIVE,vote
1979,4d41ed13-d487-4c6d-9ecb-ea36d7ad6f80,Nick LiMandri,https://play-lh.googleusercontent.com/a/AGNmyxZ4duDhofafcCt7bOq6sF7qmD4hVwhChAIjxI39=mo,"This app breaks everything down into easy to understand pieces, instead of diving head first into everything you take it a step at a time",5,4,pythonx_1.1.4,2022-04-14 14:54:58,"Hi Friend, Thank you for taking the time to share this positive rating! Our whole team works very hard to keep our customers happy but we can only do it thanks to amazing customers like you. If you need any assistance feel free to reach us at hello@codingx.app and we'll be very happy to assist you. -HSG
",2022-04-20 09:52:46,NEGATIVE,break
2015,44c7fbbe-2b90-41c7-ab03-8980580dac8c,Kenny Ogbogu,https://play-lh.googleusercontent.com/a-/ACB-R5TTaOGUAiYzha1bsDnTu9XVEtqDbPJJzj6lpRDNMg,"So far so good, great learning experience. Start little by little and climb progressively. 👍👍👍",5,5,pythonx_1.1.4,2022-04-09 01:03:26,"Hi, Thank you for your kind words, We’re grateful for your feedback. It’s our pleasure to provide the best possible service to our users, and we’re glad we were able to meet the expectation of yours . If you need any assistance, reach us at hello@codingx.app and we'll be very happy to assist you. Have a wonderful day! -HSG
",2022-04-20 09:58:41,POSITIVE,progress
2026,c2fa5d03-cbd7-4d3f-b18f-3e282b23e325,T,https://play-lh.googleusercontent.com/a/AGNmyxbTx3Tkv5WvtHOqBlmgKEnb2U2_T7gDWDwS52Q5hzU=mo,"I only just started using this app, but so far so good. Will update my review as I progress further through the modules.",5,2,pythonx_1.1.4,2022-04-07 22:52:54,"Hey Friend,
Thank you for your wonderful feedback! Our goal is to make your learning experience with us enjoyable and straightforward. Do recommend us to your friends too! :) If you need any assistance, please reach us at hello@codingx.app and we'll be very happy to assist you!-JP",2022-04-20 14:31:07,POSITIVE,progress
2067,6bb8ee09-09c1-47c4-a297-5fcae6892c01,ishtiaque ahmed,https://play-lh.googleusercontent.com/a-/ACB-R5R12weOzpeJz0OxBbkhr2R3Aca0rL-UxMjCYdKrRQ,I would have easily given this app a 5 star only if they didn't literally force me to buy premium to advance in the course... It was really heartbreaking,4,1,pythonx_1.1.4,2022-03-31 20:30:03,"Dear Friend, We agree there are plenty of free courses available on the internet, our courses are backed by research and are developed by industry experts. In order to continue providing quality content, we have to monetize our content. Please reach out to us at hello@codingx.app for any assistance -HSG",2022-04-19 06:41:42,NEGATIVE,break
