Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,sentiment,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,standardizedReview,mentionedFeature,mentionedSynonyms
7301,7301,6434,2021-12-30 06:52:48,,My biggest challenge is not taking the little bit I know and trying to do something I have no idea how to do and getting frustrated when it doesn't work.,5,,Jamey Rose,,NEGATIVE,699e6d39-231e-4ec0-8372-b273f5fadf6e,https://play-lh.googleusercontent.com/a-/ACB-R5RaUVVU0d3tqdUviaRaB7j2xra029zIGhTz4QZj79g,0.0,5.1.50,"Dear Friend,
If you are facing any difficulties feel free to reach us at hello@prghub.com so that we can help you to fix the issue.
-PS",2021-12-30 07:47:30,biggest challenge taking little bit know trying something idea getting frustrated doesnt work,challenges,challeng
7311,7311,6444,2021-12-29 18:04:43,,"I have a pro account, using the app almost two years. Great content & regularly updated library. Very useful for reviewing a theory and repeat the concept. 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟",5,,Kemal C.,,POSITIVE,a6fddb40-036b-4fc5-8619-2ab6a39cfa39,https://play-lh.googleusercontent.com/a-/ACB-R5Txjr2WLwkvrmhxgG8l6DbwFGFqx4o10idTnMSFpA,0.0,5.1.50,"Dear Friend
Thank you for your wonderful feedback! Our goal is to make your learning experience with us enjoyable and straightforward. Do recommend us to your friends too! :) If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
-PS",2021-12-30 07:49:34,pro account using app almost two years great content regularly updated library useful reviewing theory repeat concept,"voting, status quo sloth","content r, account"
7325,7325,6458,2021-12-29 01:29:02,,why not login through otp with create new profile/ account,1,,BALKRISHNA CHOUGULE,,NEGATIVE,0b0e2994-b68d-4915-8ea7-313df4ad069d,https://play-lh.googleusercontent.com/a/AGNmyxaa1zXq31xDJumJPkOQV8UlhTFPTE2OWHf-ySsL=mo,0.0,5.1.50,"Hey
Sincere apologies for the inconvenience caused. Please reach us at hello@prghub.com, so that we could help you better.
-PS
",2021-12-30 01:56:53,login otp create new profile account,status quo sloth,account
7391,7391,6524,2021-12-24 22:29:06,,"After my previous review the Programming hub team contacted me and helped me with my problems. It was fast, efficient and quality customer service so I am satisfied.",5,,Kabelo Monyela,,POSITIVE,d2a82683-2488-4b01-82b5-857db66dda4a,https://play-lh.googleusercontent.com/a/AGNmyxZE3IrCeQ1Y7RddPSzWk9Fi0hjzzF4BPXE7IaCe=mo,0.0,,"Hey
Sincere apologies for the inconvenience caused, we understand how frustrating it will be. Please reach us at hello@prghub.com, so that we could help you better.
-PS
",2021-12-16 06:06:58,previous review programming hub team contacted helped problems fast efficient quality customer service satisfied,status quo sloth,custom
7489,7489,6622,2021-12-18 13:12:30,,Hey there. I love programming. I live in Iran and I can't Purchase the pro version . Please find a way for.,3,,Ali Baghdadi,,POSITIVE,f71fdb37-6e70-4ce5-8515-eed598014dea,https://play-lh.googleusercontent.com/a-/ACB-R5Q5LdZ5Fb_O39vRDPlHjoHEcYQ9HWRNUS-KxFhS4Q,0.0,5.1.38,"Dear ali,
It's been a pleasure helping you out! Please don't hesitate to support us with a higher rating if you think we deserve it so we will always be motivated to continue improving to serve our learners better! :) If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
-HG",2021-12-19 01:51:06,hey love programming live iran cant purchase pro version please find way,torture breaks,live
7496,7496,6629,2021-12-18 02:16:37,,"I have a pro account but I can't access. Thank you, idi0ts.",1,,Lucas Meyer,,NEGATIVE,a5524adc-61c8-4211-949b-d1fdbfd78f14,https://play-lh.googleusercontent.com/a-/ACB-R5RkrD97CE5WjR4Z_uz4o_b4Z1pJwwQi30z061c9fQ,0.0,,"Dear Friend, We apologize for the inconvenience caused and the delay in response, kindly get in touch with us at Hello@PrgHub.com along with your registered email ID and GPA, our team will check out the issue and fix it at the earliest. Meanwhile please try to log out and log back in. -HG",2021-12-19 01:58:16,pro account cant access thank idi0ts,status quo sloth,account
7520,7520,6653,2021-12-16 13:33:24,,When you progress on PC it wont continue from the progress on Mobile. They both have different progresses on the same account.,2,,Serhat K.,,NEGATIVE,35591d01-63d3-4151-a8f7-5b35bcb0b69c,https://play-lh.googleusercontent.com/a-/ACB-R5T9LuHa2FYco5r7OrXDmsp82ZkMv1aby01kPJzBMg,2.0,5.1.50,"Hi Serhat,
Thank you very much for the review and your feedback is of great value for us. Please let us know your issue in detail at Hello@PrgHub.com so that we could improve ourselves and assist you better. -HG",2021-12-17 01:19:09,progress pc wont continue progress mobile different progresses account,status quo sloth,account
7522,7522,6655,2021-12-16 11:07:30,,I like this app but as a person with autism I would like to see for all the apps a cheat sheet a breakdown the person explaining this YouTube links and much more a person like me could get discouraged for one to learn anything new if there's nothing there beyond this the basic information I'd like it to have suggestions I'd like it to have things if I'm having trouble it goes back and step and shows me what to add and it might encourage me to increase knowledge I'm not begging just w to learn .,5,,heavenly sheep hugs /hugging Fox,,NEGATIVE,7ae43631-80d7-464b-8a40-5a1f5df97c86,https://play-lh.googleusercontent.com/a-/ACB-R5QgTG79Z-SsEfTiOClyippcdmw067vm-KgdJ3bQXzo,17.0,5.1.50,"Dear Friend
We're glad that we have been helpful to you. It is our goal to make your learning experience truly delightful and enjoyable. Do recommend us to your friends too! :)If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
-PS",2021-12-20 06:38:23,like app person autism would like see apps cheat sheet breakdown person explaining youtube links much person like could get discouraged one learn anything new theres nothing beyond basic information id like suggestions id like things im trouble goes back step shows add might encourage increase knowledge im begging w learn,status quo sloth,person
7687,7687,6820,2021-12-06 08:54:49,,Good application but can't find or customize the certification path :(,3,,Abdallah Emam,,NEGATIVE,8b762224-93bf-4838-9a08-c2bb50223108,https://play-lh.googleusercontent.com/a/AGNmyxbiUpcUZXuwcTwMsHT5gZ067xrO18qDUfnVz66O=mo,0.0,5.1.49,"Dear Abdallah Emam,
Sincere apologies for any inconvenience caused. Please be assured that we are here to help you Can you please help us by explaining your issue at hello@prghub.com, so that we can assist you better :)
-PS",2021-12-06 20:04:41,good application cant find customize certification path,status quo sloth,custom
7715,7715,6848,2021-12-04 15:36:12,,"Amazing for ADHD! Just wish I didn't pay for separate courses because for the same price you can get all from the Hub app. I originally downloaded their ethical hacking course and paid $12 for the whole thing, not knowing that If I download their main app ""Programming Hub"" I would of gotten the option for the same price to unlock every certificate they offer. It was a black Friday special so it was a no-brainer and I purchased it. Low and behold the same ethical hacking course was right there.",5,,Ryan Tallini,,POSITIVE,c27d1b98-3072-409e-ac95-47c22152bf23,https://play-lh.googleusercontent.com/a-/ACB-R5QFyjyTWiozQQQtrVxjroFsCB6o9QWrJCxILWVi,0.0,,"Dear Ryan
Thank you for your wonderful feedback! Our goal is to make your learning experience with us enjoyable and straightforward. Do recommend us to your friends too! :) If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
-PS",2021-12-09 08:27:03,amazing adhd wish didnt pay separate courses price get hub app originally downloaded ethical hacking course paid 12 whole thing knowing download main app programming hub would gotten option price unlock every certificate offer black friday special nobrainer purchased low behold ethical hacking course right,boosters,special
7738,7738,6871,2021-12-03 01:30:39,,"Very easy app to use, especially with audio (the audio is clear). The subjects are explained precisely, so that they are easily understood and retained by the student. So far, so good 👍😊",5,,Christian,,POSITIVE,e3dadf6c-9aa7-4068-bc1a-49b82bbc20a2,https://play-lh.googleusercontent.com/a/AGNmyxbzM60nMjnRsJw3xWnSktOg9-d_nS8rGdW5q362=mo,4.0,5.1.49,"Dear Friend
We're glad that we have been helpful to you. It is our goal to make your learning experience truly delightful and enjoyable. Do recommend us to your friends too! :)If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
-PS",2021-12-09 10:32:16,easy app use especially audio audio clear subjects explained precisely easily understood retained student far good,boosters,special
7774,7774,6907,2021-11-30 14:33:38,,"So far I've retained everything I've covered and am very pleased with the super simple and easy interface. This is definitely a great way to start learning the topics this app covers especially if you have a hard time finding time to study. I'm telling friends and family about this and would recommend it to anyone with the slightest interest in beginning to learn about interacting with computers. I've been intermittently and carefully practicing what I've learned with this, so far all ✅ s out",5,,Travis Eklund,,POSITIVE,eda7d5bf-8a9c-47e4-8cfd-7667c3e728ba,https://play-lh.googleusercontent.com/a-/ACB-R5TK7j8kz-CuuhAVkN0-bkJaX9Y601itfmHgFgVenw,22.0,5.1.49,"Dear Friend
We're glad that we have been helpful to you. It is our goal to make your learning experience truly delightful and enjoyable. Do recommend us to your friends too! :)If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
-PS",2021-12-09 09:42:40,far ive retained everything ive covered pleased super simple easy interface definitely great way start learning topics app covers especially hard time finding time study im telling friends family would recommend anyone slightest interest beginning learn interacting computers ive intermittently carefully practicing ive learned far,boosters,special
7788,7788,6921,2021-11-29 22:07:13,,"I wrote an EMAIL REQUEST TO DELETE MY ACCOUNT. There was NO REPLY and I am STILL GETTING SPAMMED by your subscription emails. Reason: Regretfully, your method of instruction is not in line with my needs. E.g.: for the HTML lesson I partook, I wish your explanations were more thorough instead of leaving it up to guesswork or research. Practical exercises would have been great. Thank you very much, though, for your great effort, Dev and Team!",2,,Doreen Z,,NEGATIVE,1543b865-514a-4e5d-bb2a-5d21fb740f43,https://play-lh.googleusercontent.com/a-/ACB-R5TcXt9hVkcpk2fR8rgRyNUtTexnbfmKaNXp4bB6XQ,1.0,,"Hey,
We apologize, please share your ticket number or send a new email with the subject ""Attention- team "" so that we can serve you better.

-PS",2021-11-30 01:28:49,wrote email request delete account reply still getting spammed subscription emails reason regretfully method instruction line needs eg html lesson partook wish explanations thorough instead leaving guesswork research practical exercises would great thank much though great effort dev team,status quo sloth,account
7842,7842,6975,2021-11-26 17:17:33,,"It's informative and gives you the basics so you can do some research and learn more , some issues... seems like they have lots of apps and sometimes they also have bugs like kicking you out in the middle of a lesson and displaying you did bad in the quiz when you haven't even gotten to the quiz yet . But I reached out about premium because I purchased and it didn't give me access . they help me and fix the issue right away so really good customer service. I'd recommend the app",5,,Conrad Briceno,,POSITIVE,79287fcd-5450-42a1-b94d-3df6da8db82f,https://play-lh.googleusercontent.com/a-/ACB-R5QZ0KrMfhDi_ODe-8raYs2aEzfSRF-9BJ2Wspou,1.0,5.1.49,"Dear Friend
We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better. Happy Learning!
-PS",2021-11-27 06:25:40,informative gives basics research learn issues seems like lots apps sometimes also bugs like kicking middle lesson displaying bad quiz havent even gotten quiz yet reached premium purchased didnt give access help fix issue right away really good customer service id recommend app,status quo sloth,custom
7889,7889,7022,2021-11-23 17:59:30,,Two thumbs up for the creators of this app a good start to help in careers in life especially for people like us thank you more than most. A&j.,5,,John Currie,,POSITIVE,2e976cd4-f6d6-4560-bdd9-353f117c5b19,https://play-lh.googleusercontent.com/a-/ACB-R5R7FsGY4JMkIuc4oBoJCVkanpWX44gkSp9iY-DxLA,0.0,,"Dear John
Thank you! We are pleased that you have enjoyed learning with us. We sincerely appreciate your insight because it helps us improve ourselves If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
-PS",2021-11-24 05:00:17,two thumbs creators app good start help careers life especially people like us thank aj,boosters,special
7904,7904,7037,2021-11-22 17:04:12,,"I found problems in some courses when they wouldn't have problems. Specially the web interface is so bad. And right now I'm looking for a refund and they didn't answer my mail, because this is taking so long.",1,,Harold Rueda,,NEGATIVE,582c8930-47f1-48cd-9930-e9415bccd18f,https://play-lh.googleusercontent.com/a-/ACB-R5TdIx8a6at_yroB3puaHzbiL2JZ36xLFk7aTB8T,0.0,,"Hi,
Apologies! please reach us at hello@prghub.com, so that we can serve you better. We assure you that we are here to help you.
-PS",2021-11-24 00:18:16,found problems courses wouldnt problems specially web interface bad right im looking refund didnt answer mail taking long,boosters,special
8027,8027,7160,2021-11-15 22:56:41,,Great fun! I especially like the comparisons to other languages as you learn and the range of topics,5,,Tim Reed,,POSITIVE,c325c388-e6a0-4a21-9971-95106d14f55d,https://play-lh.googleusercontent.com/a/AGNmyxZGkRo7z5upRkdDmxz0CdgQUciNRopCtAIrpEat=mo,0.0,5.1.47,"Dear Tim
Thank you for your wonderful feedback! Our goal is to make your learning experience with us enjoyable and straightforward. Do recommend us to your friends too! :) If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
-PS",2021-11-17 06:02:59,great fun especially like comparisons languages learn range topics,boosters,special
8034,8034,7167,2021-11-15 13:16:49,,Best for every person as it's a journey learning programming from tip to end!!!😇,5,,Parth Shingote,,POSITIVE,53c1ba34-0748-4cef-bc1a-260880a8efc6,https://play-lh.googleusercontent.com/a/AGNmyxaD2__i9lKh1kB76Wd6v_m3sxRjFnedjBw2XC0P=mo,0.0,5.1.47,"Dear Parth
Hurray! Your feedback really means a lot to us! We really appreciate you taking the time out to share your experience with us.If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
-PS",2021-11-17 06:03:12,best every person journey learning programming tip end,status quo sloth,person
8063,8063,7196,2021-11-13 16:54:51,,"My experience with this app is just awesome, I highly recommend it especially for first time programmers.",5,,Lapis Lazuli,,POSITIVE,423cd0c8-158a-4b80-85b1-fbea588323d0,https://play-lh.googleusercontent.com/a-/ACB-R5TfspT7WvhnJ1Hd2_Ob6nOhHton5X1CltFHWOAr-A,0.0,5.1.47,"Dear Lapis
Hurray! Your feedback really means a lot to us! We really appreciate you taking the time out to share your experience with us.If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
-PS",2021-11-14 03:26:40,experience app awesome highly recommend especially first time programmers,boosters,special
8097,8097,7230,2021-11-12 00:04:39,,asphyxia background music Bentara Bur Amira Kota Kinabalu Pantai Jerudong Specialist Centre,5,,Outbook ipu sudah biasa,,POSITIVE,e997e363-28fc-4d14-abe7-97b84baaef15,https://play-lh.googleusercontent.com/a-/ACB-R5SdxUicyM_yYcQP1OKythmmSXbja6yBg_KdeNkdAw,0.0,,"Dear Friend
We are truly delighted to know that your experience with us has been great. It really helps us keep ourselves motivated to continuously improve our content and serve our learners better. If you need any help, feel free to get in touch with us at Hello@prghub.com and it will be our pleasure to assist you!
-PS",2021-11-18 08:11:07,asphyxia background music bentara bur amira kota kinabalu pantai jerudong specialist centre,boosters,special
8098,8098,7231,2021-11-11 22:54:29,,"Learning more on this app in one hour of use then I have this whole semester in a college course of Python. 😲 Wow. Thank you programming Hub 👍😊. I never leave reviews, especially not after just starting to use a new app for only one hour. But I really felt the need to share my experience because I just started using this app and I'm truly getting so much more out of it then I ever expected.",5,,Leah Graham,,POSITIVE,f40d38fc-6417-4e45-9404-44e4b8d4d06f,https://play-lh.googleusercontent.com/a-/ACB-R5T1QrcZ8o-l95o0KqYTiaJR_i8-PhGUxZ-nvxXscA,26.0,5.1.47,"Dear Friend
Thank you! Your feedback is important to us. Please continue supporting us so we will always have a reason to keep improving our content and make your learning experience an enjoyable one. If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
-PS",2021-11-18 08:11:08,learning app one hour use whole semester college course python wow thank programming hub never leave reviews especially starting use new app one hour really felt need share experience started using app im truly getting much ever expected,boosters,special
8171,8171,7304,2021-11-07 13:06:03,,Very helpful especially for beginners like me,5,,Darlington Boakye,,POSITIVE,f2afde45-74ce-45cd-a4ef-9566eecbbd3f,https://play-lh.googleusercontent.com/a/AGNmyxafa6DTZHApfdbBV4Ki1Q7am9puy8w6YGKrI7dT=mo,0.0,5.1.47,"Dear Friend
Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
-PS",2021-11-18 08:17:20,helpful especially beginners like,boosters,special
8360,8360,7493,2021-10-26 17:50:19,,"Very good and details IT app, Every IT personally needs this app. Thanks",5,,Eric S Brown,,POSITIVE,c072334e-c332-42f9-a3a4-1fee745dddca,https://play-lh.googleusercontent.com/a-/ACB-R5SXns7XDDRGFy5JIrDUPmubiEop8veScMUCWsSSyA,0.0,5.1.47,"Dear Eric
Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
-PS",2021-11-20 07:18:53,good details app every personally needs app thanks,status quo sloth,person
8367,8367,7500,2021-10-26 07:04:10,,This is helpful especially for busy people but wants to learn coding.,5,,Kiling “tiny bell” Kiling - Tiny Bell,,POSITIVE,c42c703c-acde-4eac-b6e3-06274099b42f,https://play-lh.googleusercontent.com/a-/ACB-R5SBfLs80mQsH4QIyoHddRudHH5UOw9n6j7B8uY,0.0,5.1.47,"Dear Kiling
Thank you for your wonderful feedback! Our goal is to make your learning experience with us enjoyable and straightforward. Do recommend us to your friends too! :) If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
-PS",2021-11-20 09:05:28,helpful especially busy people wants learn coding,boosters,special
8399,8399,7532,2021-10-24 09:50:58,,I live the app design but I'm scared if I got further in the app I'll have to pay,5,,Baba Boy,,NEGATIVE,e22b06e7-f3c5-4f5a-a9d9-98d596da06bb,https://play-lh.googleusercontent.com/a-/ACB-R5SL_N9ItQGqeV3WrIWdA4DgHDU-SFTPTTJO2cZ-kw,0.0,5.1.47,"Hi Fandom,
We'd love to offer everything for free but we need to sustain our team of experts to continuously improve and provide you with the best learning experience. Please get in touch with us at Hello@prghub.com so we can provide you with a solution that will make you smile :)
-PS

",2021-11-20 07:13:58,live app design im scared got app ill pay,torture breaks,live
8433,8433,7566,2021-10-22 07:12:53,,Dosnt open and keeps asking me for pro account that i aleready have,2,,Dineo,,NEGATIVE,1d02ad62-7805-420b-9ec3-67827a192874,https://play-lh.googleusercontent.com/a-/ACB-R5QITeFur5fhgqkWHq24XbOOmbYOe_m7_d7AWf0btQ,0.0,5.1.47,"Hey
Sincere apologies for the inconvenience caused, we understand how frustrating it will be. Please reach us at Hello@prghub.com with your purchase receipt, so that we could help you better.
-KY
",2021-10-22 08:28:20,dosnt open keeps asking pro account aleready,status quo sloth,account
8555,8555,7688,2021-10-14 12:09:14,,Thank you for your assistance I got my pro access account back,5,,Shaun Tinashe Gadzikwa,,NEGATIVE,13356172-f949-445c-8d39-5557e94b212b,https://play-lh.googleusercontent.com/a-/ACB-R5SmE8mocFrXsJzdgJjMEn0v_CJiKtIIuZl6eh2oaQ,0.0,5.1.47,"Dear Friend
Greetings. We hope that your issue has been solved, please don't hesitate to give us a higher rating if you think that we deserve it, or kindly let us know your thoughts on how we can further improve. We'd love to hear from you at Hello@prghub.com :)
-KY",2021-11-07 03:20:51,thank assistance got pro access account back,status quo sloth,account
8640,8640,7773,2021-10-09 15:09:19,,Constantly logs me out of Pro. They charged my same account twice and Pro. I've tried contacting them for days with no resolution. They won't refund the second charge. I had included copies of both charges.,1,,Alie Norman,,NEGATIVE,75af1a7e-018d-422b-97f1-9a6ce53e88c9,https://play-lh.googleusercontent.com/a-/ACB-R5RtI4zipuW3y6d6XEx2lrp93HyjEvK7fS4a90X9HQ,0.0,5.1.47,"Hi Alie,
Thank you so much for getting touch with us. Sincere apologies for the inconvenience caused. We have reverted back to your email ticket asking for some detail, please reach back to us there with the details, so that we can provide you with the solution you need.
-JS",2021-10-09 16:04:16,constantly logs pro charged account twice pro ive tried contacting days resolution wont refund second charge included copies charges,status quo sloth,account
8717,8717,7850,2021-10-05 00:52:29,,Difficult to use. ?... Not neccisarialy difficult. Getting time to soak up theoknowledge and have a basic understanding of that knowledge being comprehendable and factually stated whilst realization sparks. One has just subliminally recongnized stored and backed up in ones memory whilst never directly studied any true aspects of a computing system and it's personalitys is proccessors. Kinda like that random face in your dream you knoticed in line waiting for the same ride you just zoomed by,4,,Robert Bosinski,,NEGATIVE,5124a379-6764-4d62-82a1-11b8862cb77d,https://play-lh.googleusercontent.com/a-/ACB-R5S8Z6-hl-VGUOnKfzCu6Q9lH6zM3vdeOViavBpk,0.0,5.1.47,"Hi Robert,
We truly appreciate your kind words. We hope to always keep on making your learning experience amazing. Please Keep exploring Programming Hub our since, we have added new content and course and if you think we deserve then, please support us with higher ratings. For any assistance, please reach us out at hello@prghub.com.
-JS",2021-10-05 06:27:37,difficult use neccisarialy difficult getting time soak theoknowledge basic understanding knowledge comprehendable factually stated whilst realization sparks one subliminally recongnized stored backed ones memory whilst never directly studied true aspects computing system personalitys proccessors kinda like random face dream knoticed line waiting ride zoomed,status quo sloth,person
8783,8783,7916,2021-09-30 12:58:51,,This is very wrost app in service. I have purchased lifetime subscription but it has expired in one year. I am very dispointed with his customer care services. I don't know how to contact to Google for this issue. The amount of 1950INR has wasted. At that time the lifetime membership was at the discount of 95% which will expired in 24 hours,1,,priyanshu kushwaha,,NEGATIVE,79ed34fc-8264-4947-885c-db81a4df975a,https://play-lh.googleusercontent.com/a/AGNmyxaYrl2c7sNoqnhN9W_UQmqoC9J84cHaM4FVvYPP=mo,9.0,5.1.47,"Hi,
We hope you are happy with us, if yes please consider increasing your rating for us. If you are facing any difficulties please let us know at hello@prghub. We are more than happy to serve you.
-KY",2021-10-23 06:40:15,wrost app service purchased lifetime subscription expired one year dispointed customer care services dont know contact google issue amount 1950inr wasted time lifetime membership discount 95 expired 24 hours,status quo sloth,custom
8799,8799,7932,2021-09-29 13:41:54,,"I'm a life time pro member of programming hub since 2020. This year somehow i mistakenly uninstalled my programming hub. When i reinstalled it, i was unable to get my pro account back!!!! I tried everything from resetting the password to checking the mails, but i can't get access to my pro account, instead it gave me a new blank accont on my the same email id that i used to get pro account. All my progress and certificates are lost. I want the developers to please look after this matter.",1,,Kratika Jagtap,,NEGATIVE,77dba7c8-99e6-4701-a0f1-05728e7c6826,https://play-lh.googleusercontent.com/a/AGNmyxYhw2zDHShfnWYUZ_GXvnWIJkhE4Jz04UOfk5Ew=mo,10.0,5.1.47,"Hi,
We hope you are happy with us, if yes please consider increasing your rating for us. If you are facing any difficulties please let us know at hello@prghub. We are more than happy to serve you.
-KY",2021-10-23 06:40:16,im life time pro member programming hub since 2020 year somehow mistakenly uninstalled programming hub reinstalled unable get pro account back tried everything resetting password checking mails cant get access pro account instead gave new blank accont email id used get pro account progress certificates lost want developers please look matter,status quo sloth,account
8830,8830,7963,2021-09-27 17:22:13,,"Coming from a person who eagerly wants to know the html code, this app is easy to comprehend, study, and use to making a website, or a source of coding. This app is very user-friendly.",4,,Andrew Dornbusch,,POSITIVE,b97b2aa2-2a2e-49b2-8699-41b3b57ad965,https://play-lh.googleusercontent.com/a/AGNmyxY7dhybxsJ-BS0OrcdHXlQX76c3KYntOpXG_feAdw=mo,0.0,5.1.47,"Hi Andy,
thank you for sharing your amazing feedback. We are always ensuring to make your learning experience amazing with updated content and new courses. Please keep exploring programming Hub and shower some love with higher ratings and share your thoughts on how we can further improve, at Hello@prghub.com.
-JS
",2021-09-28 03:58:17,coming person eagerly wants know html code app easy comprehend study use making website source coding app userfriendly,status quo sloth,person
8833,8833,7966,2021-09-27 14:53:20,,It's overall good for both beginners and advance but thet certificate not so much attractive.(especially name section ) fonts are not so attractive so please work on it .,5,,Debashish Sahu,,NEGATIVE,fb5521c7-5105-4422-84ca-b1be1cf1bd82,https://play-lh.googleusercontent.com/a-/ACB-R5QxPcBW2eVeXAMT4jE6p7XZ39WAExvmjB18_ELoqJU,10.0,5.1.47,"Dear Debashish,
Thank you so much for your support. We will definitely take note of your feedback so that we can improve our service further. If you need any assistance, please contact us at Hello@prghub.com and we’ll be more than happy to help you :)

-PS
",2021-11-19 07:15:17,overall good beginners advance thet certificate much attractiveespecially name section fonts attractive please work,boosters,special
8857,8857,7990,2021-09-26 03:50:50,,Good courses but lacks a skip feature that similar apps have to skip through parts of the course that you have already learned elsewhere. Also has some issues with the English not making great sense. Sounds as though it was written by someone who isn't fluent in English and would be awsome if it could be proof read by someone who is before release. Other than that a fantastic app especially for how much content is available without purchasing anything.,4,,Null Null,,NEGATIVE,6210d9e9-8d82-4ee9-86e1-6d3038674ad5,https://play-lh.googleusercontent.com/a/AGNmyxbLm5vgV9fYRkiEgGkaA2VdgUO3gLyUNR-nb2w7=mo,55.0,5.1.47,"Hi Kenny,
We really appreciate your feedback! We assure you that we are listening to your requests and feedback and will definitely consider it in the future updates to provide you with a much better learning experience. If you need any assistance, please feel free to get in touch with us at Hello@prghub.com and we'll be happy to assist you!
-JS

",2021-09-26 10:37:03,good courses lacks skip feature similar apps skip parts course already learned elsewhere also issues english making great sense sounds though written someone isnt fluent english would awsome could proof read someone release fantastic app especially much content available without purchasing anything,boosters,special
8910,8910,8043,2021-09-23 09:05:52,,This App is very helpful.But I can not logged into my Pro account after just 5 days from my registered And I sent many email without any respond I didn't know how is a problem,5,,Abdelkhalek Rahma,,NEGATIVE,3e765259-6086-4a83-a43f-ae7d9482e281,https://play-lh.googleusercontent.com/a-/ACB-R5SQYGnk181mH95OzWuwWKxx-mZGiK4RwvZzn6dF,1.0,5.1.47,"Dear Friend,

I hope you are doing fine.
I understand the inconvenience you have faced due to us.
Hope we provided you with the best we could.

Please motivate us with a higher rating if you are happy with our service.
If your issue is not solved yet, please reach us at Hello@prghub.com

-KY",2021-10-14 13:19:55,app helpfulbut logged pro account 5 days registered sent many email without respond didnt know problem,status quo sloth,account
9032,9032,8165,2021-09-16 21:43:07,,"It's quite cool, self explanatory especially for begginers like myself. But please, can you make it offline? Thanks.",5,,Simon Hycent,,POSITIVE,6079fcd9-edfc-405f-b067-dbdc39e54982,https://play-lh.googleusercontent.com/a/AGNmyxYJCsAbSXK1e6LUz2WFAn0PtskYMQO_IisWOzg7=mo,0.0,5.1.47,"Hi Simon,
We really appreciate your feedback! We assure you that we are listening to your requests and will definitely consider it in the future updates to provide you with a much better learning experience. If you need any assistance, please feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
--JS

",2021-11-10 12:59:50,quite cool self explanatory especially begginers like please make offline thanks,boosters,special
9034,9034,8167,2021-09-16 14:29:52,,Good app very easy to explain for understand person,5,,prashant kushwah,,POSITIVE,d9c9f6e2-6ede-423a-92f2-03972a0fc910,https://play-lh.googleusercontent.com/a-/ACB-R5RlWsNqDWVEJ9ZCKCXkEapZLdQI11csoUJUCA8BOQ,0.0,5.1.47,"Dear Prashant
We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better.
--JS",2021-11-10 12:57:31,good app easy explain understand person,status quo sloth,person
9131,9131,8264,2021-09-10 14:43:57,,Excellent especially if you go pro or buy full version,5,,Lee Cheetham (Mrlee),,POSITIVE,735a7d0e-e5ad-4cc0-8623-8c8599bc911b,https://play-lh.googleusercontent.com/a-/ACB-R5TaWo4yaYK8g8GBctVPYpnqfKh0hbgGgx_eOH3qjA,0.0,5.1.47,"Dear Lee
We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better. Happy Learning!
--JS",2021-10-22 15:15:09,excellent especially go pro buy full version,boosters,special
