Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,review,rating,isEdited,title,userName,sentiment,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,standardizedReview,mentionedFeature,mentionedSynonyms
61,61,61,2018-10-19 16:16:26,"I utilize the desktop site and think it’s a good service, and good way to learn coding. The difference with the app is you have to have a pro account for JavaScript practice and learning. This makes me want to practice on other coding learning apps",5,False,Pro,5e7en,POSITIVE,,,,,,,utilize desktop site think good service good way learn coding difference app pro account javascript practice learning makes want practice coding learning apps,status quo sloth,account
78,78,78,2020-04-12 15:09:27,"I got the app when I was on my free trial of pro, and now once the trial ended it’s still showing pro stuff, I’m also not using pro on my account anymore. Is there a way I can fix this?",4,False,"Works good, there is one little problem though",BestNumber_72,NEGATIVE,,,,,,,got app free trial pro trial ended still showing pro stuff im also using pro account anymore way fix,status quo sloth,account
81,81,81,2023-03-16 23:15:59,"In order to sign in, you have to sign up.
 In order to sign up, you have to sign in with either a Google account or a Facebook account. 
I am very much against both Facebook and Google and therefore I am not able to use this app at all. The requirement to sign in with either Facebook or Google is very limiting and restrictive.",1,False,Just A Vehicle For Facebook & Google,SoloDanceParty,NEGATIVE,,,,,,,order sign sign order sign sign either google account facebook account much facebook google therefore able use app requirement sign either facebook google limiting restrictive,status quo sloth,account
97,97,97,2019-06-10 17:22:04,"I couldn’t sign up with my iCloud email on the app, and then couldn’t login using the account I made via their mobile website. I played with it for 20 minutes and it’s a frustrating waste of time. The error messages simply state I am “unable to login at this time.” Stop making sleek, beautifully animated apps if users cannot even use your app.",1,False,Unable to Sign Up and Login,Kyder99,NEGATIVE,,,,,,,couldnt sign icloud email app couldnt login using account made via mobile website played 20 minutes frustrating waste time error messages simply state unable login time stop making sleek beautifully animated apps users cannot even use app,status quo sloth,account
122,122,122,2020-12-12 04:33:48,"I'm really enjoying learning Python with codecademy. The mix of lectures, hands on and coding challenges are great. I also like using the phone app to practice concepts.",5,False,Phone app is a great way to practice,davejet7,POSITIVE,,,,,,,im really enjoying learning python codecademy mix lectures hands coding challenges great also like using phone app practice concepts,challenges,challeng
139,139,139,2021-08-26 08:10:38,"I signed up to codeacademy with my LinkedIn account. However, there is no option to sign into it on the phone app and I cannot access my progress or work on my development.",2,False,Can’t login with LinkedIn account on the app,MyTurnBecauseMyNameIsMia,NEGATIVE,,,,,,,signed codeacademy linkedin account however option sign phone app cannot access progress work development,status quo sloth,account
142,142,142,2019-12-19 01:07:08,"If you created your account using a third party account(Facebook, LinkedIn, etc.) it does not process your login, and you are unable to set a password for your account via desktop. The website itself is good so far, this is purely a review of this app, which does not work for account holders like myself.",1,False,Login Issues,"Shackleford, Admiral Rusty",NEGATIVE,,,,,,,created account using third party accountfacebook linkedin etc process login unable set password account via desktop website good far purely review app work account holders like,status quo sloth,account
147,147,147,2021-03-05 21:36:32,"I’d expect an app from a company such as Codecademy to accommodate at least landscape mode, especially given the premium cost of being a member. You can have 1x iPhone or 2x iPhone in portrait only. iPads aren’t supported in the browser either.  

There are 2 years worth of viewable requests on Codecademy’s forums requesting iPad support and zero movement.",1,False,“Works on iPad” is a stretch,EOZ17gw,NEGATIVE,,,,,,,id expect app company codecademy accommodate least landscape mode especially given premium cost member 1x iphone 2x iphone portrait ipads arent supported browser either 2 years worth viewable requests codecademys forums requesting ipad support zero movement,boosters,special
148,148,148,2020-04-10 21:35:47,"Its an iPhone app they're trying to pass off for iPad i.e. it orients to vertical at all times. 

Can't login either. Can login using a browser but says I have the wrong pass word or wrong account. Logged out of my browser and back in no trouble after trying to use the app. Silliness.",1,False,"Despite being labeled as an iPad app, it isn't.",Camenzie,NEGATIVE,,,,,,,iphone app theyre trying pass ipad ie orients vertical times cant login either login using browser says wrong pass word wrong account logged browser back trouble trying use app silliness,status quo sloth,account
159,159,159,2019-06-04 05:55:06,Wanted to use the app but I couldn’t sign up. I don’t use Facebook or have an google account so I guess I’ll have to stick to using the website. So disappointing. Everyone doesn’t use Facebook or google. I should be able to just use my email that I have in order to use the app. Oh well.,1,False,No account,LuxeRose,NEGATIVE,,,,,,,wanted use app couldnt sign dont use facebook google account guess ill stick using website disappointing everyone doesnt use facebook google able use email order use app oh well,status quo sloth,account
180,180,180,2019-12-16 02:36:53,Good especially when you are not near a computer,5,False,Godsend to devs,sigma.dev,POSITIVE,,,,,,,good especially near computer,boosters,special
202,202,202,2020-12-08 08:08:40,Great interface and good content to refresh memory.,5,False,Amazing,kevvo1215,POSITIVE,,,,,,,great interface good content refresh memory,voting,content r
223,223,223,2021-10-15 22:43:29,In case you do not feel compelled to sign up using your social media account letting you know now before install this app is not for you.,1,False,Sign up attached to google or facebook,mynameisanymouse,NEGATIVE,,,,,,,case feel compelled sign using social media account letting know install app,status quo sloth,account
248,248,248,2020-10-10 15:21:47,Would sign up if I could use my regular email account but since the only two options available require linking either my Google or FB account I’m not going to.,1,False,Sign up constraints,Criostasis,NEGATIVE,,,,,,,would sign could use regular email account since two options available require linking either google fb account im going,status quo sloth,account
274,274,274,2019-04-19 17:20:33,I already have an account using Facebook but apparently it doesn’t let me sign in when I try to use the app with Facebook.,1,False,Can’t sign in,jdjejefnkwks,NEGATIVE,,,,,,,already account using facebook apparently doesnt let sign try use app facebook,status quo sloth,account
312,312,312,2020-08-25 20:54:18,Forcing to use Facebook or Google account to sign in!,1,False,No regular email registration option,أبوسما,NEGATIVE,,,,,,,forcing use facebook google account sign,status quo sloth,account
319,319,319,2020-09-28 15:00:50,"I’m using this to learn JavaScript, but I signed up with my Github account since I refuse to use Google or Facebook due to privacy.",1,False,GitHub login,Github stan,POSITIVE,,,,,,,im using learn javascript signed github account since refuse use google facebook due privacy,status quo sloth,account
328,328,328,2020-11-28 16:32:47,"Facebook login not working. So, I can’t access my pro account",1,False,Not working,General McGirt,NEGATIVE,,,,,,,facebook login working cant access pro account,status quo sloth,account
334,334,334,2019-11-20 01:38:18,I can not belive that there’s not an iPad version for this app. I expected better from Codecademy!,1,False,No iPad version?,Dschmunis1,NEGATIVE,,,,,,,belive theres ipad version app expected better codecademy,torture breaks,live
336,336,336,2020-10-13 15:13:13,why can’t i sign in with github on mobile? i don’t know how to get into my account otherwise. please add this functionality.,2,False,sign in,mav3rikc,NEGATIVE,,,,,,,cant sign github mobile dont know get account otherwise please add functionality,status quo sloth,account
355,355,355,2020-07-25 20:52:26,No sign in w/o google or fb account,1,False,No sign in w/o google or fb,Jay23E,NEGATIVE,,,,,,,sign wo google fb account,status quo sloth,account
380,380,380,2022-08-03 02:39:48,It’s a great on the go solution for learning to code with bite sexed challenges,5,False,Just what I was looking for,Mr..Dessert,POSITIVE,,,,,,,great go solution learning code bite sexed challenges,challenges,challeng
383,383,383,2022-04-12 01:03:43,"The platform is fantastic, the built in code editor takes the hassle out of setting up your dev environment in VScode/IDE while you’re just getting into programming. Their customer service is amazing as well. Any time I’ve had an issue they reply quickly and straight to the point. I started using Codecademy to prepare for a software development boot camp and I have to say, I was over prepared thanks to Codecademy. Their catalogue contains a WEALTH of knowledge, regardless of what discipline of software development you’re in. I recommend Codecademy to every person I meet who’s interested in programming or wants to brush up on their skills in the latest tech.
(p.s. The Pro membership is 100% worth it)",5,False,"Great platform, Great company",Shwag777,POSITIVE,,,,,,,platform fantastic built code editor takes hassle setting dev environment vscodeide youre getting programming customer service amazing well time ive issue reply quickly straight point started using codecademy prepare software development boot camp say prepared thanks codecademy catalogue contains wealth knowledge regardless discipline software development youre recommend codecademy every person meet whos interested programming wants brush skills latest tech ps pro membership 100 worth,status quo sloth,"custom, person"
389,389,389,2021-10-26 23:04:22,"I quote you guys “I mean pacifically those looking to learn any skills pertaining to the field software engineering and/or development a.k.a. “holding “which is a generalised vague summation of software development…I never understood the whole “learn to code” nonsense— because, “coding” in its broadest sense is nothing more than the execution of software…by that definition; anyone capable of running the following function in an IDE is a “coder”…

print(‘Hello world’)

Grats!

When I first began learning software development, resources were limited to books and websites with personal blogs…before smart phones, using Windows ‘99.

 I recently began ‘learning to code’ (I get some more accurate explanation would be remembering to code whilst learning about what’s changed in almost 15Y— i’ll admit it was a bit intimidating at first until I realise that just like always (at least when it comes to engineering/tech )Evolution is based in its simplest user friendly experience and so the UX/UI would be easy after a decade and a half of pivoting to finance for the 2nd half of my 20s. My goodness was I right.

I don’t know how to say this but python is a joke. In either case, I’ve returned to home my craft and I am blessed with a bittersweet life.

I grew up with crippling OCD/autism/ADHD and so the syntax and indentation that really bugs most developers was something I actually enjoy it and C++/CSS.

I am/was uniquely poised for this whole fintech/crypto revolution—Needless to say there were NOT many people that have an educational tantamount to an MBA in finance and Master’s computer science which is exactly what you need to fully understand fintech. I feel really stupid for paying 300 something bucks for annual subscription at DataCamp when FCC is more than enough in terms of educational resources in Data science/data analysis/machine learning/etc. 

From a former MIT grad: shout-out to the devs at FCC for expediting access to your personal resources, fundamentals and exercises. At this rate I should be up to speed by the end of the quarter! Thanks to ya’ll!

Respectfully,
-Ahmed T",5,False,You guys have no idea how lucky you have it…,Ahmad tarabichi,NEGATIVE,,,,,,,quote guys mean pacifically looking learn skills pertaining field software engineering andor development aka holding generalised vague summation software developmenti never understood whole learn code nonsense coding broadest sense nothing execution softwareby definition anyone capable running following function ide coder printhello world grats first began learning software development resources limited books websites personal blogsbefore smart phones using windows 99 recently began learning code get accurate explanation would remembering code whilst learning whats changed almost 15y ill admit bit intimidating first realise like always least comes engineeringtech evolution based simplest user friendly experience uxui would easy decade half pivoting finance 2nd half 20s goodness right dont know say python joke either case ive returned home craft blessed bittersweet life grew crippling ocdautismadhd syntax indentation really bugs developers something actually enjoy ccss amwas uniquely poised whole fintechcrypto revolutionneedless say many people educational tantamount mba finance masters computer science exactly need fully understand fintech feel really stupid paying 300 something bucks annual subscription datacamp fcc enough terms educational resources data sciencedata analysismachine learningetc former mit grad shoutout devs fcc expediting access personal resources fundamentals exercises rate speed end quarter thanks yall respectfully ahmed,status quo sloth,person
390,390,390,2022-02-06 17:08:20,I want a full refund on my purchase since they did not provide the service they offer. Bought the full subscription after initially liking the app but do not buy this app! Most of the courses they “offer” have content missing. Node.js missing! Really? AI stuff missing. Any advanced topic worth learning is missing. You shouldn’t offer a paid subscription if your content is not ready. Terrible! Never come across anything like this before.,1,False,Do not buy the app!,jimmycanfly247,NEGATIVE,,,,,,,want full refund purchase since provide service offer bought full subscription initially liking app buy app courses offer content missing nodejs missing really ai stuff missing advanced topic worth learning missing shouldnt offer paid subscription content ready terrible never come across anything like,voting,content r
426,426,426,2020-06-09 19:22:35,I tried to create account in the code academy app and I couldn’t sign up or even though I couldn’t sign in my google account. It said something wnt wrong. Can a technician support help me please?,5,False,Something went wrong,Watupgal,NEGATIVE,,,,,,,tried create account code academy app couldnt sign even though couldnt sign google account said something wnt wrong technician support help please,status quo sloth,account
428,428,428,2020-05-04 13:38:11,I used to be able to code back in my MySpace days 😉 but this just shows me how little I know about the behind the scenes in coding. I just started and I’m so excited to dive in. The app makes it super easy and I’m thrilled I get the chance to take this challenge on.,5,False,Awesome,Becster14,POSITIVE,,,,,,,used able code back myspace days shows little know behind scenes coding started im excited dive app makes super easy im thrilled get chance take challenge,challenges,challeng
447,447,447,2019-09-12 23:09:49,It’s definitely a challenge for a beginner with zero experience but I enjoyed learning concepts and testing them out. All while repeating the problems until you get it right. I look forward to learning more so it can all slow down and become more clear in translation and structure. 5 stars for this app and program!,5,False,Code academy app,wowzers1111,POSITIVE,,,,,,,definitely challenge beginner zero experience enjoyed learning concepts testing repeating problems get right look forward learning slow become clear translation structure 5 stars app program,challenges,challeng
464,464,464,2018-12-30 14:50:42,"Please look at alternatives to learning tech. This is a horrific company and it is nearly impossible to receive any competent support.  You have to wait several hours for a response to any website or program glitches. Fraudulent billing as they don’t deactivate your account as requested. Again, BEWARE!!!!!",1,False,BEWARE!!! BEWARE of Code Acadamy!!!,Chacha96486432668,NEGATIVE,,,,,,,please look alternatives learning tech horrific company nearly impossible receive competent support wait several hours response website program glitches fraudulent billing dont deactivate account requested beware,status quo sloth,account
468,468,468,2018-10-05 20:59:35,"When you sign in/up with Google account, it prompts you to a pop up that says to agree to share your info with “expo.io”. It doesn’t explain what that is. You have to agree to use the app. After signing in, it shockingly autofilled the password that I use for my Google account to the name of my app account which means it breached password and displayed it!  

Don’t know who’s responsible to this breach, but it’s illegal!",1,False,The app is a scam! Don’t use it!,JohnnyHuangSF,NEGATIVE,,,,,,,sign inup google account prompts pop says agree share info expoio doesnt explain agree use app signing shockingly autofilled password use google account name app account means breached password displayed dont know whos responsible breach illegal,status quo sloth,account
472,472,472,2018-08-06 19:45:32,"The practice really helps refresh my mind with concepts I have gone over in previous lessons (sure beats skimming back through them on a computer). The only issue i have with it is that it seems to log me out pretty often. More or less just annoying, especially when i want to squeeze in a quick review... don’t want to type in my username and password every time i use the app. Other than that 5 stars!",4,False,Great for quick refreshers,cseibert2667,POSITIVE,,,,,,,practice really helps refresh mind concepts gone previous lessons sure beats skimming back computer issue seems log pretty often less annoying especially want squeeze quick review dont want type username password every time use app 5 stars,boosters,special
476,476,3,2023-03-19 12:20:01,"It seems it is impossible to login with my pro account which is not a gmail. I suddenly got logged out 24 hrs ago when I was doing this app, walking my dog outside.",1,,,V Leandros,NEGATIVE,81179f47-40c2-4dd2-8e5b-1c8be51cd33e,https://play-lh.googleusercontent.com/a/AGNmyxbkCPDwNAcW7i0V-XdBnv11_LS-SeCSXcw2go3-=mo,0.0,,,,seems impossible login pro account gmail suddenly got logged 24 hrs ago app walking dog outside,status quo sloth,account
495,495,22,2023-03-05 22:16:47,codecademy is a free and good platform to learn coding from any level specially as a beginner,5,,,Harsh Singh,POSITIVE,22e9ffc1-33dd-4103-9760-8ba9a4773f93,https://play-lh.googleusercontent.com/a/AGNmyxaWQ7dLaYDXs_3RnYBlTi_bIknjAPAQEXG2ZdMt=mo,0.0,1.14.0,,,codecademy free good platform learn coding level specially beginner,boosters,special
539,539,66,2023-02-08 04:03:29,"Cannot sign in with a google account. I have an account on Codecademy linked with LinkedIn and google. I tried to sign in using google but I can only see a blank page with no possibility to go back. For now, I cannot use the app.",2,,,Filippo Casa,NEGATIVE,545a0b53-7183-452e-9ff5-e2a1f1faa3e7,https://play-lh.googleusercontent.com/a-/ACB-R5RBlzKlpBZUMjJ5Mb0Qe0ghLWkjX6WEmaCtmfRxBg,0.0,1.14.0,,,cannot sign google account account codecademy linked linkedin google tried sign using google see blank page possibility go back cannot use app,status quo sloth,account
572,572,99,2023-01-16 16:46:01,"How can after 2 years of subscribing the app sucks so much. It makes no sense. Free apps make more sense and have more content. You review stuff you have no idea about, then you take a take on content barely reviewed and move on. Plus it's nowhere near comprehensive as the website. Fix your app. I like to learn on the go and the trash app is not it.",1,,,Carlos Garcia,NEGATIVE,01a99dfc-3541-4f56-9544-3551b4695791,https://play-lh.googleusercontent.com/a-/ACB-R5Svb_XXxQtwLrk8RMP7tsq0DLBo1zC8oW7tZajK1_M,3.0,1.14.0,,,2 years subscribing app sucks much makes sense free apps make sense content review stuff idea take take content barely reviewed move plus nowhere near comprehensive website fix app like learn go trash app,voting,content r
636,636,163,2022-12-06 09:16:30,this is one of the best application for coding learners and especially for beginners just go and crack it..,5,,,SANJAY H R,POSITIVE,883107de-0649-49f7-b3b6-8e1865e48a21,https://play-lh.googleusercontent.com/a-/ACB-R5SZawCsLrCbuwLPOzOZl3WP_DB8BX-w_JXxqkLM6A,0.0,1.14.0,,,one best application coding learners especially beginners go crack,boosters,special
643,643,170,2022-12-03 01:08:20,"Cannot even sign in to the app as it keeps giving an error of incorrect email our password. Already followed the steps mentioned on the ""What information do I use to login to Codecademy Go?"" by resetting my password but to no avail. I am still unable to sign in. On the previous mentioned help article it stated that you would be supporting login with GitHub account in the near future... The article is dated from 4 years ago.",1,,,Ruben Mendes,NEGATIVE,49b0a5af-fa09-41be-8513-2e48cc81c790,https://play-lh.googleusercontent.com/a-/ACB-R5Q2DCdqeNyqLIv18g8mBpaybjN9BMJj90EJQvmiB8Y,0.0,1.14.0,,,cannot even sign app keeps giving error incorrect email password already followed steps mentioned information use login codecademy go resetting password avail still unable sign previous mentioned help article stated would supporting login github account near future article dated 4 years ago,status quo sloth,account
723,723,250,2022-10-19 01:31:08,"Can only sign up with google or facebook. Oh, and if signing up with google account, which is signed in on same device, still asks for the password instead of sending verification email. The whole point of signing up/in with google was to not have to remember all these flipping passwords!",1,,,Jennifer M,NEGATIVE,7998844a-0bd9-41f3-9f30-1bdbc7d0e896,https://play-lh.googleusercontent.com/a-/ACB-R5SWlsrshn2UbSJ8wWOT2o2tvR8Aj2M94ZPYxtD_dA,0.0,1.14.0,,,sign google facebook oh signing google account signed device still asks password instead sending verification email whole point signing upin google remember flipping passwords,status quo sloth,account
740,740,267,2022-10-06 09:12:23,I'm not able to change accounts..,3,,,Anoop S,NEGATIVE,ecd97b9e-0efb-4768-8b85-0f07b12c6e32,https://play-lh.googleusercontent.com/a-/ACB-R5QD2MVMxoP3cR9IVOMLVwdZajfW1IXWB8Qafcoo,0.0,1.14.0,,,im able change accounts,status quo sloth,account
865,865,392,2022-08-03 23:24:25,"It's a bit mediocre. It seems like this is meant to be used as an accessory to the main Code Academy experience, where you do the bulk of your studying online and then use the app to review certain tidbits. If you're trying to use the app as a standalone learning tool, you're not going to have a good time. I'm okay with that, personally. An accessory app can still be useful. The issue for me is that I encounter questions fairly often that are very poorly formatted.",2,,,solo,NEGATIVE,7acc556f-1002-4d16-83de-291b0ccc68c7,https://play-lh.googleusercontent.com/a-/ACB-R5RQCdE3WM3DGzii8feF_ue_TuWa3tOEHUYZTdQJqw,69.0,1.14.0,,,bit mediocre seems like meant used accessory main code academy experience bulk studying online use app review certain tidbits youre trying use app standalone learning tool youre going good time im okay personally accessory app still useful issue encounter questions fairly often poorly formatted,status quo sloth,person
888,888,415,2022-07-24 01:21:08,"Good for entry level, but that's about it. I'm only talking about Java, because that's what I used to try this app. If you're someone who can build a simple customer management program, for example, you're already beyond what this app can teach you. Would be cool to get some more advanced content.",4,,,Yakisoba Subs,NEGATIVE,83be6d8a-fe5c-44be-9578-15fe9446cb7c,https://play-lh.googleusercontent.com/a/AGNmyxaWXC6qwsPNQvjxeF3KBdbSdvrGR5X5067tnbYa=mo,0.0,,,,good entry level thats im talking java thats used try app youre someone build simple customer management program example youre already beyond app teach would cool get advanced content,status quo sloth,custom
969,969,496,2022-06-25 21:14:41,The app won't let me sign in via Google. I get the request in my phone to confirm that I want to log in and then an error shows up. The app is useless if I can't access the account.,1,,,Marci Ha,NEGATIVE,3729cca7-ff6e-4f3f-b09a-2c0f4e9fbe5b,https://play-lh.googleusercontent.com/a-/ACB-R5S9muI7V0_Kp-l7RO_pjEpKm3UJbDdshuQoXigcEmI,2.0,1.14.0,,,app wont let sign via google get request phone confirm want log error shows app useless cant access account,status quo sloth,account
1002,1002,529,2022-06-07 13:53:54,"This is perfect to keep your streak going when you cant get to your pc however the randomized lessons without context for the practice lessons is terribly confusing especially if it gives you questions not related to the 5 pieces of ""flashcards"" or when you havent gone over the entirety of all the material in that particular lesson and i become lost on what would be the correct answer",3,,,Kingdom4Crusher,NEGATIVE,530cd684-df40-4f7b-a7a9-365f93594648,https://play-lh.googleusercontent.com/a/AGNmyxZg8lT3aEesYmztrqyUA9Te3mzpDfbT7VZLS4s=mo,0.0,1.14.0,,,perfect keep streak going cant get pc however randomized lessons without context practice lessons terribly confusing especially gives questions related 5 pieces flashcards havent gone entirety material particular lesson become lost would correct answer,boosters,special
1007,1007,534,2022-06-07 05:38:31,Simple straight to the point but not too advanced To overcomplicate Keeps to improving the person not expecting everything at once,4,,,Keith Morse,POSITIVE,c24784b7-90e0-438f-a739-d12e7866e5aa,https://play-lh.googleusercontent.com/a/AGNmyxavTNu_q5kCbmdwKQMIESgPucObFCFQ39eUnRSq=mo,0.0,1.14.0,,,simple straight point advanced overcomplicate keeps improving person expecting everything,status quo sloth,person
1015,1015,542,2022-06-01 00:24:52,"While presumably far from the depth (and commitment!) of a CS degree, Codecademy is an easy entry point to learning popular programming languages. Delivered in bite-sized, and addictive, chunks of info, projects, puzzles, and quizzes, Codecademy provides the tactile feedback and quick dopamine rewards (✅, 👍👏'yay!'s, 'you got it!', 'Completed!') that make learning something you can do while pooping. Note: I hope to see fresh content regularly added, or I'm changing this review to 4 stars.",5,,,Gary McCloskey,POSITIVE,44faeb59-060f-4ad4-8b33-2d6909e88f93,https://play-lh.googleusercontent.com/a-/ACB-R5TjZAMdQbiU4V1OsuMw637ubu8a8mrOQVmXgiTw6A,84.0,1.14.0,,,presumably far depth commitment cs degree codecademy easy entry point learning popular programming languages delivered bitesized addictive chunks info projects puzzles quizzes codecademy provides tactile feedback quick dopamine rewards yays got completed make learning something pooping note hope see fresh content regularly added im changing review 4 stars,"torture breaks, voting","live, content r"
1024,1024,551,2022-05-24 08:45:20,Challenging! 😁,5,,,KATHERINE BULAC,POSITIVE,b2089dab-835c-4695-87ea-28a8ccef1306,https://play-lh.googleusercontent.com/a-/ACB-R5SKg0SOKTsELNqAK9JwczlyszPWLzCN60WTpeA074M,0.0,1.14.0,,,challenging,challenges,challeng
1157,1157,684,2022-03-11 17:56:07,Created multiple accounts with different emails approved them still couldn't log in tried my difference facebooks neither worked so uninstalled seemed sketchy,1,,,Rob,NEGATIVE,f718759d-db58-45de-b625-9a0719f8be93,https://play-lh.googleusercontent.com/a/AGNmyxavBbyE3s7zyBw-LAf7mmPnsBeWfNjrncPOvOtT=mo,1.0,,,,created multiple accounts different emails approved still couldnt log tried difference facebooks neither worked uninstalled seemed sketchy,status quo sloth,account
