,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language
22,c7bcdbc5-0cba-4332-b852-f6dff7200b5d,Hugo Camacho,https://play-lh.googleusercontent.com/a-/ACB-R5SlMW4t0xprxFVtDyvcHb32ih8ksCSoLlMuQ2zDkg,Excelente forma de aprender poco a coco,5,0,71.0.0,2023-03-12 14:04:11,,,71.0.0,es
23,78066e61-b0a3-43b8-9c4a-97318d50bb43,César Guerrero,https://play-lh.googleusercontent.com/a-/ACB-R5TQ7SCGgwjmNio3sSUts5EDhXeJsF_Va-SXUi4Y,Excelente app,5,0,72.0.0,2023-03-09 02:54:22,,,72.0.0,es
26,42677762-ab24-472b-9c0f-5f51c8a0cb0d,Jesus Sanchez,https://play-lh.googleusercontent.com/a-/ACB-R5T5ldWT11nEFvCXYp5OXaHmmzHnydr2zscYNINIrQ,Extraordinaria apo,5,0,72.0.0,2023-02-26 05:11:07,,,72.0.0,es
30,8cc26a82-b077-42f3-af2e-e1161f10c016,Andres F Nieto Grandas,https://play-lh.googleusercontent.com/a-/ACB-R5SthHG8xsH3Gxzin_7TofdWgcslNmWbEfw7m00aPgc,Me ha parecido bastante interactiva y con muchos desafíos me gusta!!!,5,0,71.0.0,2023-02-17 16:27:45,,,71.0.0,es
33,597fa8f5-c07e-4e65-8455-0599129992d5,Robert Hernandez,https://play-lh.googleusercontent.com/a-/ACB-R5TUu8YcMhblfpWjrAZxPnKHEzBw7gs3ePcHr4AF3g,Excelente contenido y muy amigable su uso.,5,0,69.0.0,2023-01-24 10:03:02,,,69.0.0,es
34,dc337cee-f9b0-44f0-89ba-8d808786864f,Jose Daniel Piñate Arguello,https://play-lh.googleusercontent.com/a-/ACB-R5Tq_TnRbP6s0TmhUcy3yzeXR1pbVK-R_LkAvzQ3dw,Excelente aplicación para practicar rápidamente cualquier curso en que estés desde tu cel en cualquier lugar,5,0,69.0.0,2023-01-22 21:57:31,,,69.0.0,es
35,163529c8-be29-4b59-8f17-b726a9af6022,Hernando Paez,https://play-lh.googleusercontent.com/a/AGNmyxbMXRr0_D3rwBV4-H8AnEA5kznPtYF607fOpmjH=mo,Excelente app y el contenido,5,0,69.0.0,2023-01-18 03:11:27,,,69.0.0,es
36,1371d0cb-77ad-4c75-af7f-a6bb82a6e0ad,Salvador Cuevas,https://play-lh.googleusercontent.com/a/AGNmyxbYB-_m0OQyNTBCmB-Jfw-NZbNmlIsT29leGG4v=mo,Excelente app si tuviera otros idiomas disponibles sería perfecta,4,0,69.0.0,2023-01-17 09:24:50,,,69.0.0,es
37,9037ed36-5f13-4e57-9055-3079b43979ce,Klaudhia Rodriguez Casas,https://play-lh.googleusercontent.com/a-/ACB-R5Q1oC_PA9-TR_ujZtwSTixd8rpa4UeyoM1jVqwnPA,"Una excelente opción, mejor que varios cursos presenciales, bien explicado, con ejemplos prácticos y una gran variedad de lenguajes",5,1,69.0.0,2023-01-17 01:17:03,,,69.0.0,es
39,6082d0ba-b422-47b7-899b-4ec6ca44a7e4,Christiam Arias,https://play-lh.googleusercontent.com/a-/ACB-R5SIFbLAa_L5qugBYSBiZHhNdiKnog7M2LoCmNg,Realmente es una buena herramienta para aprender y practicar lo enseñado día a día.,5,0,69.0.0,2023-01-10 15:45:09,,,69.0.0,es
41,a00ae4c8-7da6-4513-8395-2097819578e4,Xavier Calva,https://play-lh.googleusercontent.com/a-/ACB-R5RuLya4x_SYHNTwcTcUVpWijzSbkRnsbeyJKLL5jPE,La plataforma ideal para aprender y profundizar en temas de analítica de datos.,5,0,69.0.0,2023-01-05 03:43:48,,,69.0.0,es
42,13fb6051-4c1a-469e-aede-71916d27413d,César Alfredo Ramos Millán,https://play-lh.googleusercontent.com/a-/ACB-R5T5_Txnf-CJNma90CXEi5LxQt7p5FaGyKXSHAEKWVM,Hasta ahora los cursos super bien explicados y estoy aprendiendo. Lo único malo es que hay cursos que no están disponibles en la aplicación.,4,1,69.0.0,2023-01-04 05:09:38,,,69.0.0,es
45,391c5caa-71ca-4c6c-ba7c-6f0adef6daeb,Victor Arias,https://play-lh.googleusercontent.com/a-/ACB-R5TUMMXXyKGKmPv3OZOqqXV6lcThQ1YTcpV_KHbT8w,Fascinante para beginners en el mundo de programación,5,0,68.0.1,2022-12-29 02:49:58,,,68.0.1,es
46,c69bc7eb-d48d-44f3-bcc1-292dc7c2b3d2,Leandro Battista,https://play-lh.googleusercontent.com/a-/ACB-R5Q-6rF5V1UdpwCg7GU7iGaoIPfPVNfz-g063a2QSg,Excelente app. Me gustaría que esté traducida al español. El contenido es muy técnico algunas veces y se complica hacer los cursos.,5,2,68.0.1,2022-12-27 13:44:28,,,68.0.1,es
48,975f0a4c-45f8-4c27-b340-8e4e574721b2,Lucas Gomez Straface,https://play-lh.googleusercontent.com/a-/ACB-R5SGEmw4YrHywemROMpN3XMen3zRDdm2jVpaRYG9YQ,Por ahora todo perfecto,5,0,67.0.1,2022-12-17 12:34:39,,,67.0.1,es
49,437070c2-373a-448c-b59b-9be4d561d4aa,Alejandro Cruz López,https://play-lh.googleusercontent.com/a/AGNmyxaYzE8BdKxitV7P6CykRV8zjjtXFu9oCwaRBWG1=mo,Plataforma muy muy buena para aprender todo lo relacionado a datos.,5,0,67.0.0,2022-12-09 20:06:34,,,67.0.0,es
50,a546b2f1-b185-433e-8df2-8a2259cfad43,Alberto González,https://play-lh.googleusercontent.com/a-/ACB-R5S4rkoOBmRXNF3TOU3zVo5E0DtoU13untQuw5MY1g,Excelente material y una gran variedad de cursos y certificados,5,0,67.0.1,2022-12-09 18:04:39,,,67.0.1,es
57,8f3f2a25-21d7-4925-bf37-01e02b10db13,Kenneth Cárdenas,https://play-lh.googleusercontent.com/a-/ACB-R5SonUDaYYDFRR3a1CEcQOyx3ALgcutqwyd-zeflKQ,La aplicación es una gran herramienta de aprendizaje de Datacamp,5,0,65.0.0,2022-11-18 03:38:19,,,65.0.0,es
59,1f045752-6ca8-4b96-9701-4e978a3e3f60,Sofi Herrera,https://play-lh.googleusercontent.com/a/AGNmyxYCWmEC8qKwkMlr8iObuSnPPcHYyur3MDv_SZk=mo,"Excelente aplicación, nada más que agregar.",5,0,,2022-11-14 04:07:10,,,,es
69,9b2b82cd-6a9d-47e5-af83-65a54d84d686,Juan Francisco Neculman M,https://play-lh.googleusercontent.com/a-/ACB-R5SyC6K3UYwTjRPJg7u-dOfEWP6czEBDyUlXBaDe7A,Muy útil para mejorar habilidades en programación,5,0,62.1.0,2022-10-03 02:50:08,,,62.1.0,es
72,608db3bb-5b6a-4c35-8f8a-1352e9933dcc,Andrés Felipe,https://play-lh.googleusercontent.com/a-/ACB-R5TDiWdEGhUgPD6WNMsVpnhhkdJCnBQT4_UCk-6JdJw,"Excelente aplicación, nunca presenta errores.",5,0,61.0.1,2022-09-27 17:17:07,,,61.0.1,es
73,ceb93df0-9dfd-44f1-9f9a-7aef9c3fb83f,Victor Machuca,https://play-lh.googleusercontent.com/a-/ACB-R5RcLihCf4o7D6v96lvA0Jy-wxxY4rZKh5Ipo6c6,Muy buena para iniciar desde los conceptos básicos. Y de paso para practicar el inglés.,5,0,61.0.1,2022-09-25 13:29:48,,,61.0.1,es
75,480fa099-5793-440d-a166-89da9815d7a5,Gautama Zen,https://play-lh.googleusercontent.com/a/AGNmyxb05DJrHtaQq_K2STDWdtFCkwEETSoaFQWXGCKP=mo,Muy practica y util para los que vamos empezando en el mundo de la programación,5,0,61.0.1,2022-09-17 17:13:12,,,61.0.1,es
77,e879385e-1327-4002-b074-8e8e8dba1952,Albert Shamir Galvá De Jesús,https://play-lh.googleusercontent.com/a-/ACB-R5Trfz9yTW8slikIsEwGt-2gbyQJ7qy2w_YUlYyiIw,Personalmente creo que es de las mejores herramientas de aprendizaje que he utilizado.,5,0,60.0.0,2022-09-14 11:51:55,,,60.0.0,es
79,137bd1d3-eac8-4aca-9787-2dc87426df93,Damián Leandro Laboral,https://play-lh.googleusercontent.com/a-/ACB-R5SF8BhpdD9LY8S4twFiUdRF5U7RavStkEbLnV4R,Funciona muy bien. Está todo conectado y muy intuitivo. Ideal para seguir con las clases mientras viajas al trabajo o volvés a casa desde él.,5,0,60.0.0,2022-09-09 08:51:03,,,60.0.0,es
81,28db2029-08c3-4ca9-b9c3-62868206e7f3,Joel Rodriguez Diaz,https://play-lh.googleusercontent.com/a-/ACB-R5R7T539nxtvkkthHUA8jcKsvLqN_iA0Cd2DmIW7zw,"Trabajo datacamp en mi laptop y también en tablet, esta versión móvil es muy rápida y estable",5,0,60.0.0,2022-09-01 19:05:42,,,60.0.0,es
82,7a468fc4-08ca-4807-90f1-e69f8ab4ba5b,Sherly Steele,https://play-lh.googleusercontent.com/a/AGNmyxaskw-TpgMYvo8LcHZSGkUhWNnvdsGhCuFNgTl8=mo,"Excelente aplicacion, muy facil de usar y el contenido esta muy bien organizado",5,0,60.0.0,2022-09-01 15:13:40,,,60.0.0,es
83,b40a6db0-af52-4f25-810f-879d6e1e1001,Kenneth Guerra,https://play-lh.googleusercontent.com/a-/ACB-R5Sc8zwKkVk_gGKZl1xZWV1RrjrmO-qEUEFdmbWhHQ,La mejor plataforma para aprender slq,5,0,60.0.0,2022-09-01 13:23:06,,,60.0.0,es
86,34d193eb-09c5-4061-a65c-0783b36930e2,Nicole Barahona,https://play-lh.googleusercontent.com/a-/ACB-R5TBs-yRn4AvHnHTpc3rri1oEj13N_uiRG9uj4zt0w,"El contenido es muy completo y útil. Además, tiene muchas funcionalidades buenas para practicar y proyectos interesantes.",5,0,59.0.0,2022-08-22 23:57:49,,,59.0.0,es
89,25bdfdb3-ee73-4be6-9642-46f1d13b5be3,Diego Armando Gomez Hernandez,https://play-lh.googleusercontent.com/a/AGNmyxZNa7x8lFQNXtjBXqE-OTQpm_LEhtNTFIcsf-Jc=mo,App practica y sencilla de manejar.,4,0,59.0.0,2022-08-20 00:29:10,,,59.0.0,es
90,6b42f57c-8f47-41ba-8338-217a97533b30,Daniel Zamorano,https://play-lh.googleusercontent.com/a-/ACB-R5Qft4R2P0lMxBwNr7QJYtkDdruAVYnqEyCH153m5A,"Es una maravilla, la verdad. Estás sujeto al hecho de que sea una App, por lo que el aprendizaje va a ser más paulatino si no pagas, pero tienes una cantidad enorme de recursos de primera calidad a tu disposición para aprender una gran parte técnica de lo que se usa en ciencia de datos. Lo único que no tiene en versión móvil que sí está en navegador es la parte de los empleos, pero entiendo que no es la intención de la app, por ello no le quito ninguna estrella. 5 *",5,4,59.0.0,2022-08-17 15:17:00,,,59.0.0,es
91,c1a1c6a5-5cb3-4ecd-aaed-9f312e820ffc,Arienne Cardtor,https://play-lh.googleusercontent.com/a-/ACB-R5TsPAItV6xVZ-cYmH6W45KpFhzJ-baBuF5BGNEobw,Excepcional. Una plataforma completa. Totalmente recomendada.,5,0,59.0.0,2022-08-17 02:47:31,,,59.0.0,es
92,022ce5f4-802b-49bb-b062-cac9e6e003b4,yata garasu,https://play-lh.googleusercontent.com/a/AGNmyxZbAAJuQr4GyY6lOJ2dAnbWAw0y8kRl-uTGeOvT=mo,"Super util de llevar siempre encima. Para practicar cada día. Los videos prefiero verlos cuando puedo tomar apuntes, pero los ejercicios pueden ayudar a revisar en cualquier momento. Recomendado",5,0,59.0.0,2022-08-16 20:17:57,,,59.0.0,es
93,1416b5ae-bbec-4980-9fa5-deca863eef20,Hellen Gallegos,https://play-lh.googleusercontent.com/a/AGNmyxb2mGMMMDsKuMEs_LyGcvWb04uoY4PH6ONIsJ1z=mo,La app es muy fácil de usar y te permite seguir desde donde te quedaste si también usas la versión web. Lo que no me gusta es que no muestra en un sólo lugar los cursos que tienes en proceso.,4,1,58.0.0,2022-08-14 00:35:51,,,58.0.0,es
94,5eede84f-02c2-4a85-ba27-ac61efbd81de,Antonia Pache,https://play-lh.googleusercontent.com/a/AGNmyxb0HSsvcAj-aeLodSs_YwnLuoOCXq_j7IlDw54A=mo,"Para quien le interese la ciencia de datos, esta es una buena forma de practicar todos los días.",5,0,58.0.0,2022-08-10 00:14:41,,,58.0.0,es
95,b65f8a38-5a9a-4e16-929b-395357ac3576,Arnaldo Semidei,https://play-lh.googleusercontent.com/a-/ACB-R5TA3Z5yvyFVd7g3SCArwfIAwcaIEttmOykWKo5jRw,Excelente la aplicación para el aprendizaje,5,0,58.0.0,2022-08-09 02:18:20,,,58.0.0,es
96,1db2d1de-0914-496a-ae01-881cb8887d41,Gammeran,https://play-lh.googleusercontent.com/a-/ACB-R5RSYJ8uYMbKG18Fk3mdyXNY4WmOC27Y8gL7rtRmWA,Muy útil,5,0,58.0.0,2022-08-02 00:01:19,,,58.0.0,es
97,e87a044a-79fe-4a06-bc75-89fd551a6244,José Alberto Armas Abreu,https://play-lh.googleusercontent.com/a/AGNmyxaIdZgHvfuR8p0PPsSEDYAIogHN9zC1KHIhrF3g=mo,Excelente manera de comenzar a aprender Python.,5,0,57.0.0,2022-07-24 12:26:52,,,57.0.0,es
99,01c58ba2-5988-41b3-aafb-3eafe1b23ec8,Lucas Rosso,https://play-lh.googleusercontent.com/a/AGNmyxagK8J_5QUsg-0gLiM1SUGqvZ7GspdqcqfVxadi=mo,Solo llevo dos semanas utilizandola. Pude recorrer algunos tramos que fueron muy claros para explicar la labor dentro del enorme mundo de la data. Hoy estoy probando el programa de SQL el cual también está muy bueno pero si no estás pagando por la suscripción hacer una lección cada 9hs no rinde y es quizás útil como para complementar. En esta semana de libre acceso a todas las actividades como suscriptor puedo decir que me gustó muchísimo la didáctica que manejan.,5,8,57.0.0,2022-07-21 17:32:18,,,57.0.0,es
100,04edf492-8ed3-45b9-ab74-ae839502c9e1,Ignacio Lew,https://play-lh.googleusercontent.com/a-/ACB-R5Q2Yiy_oJT29TzHMasSCQk--DyA-X9l4LDduvOxFg,Excelente metodología y muy completa. Totalmente recomendable,5,0,57.0.0,2022-07-19 03:02:24,,,57.0.0,es
101,d48edd1e-668e-4940-a6db-d2da9226555f,Maico Bernal,https://play-lh.googleusercontent.com/a-/ACB-R5QuM8ApuuT-zEYoINtQBuP7ODEsg4CuRi6oPjxKQNU,Es una gran plataforma para aprender los lenguajes de programación más utilizados para Data Science. Hice los tracks de Python y SQL por ahora y estoy muy contento. Las actividades prácticas diarias para repasar contenido y la posibilidad de trabajar en bases de datos es un complemento muy útil para practicar. Los felicito por el contenido y lo súper recomiendo,5,9,56.0.0,2022-07-18 22:41:48,,,56.0.0,es
103,85f52a27-19f6-497f-859d-18b4322530a5,VICTOR MAESTRE RAMÍREZ,https://play-lh.googleusercontent.com/a-/ACB-R5TutHB1X6dIp6PvQP3YXOkJFapw7Rnx4lh0GOa8Ag,Excelente aplicación para el estudio de la ciencia de datos.,5,0,56.0.0,2022-07-10 11:42:16,,,56.0.0,es
104,42d70970-2460-4352-ac88-de5fd39fe081,JUAN PABLO HERRAN,https://play-lh.googleusercontent.com/a-/ACB-R5Qwe6lU13w-CUm5xiiQmBEPuHtc0FLf1UkyEnVPOw,Buena aplicación para aprender,4,0,56.0.0,2022-07-10 04:30:06,,,56.0.0,es
105,147c482d-639e-428f-9c60-8322e344eb42,Gigan Laborda,https://play-lh.googleusercontent.com/a/AGNmyxbQD6YRNg0z37r869NkU1LlBFCrXfT4G7mgz_gN=mo,"Tiene buena pinta, pero no tiene versión en español",2,0,56.0.0,2022-07-09 21:54:04,,,56.0.0,es
108,2eb0310f-f22e-4186-a895-b3a5a8d5e35a,Christian Petersen,https://play-lh.googleusercontent.com/a-/ACB-R5S5noggBGEhJntrPKFLk9fbt7vsMKEIwpOzChrGEg,Excelente para entrenar habilidades,5,0,56.0.0,2022-07-09 11:49:43,,,56.0.0,es
110,20679baa-f1ff-4752-8e8b-7571e77f0d4d,Nicolas Duran,https://play-lh.googleusercontent.com/a/AGNmyxZzrE6_Oek08uXE_nBUl2HOE32oww3Cv-dxL6Uw=mo,"Es perfecto, me sirvio mucho",5,0,55.0.0,2022-07-01 22:34:41,,,55.0.0,es
111,fd75d142-0ba7-45be-95a1-226fca4614fc,capacitese para el exito,https://play-lh.googleusercontent.com/a-/ACB-R5SUbfP7GkQJf5esy6ypCIhNd6Rz3vefWJ17jE03tA,Se aprende en la práctica. Excelente!,5,0,55.0.0,2022-07-01 15:05:13,,,55.0.0,es
115,03ab3f58-0b63-46c2-998b-0e2ff4923ad9,Néstor Alejandro Orlando,https://play-lh.googleusercontent.com/a-/ACB-R5TV3dMbe_SqTHr1fGUJLdjPLWVrPs-qroHrENc0XgU,Exelente !,5,0,55.0.0,2022-06-27 02:26:21,,,55.0.0,es
117,e9088106-d831-42a1-8fb7-ebc3d4cf6b56,Bernardo Mira,https://play-lh.googleusercontent.com/a/AGNmyxZlir-DPMu4I62PvWyPF3qXkT6Wh2BQdDU1oMJeuU8=mo,"Me encanta poder practicar, replicar de una lo que aprendo. La cantidad de cursos y su gamificación que facilita el aprendizaje y te engancha. Excelente para iniciar en el mundo de los datos.",5,5,55.0.0,2022-06-21 01:30:31,,,55.0.0,es
121,13ff6e27-650b-4157-9d31-86fe766405bb,Daniel Juárez,https://play-lh.googleusercontent.com/a-/ACB-R5QZBVqsIdCjo30AxGQfTGvngpBmdrrkhAeBfcbb9Q,No tiene mucho que la actualizaron y esta mucho mejor.,5,0,,2022-05-18 17:23:26,,,,es
125,c81b4082-ef74-4f7a-ac2e-ad694d1f6468,elmatemario11,https://play-lh.googleusercontent.com/a/AGNmyxZm_w0pJ6KBDUEVlbe2vVN5ISB8sXgr4efEYw46=mo,La verdad es una muy buena app para empezar desde cero a programar. Me encanta. 5 estrellas,5,0,52.0.0,2022-05-08 16:42:43,,,52.0.0,es
128,879448ab-992e-4c9f-ba5c-23fd477dbb1c,Miguel Velasquez,https://play-lh.googleusercontent.com/a-/ACB-R5R5ze1hnPGIzasiDzatF5aolSjT-IBuJXGEdqhqvQ,Muy buena herramienta.,5,0,45.2.1,2022-04-28 12:13:09,,,45.2.1,es
129,a79aa53b-df9a-4ef0-b4b2-38d85b3c7550,Mónica Alejandra Táquez Delgado,https://play-lh.googleusercontent.com/a-/ACB-R5RrydfGVI0LeYR4hajGPqdhojYtoe7r-WiD16ADLyw,Excelente aplicación para aprender phyton. Muchos ejercicios para practicar y hay de todo tipo de cursos para seguir profundizando.,5,3,50.0.0,2022-04-25 21:32:53,,,50.0.0,es
132,17c85112-9c8e-4cd2-a656-abe0cd6229bc,Scarlett Jurado,https://play-lh.googleusercontent.com/a/AGNmyxZlQ4YzaHPBUwNDCilz19GdKGiWQg3t03S8eSq9=mo,Fantastic,5,0,50.0.0,2022-04-18 03:30:09,,,50.0.0,es
133,d825ffba-8281-45b5-980b-d337fd87b305,Larissa Kariakin,https://play-lh.googleusercontent.com/a-/ACB-R5R17bh39oUUjpbqhRZtgZ15KwWodYUOXuKmC36g6A,Permite una introducción bien clara al mundo de data science. Le agregaría la posibilidad de escoger el idioma. Pero está muy bien para el que sepa inglés intermedio.,4,6,50.0.0,2022-04-17 19:14:03,,,50.0.0,es
134,8555089f-1479-4244-a90f-e47e279ba57c,Gabriel Manrique,https://play-lh.googleusercontent.com/a-/ACB-R5Qcf-QyVv0lZmoXfFoWIlcIKQ0c_1EhxTLcmO4bPg,"Excelente app para complementar con tu experiencia en datacamp, me ayuda a seguir practicando aún cuando no tengo cerca la computadora.",5,0,50.0.0,2022-04-16 19:28:51,,,50.0.0,es
137,ab443644-a14c-4af9-a2fa-eb6ea5c52057,Rodney Chancusig,https://play-lh.googleusercontent.com/a-/ACB-R5QzvDOd6uPHaD1N2qRUsa7r1Sd0P74OwV1KwnDnqg,Muy amigable y funcional,5,0,50.0.0,2022-04-10 13:19:19,,,50.0.0,es
138,0bc7fa73-e478-4945-babb-94007a31e9ba,Francisco Monserrat,https://play-lh.googleusercontent.com/a/AGNmyxZHgta-ewHD7j1Bxvr636XJAno5FStcqtIiSONi=mo,Un espacio magnífico para introducirse en el mundo de los datos y la programación.,5,0,49.0.0,2022-04-08 16:11:41,,,49.0.0,es
139,ec454f08-043f-436f-ad39-0a9ba4462fe2,Juan Vásquez Aquino,https://play-lh.googleusercontent.com/a-/ACB-R5R10xzRZTlx8I-Hmx-MZrViNdqMebwct2cgSGXt,Los cursos son muy buenos con diversas actividades para practicar y seguir aprendiendo incluso en los fragmentos gratis.,5,1,49.0.0,2022-04-08 02:33:56,,,49.0.0,es
140,b50ddb67-6236-446e-b8f2-349dcf70faee,Naizabeth Melendez,https://play-lh.googleusercontent.com/a-/ACB-R5R89j4tIxvajhZDnz7v-q-V6o6ivQUsoMPzGIKAXy0,"Me gustaría que el tiempo de espera fuese un poco mejor, de hacer eso le doy 5 estrellas",4,0,49.0.0,2022-04-04 19:52:10,,,49.0.0,es
144,6341eb18-019c-4f69-baeb-afac80ba6f50,Mar Mariles,https://play-lh.googleusercontent.com/a-/ACB-R5SXeiW7K_Gpomx8RIvmV_14Fyr1rf90kfhi20iQ1A,Te sirve para practicar muy fácil,5,0,49.0.0,2022-04-01 15:26:07,,,49.0.0,es
145,ed3b10cb-e53a-453d-b3c3-4d73750bb68c,Steve Morales,https://play-lh.googleusercontent.com/a/AGNmyxZ6g_pJoEgAVw9TrJ7o_QJCjzSTzAIornWYWnyM=mo,"La app está muy bien diseñada, fluida y sincronizada con tus avances. Todo está muy bien explicado. 10/10",5,0,,2022-03-31 22:25:05,,,,es
146,b532b2ca-b99d-45a3-9d42-3bf822986fd0,Guillermo Reina,https://play-lh.googleusercontent.com/a/AGNmyxZGg7VkRQCslyA4kITA5GIeG8qZHEBwI8RRpemF=mo,"Mantengo el seguimiento de mis cursos en esta aplicación, me encanta por la interfaz de usuario que tiene :D",5,0,49.0.0,2022-03-31 06:00:46,,,49.0.0,es
147,14a90f92-302f-4506-8661-808231498b8b,Andres Moles,https://play-lh.googleusercontent.com/a-/ACB-R5TChCNumO9caSrFbgjbuMzdGO-SPZuYFB50SbTw,La app perfetta. Un corso interattivo come deve essere nel 2022. Avete flashcard e ripassi programmati. Meglio di un classico videocorso su udemy. L'abbonamento é spesso in offerta ma gli studenti possono provare 3 mesi gratis usando git-hub studio,5,0,49.0.0,2022-03-31 03:20:41,,,49.0.0,es
148,86259a82-0154-4e00-8185-6a56f7f4fbae,Pablo García Bonilla,https://play-lh.googleusercontent.com/a-/ACB-R5QqtiOOZ0lcckME6rQrlL2AS7g6fhffy5UhGIHsyA,"Excelente app, muy fácil de entender",5,0,48.0.2,2022-03-28 00:43:58,,,48.0.2,es
149,a3cbcba5-29fb-400e-b4eb-c4c99d18d591,Eduardo Martínez,https://play-lh.googleusercontent.com/a-/ACB-R5SC78UrSWIpalN-6KDo8YotNy6jvSDAlWybIgLjRw,"Me gusta mucho la aplicacion tiene videos y un simulador donde puedes correr las pruebas, a mi me agrada que este en ingles ya que ese es un motivo para seguir practicando mi comprencion lectora.",4,0,41.2.0,2022-03-27 03:04:33,,,41.2.0,es
151,b465b932-2c65-4b4d-a555-47f227e50503,Ruben Martin,https://play-lh.googleusercontent.com/a-/ACB-R5R-4npm93G79rvJt7ka2R0f0eVxLCXQat2jR4Y3,Estoy aprendiendo mucho con esta app. Esta muy bien diseñada🙂,5,0,48.0.2,2022-03-20 20:27:20,,,48.0.2,es
153,7e8a743f-77d2-4af6-8878-23106f2a5c2d,Ricardo Olalde,https://play-lh.googleusercontent.com/a-/ACB-R5RUBet3v6MWHwFNHlLqaeTRXH-ccmT42bhNXZ_nUw,Una aplicación perfecta para aprender,5,0,48.0.2,2022-03-15 19:15:23,,,48.0.2,es
