Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_synonym
73937,44da77a6-0365-43b3-a546-230a3e2d7bb2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Thumbs up all around to this easy to use, clear as glass, instructive and helpful app. Would highly recommend this for beginner coders.",5,0,1.2.7,2019-01-02 15:08:28,,,POSITIVE,Thumbs up
76337,1c9f70ca-ac57-4b52-8369-6bb58741e3de,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Breaks it down into simple terms for beginners. Little childish but good for starting out,4,0,1.2.4,2018-12-11 08:38:41,,,NEGATIVE,Breaks
76576,35ae14a2-ab58-4235-ade4-fef6287e3ef4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Loved the UI and the app itself. Thumbs up.!!,5,0,1.2.4,2018-12-08 15:58:27,,,POSITIVE,Thumbs up
77029,637798c5-06f0-4168-8e4a-8c9ed051f2eb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Liked the app and its way to teach the concepts. Daily challenges are awesome. This will definitely improve my skills. Great app. Keep it up.,5,1,1.2.4,2018-12-05 03:30:37,,,POSITIVE,Daily challenges
80918,19c053d8-a12c-4baf-a15b-f32bf38a7841,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Breaks it down simply to help understand,4,0,1.1.8,2018-10-24 05:25:36,,,NEGATIVE,Breaks
81024,6f67373d-c226-41ac-8c38-199c2f2d45e8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Thumbs up,5,0,1.1.7,2018-10-21 20:32:56,,,POSITIVE,Thumbs up
83876,c494aeef-c7e0-450c-b756-f6ea1311b4c6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Easy to understand. Breaks it down well,5,0,1.0.10,2018-08-26 06:01:59,,,POSITIVE,Breaks
84236,fadd1fe7-e330-477c-b739-10a33b5ba1b5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This is amazing and helps me better understand the programming concepts I've been struggling to comprehend. Thumbs up!,5,0,1.0.10,2018-08-21 07:29:00,,,POSITIVE,Thumbs up
84519,02260ab3-2053-45d8-b64a-e1b86518189f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Easy to read and simple to use. Breaks down everything in small chunks so 
the info is not too overwhelming.",5,0,1.0.10,2018-08-17 20:35:56,,,POSITIVE,Breaks
85992,b29c5954-549c-491e-aaa9-9a8fe23e504e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Well. I am not used to write reviews on apps actually. But this app is 
satisfying me so far. I guess it is so underrated, but I hope it would be a 
huge improvement if you tried advertising. Really useful and easy to use. 
Thumbs up developer and keep it up! (Who would imagine I may be writing a 
review? :D Edit: Wait wait! I just opened the app right now and you need to 
pay to complete the course. You are allowed to use 2 lectures then the rest 
are paid. I don't like it, sorry dev.",2,60,1.0.5,2018-07-19 20:25:34,"Hi Abdullah. Many thanks for submitting your review, your feedback is much appreciated. We are glad to hear that you like our app and that you find it really useful and easy to use. Yes, only the first two lessons of each course is for free, as this is how much free content we can afford while paying rent and salaries. Have a nice day! Cheers!",2018-07-23 04:29:17,NEGATIVE,Thumbs up
