Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_synonym
14717,62ad61bf-faf1-4b6f-a3c0-16c6f1ec76d9,Tyler Schneider,https://play-lh.googleusercontent.com/a/AGNmyxZDqupsNfjDzJhEvDvFAvXDUB0F_B4WXJ58GYfS=mo,Always wanted to learn programming. Its simple yet informative. Breaks its down for quick easy study. Highly recommend for beginner's.,5,2,5.1.35,2020-12-11 15:20:38,"Dear Tyler Thank you! We are pleased that you have enjoyed learning with us. We sincerely appreciate your insight because it helps us improve ourselves If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better. -JP",2020-12-12 06:52:42,POSITIVE,Breaks
18142,a67117f2-bef9-4561-855f-d4ff21de5015,Michael Ofoma,https://play-lh.googleusercontent.com/a-/ACB-R5Ri0m2FnR6I0rP4dr8Jn1JCMBQVKCZfuy363-1c,Awesome app. Easy to learn. Thumbs up to the developers,5,0,,2020-09-10 03:03:27,"Dear Michael We're glad that we have been helpful to you. It is our goal to make your learning experience truly delightful and enjoyable. Do recommend us to your friends too! :)If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you! -JP",2020-09-11 06:11:19,POSITIVE,Thumbs up
21986,d20befc0-dd30-4764-a226-0abeabb37c1b,Ogbonna Sunday,https://play-lh.googleusercontent.com/a-/ACB-R5RbocBNph55KC4V5BAiNLr3wsGgMggVEvAO_9lO6Q,"So far the most productive programming language learning application I've seen....walks you through the basics and fundamentals of each programming language for just a token..I really love this app. I've been struggling with JavaScript for over 2months now, but after upgrading to pro, I now have a clearer idea on how JavaScript works and it's basics. If they was a space for 10 stars rating, I would rate this app 10 stars...Thumbs up to d developers. You've done a great job..",5,5,5.1.3,2020-06-25 10:51:41,"Dear Friend Thank you so much for an awesome review , it gives a more joy and boast to work harder to deliver the best after reading the words from you Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com -JP",2020-06-25 12:43:27,POSITIVE,Thumbs up
22087,5963a812-0c95-4954-91c0-f02f8dee30a4,Yixin,https://play-lh.googleusercontent.com/a/AGNmyxYcDFzdiITwbj54N5PImRW6HN9WBZeSmJ2aSE8u=mo,"Excellent app to pick up and learn useful tech skills in a relatively short time. The certification adds as an extra incentive to complete the course. The syllabus structure is clear, concise and palletable for understanding. I just completed a Python 3 certification course in a day. I feel so satisfied with my progress. A highly recommended app. I also appreciate the company's kind gesture to support individuals' learning during this Covid-19 period by giving a generous discount. Thumbs up!",5,18,5.1.4,2020-06-22 13:12:22,"Hey Yixin, Thank you very much for your feedback. We strive to provide you with a constantly improving content and services so that you'll always have an amazing learning experience with Programming Hub! If you need any assistance, please get in touch with us at Hello@prghub.com and we'll be very happy to assist you :) -JP",2020-06-22 14:16:52,POSITIVE,Thumbs up
26437,e1d9dfa6-abaa-4ffa-afe4-4727c41db2bf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,A very useful app that arouses interest in the evolving world of IT. Thumbs up!!!,5,0,5.0.32,2020-02-07 14:05:11,"Dear Mdz,
We're glad that we’ve been helpful to you. It is our goal to make your learning experience truly delightful and enjoyable. Do recommend us to your friends too! :)If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
-SV",2020-02-07 22:51:16,POSITIVE,Thumbs up
26512,e91b2b21-ab68-4f3c-b678-4862584a6a27,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Breaks down coding in a simple way to a new learner. So far so good :) I am having one little issue on my GooglePixel4, the keyboard responses are we complicated where I have to remove the keyboard to enter in the response and move along.",5,0,,2020-02-04 19:26:15,"Hi Christena,
 Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
-HD",2020-02-04 21:24:24,POSITIVE,Breaks
27676,bbaa7fa8-f8b4-4117-98c4-a0dcb309db3e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's very detailed for a beginner! It's a great app for a newbie like me start from a scratch. Thumbs up!,5,1,5.0.26,2019-12-26 06:10:30,"Hi Jonathan !
Thank you for your wonderful feedback! Our goal is to make your learning experience with us enjoyable and straightforward. Do recommend us to your friends too! :) If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
-PA",2019-12-26 13:31:53,POSITIVE,Thumbs up
30430,f205a04e-9433-4155-a14c-30c73a88cf97,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I have and I'm learning a lot from the app. Thumbs up to the devopers and all the Programming Hub team!,5,0,5.0.13,2019-09-08 11:18:06,"Hey David,
Wow! Thank you very much for the review . We are glad that we were able to help you out with your learning process.Please reach us out at Hello@PrgHub.com if you need any assistance, we will be very glad to help you out.Please recommend us to your friends and relatives.
-NY",2019-09-08 13:21:51,POSITIVE,Thumbs up
30532,f7f68de6-0f4b-4849-879b-289600269b91,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This platform is great for getting started in different topics. The service team has been great as well. Thumbs up.,5,1,5.0.19,2019-09-05 11:19:39,"Hi Justin !
Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
-PA",2019-09-05 11:15:18,POSITIVE,Thumbs up
31066,4df3a608-6eea-4a30-aacb-8bd4fe69352b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I am giving a 4 stars. would have given 5 stars but since I am just beginning to use this app I still have a long way to go to enable me determine if it's worth a 5 star but so far, I am impressed. Thumbs up.",4,1,5.0.18,2019-08-19 01:34:32,"Hi Ndubugo !
Please take your time to browse through our wide variety of content. If you think that we deserve a 5-star review, then please don't hesitate or kindly let us know how we can improve further. Feel free to reach us out at Hello@prghub.com if you need any help and we'll be very happy to assist you! :)
-PA",2019-08-19 04:07:58,POSITIVE,Thumbs up
38670,ec44bb2c-6dfe-47d4-b402-ea07a6b44121,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,An awesome app. Thumbs up guys,5,0,5.0.8,2019-01-09 05:56:50,"Dear Friend, 
Thank you very much for the review and your feedback is of a great value for us. We are glad that you are happy with our application. Keep loving and supporting us. We will definitely keep you satisfied and provide you with the best learning experience.
-SS",2019-01-09 11:36:48,POSITIVE,Thumbs up
39955,60ee02ec-8d33-4bf5-93ea-0e5c7026329e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Downloaded and paid for upgrade only for it to repeatedly crash. Feedback 
already emailed. 1 star until fixed. Edit: Increased to 3. I'm a sucker for 
niceties.",3,0,4.2.5,2018-07-09 07:05:46,"Dear Shia,
We sincerely apologise for the inconvenience caused. We would like to know whether the issue has been resolved or not. We would kindly request you to update to the Latest Version of the App 4.2.6 as soon as it arrives. If you still face any issue, please get in touch with us at hello@prghub.com. We will look into it ASAP.
-SS",2018-07-30 05:34:31,NEGATIVE,Feedback
40715,ba1f2550-2e0d-4db4-8195-d5cf770fbc6f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kudos to the developers.  A good application for the beginners. Thumbs up if you are pursuing OCJP and other such certifications.,5,1,2.3.4 - 2014.04.27,2018-01-29 06:16:26,Thanks Jishnu. If you love this app please support us by rating 5 stars. :),2014-03-10 01:25:12,POSITIVE,Thumbs up
42643,3e8e790e-8d6d-4617-91e9-a1af9fadb16f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Thumbs up for developers!!!,5,0,3.1.6,2017-03-05 21:41:01,Abhishek Sengupta Thank you for your appreciation. ☺,2017-06-28 05:29:47,POSITIVE,Thumbs up
42952,9595696c-9aff-4f78-b81e-9d5fd8afd600,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Decent enough app. Surveys don't appear to work and prompt you to download an app. Otherwise works well.,4,0,3.1.6,2017-01-29 22:42:19,"Dear Aaron,
We apologize for the inconvenience caused, we are taking the survey in order to provide you a more better platform. Typeform is just a website where you have to give the survey, you do not have to install any app for that :)",2017-01-26 00:02:49,NEGATIVE,Surveys
44904,b7579878-9140-4c07-b08b-888fe96e19cb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app is so amazing. Easy to use and contain basics of most used programming languages. Thumbs up!,5,10,3.0.2,2016-04-05 09:38:08,Thank you so much Faysal :),2016-04-08 04:43:00,POSITIVE,Thumbs up
47063,99033e59-3f37-4b79-93a1-c204c41af506,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very good stuff. Thumbs up. Love it,5,1,2.6.8 - 2015.08.6,2015-08-08 07:44:03,Thank you Francis :),2015-08-08 15:47:31,POSITIVE,Thumbs up
47676,13fc5b96-8ba2-41b3-a4f7-cb1006b5a9d6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Thumbs up.,4,0,2.6.1 - 2015.03.03,2015-03-17 13:58:14,"Dear Yogesh Thank you for your appreciation. If you like our work, please support us by giving 5 star ratings. It means a lot to us.
ND",2017-07-25 08:37:58,POSITIVE,Thumbs up
