Unnamed: 0,reviewId,userName,userImage,review,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,standardizedReview,mentionedFeature,mentionedSynonyms
345,ed33181a-9411-4a5e-849a-140443d4aae7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,love it am getting better at coding though i am 12. thank you so much the person that created this app without this app i would have not known haw to code. add more features and if i could i would rate this 20/5,5,0,4.6,2019-09-28 18:01:19,,,POSITIVE,love getting better coding though 12 thank much person created app without app would known haw code add features could would rate 205,status quo sloth,person
352,7d8f6f9f-9557-4803-ba9f-934bc53fa972,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Its not bad I just wish that you could have your own personal page to where you can type out codes.,3,0,4.6,2019-09-05 19:39:25,,,POSITIVE,bad wish could personal page type codes,status quo sloth,person
356,7c4709b2-48ec-4de3-8c80-1d191bd50fa8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I have currently only done 3 of the many java script challenges and i must say it is incredible unlike other apps that teach you to program (mimo) it gives you every thing you need to start coding for free. Thanks to the developers of this app for making it.,5,2,4.6,2019-08-30 07:12:26,,,POSITIVE,currently done 3 many java script challenges must say incredible unlike apps teach program mimo gives every thing need start coding free thanks developers app making,challenges,challeng
364,b9cc41c0-d7b9-49a8-99e0-8e86cfeb9a3d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Not worth the money for pro. Challenges are not hard enough even for a beginner like myself,2,1,4.6,2019-08-14 21:16:58,,,NEGATIVE,worth money pro challenges hard enough even beginner like,challenges,challeng
371,f6ff787b-c5e1-4a87-8dcd-b08e9aff3c3d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Quick and easy to follow project-based lessons! I went through all the CSS, HTML, & Javascript Courses. This app is great for beginners. I was hoping the Extra Challenges would help out with the more complex concepts; but it was more of a reiterations of what was taught.",4,0,4.6,2019-08-04 17:09:27,,,POSITIVE,quick easy follow projectbased lessons went css html javascript courses app great beginners hoping extra challenges would help complex concepts reiterations taught,challenges,challeng
398,f71ef34f-a285-4dd7-9fce-d53278cb830e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Amazing app for beginner coders. Funny and easy to follow.Make sure you uprade to pro for the extra challenges, it is totally worth the money.",5,0,4.6,2019-06-26 04:44:09,,,POSITIVE,amazing app beginner coders funny easy followmake sure uprade pro extra challenges totally worth money,challenges,challeng
431,2fa7eb7c-30f4-46f1-9b2d-d19abbb50107,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pros: 2 languages. python and javascript. Explains a concept and then run the code as an example. next page they give you the barebones of the code and ask you to enter your own values. they include hotkeys with the code, so that instead of typing 10 you can click a button that SAYS 10 and it enters it in the code for you. Drawbacks: No ""coding playground"" to test code you have written. Too many lessons are ""pay to access"" Dont sell knowledge, add coding playground behind paywall instead.",4,5,4.6,2019-05-14 19:44:33,,,NEGATIVE,pros 2 languages python javascript explains concept run code example next page give barebones code ask enter values include hotkeys code instead typing 10 click button says 10 enters code drawbacks coding playground test code written many lessons pay access dont sell knowledge add coding playground behind paywall instead,torture breaks,paywal
435,81dcba2b-467c-4684-828e-2706bd6adc91,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,First time I ever used such an app. but I'm having a blast. I love a challenge and I'm probably looking at a side hobby or even a career of sorts.,5,0,,2019-05-10 10:33:35,Thanks for your review Elieser! It's so great to hear you're diving into a hobby or career in coding!,2019-05-11 20:50:04,POSITIVE,first time ever used app im blast love challenge im probably looking side hobby even career sorts,challenges,challeng
450,00d192ff-1522-47ee-8336-9e980b7ae717,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excellent for beginner level! nice UI and challenging questions. Amount of ads is low this app really focuses on learning!,5,0,4.6,2019-04-23 09:13:34,,,POSITIVE,excellent beginner level nice ui challenging questions amount ads low app really focuses learning,challenges,challeng
454,31a6becf-0c38-44c0-821c-3054b3adecea,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,love the simplicity and minimalistic design of this app beside of its night mode(it's a must have) and it's tiny lessons and challenges. totally worth to pay,5,0,4.6,2019-04-16 16:08:26,,,POSITIVE,love simplicity minimalistic design app beside night modeits must tiny lessons challenges totally worth pay,challenges,challeng
479,63236c1c-cf73-4e92-afea-f53dcc58cc96,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Really good but it needs to have a sync function so that you can keep track of your progress and lessons on all devices and using Google account.,4,1,4.6,2019-03-18 16:02:40,,,POSITIVE,really good needs sync function keep track progress lessons devices using google account,status quo sloth,account
511,95147a1b-f357-4f6a-82db-ec7fd0dba4ef,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I like that it stays with you the whole time. I also like there is a forward and back botton so if after a task is complete if i want to go back and test out mistakes or just to see what something will end up as if i do this.... i can.,5,8,4.6,2019-02-04 00:39:02,,,POSITIVE,like stays whole time also like forward back botton task complete want go back test mistakes see something end,"progress bar, win states","task complet, task complet"
534,9d3495c3-0f27-4239-9338-5d0915ce33d6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I have 2 Google accounts, an older one with all my history, contacs and subscriptions and a second one only for payment. I keep both accounts logged and all apps i bought so far either work using only the first account or reconizing the second one. But your app only display the Pro section if the accont where the purchase was made is the primary and only account on the device. **I'll change the rating once I get a reply.",5,0,,2018-12-28 17:45:06,"Hi Daniel,

Sorry for the inconvenience. Usually, Google Play recognizes the two Google accounts and automatically provisions the Pro content, if you keep them both logged in.

Please email us at support@upskew.com using the in-app email support link and we can process a refund, in the case where Google Play doesn't recognize your purchase.",2016-12-05 22:26:32,NEGATIVE,2 google accounts older one history contacs subscriptions second one payment keep accounts logged apps bought far either work using first account reconizing second one app display pro section accont purchase made primary account device ill change rating get reply,status quo sloth,account
602,d66e5c3a-31dd-4808-8c18-5e8b221959df,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Beautiful. Content clear and easy to understand for beginners. One challenge is that it doesn't show answers when I correctly work out challenges but shows when I did an error to challenges,5,1,4.5,2018-10-07 06:49:20,,,POSITIVE,beautiful content clear easy understand beginners one challenge doesnt show answers correctly work challenges shows error challenges,challenges,challeng
655,1b100b2b-22a6-4702-a66d-c94894d668e8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I enjoyed the app but it would have been better if at least some challenges 
were free",5,1,4.5,2018-08-14 22:04:21,,,NEGATIVE,enjoyed app would better least challenges free,challenges,challeng
659,3938e158-9830-4a09-95b5-11b2681eb378,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Helping me learn. Just wish there was more. More languages, more exercises 
and challenges. More everything. Keep up the great work",4,4,4.5,2018-08-13 12:53:06,,,POSITIVE,helping learn wish languages exercises challenges everything keep great work,challenges,challeng
685,078a522a-7ef2-4b1f-9055-4f6dcf1983b1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Good app for learning the basics or in my case for coming back from a long 
hiatus from coding. Would love to see real world projects and challenges 
and a code editor.",4,2,4.3,2018-07-25 04:16:09,,,POSITIVE,good app learning basics case coming back long hiatus coding would love see real world projects challenges code editor,challenges,challeng
737,b6ce6201-f44f-4e77-8eab-95d1c40a9baa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Whenever I try submitting one of the challenges, it just stays on the page 
and never loads. Please tell me what I'm doing wrong, can't even get past 
the first stage! The app seems really cool and I would love to learn more...",3,10,4.3,2018-06-05 06:36:59,"Hi Caroline

Please make sure you have the latest version of the Android System WebView on your phone. You can check for updates here: https://play.google.com/store/apps/details?id=com.google.android.webview.

Thanks for using Encode!",2018-06-05 07:48:37,NEGATIVE,whenever try submitting one challenges stays page never loads please tell im wrong cant even get past first stage app seems really cool would love learn,challenges,challeng
742,ed4a68b9-bd1b-4f1d-9d80-998ddcf3115d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Seems like a pretty good intro to code, however, getting anything 
challenging (or intermediate level I guess) has to be paid for. Udacity 
gives you a LOT more in depth for free.",3,1,4.3,2018-06-01 21:00:49,"Thanks for your review, Jordon.

Encode is intended to be a introduction for those new to coding.

I agree Udacity is a great service for learning more advanced coding such as iOS or Android development once you've mastered all the basic concepts in Encode (or any other introductory resource!), such as variables and functions .",2018-06-03 07:41:37,NEGATIVE,seems like pretty good intro code however getting anything challenging intermediate level guess paid udacity gives lot depth free,challenges,challeng
812,90cc125c-faf4-4886-be8f-b1ab3eb0b95d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Doesnt give enough assitance, pro mode doesnt add assistance either. Its 
almost like its becoming less helpful as it gets more challenging.",5,3,4.1,2018-04-10 17:16:14,"Hey Ashley,

Please check out the latest version of Encode, and tell us what you think. We've overhauled a lot of our content to make explanations and challenges way more helpful after your feedback.

Feel free to email us at support@upskew.com if there are any areas still confusing.",2017-05-31 08:40:04,NEGATIVE,doesnt give enough assitance pro mode doesnt add assistance either almost like becoming less helpful gets challenging,challenges,challeng
819,3899b5fe-3f82-40b9-ac40-f5615211cad1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Great app.I'm an adult and I'm back  in school for coding. My course materials are awesome but sometimes the reading followed by the huge practice drills are too much, especially if I felt like I didn't fully grasp the language rules of a particular element or style. So I began to look for miniature, focused tutorials that I could practice in prior to doing the big assignments for  school. This app is by far the best I've tried. It breaks things down into tiny chunks which makes them easier to retain.You actually learn it, not just memorize it. The app looks clean and flows nicely, too. I started using it 2 days ago and I am picking concepts up and retaining them, which was my goal. I decided to pay the $3.99 for the Pro and it was worth it.I highly recommend.",5,11,4.1,2018-04-07 19:11:54,,,POSITIVE,great appim adult im back school coding course materials awesome sometimes reading followed huge practice drills much especially felt like didnt fully grasp language rules particular element style began look miniature focused tutorials could practice prior big assignments school app far best ive tried breaks things tiny chunks makes easier retainyou actually learn memorize app looks clean flows nicely started using 2 days ago picking concepts retaining goal decided pay 399 pro worth iti highly recommend,boosters,special
832,11fe1463-d1fb-4c81-a7dd-9fc1dddfbed7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Keep up the good work. Need more challenges.,4,0,4.1,2018-04-02 15:23:46,,,POSITIVE,keep good work need challenges,challenges,challeng
853,f9ae84a3-869f-4a26-937a-5aa69f126d8d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Encode keeps evolving with each update! Python and other programming language lessons are taught in an accessible, creative, and entertaining way. This app lays out the basics and keeps challenging you from start to finish. I only wish the courses were longer, the teaching style is that great. Go Pro - you will not be disappointed! The developers are amazingly helpful if you have any questions. Thanks for this winning app, Upskew!",5,16,4.1,2018-03-17 01:29:21,,,POSITIVE,encode keeps evolving update python programming language lessons taught accessible creative entertaining way app lays basics keeps challenging start finish wish courses longer teaching style great go pro disappointed developers amazingly helpful questions thanks winning app upskew,challenges,challeng
908,30adb80d-da4e-448c-8fca-35029a6d39cd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It doesn't load the challenges,3,0,4.0,2018-02-07 15:38:50,,,NEGATIVE,doesnt load challenges,challenges,challeng
918,efc18673-9b0d-4595-be56-5680a3b9ccae,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Great app, excellent customer service. I flew through js (my second language). Gives you confidence to build on what you learn.",5,0,4.0,2018-02-01 08:55:48,,,POSITIVE,great app excellent customer service flew js second language gives confidence build learn,status quo sloth,custom
956,a6ff9ce3-d0c0-4117-9aea-cde134943e85,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very I would , recommend for anyone and overall pretty challenging",5,0,4.0,2018-01-04 09:53:59,,,POSITIVE,would recommend anyone overall pretty challenging,challenges,challeng
966,4a369c6b-68c4-411c-ae43-a50f51bfd513,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very good app,  especially for beginners",5,0,4.0,2017-12-29 11:03:35,,,POSITIVE,good app especially beginners,boosters,special
1082,e8e19fe3-4b54-4d3c-861d-3d7a042c2343,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"log ('Encode is a best app to learn code, you must try it.');  log ('I have learned coding gradually by Encode.');  _____________________________  var Encode = 'bestApp' log('Encode' + especiallity)",5,0,,2017-09-09 00:18:15,,,NEGATIVE,log encode best app learn code must try log learned coding gradually encode _____________________________ var encode bestapp logencode especiallity,boosters,special
1092,d7f5e8b1-548d-4d75-b5c0-47a1ba673bb6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Based on my experiences so far, I think this app would be great for beginners. It introduces each concept in a concise, step-by-step manner and provides regular practice exercises along the way - all of this helps the user memorize syntax, but also helps the user understand each aspect of the concept b/f moving on. For example, the app introduces variables by defining what a variable is, telling the user how to declare a variable, and giving the user practice with declaration before explaining assignment. The user then learns about assignment, and then gets practice with that b/f learning how to retrieve values. If you're familiar with programming this might come across as repetitive or too basic, but the gradual progression and regular opportunities for practice/review is crucial to helping beginners fully grok the fundamentals and recall key concepts, while avoiding confusion/frustration.  While I'm not new to programming, I downloaded this for extra practice, to familiarize myself with JavaScript syntax, and to review general programming constructs/concepts (ex. I appreciate that it eventually explains things like function scope and OOP).   While I don't think I'm its target audience, I think this app is better from a pedagogical POV, and uses the app form better than than a lot of the ""learn to code"" apps out there, which are often too ""textbook-like"" in their presentation. For example, I've encountered many ""learn to code apps"" that present concepts as dry walls of text, and/or introduce too many concepts at a time (if you're using an app you're probably just using it to pass time for a couple minutes, you're not really intending to get into a full study session - so this app's ""bite sized"" presentation is better tailored to how people actually use apps.) Also, many other apps  don't provide much in the way of practice/exercises (and/or the exercises aren't validated/""graded"" - newbies need the feedback that comes from ""graded"" exercises.). Also, the examples are presented in a fun/mildly humourous way. It takes what apps are good at (instant gratification and fun, short games), and uses that to help users learn - which is a feat that many ""learn to code"" apps haven't achieved.   It would be great if the authors/devs extended support for other languages (e.g. Ruby, Python).",4,5,3.4,2017-08-31 15:19:03,,,POSITIVE,based experiences far think app would great beginners introduces concept concise stepbystep manner provides regular practice exercises along way helps user memorize syntax also helps user understand aspect concept bf moving example app introduces variables defining variable telling user declare variable giving user practice declaration explaining assignment user learns assignment gets practice bf learning retrieve values youre familiar programming might come across repetitive basic gradual progression regular opportunities practicereview crucial helping beginners fully grok fundamentals recall key concepts avoiding confusionfrustration im new programming downloaded extra practice familiarize javascript syntax review general programming constructsconcepts ex appreciate eventually explains things like function scope oop dont think im target audience think app better pedagogical pov uses app form better lot learn code apps often textbooklike presentation example ive encountered many learn code apps present concepts dry walls text andor introduce many concepts time youre using app youre probably using pass time couple minutes youre really intending get full study session apps bite sized presentation better tailored people actually use apps also many apps dont provide much way practiceexercises andor exercises arent validatedgraded newbies need feedback comes graded exercises also examples presented funmildly humourous way takes apps good instant gratification fun short games uses help users learn feat many learn code apps havent achieved would great authorsdevs extended support languages eg ruby python,high five,instant gratif
1103,fb4d3411-e4d7-4e99-b008-81f9ccf4e35e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good app. I just wish the app had more challenges instead of just being direction. Pls encode. Put more and harder challenges.,3,0,3.3.3,2017-08-24 14:39:57,,,POSITIVE,good app wish app challenges instead direction pls encode put harder challenges,challenges,challeng
1160,d8e43aa5-0f84-4d22-b3bf-0ab2cc3571d2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,A Great app for only 6 megabytes. It could change Lives!,5,0,,2017-07-29 13:02:50,,,POSITIVE,great app 6 megabytes could change lives,torture breaks,live
1212,3d5a5642-50c6-490f-b3fc-23f353c9d458,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Great app, lovely design, very simple, even has a quirky persona with its tutorials",5,0,3.3.3,2017-07-01 21:55:07,,,POSITIVE,great app lovely design simple even quirky persona tutorials,status quo sloth,person
1222,62e198c6-2c55-4dac-9829-a39a5a4f36b8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"User-friendly, especially to newbies.  Well,  thanks to this. Really helpful",5,0,3.3.3,2017-06-27 09:51:51,,,POSITIVE,userfriendly especially newbies well thanks really helpful,boosters,special
1239,4650e861-51b5-4c34-b841-313ef9451a10,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This is THE BEST application to learn the very basics of code; especially if you're a kid like me and would not want to wait to get to college to learn code through boring textbooks! :),5,37,3.3.3,2017-06-13 02:38:41,,,POSITIVE,best application learn basics code especially youre kid like would want wait get college learn code boring textbooks,boosters,special
1322,6ede8b1b-3567-4cbf-9d46-33c3d86028e8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It did not specify what language it was teaching. The description says it is POWERED by JavaScript  (which is both obsolete and just overall regarded as one of the worst languages in the coding community) and does not actually specify how to implement any of the code, how to run it, or again, what language. Does it need a compiler? Does it need an IDE? Does it run in a virtual machine like Java or on the hardware like C++? I have so many qustions, but there's nothing to indicate anything. Now, if it's all in the paid version, that's just low. Teach a person a language they can't use. Though, the Web section did save the app two stars. That was a lot more straight forward. Overall the UI looked good. But there's just so much missing that leaves the user who actually wants to use the language for something unsure of everything. They know a language, but not the name, or in what cases you should use it. Also, I feel ""this is a string. A string is letters in quotations"" is not the best way to teach. Maybe explain when it's used. I mean, I already know what a strong is because of my background in c++ and python and java, but people that are seeking a skill they have no experience with, they probably won't know a great deal. Yeah, you can amke a sentence without using ""char a = 'a';""",2,0,,2017-04-27 10:04:14,,,NEGATIVE,specify language teaching description says powered javascript obsolete overall regarded one worst languages coding community actually specify implement code run language need compiler need ide run virtual machine like java hardware like c many qustions theres nothing indicate anything paid version thats low teach person language cant use though web section save app two stars lot straight forward overall ui looked good theres much missing leaves user actually wants use language something unsure everything know language name cases use also feel string string letters quotations best way teach maybe explain used mean already know strong background c python java people seeking skill experience probably wont know great deal yeah amke sentence without using char,status quo sloth,person
