Unnamed: 0,reviewId,userName,userImage,review,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,standardizedReview,mentionedFeature,mentionedSynonyms
496,3729cca7-ff6e-4f3f-b09a-2c0f4e9fbe5b,Marci Ha,https://play-lh.googleusercontent.com/a-/ACB-R5S9muI7V0_Kp-l7RO_pjEpKm3UJbDdshuQoXigcEmI,The app won't let me sign in via Google. I get the request in my phone to confirm that I want to log in and then an error shows up. The app is useless if I can't access the account.,1,2,1.14.0,2022-06-25 21:14:41,,,NEGATIVE,app wont let sign via google get request phone confirm want log error shows app useless cant access account,status quo sloth,account
529,530cd684-df40-4f7b-a7a9-365f93594648,Kingdom4Crusher,https://play-lh.googleusercontent.com/a/AGNmyxZg8lT3aEesYmztrqyUA9Te3mzpDfbT7VZLS4s=mo,"This is perfect to keep your streak going when you cant get to your pc however the randomized lessons without context for the practice lessons is terribly confusing especially if it gives you questions not related to the 5 pieces of ""flashcards"" or when you havent gone over the entirety of all the material in that particular lesson and i become lost on what would be the correct answer",3,0,1.14.0,2022-06-07 13:53:54,,,NEGATIVE,perfect keep streak going cant get pc however randomized lessons without context practice lessons terribly confusing especially gives questions related 5 pieces flashcards havent gone entirety material particular lesson become lost would correct answer,boosters,special
534,c24784b7-90e0-438f-a739-d12e7866e5aa,Keith Morse,https://play-lh.googleusercontent.com/a/AGNmyxavTNu_q5kCbmdwKQMIESgPucObFCFQ39eUnRSq=mo,Simple straight to the point but not too advanced To overcomplicate Keeps to improving the person not expecting everything at once,4,0,1.14.0,2022-06-07 05:38:31,,,POSITIVE,simple straight point advanced overcomplicate keeps improving person expecting everything,status quo sloth,person
542,44faeb59-060f-4ad4-8b33-2d6909e88f93,Gary McCloskey,https://play-lh.googleusercontent.com/a-/ACB-R5TjZAMdQbiU4V1OsuMw637ubu8a8mrOQVmXgiTw6A,"While presumably far from the depth (and commitment!) of a CS degree, Codecademy is an easy entry point to learning popular programming languages. Delivered in bite-sized, and addictive, chunks of info, projects, puzzles, and quizzes, Codecademy provides the tactile feedback and quick dopamine rewards (✅, 👍👏'yay!'s, 'you got it!', 'Completed!') that make learning something you can do while pooping. Note: I hope to see fresh content regularly added, or I'm changing this review to 4 stars.",5,84,1.14.0,2022-06-01 00:24:52,,,POSITIVE,presumably far depth commitment cs degree codecademy easy entry point learning popular programming languages delivered bitesized addictive chunks info projects puzzles quizzes codecademy provides tactile feedback quick dopamine rewards yays got completed make learning something pooping note hope see fresh content regularly added im changing review 4 stars,"torture breaks, voting","live, content r"
551,b2089dab-835c-4695-87ea-28a8ccef1306,KATHERINE BULAC,https://play-lh.googleusercontent.com/a-/ACB-R5SKg0SOKTsELNqAK9JwczlyszPWLzCN60WTpeA074M,Challenging! 😁,5,0,1.14.0,2022-05-24 08:45:20,,,POSITIVE,challenging,challenges,challeng
684,f718759d-db58-45de-b625-9a0719f8be93,Rob,https://play-lh.googleusercontent.com/a/AGNmyxavBbyE3s7zyBw-LAf7mmPnsBeWfNjrncPOvOtT=mo,Created multiple accounts with different emails approved them still couldn't log in tried my difference facebooks neither worked so uninstalled seemed sketchy,1,1,,2022-03-11 17:56:07,,,NEGATIVE,created multiple accounts different emails approved still couldnt log tried difference facebooks neither worked uninstalled seemed sketchy,status quo sloth,account
707,60df8d0d-5d30-4cd6-83c0-ae1110d5c51a,Nathan Black,https://play-lh.googleusercontent.com/a/AGNmyxZDEAfqZcuGKVptMIpWmf6oZJ1x9rFIBnUOg498=mo,"Automatically charged a new debit card I got despite me never authorizing the switch, and has zero customer support options for disputing charges.",1,1,1.14.0,2022-02-22 17:25:52,,,NEGATIVE,automatically charged new debit card got despite never authorizing switch zero customer support options disputing charges,status quo sloth,custom
729,40d39071-45ef-4a39-9bf5-debc7178b216,Matthew Gammon,https://play-lh.googleusercontent.com/a-/ACB-R5T_P89R37xYa-qMaRbm8if8ZHw2RjlhyyWwezkpIpM,Good for a quick on the go review or to keep your daily streak going and that's it. It's all flash cards and fill in the blanks and the card packs that you get repeat all the time. Several user created cards end up in your study packs and half the time they are straight up garbage with incorrect answers or no way to properly solve the problem. Don't fool yourself into thinking you are learning and look elsewhere for more serious study. App receives no updates. Don't bother.,1,169,1.14.0,2022-02-11 08:46:01,,,NEGATIVE,good quick go review keep daily streak going thats flash cards fill blanks card packs get repeat time several user created cards end study packs half time straight garbage incorrect answers way properly solve problem dont fool thinking learning look elsewhere serious study app receives updates dont bother,daily streaks,daily streak
794,3ad75895-77e6-4849-82db-62a2278fcdc9,Geos Tricks,https://play-lh.googleusercontent.com/a/AGNmyxb1FYgshsV7_jF_y6URe_GUJS_Y0h9qpCrWpTyy=mo,"Cant even log into my Pro account, cant see when typing. For a company that sells and teaches that cant even get an app to work properly is worrying. Think its best to cancel subscription.",1,3,1.14.0,2022-01-09 19:17:43,,,NEGATIVE,cant even log pro account cant see typing company sells teaches cant even get app work properly worrying think best cancel subscription,status quo sloth,account
848,2831ada6-7dd2-4e96-843a-c3d140ab9ef0,Foday Gray,https://play-lh.googleusercontent.com/a-/ACB-R5TC0aGgjgMAt9wl1w_ENQOWMlO0cRs2PRxf62sj0Q,this app is very useful to most programer most especially for the mm. n beginner,5,0,1.14.0,2021-12-15 01:49:42,,,POSITIVE,app useful programer especially mm n beginner,boosters,special
870,0147fe32-6d29-465a-8463-754d254f4e7b,Lia G,https://play-lh.googleusercontent.com/a-/ACB-R5QIBc2zjlsediRDXdZuosj2JI8fugLR9DIFEAKRGQ,"Great app to keep reviewing the same five concepts in your lesson but not advance any further. Would be nice, especially on the pro plan, to be able to do lessons on the go or anything beyond the same flash cards each day. The quiz items don't even change?",1,8,1.14.0,2021-12-04 07:28:42,,,POSITIVE,great app keep reviewing five concepts lesson advance would nice especially pro plan able lessons go anything beyond flash cards day quiz items dont even change,boosters,special
876,441b9364-39f8-44bb-ae25-07678656fbbd,khaleefa r shehu,https://play-lh.googleusercontent.com/a-/ACB-R5SAsvDADXWhsNNidZlAJ9XCaZeLYNq8d41s4dYLwQ,very simple and easy for begginers to understand they used very personalized interface wonderful,4,3,1.14.0,2021-12-01 09:14:46,,,POSITIVE,simple easy begginers understand used personalized interface wonderful,status quo sloth,person
881,0dd67895-d32f-4d0a-b3b4-779281fba177,John Mituniewicz,https://play-lh.googleusercontent.com/a/AGNmyxaVLRwZeGJn11c1kNZVUQxY007LsiiSLnSCjpNb=mo,"I do like Codecademy thier website is amazing especially if you subscribed to Pro, but for the app there needs to be more especially if you are paying for a subscription. There are other apps that will actually let you practice coding and go through the course without needing a computer. This comes in really handing especially when some of us work 50 hours a week and only get to use their apps on breaks most days. Other then that you guys doing a really great job!!!",3,88,1.14.0,2021-11-28 17:20:40,,,POSITIVE,like codecademy thier website amazing especially subscribed pro app needs especially paying subscription apps actually let practice coding go course without needing computer comes really handing especially us work 50 hours week get use apps breaks days guys really great job,boosters,special
886,083f133f-0b7f-48b3-bf92-987b0f6919f7,Marcone Ribeiro,https://play-lh.googleusercontent.com/a-/ACB-R5Ss84idiPBkkuLt_9FAlKlrCW_W13QlfrzxIWSmbQ,Can't log-in with LinkedIn account. Now my course progress can't be accessed in the application. :(,1,0,1.14.0,2021-11-23 20:26:45,,,NEGATIVE,cant login linkedin account course progress cant accessed application,status quo sloth,account
928,124432c7-38fb-44c3-8281-1496ccb89270,Fathi Hilmi,https://play-lh.googleusercontent.com/a/AGNmyxbI2sryaDFem8YuZF6sTtIW3mpjUrXqxQOQjhFM=mo,"The app sucks. I made an account on the app with Google and I can't find a way to Log In the account on my computer. Plus, there's no setting for me to delete this account since I don't know what is the password.",1,3,1.14.0,2021-10-25 07:02:24,,,NEGATIVE,app sucks made account app google cant find way log account computer plus theres setting delete account since dont know password,status quo sloth,account
968,2f7d5625-25f5-4c6a-8249-80019b03d481,Ari,https://play-lh.googleusercontent.com/a-/ACB-R5RPk0V_L5u4wnbF-98QG-uEd0h5jD8msgVwogxpXA,"Wonderful for reviewing but I was really hoping to take my lessons on the go. I work a full time job and on my breaks I would have loved to sneak in some bits of lessons. Instead I'm reviewing with this flashcard like app. For being a Pro member I'm quite disappointed, I expected more. Especially for the amount paid for Code Academy Pro. This app shouldn't even be locked to Pro members for its contents. Maybe if you were to make the actual lesson paths mobile, then it could be locked to Pro.",1,48,1.14.0,2021-09-24 10:05:17,,,NEGATIVE,wonderful reviewing really hoping take lessons go work full time job breaks would loved sneak bits lessons instead im reviewing flashcard like app pro member im quite disappointed expected especially amount paid code academy pro app shouldnt even locked pro members contents maybe make actual lesson paths mobile could locked pro,boosters,special
977,b7e13fbd-c4a5-4d9d-a07a-4a6a40a3e23e,Florin Valentin,https://play-lh.googleusercontent.com/a-/ACB-R5TlPJOoELrGfcvebDVCXdVlD8-uhvjMRelG4HjoUQ,Challenging = Good,4,0,1.14.0,2021-09-21 01:47:27,,,POSITIVE,challenging good,challenges,challeng
981,d887e1eb-d397-4434-8266-b4467546091b,Duy Pham,https://play-lh.googleusercontent.com/a-/ACB-R5TguKH19AjZDNz3ZHgHTWiW6qNkOKSBPSvlLbO9ug,"I cannot sign in or even sign up with my Google account, since I want to synchronizw my progress on PC. Pls check that my device is Xiaomi Mi8",3,0,1.14.0,2021-09-19 09:40:59,,,NEGATIVE,cannot sign even sign google account since want synchronizw progress pc pls check device xiaomi mi8,status quo sloth,account
991,57bda7c6-8166-4e79-8fd1-44f0e51ad0d9,Alan Baldwin,https://play-lh.googleusercontent.com/a-/ACB-R5RcT5Y45VvLkSSomo-2Qg3wu-snuWlqpgKP7v11TQ,*update - it seems the login with linkedin is no longer visible on the mobile app. So i cant login with that method anymore* Logs you out while you are learning with no way to reset your password from the app itself. Kind of given up on the app now. I am a paid sub user. Lost the will to live re-logging in all the time.,2,17,1.14.0,2021-09-14 03:20:55,,,NEGATIVE,update seems login linkedin longer visible mobile app cant login method anymore logs learning way reset password app kind given app paid sub user lost live relogging time,torture breaks,live
999,24640e93-8b43-4ab7-82dd-9dddc4b3425e,Jacob Combrink,https://play-lh.googleusercontent.com/a-/ACB-R5QDORLy82SMvjv4cna7RIrWTXLi9f1pn9r6YTCQiw,"it works as intended, and the content is REALLY good, but I can't give 5/5 as my progress on desktop browser isn't showing here and i cannot continue my full-stack software engineer path... infact, it's not an option on the app. Since that's the content I actually want, the app isn't actually giving me downloaded it for... but it looks pretty, interface is sensible and what content is available works as expected.",4,27,1.14.0,2021-09-10 05:48:47,,,NEGATIVE,works intended content really good cant give 55 progress desktop browser isnt showing cannot continue fullstack software engineer path infact option app since thats content actually want app isnt actually giving downloaded looks pretty interface sensible content available works expected,voting,content r
1028,e862105e-3d8f-447a-8a41-28e484b03fec,Divemasterorc,https://play-lh.googleusercontent.com/a-/ACB-R5TxshQLJZ-gdnY2wwQnspzs5LoAormRTpRco03pBvU,DO NOT GIVE YOUR MONEY TO THIS COMPANY! This company is an absolute scam and will gladly steal from it's customers. You cannot remove your cc from their website and you cannot get ahold of a live person under any circumstances to fix billing or any issues. STAY AWAY. I wish I could rate with negative stars.,1,0,1.14.0,2021-08-22 19:32:13,,,NEGATIVE,give money company company absolute scam gladly steal customers cannot remove cc website cannot get ahold live person circumstances fix billing issues stay away wish could rate negative stars,"torture breaks, status quo sloth","live, person, custom"
1030,757bac94-2e71-4f61-9386-782adefba804,Mentor Aliu,https://play-lh.googleusercontent.com/a/AGNmyxZsej91qiRhkuPjDRaURlwMEKuTvJjwyGiBKJLT=mo,"Courses are great, but I logged in on Desktop with my Github account but can't login on mobile with the same account because there is no option Github login on mobile",3,0,1.14.0,2021-08-22 09:33:47,,,NEGATIVE,courses great logged desktop github account cant login mobile account option github login mobile,status quo sloth,account
1092,edb9048a-ef82-4885-856a-b9c10b2380d4,Caitlyn “MsCat96”,https://play-lh.googleusercontent.com/a-/ACB-R5SNOkkIBF8-09erdcrORkIOX9PrMB8FfL-4GovO,"Very handy to have when you want to pass the time away, and also want a challenge at hand 😸",5,2,1.14.0,2021-07-26 01:09:44,,,POSITIVE,handy want pass time away also want challenge hand,challenges,challeng
1118,79f21846-1c7d-4bf5-9a6d-d3e1d4aac2c2,Tiarnach O'Cathain,https://play-lh.googleusercontent.com/a/AGNmyxYqTctSroZZylT-b0mIbgqsOOWDPFdYXO_3my4q=mo,Do not give them your account details. Took nearly 200 quid off me and they do not give refunds,1,0,1.14.0,2021-07-12 02:03:50,,,NEGATIVE,give account details took nearly 200 quid give refunds,status quo sloth,account
1129,d08f35c1-2db3-4eaa-b66a-be73a1694b01,Isaac Alvarado Valverde,https://play-lh.googleusercontent.com/a-/ACB-R5T-V2awUn0FiSbypBQKFynD3JP3I7u7ysnGkCS3Ig,"Having an application for Pro members is not at all helpful if it does not adhere to the website learning. I thought it was absolutely obvious that if I had a learning subject on the website and I had progressed on it, that the mobile app was a secondary platform that allowed me to continue that learning path, not start a new one o a new practice. Why would I start a new subject or the same subject from scratch if the only thing I'm doing is changing devices? I'm not changing my account, so why?",1,28,1.14.0,2021-07-07 22:35:06,,,NEGATIVE,application pro members helpful adhere website learning thought absolutely obvious learning subject website progressed mobile app secondary platform allowed continue learning path start new one new practice would start new subject subject scratch thing im changing devices im changing account,status quo sloth,account
1169,b29f65f3-8fcc-4e4b-a508-26c2eaf749f2,E 770,https://play-lh.googleusercontent.com/a-/ACB-R5SsRZkI4EZPzhZUUIjDzaXLDlyeAiMxKc5qlpolgA,"No sign up with email address, Forcing the user to use Facebook account or a Google account, probably for getting more of the user's data, very disappointing.",1,2,,2021-06-24 17:35:16,,,NEGATIVE,sign email address forcing user use facebook account google account probably getting users data disappointing,status quo sloth,account
1203,10fe093a-5821-46f3-a242-226eb363c5f5,Britt Bratt Lungu,https://play-lh.googleusercontent.com/a-/ACB-R5QVSicLo0FNrEnXdxM4IgiE3KbSDEqy74LZSIP3_w,great for learning especially switching from the Healthcare field,5,0,1.14.0,2021-06-11 22:19:31,,,POSITIVE,great learning especially switching healthcare field,boosters,special
1211,aa405174-692e-41ed-848f-39a2c633bd3c,Balaguru Mamundi (Ghostofmj),https://play-lh.googleusercontent.com/a-/ACB-R5T_LXOx4nUIg1rrPzCFpVV45mvAqxjD9vQABSp_la4,"Cant signin or signup to the app via gmail account. Though I logged in using the same in the website,",1,0,,2021-06-09 01:35:34,,,NEGATIVE,cant signin signup app via gmail account though logged using website,status quo sloth,account
1270,53338715-3965-4bf3-ac7c-cd26319e1a00,Abdullah Hassan,https://play-lh.googleusercontent.com/a-/ACB-R5RD1HeBcHFVWKD0xVJgrLgPFkknRkdzzxfOjwdAugw,"Would've loved to see full-fledged courses such as the website, and also more challenging practice questions.",4,0,1.14.0,2021-05-19 14:25:44,,,POSITIVE,wouldve loved see fullfledged courses website also challenging practice questions,challenges,challeng
1307,777dea43-9f7e-4344-87c5-711f22086f4b,Prince Etiet,https://play-lh.googleusercontent.com/a-/ACB-R5R8vFZRDtKoJUSmWYUIA_qwdm_8pUNzVSPcSJrM,"I can't get past the LogIn/SignUp section from the first launching of the app... I use my Google Account for log in authentication, but after authorisation has completed via Chrome I'm still stuck in the log in and sign up screen always and always.",2,3,1.14.0,2021-05-03 15:31:42,,,NEGATIVE,cant get past loginsignup section first launching app use google account log authentication authorisation completed via chrome im still stuck log sign screen always always,status quo sloth,account
1334,4fff10b9-0e0e-46c0-a98a-74f564f88a2d,Leyla Suleymanova,https://play-lh.googleusercontent.com/a/AGNmyxZU4NJNm522o108D8Ypc8_ZHVXMHTLz-Q0eaWe8=mo,"Daily reminders doesn't work at all. Fil-in-the-gap tasks always show the 1st cell several times, repeating it in every line. And the practice section is uncomfortable to use",2,0,1.14.0,2021-04-23 01:18:46,,,NEGATIVE,daily reminders doesnt work filinthegap tasks always show 1st cell several times repeating every line practice section uncomfortable use,daily streaks,daily remind
1367,1ac0d32b-97b4-4c67-b6f9-83c5373180e8,Nhlakanipho Bright Mzelemu,https://play-lh.googleusercontent.com/a-/ACB-R5Q467m_5gkBlPQUhJ_cclqwMeNpodkcyZsPpGi1,"some sentences can't fit or show on the screen, especially at the beginning of the paragraph. So that makes me to assume what was the sentence.",3,1,1.14.0,2021-04-06 15:10:07,,,NEGATIVE,sentences cant fit show screen especially beginning paragraph makes assume sentence,boosters,special
1433,495288d1-dfad-4894-a8b8-7531439b89a9,Tanner Siebel,https://play-lh.googleusercontent.com/a-/ACB-R5R1olsJoAiumJ5N8JYJnL2yiwvrGFJw74xKvBEPoQ,"I signed in using my Google account on pc and now no matter whether I use my phone, email or username it tells me my sign in info is incorrect.",1,1,1.14.0,2021-03-08 12:22:02,,,NEGATIVE,signed using google account pc matter whether use phone email username tells sign info incorrect,status quo sloth,account
1470,4f75ac13-0ce2-449c-b44f-88601aff69dc,Benjamin Martin,https://play-lh.googleusercontent.com/a/AGNmyxa11LzVSFTqiOOKtVlwzxtv0MgjPoszefsj9y7e=mo,"Honestly a decent app for beginners, but unfortunately there is little to no customer support unless you count a bot/chat menu as support. Currently I'm trying to find anyone to contact about my credit card being charged even though I tried to cancelled my account and every email I find auto replies telling me to use the websites chat function. This website has no problem taking your money but it's impossible to find anyone to talk to.",1,33,1.14.0,2021-02-16 20:37:46,,,NEGATIVE,honestly decent app beginners unfortunately little customer support unless count botchat menu support currently im trying find anyone contact credit card charged even though tried cancelled account every email find auto replies telling use websites chat function website problem taking money impossible find anyone talk,status quo sloth,"custom, account"
1487,cf19a361-f86f-4b3b-816c-9302ce9733ce,Adam Shepherd,https://play-lh.googleusercontent.com/a-/ACB-R5Qu1KQTPizu044Ay8YjNwQYzxH9dj_a3MRbdYbTNA,"There are some UI problems, especially at parts where you have to insert pre-determined answers. And it accepts complete s__t answers as correct. Just for an example; for a simple html h1 tag in a code snippet it requires 4 closing/h1 tag to solve that question.",2,2,1.14.0,2021-02-07 04:20:08,,,NEGATIVE,ui problems especially parts insert predetermined answers accepts complete s__t answers correct example simple html h1 tag code snippet requires 4 closingh1 tag solve question,boosters,special
1502,44f46b22-1cdb-49e5-99cb-210a4009c15e,Mobius Grey,https://play-lh.googleusercontent.com/a-/ACB-R5Rq7YUqXVlwsUY2NxaPkFxlnA26WI9n3j9XsePR5w,I pay for Pro and signed up using Google on my laptop. When you log into the app on your phone through Google there's no option to select an account and so I can't use my Pro account! What's the point.,1,1,1.14.0,2021-02-01 15:15:57,,,NEGATIVE,pay pro signed using google laptop log app phone google theres option select account cant use pro account whats point,status quo sloth,account
1558,845737fa-535a-487a-b1ff-a9b8929c5dc2,Joshua Lowry,https://play-lh.googleusercontent.com/a-/ACB-R5Re-qD9UvShkjOtNMCSBYBZQFk-acGGrzNWWQ_tLWA,"I like the flow of the lessons and the ability to practice in my phone. I wish I could make progress on lessons through the app, especially to read the articles.",4,0,1.14.0,2021-01-09 14:46:33,,,POSITIVE,like flow lessons ability practice phone wish could make progress lessons app especially read articles,boosters,special
1639,e5b0dc9c-2145-4ad6-9f9a-a531ab052c5e,Chase Flanigan,https://play-lh.googleusercontent.com/a-/ACB-R5SXaYIGuLxeOfUBI0VBTcHlF7GTwGKEcaOgzYx3uv0,"App will not let me get past notifications screen. I keep choosing the course I'd like to get daily reminders for. Then it will populate to the main screen for a second and loop back to the notification screen. I'd like to begin studying, this bug needs to be fixed",1,23,1.14.0,2020-12-14 20:17:48,,,NEGATIVE,app let get past notifications screen keep choosing course id like get daily reminders populate main screen second loop back notification screen id like begin studying bug needs fixed,daily streaks,daily remind
1682,8c36666b-dcc7-4a27-adc0-707ea297ef92,Chenjerai Chigubhu,https://play-lh.googleusercontent.com/a-/ACB-R5RWugUybWz-Ps_V_CiUSPnHpgmaWxrYobV15fk-,"its pretty especially the practice quiz part, the only thing which is not a major issue is how to link the app to the website so I can review the things I've been learning. great app",5,5,1.14.0,2020-11-25 21:07:57,,,POSITIVE,pretty especially practice quiz part thing major issue link app website review things ive learning great app,boosters,special
1754,d3622b17-1c32-4b38-93ad-b67da8e6c984,MrBaggieBug,https://play-lh.googleusercontent.com/a-/ACB-R5ScOGxAclImncbaF8imoKP1F5H4yidfNg5aWhpuyg,Doesnt sync with my pc account,2,0,1.13.1,2020-11-02 03:04:42,,,NEGATIVE,doesnt sync pc account,status quo sloth,account
1776,94cd6f08-9229-4b80-be41-b524f391eb3c,shubham rathod,https://play-lh.googleusercontent.com/a-/ACB-R5SqTZw-e_R1xhai6dvw8JAEI4cQjHqU9s5qu7L2cw,"Well the platform is simply awesome, but for some reason i cannot login to this app using my google account and Facebook account and i have my pro account using Google account. So how do i login now🤔",3,1,1.13.1,2020-10-23 04:54:09,,,NEGATIVE,well platform simply awesome reason cannot login app using google account facebook account pro account using google account login,status quo sloth,account
1797,c6906397-3f3b-42bb-912b-6a1cc976fba6,Katie Playz,https://play-lh.googleusercontent.com/a-/ACB-R5SQdk1av07deDSRZI5xQBGdeKyU3doLMR9PSUQblsY,It is personally the best experience for actually learning how to program and learn more programming skills i like how they give you certification for the completion of the language to help you and motivate you every time you finish a language and i hope that the app becomes more similar to the one on the computer because it doesn't show all the things that they show on the site so I hope that the app gets improved 😀.,5,23,1.13.1,2020-10-13 23:08:49,,,POSITIVE,personally best experience actually learning program learn programming skills like give certification completion language help motivate every time finish language hope app becomes similar one computer doesnt show things show site hope app gets improved,status quo sloth,person
1820,b20e1657-c779-4675-8ebd-22c6f532bc27,VINIT SHARMA,https://play-lh.googleusercontent.com/a-/ACB-R5SK-JcVm_A9NADPP_gzXNfUWWVGLZiuLmDn5PZKsV8,Apps content is really good loved it but problem is it works only 1st time then leads me to white screen please fix I tried clearing data it works only 1 time then throws me to white screen!,3,0,1.13.1,2020-10-07 05:50:16,,,NEGATIVE,apps content really good loved problem works 1st time leads white screen please fix tried clearing data works 1 time throws white screen,voting,content r
1824,ac909eea-5387-44ac-aad4-147113166869,Kayla Cruz,https://play-lh.googleusercontent.com/a-/ACB-R5TGSvIarth7cUnEtSplh7K4uGqKbh49QYY0cvYr,As a person w/ little and no prior tech experience; this app makes it super easy and fun to understand stuff compaired to your regular old text book style of learning! It's especially useful when your're out and about. 5 out of 5 for sure!,5,6,1.13.1,2020-10-05 17:24:24,,,POSITIVE,person w little prior tech experience app makes super easy fun understand stuff compaired regular old text book style learning especially useful yourre 5 5 sure,"boosters, status quo sloth","special, person"
