reviewId,NER_Text,Start_Pos,End_Pos,NER_Label,Prob
6043,java script,75,86,MISC,0.9989939630031586
6058,free fire,122,131,MISC,0.9983335733413696
6058,smilingfacewithsunglasses,150,175,MISC,0.6322476863861084
6085,sololearn,96,105,MISC,0.9737781286239624
6090,uds,10,13,ORG,0.9934723377227783
6092,luahtml5javaruby,139,155,MISC,0.9045019745826721
6129,piola,6,11,PER,0.9465203881263733
6145,rust,262,266,MISC,0.8324621915817261
6171,gmail,73,78,ORG,0.9007875919342041
6171,fcebook,81,88,ORG,0.8915380239486694
6176,react,68,73,MISC,0.5351715087890625
6345,sololearn,143,152,ORG,0.9737687706947327
6376,sololearn,31,40,MISC,0.9431889057159424
6407,beamingfacewithsmilingeyes,18,44,MISC,0.9998326301574707
6460,smilingfacewithsmilingeyes,22,48,MISC,0.9998615980148315
6471,smilingfacewithhearteyes,20,44,MISC,0.8933789134025574
6492,sololearn,29,38,MISC,0.7313044667243958
6563,facewithtearsofjoy,138,156,MISC,0.48366063833236694
6570,partyingface,22,34,MISC,0.9391517043113708
6598,sololearnpara,96,109,MISC,0.6066384315490723
6605,sololearn,65,74,MISC,0.9779842495918274
6618,buenardo,0,8,PER,0.5947396159172058
6631,smilingfacewithhearteyes,11,35,MISC,0.6865041255950928
6631,latino america,136,150,LOC,0.9214993715286255
6644,grinningfacewithsmilingeyes,47,74,MISC,0.9963105320930481
6675,aprende python,10,24,MISC,0.9987465441226959
6676,grinningfacewithbigeyes,65,88,MISC,0.9956046342849731
6679,victoryhandlightskintone,34,58,MISC,0.9975391626358032
6712,backhandindexpointingright,46,72,MISC,0.8455261588096619
6712,kissingfacewithclosedeyes,87,112,MISC,0.9590039253234863
6739,redheart,12,20,MISC,0.8861957788467407
6788,great for begginers,0,19,MISC,0.9999268849690756
6793,windows forms,319,332,MISC,0.9888043403625488
6818,sololearn,121,130,ORG,0.9609333276748657
6833,fundamentos de programacion,52,79,MISC,0.9994887908299764
6854,minecraft,372,381,MISC,0.722233235836029
6902,kotlin,78,84,PER,0.9454606175422668
6905,grinningfacewithbigeyes,42,65,MISC,0.7154203057289124
7092,sololearn,81,90,PER,0.7873037457466125
7100,this love 3,0,11,MISC,0.996636430422465
7115,dabi,28,32,PER,0.9995187520980835
7115,levi,35,39,PER,0.9996942281723022
7122,python for beginners,49,69,MISC,0.9999200105667114
7203,sololearn,131,140,ORG,0.9984398484230042
7219,lenguaje c,28,38,MISC,0.9368895292282104
7221,gdscript,41,49,MISC,0.7847727537155151
7226,sololearn,26,35,ORG,0.8456714749336243
7275,sololearn,19,28,MISC,0.8730685114860535
7307,cuba,105,109,LOC,0.9590515494346619
7440,thumbsupmediumlightskintone,79,106,MISC,0.5152512192726135
7551,sql server,142,152,MISC,0.9878727197647095
7551,sql,160,163,MISC,0.4665091931819916
7569,raisinghands,256,268,MISC,0.7162540555000305
7577,duolingo,108,116,ORG,0.4537978172302246
7584,modulofizzbuzz,61,75,MISC,0.9397453665733337
7632,chile,301,306,LOC,0.8120667338371277
7670,smilingfacewithsmilingeyes,19,45,MISC,0.9981446266174316
7713,java script,290,301,MISC,0.9997529983520508
7720,visual studio code,93,111,MISC,0.999660313129425
7732,solo learning,125,138,MISC,0.988075315952301
7733,cuba,49,53,LOC,0.9919375777244568
7801,free fire,210,219,MISC,0.9990000128746033
7826,sololearn,0,9,MISC,0.9100834727287292
7859,sololearn,234,243,ORG,0.9636425971984863
7911,sololearn,11,20,MISC,0.7478600740432739
7911,machine learnig c,78,95,MISC,0.9999253352483114
7911,kotlin,117,123,MISC,0.8445240259170532
7933,sololearn,43,52,MISC,0.6118723750114441
7933,googlec,339,346,ORG,0.8631883859634399
7934,sololearn,43,52,MISC,0.6749950647354126
7934,googlec,339,346,ORG,0.9041990637779236
7985,buenardo,0,8,PER,0.5947396159172058
8011,smilingfacewithsunglasses  okhand,37,70,MISC,0.9462441802024841
8021,españa,144,150,LOC,0.5486291646957397
8094,pensiveface,82,93,MISC,0.9926773309707642
8106,tkinter,303,310,MISC,0.8036337494850159
8110,sololearn,61,70,MISC,0.8364819884300232
8126,expressionlessface  facewithsteamfromnose,108,149,MISC,0.8323783278465271
8132,grinningfacewithsmilingeyes,225,252,MISC,0.7244850993156433
8133,buenardo,0,8,PER,0.5947396159172058
8203,sololearn,28,37,PER,0.6430838704109192
8215,sololearn,391,400,MISC,0.7953289747238159
8227,posgret,89,96,MISC,0.5973885655403137
8255,duolingo,114,122,ORG,0.985470175743103
8255,duolingo,173,181,ORG,0.9958754181861877
8255,duolingo,239,247,ORG,0.9880437254905701
8271,loudlycryingface,38,54,MISC,0.6728447079658508
8271,loudlycryingface,56,72,MISC,0.9289430975914001
8271,loudlycryingface,74,90,MISC,0.7603493332862854
8317,adderly céspedes,58,74,PER,0.9950323700904846
8318,smilingfacewithhearteyes,63,87,MISC,0.8622214198112488
8328,kotlin,17,23,PER,0.8012204766273499
8389,sololearn pro,129,142,MISC,0.9765186011791229
8423,kotlin,80,86,PER,0.9988415837287903
8426,lua,382,385,MISC,0.525741457939148
8426,roblox,426,432,MISC,0.8553307056427002
8426,core,435,439,MISC,0.9178801774978638
8435,facewithsteamfromnose,59,80,MISC,0.8145490288734436
8475,udemy,255,260,ORG,0.9980677962303162
8482,grinningfacewithbigeyes,129,152,MISC,0.9120772480964661
8508,play store,112,122,MISC,0.728870302438736
8512,google flutter,134,148,MISC,0.9996629357337952
8569,dizzy,25,30,PER,0.7125939130783081
8635,lernisg,77,84,MISC,0.9949966669082642
8687,sololearn,12,21,ORG,0.9985992312431335
8758,caramba,0,7,PER,0.9547389149665833
8765,learn,81,86,MISC,0.7411254048347473
8772,sololearn,63,72,MISC,0.6205048561096191
8812,java script,38,49,MISC,0.9998545050621033
8859,ankidroid,422,431,MISC,0.6410594582557678
8892,gran uyuda,23,33,MISC,0.8244315683841705
8953,beamingfacewithsmilingeyes,41,67,MISC,0.9993999004364014
8966,gdscriptgmletc,85,99,MISC,0.5431622266769409
9011,angular,338,345,MISC,0.5207210779190063
9033,sololearn,20,29,MISC,0.8301588296890259
9057,grinningfacewithbigeyes,31,54,MISC,0.9995360374450684
9161,manuel teves,60,72,PER,0.99991774559021
9169,warcos coronel,153,167,PER,0.7002691626548767
9180,sparklingheart,88,102,MISC,0.9771416783332825
9259,heartsuit,22,31,ORG,0.915068507194519
9364,soolearn,44,52,MISC,0.9867209196090698
9454,explodinghead,11,24,MISC,0.9274130463600159
9468,learn es padrisimo,5,23,MISC,0.9840635259946188
9655,latinoamerica,12,25,LOC,0.9553261399269104
9670,méxico,27,33,LOC,0.5826451778411865
9675,visual studio code,206,224,MISC,0.9989220102628072
9683,python 3,66,74,MISC,0.5889654457569122
9690,likedin redheart,228,244,MISC,0.9919942319393158
9723,wenardo,0,7,PER,0.9099476337432861
9738,hello   world,174,187,MISC,0.9851412773132324
9742,phyton 3,35,43,MISC,0.7899223566055298
9772,godotscrip,132,142,MISC,0.8687747120857239
9875,chévere,0,7,LOC,0.6799637079238892
9890,game maker language,70,89,MISC,0.8352779746055603
9980,winkingface,274,285,MISC,0.6838149428367615
10000,phyton,43,49,MISC,0.7186430096626282
10079,haskell miranda,133,148,MISC,0.9970519244670868
10159,akgi,58,62,ORG,0.880511999130249
10232,starstruck,1,11,MISC,0.970524787902832
10235,react js big data,35,52,MISC,0.9999242424964905
10238,heartsuit,26,35,MISC,0.7682862281799316
10266,class my class,111,125,MISC,0.8890730738639832
10329,smilingfacewithsunglasses,88,113,MISC,0.9626293182373047
10358,sololearn,35,44,MISC,0.5324591994285583
10416,sololearn,15,24,MISC,0.9186017513275146
10429,mongodb,76,83,MISC,0.8250036239624023
10446,picante dou,0,11,MISC,0.9714986085891724
10548,swift angular js,83,99,MISC,0.998101552327474
10548,xml,168,171,MISC,0.7444349527359009
10548,vbscript,192,200,MISC,0.8615674376487732
10565,publi,21,26,ORG,0.9891365766525269
10606,buenardo,0,8,PER,0.5947396159172058
10641,slightlysmilingface,109,128,MISC,0.9092068672180176
10679,dev c,225,230,MISC,0.9941686391830444
10748,buenarda nanana,0,15,PER,0.779743492603302
10849,smilingfacewithsmilingeyes,22,48,MISC,0.9689597487449646
10893,buenardo,0,8,PER,0.5947396159172058
10908,beamingfacewithsmilingeyes,37,63,MISC,0.9675631523132324
10930,sololearn,53,62,MISC,0.8449138402938843
10961,smilingfacewithsunglasses,30,55,MISC,0.9891228079795837
10968,sololearn,22,31,MISC,0.622940719127655
10973,youtune,106,113,MISC,0.51622474193573
10973,phytonsqljavascript,219,238,MISC,0.839968204498291
10995,kotlin,96,102,PER,0.9992020726203918
11075,assembler,79,88,MISC,0.9204482436180115
11075,assembler,121,130,MISC,0.6911417245864868
11111,sololearn,128,137,MISC,0.8449949622154236
11123,sololearn,0,9,MISC,0.8773908019065857
11191,sololearn,200,209,ORG,0.9879730939865112
11271,crossedfingersmediumskintone,69,97,MISC,0.9881872534751892
11330,play store,79,89,MISC,0.9883573651313782
11410,pley store,18,28,MISC,0.988064169883728
11412,sololearn,52,61,MISC,0.6579597592353821
11412,sololearn,193,202,MISC,0.5185480117797852
11439,sololearn,0,9,MISC,0.7835850715637207
11486,sololearn,41,50,MISC,0.9704857468605042
11508,sololearn 3000,38,52,MISC,0.9834690093994141
11582,wow,0,3,MISC,0.6136830449104309
11607,phyton,42,48,MISC,0.9689937829971313
11610,sololearn,56,65,ORG,0.9389166235923767
11675,play store,85,95,MISC,0.9929177761077881
11714,senka kualli,0,12,MISC,0.9840731620788574
11725,sql,71,74,MISC,0.7613384127616882
11725,phyton,95,101,MISC,0.8328478932380676
11795,smilingfacewithsmilingeyes,22,48,MISC,0.999880313873291
11856,htlm,13,17,MISC,0.9083757996559143
11856,heartdecoration,83,98,MISC,0.8979638814926147
11931,buenardo,0,8,PER,0.5947396159172058
11964,java,20,24,ORG,0.867494523525238
11965,kotlin,206,212,MISC,0.7929337620735168
12017,androidxml,33,43,MISC,0.9115745425224304
12071,astonishedface,19,33,MISC,0.6681494116783142
12078,smilingfacewithhearteyes,20,44,MISC,0.9975305199623108
12115,panamá,307,313,LOC,0.9596933722496033
12116,documentgetelementbyiddatoinnehml,113,146,MISC,0.9396265149116516
12187,sololearn,34,43,MISC,0.7462783455848694
12329,unreal engine 4,208,223,MISC,0.9998083511988322
12331,sololearn,29,38,MISC,0.8630410432815552
12333,platzi,199,205,ORG,0.864814281463623
12333,udemy,206,211,ORG,0.958092987537384
12342,script,160,166,MISC,0.6736778616905212
12450,sololearn,206,215,MISC,0.9689266085624695
12484,visual basic,19,31,MISC,0.9842370450496674
12553,buenardo,0,8,PER,0.5947396159172058
12602,printf,31,37,ORG,0.9841800928115845
12602,scanf,40,45,ORG,0.9973771572113037
12617,sololearn 1010,195,209,MISC,0.9883476197719574
12650,grinningfacewithbigeyes,32,55,MISC,0.9998169541358948
12686,facewithsteamfromnose,67,88,MISC,0.9922176599502563
12689,sololearn pro,37,50,MISC,0.9978650510311127
12689,angular bootstrap,118,135,MISC,0.9881698489189148
12802,duolingo,8,16,MISC,0.8870542645454407
12892,candy crush,18,29,MISC,0.9994944334030151
12941,okhandmediumlightskintone,39,64,MISC,0.9776851534843445
12967,buenardo,0,8,PER,0.5947396159172058
13043,swift,56,61,MISC,0.7527887225151062
13106,smilingfacewithhearteyes,25,49,MISC,0.9998618364334106
13116,beamingfacewithsmilingeyes,47,73,MISC,0.9995885491371155
13144,learn pd,384,392,MISC,0.9985752999782562
13144,signofthehornsmediumskintone,475,503,PER,0.815253734588623
13168,solo learn,361,371,MISC,0.9990789592266083
13184,adderly cespedes,54,70,PER,0.8121819794178009
13250,android studio,92,106,MISC,0.9948919415473938
13302,kotlin,91,97,MISC,0.5065944194793701
13316,mimoen,10,16,PER,0.9961382746696472
13336,sololearn,49,58,MISC,0.7716439962387085
13388,pearl,13,18,PER,0.8534494042396545
13394,flexedbiceps,11,23,MISC,0.5813151597976685
13402,sololearn,48,57,MISC,0.8095555901527405
13485,lua,142,145,MISC,0.862337589263916
13485,glslshaders go,148,162,MISC,0.9999021291732788
13547,facewithtearsofjoy,13,31,MISC,0.8963295221328735
13583,sololearn,23,32,MISC,0.7908936738967896
13583,sololearn,159,168,MISC,0.6212575435638428
13647,visual basic,54,66,MISC,0.9869118630886078
13707,sololearn,191,200,MISC,0.47566935420036316
13756,buenardo,0,8,PER,0.5947396159172058
13791,sololearn,154,163,MISC,0.8004193305969238
13833,windevsi,286,294,ORG,0.5519869923591614
13833,windev,361,367,ORG,0.998810887336731
13841,uni,28,31,ORG,0.9987534284591675
13882,playstore print,32,47,MISC,0.9965897798538208
13884,hola mundo,90,100,MISC,0.6688734889030457
13925,sololearn,43,52,MISC,0.9356908798217773
13971,sololearn,56,65,ORG,0.6849954128265381
14024,visual basic,40,52,MISC,0.9739190340042114
14063,5,42,43,MISC,0.5449658036231995
14089,sololearn,128,137,MISC,0.8691410422325134
14188,okhandmediumskintone,101,121,MISC,0.5373714566230774
14196,sparkles  blackheart  okhandlightskintone,165,206,MISC,0.9993633031845093
14216,bootstrap 3,54,65,MISC,0.9993213415145874
14299,smilingfacewithhearteyes,12,36,MISC,0.993520200252533
14299,smilingfacewithhearteyes,38,62,MISC,0.97506183385849
14306,sololearn,9,18,MISC,0.9672964811325073
14363,beamingfacewithsmilingeyes,61,87,MISC,0.7408481240272522
14369,godot,90,95,PER,0.9993950128555298
14402,solo learn,105,115,MISC,0.987051784992218
14406,callmehandlightskintone,23,46,MISC,0.9749960899353027
14406,callmehandlightskintone,48,71,MISC,0.9220582246780396
14406,callmehandlightskintone,73,96,MISC,0.9475420713424683
14577,unity 5,60,67,MISC,0.979253500699997
14582,knockout papers physics,343,366,MISC,0.982018768787384
14582,cuba,397,401,LOC,0.7416396141052246
14602,sololearn,58,67,MISC,0.895132303237915
14633,smilingfacewithsunglasses,25,50,MISC,0.9995896220207214
14717,sololearn,311,320,MISC,0.4461866021156311
14881,beamingfacewithsmilingeyes,45,71,MISC,0.9989975094795227
14963,java,40,44,PER,0.9319332242012024
14995,miami,41,46,LOC,0.9977036118507385
15007,smilingfacewithsunglasses,9,34,MISC,0.9992303848266602
15051,nasa,39,43,ORG,0.9291473627090454
15071,play,150,154,MISC,0.9116569757461548
15147,sololearn,34,43,MISC,0.9369418621063232
15181,smilingfacewithsunglasses  victoryhand,105,143,MISC,0.9959724843502045
15207,adderly cespedes,17,33,PER,0.7944950759410858
15218,adderly cespedes v,39,57,PER,0.8501261075337728
15221,adderly cespedes,23,39,PER,0.9997992515563965
15262,sololearn,10,19,MISC,0.4083739221096039
15295,sololearn,0,9,MISC,0.6475486159324646
15350,slightlysmilingface,80,99,MISC,0.8359476327896118
15364,duolingo,117,125,MISC,0.5058026909828186
15412,mokosoft,17,25,PER,0.6201949715614319
15420,sololearn,59,68,MISC,0.7589418888092041
15441,smilingfacewithsunglasses,94,119,MISC,0.9991123080253601
15507,sololearn,32,41,ORG,0.8824305534362793
15544,johan strong,26,38,PER,0.9998334348201752
15633,moneywithwings,155,169,MISC,0.9231059551239014
15658,phyton,65,71,MISC,0.9130447506904602
15763,star  star  star  star  star  star,166,200,MISC,0.6817449231942495
15806,sololearn,310,319,MISC,0.7741671204566956
15878,nasa,18,22,ORG,0.9853692650794983
15900,sololearn,91,100,MISC,0.9842625856399536
15907,grinningcatwithsmilingeyes  sparkles,475,511,MISC,0.9929863214492798
15920,kotlin,22,28,PER,0.9997631907463074
15927,sololearn,186,195,MISC,0.893084704875946
15963,aprendepython,84,97,MISC,0.8784406781196594
15963,sololearn,216,225,ORG,0.3539086580276489
16054,u,56,57,ORG,0.9903284907341003
16122,solo learn,137,147,MISC,0.9959598779678345
16133,opengldirectx,102,115,MISC,0.8375129103660583
16133,vulkan,118,124,MISC,0.7398408651351929
16246,duolingo,115,123,ORG,0.4943959414958954
16260,sololearn,244,253,MISC,0.8577451705932617
16275,code playground,40,55,MISC,0.9999289512634277
16293,visual basic,55,67,MISC,0.9997788071632385
16350,buenazo,0,7,PER,0.9414638876914978
16386,ruby,81,85,MISC,0.8476547002792358
16447,sololearn,44,53,MISC,0.6728479266166687
16486,sololearn,0,9,MISC,0.679382860660553
16515,sololearn,9,18,MISC,0.6032710075378418
16530,trophy  sportsmedal,203,222,MISC,0.8406649529933929
16561,godot engine,75,87,MISC,0.9989478290081024
16587,phyton,332,338,MISC,0.8196392059326172
16667,bash,30,34,MISC,0.5012587904930115
