,date,review,rating,isEdited,title,userName
10,2019-12-16 05:25:34,"I’ve been working through the Web Dev career path for the last month and I can’t say enough great things! I did purchase the pro upgrade and it was SO WORTH IT. So, for the people who say “omg how can you charge $20/month for that?”, do you hear yourselves? That’s literally less than $2/day. If you can’t swing that for something your passionate to learn then you aren’t passionate at all. So, if that’s you, please do us a favor and switch to something you want to do or else you’ll be an annoying programmer to work with in the future. 
Thanks Codecademy for all that you do. Great job.",5,False,"Great Product, Great Company",👌🏽💪🏽
11,2020-07-06 00:29:50,"Print ( (This is app is a very good app i would like the app to explain why I’m wrong but it worked out very good and I’m now a coder using python as a computer programmer and the reason I got so far to computer programming is because of this app which also  got me in Stanford university with my coding and my 4.1 gpa. I mostly got my gpa from this app because since I got this app I’ve been getting straight 4’s(A+) thanks
)
)
And I’ve been using this app and py for everything bout work now",5,False,Perfect,Quan12344
12,2018-12-29 17:03:35,"The lessons leave so many questions unanswered. If you need to google what some of the terminology is, why use the app at all? Then they jump into practice questions and if you didn’t google you’ll be completely lost. So you’re left repeating the questions until you guess the correct answer. I want to KNOW the correct answer and why it’s the correct answer. If I already knew how to do the work I wouldn’t need to use the app. So I guess the goal isn’t to teach people who are new at this, but to prove to people who are already experienced that they know what they knew? I don’t know. I’m just really frustrated that I’m not really learning anything other than how annoying it is to not have the information presented in a way that makes sense.",1,False,Yikes,Gahhhhffs
13,2018-08-05 01:45:18,"The idea of being able to practice when I am not near the computer. I downloaded Datacamp even just bc they had a free app n Codecademy hadn’t released this yet n I will say it is much better than Datacamp. Only problem I have so far is that the practice doesn’t load all the time. I tried yesterday and it didn’t load and trying today also seems to not want to load. Im connected to wifi as well, even restarted my phone so I’ve only practiced once but that one time was good...",5,False,Really love,shougekinojp
14,2020-04-27 16:49:37,"I have been on and off of Codecademy since the start of 2015. I have watched as the price of the course work goes up. Along with the increasingly improving coursework and resources the site provides. I would give the app a 5 star for those reasons. However I was very disappointed to load up the mobile app to find it does not have iPad support.

The app has that generic option of making the screen larger to fit the screen size. However it does not allow landscape mode which makes having a keyboard useless. 

I would love to see an iPad friendly version of this app so I can work on the go with a keyboard vs my thumbs on a phone.",2,False,This would be a 5 star if...,iPad 2 all the way
15,2022-03-16 20:19:24,"I’m sure you guys have access to plenty of great people that could make this app not a 5 inch screen on a 13 inch IPad. If companies like Kroger can handle that task I’m sure a company focused on teaching coding languages can surely figure it out. I’ve seen similar reviews that are over a year old. Web version feels clunky, I know you can change to next lesson from the course menu tab but there is a button on the bottom right that appears and disappears saying “next”… it’s confusing at first. Just use the drop down menu.",3,False,Please make a real iPad version,ckingera
16,2023-02-10 13:39:21,"Normally the desktop web version is the way to go when you want to immerse yourself in deep work blocks to study coding. However, when you find those moments when you don’t have your laptop or only have 10 minutes, this app is perfect to review concepts and supplement your learning. Thanks Codecademy for creating this mobile app!",5,False,It’s great on the go!,AppleJacks001
17,2021-09-06 14:49:43,"Working on iPads is slowly becoming a norm in the industry. Since not all tablet browsers are created equal I figured Codecademy, a dev centric product and service, would identify the need for an iPad app to allow those the ability to learn on the go (hence the apps name). In 2021 everyone has access to mouse and keyboard capabilities and work in a landscape orientation to accommodate said keyboard accessories. It’s also worth mentioning that tablets offer a lot on the accessibility front and should be considered for your user base. I gave 2 stars for the solid curriculum but this app leaves a lot to be desired on the functionality front.",2,False,Where is the iPad support?!,not_relevant_0
18,2022-07-14 18:45:00,"I’ve heard good things about the computer version of this which I’ll at least give a shot but this app is utter nonsense. All of the classes throw you right to the wolves giving you flash cards the size of your tiny screen which an explanation that only someone that already knew the material would understand before giving you “practice” tests that barely fit within the bounds of the material they arbitrarily threw in front of you.

I personally tried the Command Prompt, Intro to Java and SQL courses and even as someone who knows a little more than a beginner in SQL, I couldn’t understand a thing it was trying to say.",1,False,Beginners stay away,Dnsowofiabwlapxujbensms
19,2021-09-16 07:09:24,"Guys. Oh, man. Those of you saying it is ridiculous to pay a couple dozen bucks a month for this are likely not realizing this is a COMPANION app to codecademy. For people leaning a skill that requires reading fine details, you sure do skim read.

The website itself is absolutely incredible. This is a great flash card app.

I would have liked this version to contain an IDE, but this is pretty great regardless.",5,False,Great companion app. Not standalone.,Eldnaphbd
20,2019-05-06 21:23:54,"I haven’t had any problems with the app and I like the concept behind it - review coding concepts and then test them. It also has a nice feature that allows you to search for specific ideas. However, I think the app would be even better if they added the same languages on their website, like C++.  Currently, they only have a few languages, with most focused on web design.",5,False,Nice app,Trains Are Cool...
21,2022-01-29 20:07:31,I’ve been searching for an app like this. A quick daily study to brush up on or learn new technologies. I love that it’s both Multiple choice and fill in the blank questions that reinforce the lesson of the day and I love how quickly you can move through lessons. Great app for beginners who want to move to the next level with their skills.,5,False,Finally!,runnndmc
22,2022-09-09 05:59:34,"Just started for 5 min and already see how good this app is.
I was searching for something like that but I didn’t like the design or how others apps worked , theirs tests and others feature . Thank you guys , from a start student from Kazakhstan . Hope this app will be helpful in my study time",5,False,Awesome,Shamil1999
23,2020-11-27 23:45:30,"I can’t use codeacademy with a tablet, which is fine enough, they didn’t build the site with that in mind. 
Then I find out they have an app, and it looks really decent...except it’s still meant only for phones, so the screen isn’t really optimized for it. Fine, okay.
But there’s no way to force it into landscape mode - which wouldn’t impact anything on the tablet since the screen stays at phone size and aspect ratio anyways - it could have at least fit there.
I get that it works for most people in most ways, but this is a really, really, really simple accessibility feature.",1,False,No accessibility options,Rochambowie
24,2018-08-06 23:25:40,"When I signed up for a pro membership, it was because the summary stated that there would be extensive review, flashcards, and extra lessons. This app seems to have none of that. As best I can tell, it has a daily exercise that’s loosely tied to your level of experience, and that’s it. But the lesson doesn’t seem to track where you are in the main course. It seems to have marked me as a “beginner,” and so is giving me beginner-level lessons, but it’s largely “reviewing” concepts that I haven’t learned yet. Maybe there’s extra functionality that I’ve somehow missed?",2,False,Am I Missing Something Here?,Among_the_Best
25,2021-06-18 21:48:09,"In regards to the HTML review and practice:

The content repeats itself, in no particular order- there’s no progression or gradual knowledge building. You can’t see what you’re actually coding, and there seems to be many errors in the questions asked and the given answers to submit… many more issues and annoyances like the seemingly random colors added into texts, but I digress. 

This is definitely not an app for you, if you’re a beginner, trying to learn the basics.",2,False,There are much better apps for learning,MsContrarian
26,2019-06-21 14:44:24,"The app itself is a great learning tool to keep your mind sharp on subjects you already know, as far as trying to grasp new information it seems almost like reviewing flash cards. A. You learn something. But B. You see it over & over again. The material is very repetitive, i usually go under HTML & it’s nothing new nor difficult, if you can introduce more difficult problems or better questions. That would make it more challenging & engaging.",3,False,Concept is Good but.... The Material lacks.,Hihahajananakens
27,2022-06-20 02:10:05,"It’s over all a good app but it has some issues, for starters it doesn’t really go much into the syntax (both in general and how it’s used in the different languages.), this is a big problem for me as someone who just started coding, another thing is it should also be similar on the computers as it is for mobile users, I’ll continue to use the app, and I am a first timer so this review may be flawed",3,False,Good! But should teach the basics,someone1137
28,2019-01-17 14:25:31,"I’m very pleased with my Pro membership online, but this app is a disappointment. I thought it would be a teaching app, but actually it is only for review — each session presents a few (five or so) random concepts, in no particular order, then quizzes you on them. 

There’s no back-catalogue or list of lessons to access, as I had expected. Which means you have no control over what concepts are being thrown at you in each session. Like I said, it’s completely random. 

So, if you already know your stuff, it’s a fun way to prove to yourself that you’ve got skillz — but if you’re trying to learn a new language or set of skills, you will quickly find yourself under water. 

I’m going back to my ‘puter for learning JavaScript. There’s simply no way in this app to learn it (or anything else) from scratch. 

A disappointment, for sure. I expected better of you, CodecAcademy!",1,False,Not what I expected (buyer beware!),cyngibson
29,2022-03-27 23:04:19,"I’m a little disappointed with the way the app behaves on iPadOS. It seems this app is designed for the iPhone with the iPads features give an after thought. I’m not sure why it behaves as if there isn’t a landscape mode. Even when I place iPad in portrait position this app doesn’t use all of the real estate. Just frustrating and as mature this platform is there’s really no excuse. As it stands this app makes it harder to use. 

Please fix so we can work effectively.",2,False,Not bad but not truly an iPad app,ProbablySo
30,2023-01-15 08:10:55,"When I get something right the sound is very pleasing and encouraging , it’s also a bit relaxing which makes me want to keep going.  When I complete my practice there’s a cute icon that tells me well done which is also very sweet and helpful.",5,False,Supportive sounds and icons,bbateu
31,2019-10-03 18:51:18,"Downloaded the app and went through the sign up process. When I go to the notifications part it froze the first time and kept refusing to move past. I allowed the notifications on my phone settings and tried to move past that section and it would go to a white screen not allowing me to move forward. Did this over and over, I uninstalled and reinstalled and it does the same thing. The irony that the app for a coding platform is ineffective and does not even work properly after signing up.",1,False,Really wanted it to work,12Salazar
32,2020-01-02 19:18:19,"Compared to the few other apps I’ve used, this one is very easy to use and understand. I haven’t used it for long but I already like this one better than all the others I’ve tried. Definitely recommendBeen taking notes  and I’m learning a lot and I’ve only just begun using this app. .",5,False,Comfortable,Grace z.
33,2019-09-09 17:31:41,Currently working on a course on my computer and saw they had an app. Wasn’t sure if it’d be worth it but so far it’s a fun little refresher to make sure you understand the concepts I’m learning in the course. I will definitely being using this instead of app games to pass a few minutes.,5,False,Surprisingly Fun and Easy to Use,Teal Turturuga
34,2019-04-07 16:32:21,"I’ve been using Codeacademy on and off for years, but my main issue was staying engaged with the self-paced curriculum. I’d go a week practicing everyday, but the I’d quit or get distracted. This app helps me stay engaged and keeps the information fresh in my head. The future is mobile, and this app knows it.",5,False,Helps me stay engaged,Allan B3
35,2020-12-17 14:41:39,"Running iOS 14.3.  App goes into an endless loop when trying to start a course. I’ve deleted it and reinstalled it. I log in with my pro account, select a course, which takes me to the ‘allow notifications’ screen, which I enable, click continue, which flashes to the next screen and then rolls me back to the ‘choose course’ screen putting me in an endless loop. App is totally useless. I hope they fix so I can give a proper review and change my star rating.",1,False,Great website but IOS app is 100% broken and doesn’t work,bitlifter
36,2020-11-21 14:18:54,"The app is a bit plain and seems to have some issues with how it displays answer fields on the practice modules. Several times it has shown improperly formatted and options on the C# subject, including more boxes than answer options. I wanted to enjoy it, but that issue on top of the very empty learning modules really kills the app for me.",4,False,Little Bit Buggy,Opulent92
37,2023-01-01 17:53:20,"The website and the membership is well worth the costs. I absolutely using the web version of Codecademy. Why don’t you have an iPad friendly app utilizing the full screen capabilities  of the iPad for mobile learning, having it scale up and keeping it within the ratios of an iPhone is disappointing seeing as you even teach swift as a language. Please develop an iPad version of this app.

Thank you",2,False,Not iPad friendly,Tswartz05
38,2022-06-14 05:02:20,This app isn’t very useful for picking up where you left off on the web. And figuring out where to review and where to practice wasn't the easiest task. Also the courses don’t exactly give you an smooth introduction to the language you’re trying to learn. the only thing i can see this app being good for is maybe and i mean HEAVY EMPHASIS ON MAYBE…brushing up on topics you might have already cover on the desktop website! but other than that this app is garbage 🗑,1,False,I hate this app,Chris Oeaux
39,2019-04-12 19:46:45,"This app is...okay...if you’re new to programming and you’re reviewing basic concepts as a refresher. 

The three star rating, though, is due to several errors (mainly in syntax) I’ve noticed while working through some practice problems, as well as the fact that the order of the “Review” sections are randomized and therefore is different every time you open it.",3,False,"Okay for reviewing, several errors though.",zacthewalrus
40,2019-12-16 22:10:59,"I love the app! The issue I’m having is that after I complete a practice module (like computer science), I have to close the app and restart before it will allow me to get a new pack. Otherwise, this app is very helpful.

***update***
The app is properly updating now. I enjoy practicing on it. Thanks for this resource.",5,False,Nice companion,BrianP12335
41,2018-12-22 13:25:57,"When I first loaded this app, it worked perfectly. Then mysteriously, the practice sessions stopped working, after the first one the app freezes and will not respond to continue unless I reboot my phone When this is resolved, I will gladly update to 5 stars, best practice app for beginners I have found When compared to other forms of education , the pro account is a deal. iOS 12.1.2 on Iphone 6s",3,False,Practice sessions freeze,Nerdacouis
42,2020-03-23 01:46:50,It very helpful for people who are new to coding like me. It show you step by step how to solve every problem and it shows you pictures of every problem. Our brain works in pictures and one picture shows more meaning than a word.,5,False,CodeAcademy,Jean Baptiste Asong
43,2021-02-13 22:49:36,"Just wanna start by saying I’m a huge fan of this app. Just one piece of feedback. I know this would be a large undertaking and I’m sure it’s been brought up before, but if you could add descriptions as to why certain answers are wrong that could go a long way!",5,False,Love this app,perculesgodofstrength
44,2022-11-03 13:42:55,"I don’t know what the disconnect is, the codecademy website is AMAZING. But for whatever reason the app is almost unusable. Doing the app for 10 minutes I already had to report 2 mistakes (1 from a “user question” which is dumb just write your own questions) and another question the UI was off so I couldn’t see the answers properly so had to just keep guessing until it gave me credit. Just use the website trust me.",1,False,Website great app bad,brichardson2468
45,2019-06-23 16:02:43,"I like codecademy, when I first started on html I was a little confused and frustrated because it’s basically learning another language but as I grow to understand and practice it I get better, so I would like to thank the developers of this app and offer support in anyway I can.",5,False,Codecademy,diopdiop
46,2020-12-09 10:31:15,"After selecting course and enabling notifications, practice screen shows just for 1-2 seconds and then the whole process starts over again and again about selection of course.",5,False,Issue,jaypatel898980
47,2021-04-03 01:39:29,"Just started, like it so far, I love this learning style. Hopefully it is effective . 
Wish it had more detail to scenarios to help me think through why you would want to use a query. 
Wish it treaffirmed why some answers are  correct for more compact ones",4,False,Great - wish it had scenarios,edlly244
48,2020-03-22 06:10:55,"Magen I don’t have the opportunity to access my laptop, this is a useful alternative to continue to be tested on ones coding skills. Acts like flash cards in a way to keep your mind grab on the information",5,False,Convenience,EQuiganomics
49,2018-10-08 02:03:36,"Most recent update won’t load the opening screen on the app, so I can’t see my lessons and can’t do anything. The “Search” page just loads the little explanation window at the bottom, where I can poke “Got It” to move forward, but it never actually does anything. My Settings now has Practice Reminders turned off, and when I try to set a time and back out from Settings, it defaults back to off and my time wasn’t saved. Can’t do anything with this app now.",1,False,App won’t load,seheasty
50,2022-07-22 13:06:10,Trying to work through the HTML module and very few of the user created practice questions work. Several are actually unanswerable because of the options available making them impossible to get correct. Once these practice questions are fixed this could be a decent companion app to the desktop version.,2,False,Codeacademy On Desktop is Great- App Not so Much,kk246810
51,2020-08-08 20:35:05,"App presents short, concise reviews of fundamental programming language concepts and constructs followed by quizzes to verify that the student has mastered the content of the lesson. 

Not happy about the company pandering to the racist, Marxist and terrorist BLM gang. Wish they would stop groveling before avowed enemies of the United States. 

Black LIES Matter",5,False,Great Mobile Learning App,Adiv
52,2020-09-28 01:55:29,"So, last Friday, I started my subscription at 7:30 PM central time. One week later, this Friday, I canceled my subscription at around 5:30 PM central time. I received an email saying that my trial had been ended and I will not be charged. Two hours later, around 7:30 PM central time, I received a $40 chargeAnd a notification saying I had been.I’m currently trying to work it out with customer support I will update my review if I am successful in getting my money back.",1,False,Charged me before seven days ended on free trial,Jack23456432
53,2019-09-23 18:41:33,"Great app, but needs an update to fix crashing issue. After I got my new iPhone with iOS 13, the app will no longer open. Please let me know when you have a fix available, I’ve been having this issue for almost 4 days. Sorry for the 3 stars, it will be 5 stars whenever I am able to use it again. Thank you",3,False,App won’t open,t-moneyballer
54,2022-10-20 19:01:01,"I like the courses on it but it seems as if it has no correlation with the website at all other than using the same account. The web development course, for instance, is in a completely different order than on their website.",2,False,Seems like it’s completely separate than the website,Brightside92
55,2022-12-05 16:25:01,"This is honestly so annoying! I want to access my own account in the app but you can’t because there’s no access to it! I am trying to sign up on the website using the same email I used for the app, but it’s making me a new account! I just want to have the same enrolled courses and progress that I have on the app!!! It’s irritating to have 2 different accounts on the website and app! BE BETTER PLEASE!!!!",1,False,PLEASE ADD ACCOUNT SETTINGS,CriticalSeagull
56,2019-03-28 12:32:09,"I love this app, but have been experiencing issues.  For the past 4 days, the JS cards have not been refreshing.  The content has stayed the same.  Although this is the only issue.  Everything else has been great this far.",5,False,Awesome App!,WafflesofFire
57,2020-05-08 01:54:26,"Although this comes up when I only filter iPad supported apps, this app is literally an iPhone app port that is oriented and sized for iPhone. They’ve somehow justified that this is okay by adding a little button to expand it, which merely blows up all the pixels and feels like you’re working on an oversized, pixelated iPhone app. Which makes having it on the iPad pointless and insanely  misleading. Does this company know what the word ‘ethical’ means? Doesn’t seem like it. 
Ugh",1,False,iPad app? Think again.,MaskedVillain
58,2022-11-17 20:02:23,The tempo is perfect with lanes for getting stuck.  Never thought id begin to grasp python.  Wish id have started sooner.  There is even a bit of light humor in the dialog which I enjoy.,5,False,Completely new to coding,lexcrob
59,2018-08-24 18:33:08,"This is a coding app for the iPhone, however if you wanted to use it with your iPad Pro and keyboard you are in for a bad surprise. Portrait is the only viewing mode allowable. The app would be much easier to use if it took advantage of the iPad’s ability to replace a laptop and allowed for landscape view. Even without an iPad focused app the landscape feature would enhance the experience without feeling constrained to use the iPhone or hand-holding the iPad.",1,False,iPad/Landscape view is needed asap,NoVA Music
60,2022-05-31 19:40:43,This app is extremely useful on days when I can’t practice. It keeps concepts that I’ve previously learned fresh for the next time I’m able to continue learning. Repetition is key!,5,False,Best App for Reviewing,NickMis
61,2018-10-19 16:16:26,"I utilize the desktop site and think it’s a good service, and good way to learn coding. The difference with the app is you have to have a pro account for JavaScript practice and learning. This makes me want to practice on other coding learning apps",5,False,Pro,5e7en
62,2019-06-07 00:56:39,There are other apps that allow you to practice coding within the app. It would be nice if this app allowed that. The only practice there is (as far as I have found) has been some quizzes.  Other than that this app is a great addition to the learning program,4,False,A Suggestion,Aliquay
63,2022-02-26 13:26:17,It’s a decent app but when you go back to a complete module there is new info no available the first time. This means constant backtracking to figure out the new info in the next lesson. Easy to lose track of where you are and where your going. Not very streamlined,3,False,Missing elements?,nonickname91827
64,2021-08-10 19:42:17,"I stopped using this years ago. Due to the format of it. It was pushing me through but I wasn’t learning due to lack of repetition. 

My girlfriend wanted to learn coding and wanted a good place to learn from. I just ruled this out.

1. The prices for pro went up. Have the site and app says I have pro and the other says I don’t.

2. The progress I had when doing this isn’t counted in %

3. The app login has issues.

4. The study material for the practice tests is bad. It’s by people trying to impress themselves or others. They’re not trying to teach.

The practice tests have nothing to do with the the practice material. And further more are written by... I don’t even know who the user is.",1,False,Issues on issues,Rlex626
65,2020-02-20 03:34:13,"I am completely new to this experience and am having a hard time with the basic terminology. No fault of the app. I’ve already learned quite a bit in a matter of minutes. However, I find it silly to add so much value to little symbols on a screen",4,False,Coding?,Getarealjob1
66,2019-11-08 05:31:56,"I’m looking forward to downloading this app to practice coding. However, it’s not working in the way I expected. ( can only the quiz but can’t practice coding on an app). An app on iPad is very weird. It’s like a zoomed  iPhone screen, so it’s not very convenient to learn here. Another drawback of an app is that it takes forever to load.",3,False,Not in the way I wish it to be,Snsd_Rainie
67,2022-05-20 01:33:26,"This app does well with its examples and explanations but as someone who wanted to use something on the go as a refresher for muscle memory, it didn’t do me justice. Coding is all about typing and it’s more practical than tapping and clicking to place “fill in the blank” questions.",3,False,"Technical, not practical",Ctran_the_Asian_Man
68,2021-10-10 13:59:06,"You would hope people who are teaching you how to program would be good at making an app, and your hopes are fulfilled here.",5,False,Exactly as expected,MitchellSchott
69,2021-12-07 16:24:50,"I am a pro member, and I just found that Codecademy has an application for mobile users! However, I installed it for my iPad and the screen is suited for a phone. I hope that the developers can make it suitable for the iPad(s) Apple has made. if they make it for iPad, starRating = 5; else, starRating = 3;",3,False,App Seemingly Not Built for iPad,ModusTollen
70,2020-03-27 00:04:23,Loving Codecademy pro; thank you Codecademy team for providing free access scholarships to students! This is making my social distancing fun and productive. I’ve wanted to try out the data science path for a while... it’s an amazing learning tool!!!,5,False,Happy to be on board,mraybot
71,2019-10-09 01:33:58,"I’ve had to force close this app and restart it at least a half dozen times in the two days I’ve been using it. Very buggy. The content in the python module is good so far, but the app itself makes the content useless because it won’t refresh, update progress, or even add a course when you select “start this course.”",2,False,Ironically Buggy for an App that Teaches Coding,ncpck
72,2021-10-22 14:03:01,"Very disappointed that the contents curation is quite different from website. I wish to access web codecademy contents - my career path lessons and exercises through mobile, but the mobile version is completely different. Maybe good for binge learners, but useless for aspiring coders who mostly work with desktop (laptop) web applications.",1,False,Does not sync with website,Kjl9999
73,2019-04-30 18:43:25,"Been using the website for a bit now, just downloaded the app and I think it’s great to keep yourself in check, on schedule, and good to practice and review what you’ve learned so far. Very impressed!",5,False,Great!,Gmoney333
74,2018-08-02 21:46:55,"Have been a long time fan of this website. Was always hoping for more practice, and now I can take it with me on the go! Great to have for subway rides during a commute",5,False,Great way to practice,codman625
75,2020-03-19 15:20:37,"I consider myself a competent command line user.  However, if you don’t use something regularly you tend to forget.  This app is a great way to practice, in spurts, to keep the wheels turning.

Thank you.",5,False,Perfect practice makes perfect,prof.phil
76,2023-01-26 19:03:49,I’m in the process of switching careers from HVAC to Coding. And I’m sometimes really exhausted after work. So on my lunch breaks I’ve been studying and practicing Codecademy. Awesome to have this hand held tool!,5,False,Great practice on the go!,Andrew420.
77,2021-08-14 03:04:46,"Hi, great app you got here. Helps me in my AP CS class. But can you add a correct screen size for iPads? It literally is a phone sized display and then 50% of the screen is just borders. It’s hard on my terrible eyes.",4,False,"Good app, but add better functionality for iPads.",BulbasaurDRaj
78,2020-04-12 15:09:27,"I got the app when I was on my free trial of pro, and now once the trial ended it’s still showing pro stuff, I’m also not using pro on my account anymore. Is there a way I can fix this?",4,False,"Works good, there is one little problem though",BestNumber_72
79,2019-03-12 01:22:09,"The application itself is very simple to use and understand. It allows you to read a few concepts or rules per day regarding HTML, CSS, JavaScript, or Python for free. I wish more of it was free, but I understand it not being free. Good application overall, but could use a little more actual coding.",4,False,Honest Review,Ewigg84
80,2021-06-01 00:47:27,I have been using Codecademy for a while now and about a month ago I became a pro member. This app is helpful for practicing coding on the go as well as touching up my skills.,5,False,Amazing,BEiNg139
81,2023-03-16 23:15:59,"In order to sign in, you have to sign up.
 In order to sign up, you have to sign in with either a Google account or a Facebook account. 
I am very much against both Facebook and Google and therefore I am not able to use this app at all. The requirement to sign in with either Facebook or Google is very limiting and restrictive.",1,False,Just A Vehicle For Facebook & Google,SoloDanceParty
