Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_python,matched_stem
16490,915cdce0-4315-4a91-8d5e-b5848dc1b7c7,Pradyum Singh,https://play-lh.googleusercontent.com/a-/ACB-R5RkfLnCdYwyeXXqaSlbqrMk2cEHvVcv9MH2szz9XQ,"You can easily learn python , html, c++, java etc. Programming hear. I was don't know anything about python but, i am still learning and i can see the results that i did progress in python.",5,1,4.8.0,2021-07-10 09:27:29,,,POSITIVE,python,progress
18151,8063c365-90f7-4885-9945-91cff68e85f4,Sant Yadav,https://play-lh.googleusercontent.com/a-/ACB-R5Su2waVHRludaXyc2qQKliuGWSIBfgxtx3gNgXSYQ,"For community it is good but for programming it is very bad only for html css, but it does not support any big or meduim like programs in python and c also you cannot code in more than 10 or 11 language i want to code but this app is not good for coding it is good for community practise message and like social network..... For good programming and if you want to code on projects you can install dcoder and its community is not good like this but dcoder's programming language section is good",1,1,4.6.2,2021-04-20 12:29:31,,,NEGATIVE,python,social
18777,671297cf-e560-4528-ab0b-0698cb40de1f,Joe Bardon,https://play-lh.googleusercontent.com/a-/ACB-R5SWklli96dfxtNFD3l7v4X_MF0riH0xJJHInn6bnw,"Generally a great app in many way but it is slightly let down by a couple of things. Firstly, it seems like they gave up on a few of the modules, most noticeably the OOP module in python. Secondly, the lack of functionality on the web based app means you have to do a lot of the challenges on your phone and typing code on your phone is a pain! Other than that it has been a really excellent and helpful course and I am happy I went pro.",4,57,4.5.2,2021-03-18 09:44:17,,,NEGATIVE,python,challeng
19002,6df2b8f6-f460-4b2c-a777-8b2e7b4fb0bd,Jayashree Pradhan,https://play-lh.googleusercontent.com/a-/ACB-R5TnLIkp9ElBVSqdsCANM8FAENdkJ4PxQ8M_nWGR6w,Really this app is amazing when I was installed this app I thought it just something interesting I thought that we can share everything and even I don't have will have any project I will just have to learn python later when I install inferencing and there was so much do I was having community discuss and many more so I love love love this app that's why I want you all too tried out it's really good habit in also have battles over there and they are also we can chat so that we can discuss Install,5,0,4.5.1,2021-03-08 01:08:57,,,POSITIVE,python,habit
21189,9064d27a-e91e-432b-bdea-c994d76754e9,Sascha Litscher,https://play-lh.googleusercontent.com/a/AGNmyxZI3v-grSAsXj4LV7nBz2Twk_2Ub9WZVUrEf3c9=mo,"Very nice app. Learning the basics of python by theory, coding what you learnt and then having challenges and quizzes. I love the way it is built up and the community behind it is very helpful. Also you can use it very well in the free version with only some short ads and few functionalities locked.",5,7,4.0.5,2020-11-27 09:58:58,,,POSITIVE,python,challeng
22393,e9905a58-bcfd-4c0f-baf6-e64ad08d6d9b,Jake H,https://play-lh.googleusercontent.com/a-/ACB-R5Snr1u5Q0TgViZHA65krS3g0lBc9L-T1Oh3zoHP6Q,"This is an updated review. The app has been much improved since I last used it back in 2017. The pro coding exercises for python in the app are great and can be very challenging at times. My only gripe at the moment is that the website doesn't offer the coding exercises found in the app, even if you pay for pro. Also, when using a bluetooth keyboard (or emulating Android in Bluestacks) the keyboard doesn't 100% correctly in the editor. I can type all day, but I still have to touch TAB...",5,0,4.0.0,2020-10-17 21:09:54,,,NEGATIVE,python,challeng
22480,4f336356-2c5d-4c3c-b8ea-af2a103565ee,Marion Mbithe,https://play-lh.googleusercontent.com/a/AGNmyxbdPUqCLF3cquofmaoVFHWplBuHvuz4FuBR2FCi=mo,"I love using solo learn as it helps me sharpen my skills in python language, the challenges offered are also good. It's a great app.",5,0,3.5.0,2020-10-15 11:45:27,,,POSITIVE,python,challeng
23660,03a7b603-13a8-4504-94a1-9d5d0abdd21a,J “Noble6” Nieves,https://play-lh.googleusercontent.com/a-/ACB-R5QVY4kSQOfpj5gruyvZMxrrMWGs6DQXMsyPwyF_Zcg,I enjoy using this app touching on java and getting a on the go experience of learning when I can during my lunch breaks or chilling with my significant other. Also helped me brush on python to study with my friend that wanted to practice.,5,0,3.5.0,2020-09-17 06:40:23,,,POSITIVE,python,break
24924,cb84284d-f6ef-4283-8877-1a04e13782c7,For Reviews,https://play-lh.googleusercontent.com/a/AGNmyxav7qI6D4E7jFJLPdifqv4Mn2e5T5xQfebgW7fU=mo,"Awesome app. Lots of various code to learn, easy execution, well formatted, useful online chat forums and comments. And love the feature where you can share code with other users. Could use some more interactive challenges and classes but very pleased, they have coding for all kinds of things, from javascript, C#, python, to machine learning and html. Pleased, also not too many ads and all for free!",4,0,,2020-08-23 21:45:07,,,POSITIVE,python,challeng
25212,fd72d8f5-7e7c-486c-a4f7-11b59f9a670b,Mufudzi Chiguvare,https://play-lh.googleusercontent.com/a/AGNmyxb0rLjhEBgQ3WyKaeRVFTkqcX84h6SJq2YW4cqZ=mo,I would give u a 5 star but no...i spent more than _20 mins writing python code for the jungle camp challenge to only find that it had an EOF error...i try again for more than 6 times but it fails..i copy the code and paste it on the code playground and then works...but when i return it does not work..dont get me wrong this is a very helpful app and i really like it but this just makes me angry and feel like quit programing which is not supposed to happen,2,10,3.4.3,2020-08-18 05:45:10,,,NEGATIVE,python,challeng
25226,f4a8a582-d173-4554-b0cd-86e3cd6bb421,Otieno Ian,https://play-lh.googleusercontent.com/a-/ACB-R5TCPofAJLSc9Ot_E5FnKdKWBCSUvhANdQeoQwu0,"This app is great.The thing they have got to do something to their Code Playground.When using python I cannot import third party modules giving so much limitation on whatever you do with this app.Though to say the truth, the experience was great. I love their coding challenges and their play section for some coding battles. This a great community for any beginner learning to code since I was once their and it was like a year ago. This app is great and I would recommend it to my friends.",4,0,3.4.5,2020-08-17 23:13:34,,,POSITIVE,python,challeng
25713,b0053682-1684-44f0-b563-e4340f339a19,अतुल प्रकाश,https://play-lh.googleusercontent.com/a/AGNmyxbXDTvz5TrKS7Bfp-LL4ZqBk8WsdfNZG_0zSwX9=mo,"Sir please make free the prolearn content and upgrade with new courses like artificial intelligence etc and add challenges for mysql, css, and etc.Add code coach challenges to all courses not only in python",5,0,3.4.6,2020-08-05 05:25:52,,,NEGATIVE,python,challeng
26354,cb7e4f9c-4b70-4e14-a61e-57a782c382e8,mahdi keshtani,https://play-lh.googleusercontent.com/a/AGNmyxYqZJ64YvtyfGg8qz7qBoA31FLJATpgukg81dxF=mo,Best python courses ever! Also this app has a social network like Instagram that help programmers know eachother and solve programs together... And you can competition with others programmers! Just install it you will not be disappointed!,5,0,3.4.5,2020-07-21 07:24:26,,,POSITIVE,python,"competit, point, social"
26453,185c0ad7-529e-4e7b-96bc-a5fb94c32473,Priya,https://play-lh.googleusercontent.com/a-/ACB-R5S8olKXEMXV7bks4fuUCHyBo_HBgsEyd4rMeKDnBqU,"This app sucks!! I was learning python and suddenly when I opened this app, all my progress in python learning was gone. I had to start again from the basics.",1,2,3.4.4,2020-07-19 03:39:56,"We are sorry for the inconvenience, it should not be like that.
Please contact us via info@sololearn.com so we can check your account and try to help.",2020-07-20 04:32:05,NEGATIVE,python,progress
28397,efa5fc07-e636-4106-ae0a-424e9966bb96,Bob,https://play-lh.googleusercontent.com/a-/ACB-R5SKKFQmQIIwfvCL7N8EPfJHQ-VnXu0rz2jc7PgacA,Sololearn deleted all my progress so I had to start from the beginning and all the oop especially python horrible and everybody comments on it but they dont bother fixing it.,1,5,3.3.1,2020-06-09 10:27:08,"Hello,
Thanks for your feedback!
We are sorry for the inconvenience.

Our development team is aware of the problem and working hard to fix it as soon as possible.
Please contact us at info@sololearn.com for more information.",2020-06-10 08:52:15,NEGATIVE,python,progress
29130,37c116d1-3f7f-4d44-b93c-a53421488cc4,Ashish Kumar Burnwal,https://play-lh.googleusercontent.com/a-/ACB-R5TL8x-h1GHHN_tdoV52MTwt8ZWoG8g5TCqwWF2FVA,"It is best way to start. You can learn html, java, python, css, php, and many more language. The content of this app is very awesome and have a large valuable community who are passionate to code. Every chapter have a comment area where you can comment about that. Here a lot of useful comment which fulfill the sololearn content. If you are a beginner you must start with this app. You can follow top coders and also your friends. There is also challenges which improves your knowledge.",5,0,3.3,2020-05-28 00:38:58,,,POSITIVE,python,challeng
30856,327fd3ba-dfdb-4589-8bcb-478ddd1cf0ae,Vitus Graule,https://play-lh.googleusercontent.com/a/AGNmyxaGph_Zi4UGaDIP6HcTA8PAhOaNm0jtEMbHYbtF=mo,"Nice, desciptive and easy tutorials to get the basics for a programming language. I only tryed out Java-tutorial jet. Might have more features i did not use jet, like challenges/tasks from the community and content developer. I would recommend this app but i also thinks it is hard for beginners (without any knowledge). Use the app to recap knowledge and play around with different languages (python, java ,...)",5,1,3.2.4,2020-04-30 08:46:48,,,POSITIVE,python,challeng
32568,2a8f0f75-18b1-4f63-a4c6-aa948d9741e6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very nice app for learning. I'm using it to learn python and so far it's very helpful. Lots of content with discussions, challenges and possibility to test and play with code.",5,0,3.2.3,2020-04-05 03:51:13,,,POSITIVE,python,challeng
34593,87b65219-0dae-4674-9039-d9c6906a19ff,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I wanted to do some plot using matplotlib library but it was showing no output.I was a bit confused and then found that It doesn't support matplotlib,scipy,pygame like python packages.I am very disappointed.😑😑",2,4,3.1.1,2020-02-23 02:14:02,,,NEGATIVE,python,point
35096,be0add5e-5363-4b8b-801c-165342dc9873,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very intuitive, professional guidance and modular, step-by-step lessons. Features also include multiple choice quizzes, exercise scenarios, many different languages and a social competition ranking. Having a good time, finally learning python!",5,1,3.1.1,2020-02-11 23:23:28,,,POSITIVE,python,"competit, social"
35140,ae33649b-d2cd-4e07-986a-6a1e24751837,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The best learning experience i ever seen.... The coding challenges are awesome..... Before i see sololearn, my time killer is whatsapp... 😅😅 But now i am fell love with sololearn.. And learn more about python and its modules.... Thanks developers..... Plz tell how i give more stars.....",5,1,3.1.1,2020-02-11 07:36:19,,,POSITIVE,python,challeng
35377,d81b6ab6-0172-482e-af0f-b050c0259f14,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Great for learning python. Take your time and after you finish the control structures moduel you should refresh the basic concepts by taking the quiz at the end of it and if need be, go throught it again. As you complet each continue to refresh all the ones you have completed with there end quiz and going through those you don't do well on. Doing it like this i am making progress in leaps and bounds. Also look up python projects to do for bigginers.",5,6,3.1.1,2020-02-05 19:26:43,,,POSITIVE,python,progress
37175,8bb4360d-3859-475c-bfda-6cee0c52d02d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I recently started learning python on this app and I feel like I'm nicely progressing. The lessons are clear and well explained and the proposed challenges are a great way of learning the logic behind coding. So I recommend this app a 100%,5,3,3.1,2019-12-29 15:18:20,,,POSITIVE,python,"challeng, progress"
37202,a2ce36fe-73d0-47bb-b9fd-368e859d0d24,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I'm using this app to learn python from zero coding experience. So far it's been great. It breaks down each concept into a simple, easy module and then gives you a quiz. The part that I really like is the experience/level gain. It makes it into a game which makes it fun to keep going. I have not paid for the pro version yet but even so I still feel like I gain a lot",5,30,3.1,2019-12-29 05:10:19,,,POSITIVE,python,break
43990,f63716b7-6874-4338-9912-5012bda17753,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"An excellent resource for learning about how programming languages work. I have been using it to learn python, and the ability to write code in a similar environment to what is seen in the python IDE is great. I catch myself using it whenever I get a break, rather than getting on social media. Highly recommended.",5,0,2.5.5,2019-08-31 18:49:50,,,POSITIVE,python,"break, social"
44726,789f6276-1816-4748-8c9c-d6f1f741f0c0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Best app to learn programming. Has challenges and best of all a section for users to ask questions and get answers from other users, you can even share your codes. I will rate it 5 stars after studying python there.",4,0,2.5.5,2019-08-21 13:17:31,,,POSITIVE,python,challeng
44896,7335b0b7-2396-46dd-9ff5-ef3aa2ee65ae,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,well while learning python solo learned challenged me . accepted it and it asked questions that i didn't learned yet . its discouraging.,1,0,2.5.5,2019-08-19 16:22:10,,,NEGATIVE,python,challeng
45268,e8b61fd7-7876-4366-8b5b-bf13490bd293,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"this app help me lot by this app I able to learn languages such as HTML,c++, python and JavaScript. if you want to learn this languages then I suggest you download this app. this app have many things like lesson, quizzes,challenges and code generator platform by this you can make your own code one bad thing if you want to learn then you have to on your mobile data",5,0,2.5.5,2019-08-15 03:42:47,,,POSITIVE,python,challeng
45594,04a20465-9a21-4d1f-89dd-ec9016eecaec,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Downloaded this to start learning python. Each module explains the content in an ways to understand format, even if you are struggling there is someone in the comments section of each question to break it down.",5,0,2.5.5,2019-08-11 03:24:10,,,POSITIVE,python,break
47149,6cf860f3-7dec-46f4-8e61-60de0390a161,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I am in learning mode of python.it gave a chance to aquire a knowledge.its very intresting than other challenging games because here we can challenge every member(1tolast and all over the world),5,0,2.5.5,2019-07-20 22:01:26,,,POSITIVE,python,challeng
47621,6df0c15e-28b3-4bed-aa8f-49cf780d239e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the best app for coding. I loved it very much it contains many challenges and questions.I found learning python to be very easy. This app can be much better if they provide a cheatsheet and summary for revision.Eventually it's an awesome experience.,5,0,2.5.5,2019-07-15 23:27:38,,,POSITIVE,python,challeng
48868,30054fa1-fb08-4484-91b2-84c6a06d151a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"its a fun edu-app with a built in PvP game, and an ai opponent if you dont have friends. I just barely started learning python 3 on udemy and i took a small break, iwanted to use this app as a refresher to hop back in. thing is: this app is great and im strongly considering buyibg the premium version or what ever they call it after i finish my course on python. i have a feeling using this app to learn other languages after already knowing one is a huge help. thank u creators and any one readin👍",5,0,2.5.5,2019-06-27 12:17:36,,,POSITIVE,python,break
50956,5abc66e9-763a-4bc3-9ff6-d4b03a165365,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I actually have a python course with Udemy. however this app is fantastic when im out of the house. great for break time at work when i want to keep up to date with my studies. highly recommended,5,1,2.5.5,2019-05-27 00:45:36,,,POSITIVE,python,break
51601,02b05d08-1ee2-44c6-889a-208e1d6d66a2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very good app to learn java, python or sql etc, only thing felt disappointed is that ads distracting during learning",4,0,2.5.5,2019-05-16 16:01:54,,,POSITIVE,python,point
53603,732aaeb8-643e-4449-9b12-3583040f8727,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've been thoroughly enjoying the SoloLearn experience, being able to practice on the go is a great plus - only adding 4 stars as the python tutorial has quite a few flaws, most of which were pointed out by the community 2+ years ago.",4,13,2.5.5,2019-04-21 05:33:46,,,NEGATIVE,python,point
54952,b5a961aa-6958-47d5-b41f-f0f10b79c1c0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I have learned python on SoloLearn. I'll say this app has a very simple and straightforward way of explaining stuffs. Due to the interactive environment and different challenges,the user gets benefits.I guarantee that u'll never be dissatisfied. Waiting for what, c'mon INSTALL it Now !!!!",5,0,2.5.3,2019-04-06 13:20:35,,,POSITIVE,python,challeng
56576,92e0519a-d32a-4cbf-9471-149257dad950,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very good app that can break it down and make everything easier to understand and memorize. I never thought I would be able to learn coding after failing to memorize all those books... but this app did it... 3 months and now I can code with python!,5,1,2.5.2,2019-03-17 14:17:56,,,POSITIVE,python,break
57261,505f04d1-15cf-4126-b0c1-60cf9391b6a3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"seems pretty decent so far. had to change apps from the learn python app but it tansferred all my progress and now there's a few more ads but course continues for free so far and there's more stuff, like other languages, to explore later.",5,3,2.5.2,2019-03-08 15:08:20,,,POSITIVE,python,progress
58000,f11c07e7-1cea-4a64-a4bd-8b20b1be069c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"A great start point to learn python, from a beginner's perspective.",5,0,2.5.1,2019-02-26 19:34:13,,,POSITIVE,python,point
59612,60709f9f-32f7-48f6-8cb0-b19c9b7930fd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very good. I think, the best app to learn java, c++ and python. If you translate competitive mode to russian, I would be happy.",5,0,2.5.1,2019-02-07 09:11:56,,,POSITIVE,python,competit
