Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_python,matched_stem
16319,4eaa9464-83cd-4f40-b4a3-fb3eb7d09b3a,Chris Ward,https://play-lh.googleusercontent.com/a/AGNmyxYen8yNgfQrgJnD5fteBbP4R5eOYW5U2Sz9K-UN=mo,"Nicely paced learning. However, content is now restricted to web (html, css and java script), python and sql. There is not enough here to justify a subscription and gameification is pointless and annoying once you've finished the content.",3,3,3.46.1,2021-08-29 06:11:45,,,NEGATIVE,python,point
17488,f9a10321-5beb-4a39-8dc1-abbde80807f7,Ian,https://play-lh.googleusercontent.com/a-/ACB-R5QVHMvs1l0Zw290Vx1HamcQ4xWS3XNkC39ZoSK2f-4,"It's super disappointing how only 5 of 37 courses are available for free, this app only works if you wanna learn python or web development for free and for the rest you have to pay",3,0,3.44,2021-07-29 11:01:28,,,NEGATIVE,python,point
17669,8cca93c0-0b9f-481b-b87b-ce344f01dced,Chris Wactor,https://play-lh.googleusercontent.com/a/AGNmyxa5ZDm8Nu33eWizInThtCLkXi0FeAjwIeOEfAkS=mo,So far so good. I've gotten pretty far and python because of Mimo. Some of the functions could be outdated but that's okay because it's small compared to what I have learned. The competition side is awesome!!! Constantly making me want to beat number one. I WILL BE NUMBER 1!,5,7,3.43.1,2021-07-24 19:29:12,,,POSITIVE,python,competit
20244,96c62254-be62-40e4-874c-52add9a21499,Bartek Miniszewski,https://play-lh.googleusercontent.com/a/AGNmyxaegRgAI8zp51-pDxAfl4Atrk74QVtqlRwpARF3=mo,"Too ""beginner friendly"". I checked that I do program a bit, and have small projects, and I've got very shallow introduction to python instead. I do know how to code in python more or less, so I don't see a point in starting all over with close to no level.",2,2,3.31.1,2021-06-12 15:57:47,Hi there! Thanks for your review. We're working hard to provide the best content that will allow our users from all levels to learn something new. Just keep going through the chapters and we promise it will get harder. Hang in there!,2021-07-06 06:34:54,NEGATIVE,python,point
20910,ac5038ce-de0c-4213-828c-22a0eb936d9e,Bilal H. Salman,https://play-lh.googleusercontent.com/a/AGNmyxaa22VB3E7pmDw1CqHnFBzJSL1mSVkQv7EQtyQR=mo,What an app...love it! Please add more programming languages. (Edit 30/05/21) There are a few issues that I have noticed: 1. I can no longer access the leaderboard it keeps saying finish another lesson. 2. All the older python lessons that I completed no longer show the complete list of sub topics that I completed.,3,23,3.35,2021-05-29 22:46:36,"Yikes! We're sorry to hear you've run into an issue. To get to the bottom of the issue, please tell Johanna at support (support@getmimo.com) what exactly happened. She's great at figuring such things out.",2021-06-28 04:48:18,POSITIVE,python,leaderboard
20957,8b06ec9a-4457-47d4-ba17-c431d93ab619,larry stemke,https://play-lh.googleusercontent.com/a/AGNmyxZud9x-oV3t0ki3bL0ZgZglSfn9hnBo4_ZRwNz1=mo,"I finished a module, it says I earned 80 points, but the leader board did not update. That is a frustrating bug. I will uninstall and get a book on python.",3,2,3.35,2021-05-28 20:42:57,,,NEGATIVE,python,point
22983,90bd6e2a-1b89-4a3d-ab13-fcd841944352,Ryan Brinklow,https://play-lh.googleusercontent.com/a/AGNmyxY8SLFLYYmZUZuuTRGkgYpNU8TB1ncvSwsHxei5=mo,"I've subscribed so I can't comment on ads. Completing this, on an 8 day streak so far, along with a python course has helped reinforce and introduce concepts well. Recommended",5,0,3.28,2021-04-13 06:20:00,,,POSITIVE,python,streak
24756,77ee7759-7fa1-452e-9fda-b26a7ec00702,Lisa Eyre,https://play-lh.googleusercontent.com/a-/ACB-R5Q8kmXVoVIUksGzMePWs7_5H1LoG9x2ysXknbo,"Great app to learn so much about different programming language basics, and some wider IT info too. Only gripe is the courses tab on Android which doesn't look as good or work as seamlessly as the main 3 learning tracks (sql, python, web design) and doesn't progress your current place in the course to the big green button, meaning you have to hunt for it.",4,35,3.23,2021-03-08 02:06:22,,,POSITIVE,python,progress
25814,b46edc4e-c599-4e1d-8bf1-f53f32e93643,Z the Inkling,https://play-lh.googleusercontent.com/a-/ACB-R5Qeao5Zz4T5H_SqFbQiCVOxUSz0GBOdR9OglTQF,"An excellent way to learn how to code. I wanted to learn python for free for AGES and now I finally can! (Yes, I am a real person. A robot would not make a pointless comment within parentheses of a review.)",5,3,3.21,2021-02-21 18:47:33,,,POSITIVE,python,point
29603,0c6f966b-6a23-4895-8113-c332090f3380,Maciej,https://play-lh.googleusercontent.com/a/AGNmyxZq-mJZnqvO7iNpf6vmGk82m3fvx3QffGGpgHu7=mo,"Very good app! Kill your time and learn! But... When you finish it even paid one option, mimo team add lessons with big delays... It takes around week waiting. Meantime you missing your day strike, rank position and losing will for further education. Mimo team please add more lessons, courses, and allow to get python certificate... Thanks",3,1,3.14,2020-12-29 05:14:53,,,NEGATIVE,python,strike
30226,19415c4f-7f26-424a-a60e-55f3953f46c8,Eagle,https://play-lh.googleusercontent.com/a-/ACB-R5RHNDm72nCjAHNyZZJUrEywugrR2tNyQ64BbEWf,"Absolutely amazing app. It is very useful for learning varities of programming languages from scratch to the top. It is very competitive as well, because of the leaderboards system. I will recommend you this application if you are a beginner, intermediate or even an expert at coding. This app will help you get more knowledge, for sure. 😁 And yes, I am learning python.",5,0,,2020-12-16 04:45:20,,,POSITIVE,python,"competit, leaderboard"
30373,653ebec8-eac9-4d50-af1b-1d28f3d469fa,Dhairya Kanodia,https://play-lh.googleusercontent.com/a-/ACB-R5QFFIZtp60mNgT_2roEEvDeulEM8OkOvdoxP5bxCw,Great app I am learning python and a great progress is made P.s-i am using the free version,5,0,3.12,2020-12-13 08:25:03,,,POSITIVE,python,progress
32047,f18c7862-3ce0-41f5-9e27-a5b5c5da3aef,Mark Linton,https://play-lh.googleusercontent.com/a/AGNmyxZV5-QpqAJtHh_a9pTFvIeFocEzyZaf__XoxRJh=mo,"I""ve been coding on and off for 25 years and I wanted to have as look at python. My son is using Mimo to learn some HTML so suggested I have a look at it. Learning ti code on my phone is not ideal but by breaking everything down into small chunks it's easy to find five minutes here and there to do a lesson. Yes it's a bit slow for me but add I can choose in other languages the basics it's stuff that I already know, but I do like the way it is done.",5,1,3.7.1,2020-11-10 07:23:48,,,POSITIVE,python,break
32309,c5be2a68-e3cf-49b2-bd2a-96070d265eba,Kenyon Kluge,https://play-lh.googleusercontent.com/a-/ACB-R5QVNR-FSxNFzpK2309kp1d8CTtcq2Z-HETEAUAZ4Q,I liked it at first but just as i felt like it was getting to the interesting point of learning python it ran out of lessons. You can learn what is taught here for free on the python web site as well as a lot more.,2,0,3.4,2020-11-05 23:31:20,,,NEGATIVE,python,point
42090,b45e91fd-996f-4c48-82e4-30a982ad2e99,Sudhanshu Suryawanshi,https://play-lh.googleusercontent.com/a-/ACB-R5QciD4jGqpqPAG3IAD8tspsh3eIl5jxX4sCtAtni6o,"A fun and competitive way to learn HTML , JavaScript, and python. You all must try it I know that you will love it.",5,0,,2020-07-31 22:33:47,,,POSITIVE,python,competit
44598,c746bce3-d271-46b3-96cc-a7caf185762c,Elijah Davis,https://play-lh.googleusercontent.com/a-/ACB-R5Ttt2rpw1kDVqVNOKIIZngfYWDeG40JSy0mcX1c5w,This app is amazing to me you learn HTML CSS and JavaScript and you can do extra things to like learning about a.i and programming and inernet and network and challenges and python,5,0,2.26.1,2020-07-06 12:38:18,,,POSITIVE,python,challeng
46460,8473ed1d-90e3-4983-a649-1068a16b7455,tenshichan131193,https://play-lh.googleusercontent.com/a/AGNmyxbM5bwF6tPE899TGFcn6MWt5e7CwtxN-1FjXEe1=mo,"I really liked the app to get a fist try at learning python, but I changed my phone and now, on the same day, it is no longer available. This is really disappointing because I was in the middle of the module.",3,2,2.23,2020-06-18 05:26:03,,,NEGATIVE,python,point
55009,c506a477-3fb0-4cb1-ab23-799e1f9d94e9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Good, but dissapointed it doesn't have python",3,0,,2020-03-16 03:15:14,,,NEGATIVE,python,point
67668,2b39a18d-c10f-449c-a5c3-028854c987fb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I downloaded this app in hopes that I could start learning on my mobile device, while im on the ferry, bus or train or even on lunch break at times. I went through the greeting tutorial on how the app works, then went on with the python course. I liked how it started taking me step by step and i was feeling that I was going to learn something. Well after 2 questions I got smacked with a Paywall to pay a very expensive monthly or yearly fee. People are better off with FreeCodeCamp. I uninstalled",1,8,1.5.6,2019-07-12 00:11:39,,,NEGATIVE,python,break
67681,f601f4d2-d157-4869-97e4-92a7640997c3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've learned coding easily and perfectly by Mimo, thank you guys, keep it up, and please add python challenge in the next update🙏",5,0,,2019-07-11 18:05:21,,,POSITIVE,python,challeng
70933,d96c4c21-8942-40b6-9751-2784fc2192e7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,please add more content on ansible python automation . please add python in earn certificate and in daily challenge . please add projects and new chapter in python i have buy for python but i think that it has very low study material in python . please update,4,0,1.5.2,2019-05-05 16:05:57,,,NEGATIVE,python,challeng
72293,11615f7e-bfde-4fc7-aae1-e60ea86206ab,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"As one who has experience in numerous programming languages, this seamlessly catches up to my skill level and expounds upon it. For learning new languages, however, I can't stress enough how easy it is to build new foundations! I let a 12 year old try learning python from scratch using this app, and in an hour they had progressed farther than I had in 2 and with fewer mistakes.",5,1,1.3.6,2019-02-17 12:58:06,,,POSITIVE,python,progress
85311,7d7ace26-ef92-4649-a376-6f23fcbbe37e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've only just started python but I must admit the approach for learning is 
refreshing in comparison to long standing competitors like codecademy. I 
just really like how human the content feels, and the simple plain English 
(with the odd pop culture reference). I hope the app continues to feel this 
way throughout",5,0,1.0.7,2018-07-31 16:28:15,,,POSITIVE,python,competit
