Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,sentiment
10,2021-06-09 22:41:47,,Despite being a computer science student it’s one of the time I’m happily learning. It has a flow that caught me on the spot. It’s 4:40 in the morning and I can’t get rid of it. Happy coding✌️,5,False,Mostafa Ryhan Hridoy,Learning,POSITIVE
11,2021-10-12 19:41:18,,It’s really good. But some times it doesn’t open new stage after finishing the current stage. I needed to reopen the app. After all this is a great idea to learn python. Bravo 👍,5,False,SR Jewel,Excellent,POSITIVE
12,2022-02-23 14:55:33,,This app is user friendly and one should use it to become a better programmer.,5,False,ATikkha,Perfect app to clear concepts of programming.,POSITIVE
13,2022-01-31 14:25:00,,I enjoy this app thoroughly. The tasks are funny and creative which makes learning so much easier.,5,False,ttazwar,I love this app,POSITIVE
14,2021-03-07 18:16:05,"{'id': 21684828, 'body': 'We are working on the graphics. You will get is fix on next release.\nWe are extremely sorry for the inconvenience.', 'modified': '2021-03-16T12:58:35Z'}","Invested a lot of time in the app and got pretty far into it (as a paying customer). The concepts then became harder (as expected) and the language errors along with non functionality of graphics became a hindering factor in learning. 

Emailed support multiple times to provide feedback on issues and the common response has been “we will fix it soon”.

 It has been over 3 months and the delay has prevented progress which has also resulted in forgetting previous concepts learned. 

Recommend the team scale back and fix issues on the bottom before expanding scope.",1,False,Marcus Mane,Too many Errors and graphics missing,NEGATIVE
15,2020-09-24 16:09:58,"{'id': 18110773, 'body': ""Chix3n, we're extremely sorry for the inconvenience. We didn't fix the grammar issues as our main concern was to add value to your lives by putting out the content soon. We are working on to add more contents.\n\nAnd we ask for the gender for personalizing our contents for you based on that. And the full name is required for you to receive a proper certificate.\n\nIf you have any other queries, please mail us at support@programming-hero.com and we'll be more than happy to assist you.\n\nGrandma beat us yesterday. Nobody loves us. Please show us some love by giving 5 stars.\n\nLove from Team Programming Hero. ❤️"", 'modified': '2020-09-26T06:44:48Z'}","Honestly love it, I was looking into a programming future, and as a kid, this app really helped me. The grammar in the app itself isnt checked well. Also, in some moments they ask for personal info like your gender, or your full name.",4,False,Chix3n,Pretty fun learning experience,POSITIVE
16,2022-02-06 09:22:37,,Highly recommend,5,False,maybe2nite,Keeping me interested,POSITIVE
17,2021-06-18 22:57:14,,This is a great fundamental app to learn programming basics and prepares to get your hands wet in the real world of coding and making virtually whatever you want it’s great,5,False,Valkryiedeath,Fantastic tool,POSITIVE
18,2020-05-03 17:17:42,"{'id': 15274491, 'body': 'Hey there, Coxet!\nHaha, really nice to hear such nice words from you. :D\n\nYour amazing feedback not only made our day, but also made our whole year. Thanks a ton! 😊\n\nPlease keep supporting us this way and stay tuned for more cooler updates...\n\nStay safe, and happy coding!\nLove from Team Programming Hero! ❤️', 'modified': '2020-05-12T17:30:07Z'}","easier to understand , amazingly cheaper too, now i can become a programmer inside my blanket..",5,False,coxet,"I think the best programming learning app, i have ever known",POSITIVE
19,2021-02-24 20:31:39,"{'id': 21684865, 'body': 'We are working on the pictures. You will get is fix on next release. We are extremely sorry for the inconvenience.', 'modified': '2021-03-16T12:59:22Z'}","This app has a lot of bugs that needs fixing like pictures not showing up on the courses and many other things that are important and it doesn’t look like they are trying to make it any better , but courses are very vast and useful if they get things right",1,False,esmietreat.com,To Many bugs in the program,NEGATIVE
20,2020-11-24 22:45:03,"{'id': 19397777, 'body': 'Very awesome, Markwilkinsjr. Best wishes with you. Your feedback/suggestions are always welcome at support@programming-hero.com Please keep exploring Programming Hero and keep supporting us. Thanks. Love from Team Programming Hero. ❤️', 'modified': '2020-11-27T18:18:47Z'}","I’m just beginning but I think it’s super user/beginner friendly. 

Excited and motivated to move forward.",5,False,Markwilkinsjr,Great start,POSITIVE
21,2021-02-07 21:18:36,"{'id': 25754297, 'body': '\r\n\r\nDear Ivian, Grandma requests you to try our latest app once more. We already have fixed this issue and updated the app. Curly quotation is not the right one for coding, so we kept suggestion with the right quotation mark on code playground on our updates. She is confident this time, she believes that you will love to learn programming from our app now! She sends you lots of love! 💖', 'modified': '2021-10-18T18:46:31Z'}","Very nice, would be nice if would update to have also the “” working on iPhone when an answer is required with the “”",4,False,Ivian.Paun,“” don’t work on iPhone for answers,POSITIVE
22,2022-09-04 17:42:21,,yah this is godd,5,False,34Nabil,this is best when I using this i dont know when learn the programing,POSITIVE
23,2021-09-21 01:35:12,,I’m new to programming and I like that this app shows the basics of everything.,5,False,viviansalas6,Amazing,POSITIVE
24,2020-06-09 18:12:49,"{'id': 15946600, 'body': 'Jojo, thank you very much for your amazing feedback. It really means a lot to us.\n\nFelt like you know our app better than we know it. Really impressive.\n\nLots of love from Team Programming Hero. ❤️ ', 'modified': '2020-06-12T12:49:38Z'}","Doesn’t get repetitive, and is easy to pick up and learn for anyone of all skill levels.",5,False,Jojo Mckqleen,Is nice,POSITIVE
25,2022-06-01 11:58:34,,And it tells you all about coding,5,False,TherealMrkoke,The app looks fun,POSITIVE
26,2022-12-06 05:04:52,,I am happy to use it.,5,False,thisisnafizahmed,Very effective and interesting,POSITIVE
27,2020-07-21 21:10:34,"{'id': 16864165, 'body': ""Hello Socalferret.\nThank you very much for your amazing feedback.\n\nWe're working on the iPad version and we're trying to have it live in 2 months.\n\nWe really appreciate your patience and support and welcome your feedback at support@programming-hero.com\n\nLots of Love from Team Programming Hero. ❤️\n\n"", 'modified': '2020-07-25T12:49:53Z'}",This is the best there is in the App Store. However this needs to be ported to the Ipad. Full screen not only an iPhone app,4,False,Socalferret,Almost there,POSITIVE
28,2020-11-16 01:47:53,"{'id': 19414266, 'body': 'Very awesome, manikanta. Thank you so much. Best wishes with you. Your feedback/suggestions are always welcome at support@programming-hero.com Please keep exploring Programming Hero and keep supporting us. Thanks. Love from Team Programming Hero. ❤️', 'modified': '2020-11-29T12:04:36Z'}","Learning with FUN
It perfectly suits for kids, both entertainment and knowledge packed in single thing
Kudos to Developer Team!",5,False,manikanta786,Learning with FUN,POSITIVE
29,2022-10-20 02:26:40,,Learn while having a good time,5,False,Stormjaw,Fun way to learn,POSITIVE
30,2020-03-23 02:15:35,"{'id': 14288905, 'body': 'Thank you Likhith Kumbum for trying out Programming Hero. We will keep adding more Python and coding content. \n\nPlease stay tuned.\nLove from team Programming Hero. ', 'modified': '2020-03-27T14:11:23Z'}","It’s really the way to learn programming for beginners, and has helped me a lot since I started using this app.",5,False,Likhith Kumbum,Programming Hero is Great!!,POSITIVE
31,2021-06-27 20:03:59,,Why not…,5,False,Avery2908,Easy way to get started,NEGATIVE
32,2020-07-16 14:22:30,"{'id': 16864227, 'body': 'Really glad to hear that, smfoyaz.\nThanks a lot for your feedback.\n\nWe really appreciate your support and please keep exploring Programming Hero.\n\nLots of Love from Team Programming Hero. ❤️\n', 'modified': '2020-07-25T12:54:47Z'}",I’m start liking this app.,5,False,smfoyaz,Comments,POSITIVE
33,2021-04-08 17:38:41,,Such a useful learning app I’ve ever seen. It has increased my confidence on learning python with enjoyment.,5,False,Asif1971,Great 😊😊😊!!!,POSITIVE
34,2023-03-09 14:46:03,,Great for just starting out,5,False,ZBuck504,Top programming how-to software,POSITIVE
35,2020-12-20 00:33:00,"{'id': 20129337, 'body': ""Hello KesaGatame. We're extremely sorry that you had a bad experience with our app. Please email us at programming.hero1@gmail.com and we'll be more than happy to assist you. We love you. ❤️"", 'modified': '2021-01-02T13:22:01Z'}","iOS 14, current hardware.  First thing the app does is  say ‘let’s play the game you’re going to build’ — starts a game - there’s a target (planet) for you to hit.  Once you do the app freezes and you have to close the program.

Hopefully a temporary bug.",1,False,KesaGatame,Broken at Introduction,NEGATIVE
36,2021-12-26 05:15:14,,Learn coding concepts as you go. I would recommend this app to beginners.,5,False,Slyday400,Great practice for beginners!,POSITIVE
37,2020-03-20 14:58:31,"{'id': 15275306, 'body': ""Jhankar, thank you very much for your amazing feedback. Your words not only inspired us, but also gave us the energy for the whole year — we can now work harder without sleep or food! 😁\n\r\nWe're bringing some more cooler contents for you in the next update — advanced Web Development, Python and a lot more fun stuffs. So, please stay tuned...\r\n\r\nStay safe, and happy coding!\r\nLove from Team Programming Hero. ❤️"", 'modified': '2020-05-12T18:17:18Z'}",A detailed approach to teach programming with fun and games,5,False,Jhankar Mahbub,Python and web development done nicely,POSITIVE
38,2020-12-19 16:13:24,"{'id': 20129336, 'body': ""Hello there. We're extremely sorry that you had a bad experience with our app. Please email us at programming.hero1@gmail.com and we'll be more than happy to assist you. We love you. ❤️"", 'modified': '2021-01-02T13:21:38Z'}","It seemed to be going great, but then I realized it glitches severely every time you put “ or ‘ in a line. It becomes literally impossible to get past the beginning levels if u can’t type quotations.",2,False,rateraterateraterater,Quotations,NEGATIVE
39,2022-09-09 19:14:33,,Seems pretty good so far,5,False,shawnycush,Nice so far,POSITIVE
40,2022-01-21 05:04:49,,I love how interactive it is with less than an essay explanation.,5,False,Unhingedkiwi,Very fun!,POSITIVE
41,2021-01-30 19:36:20,"{'id': 25754307, 'body': '\r\n\r\nDear user, Grandma requests you to try our latest app once more. We already have fixed this issue and updated the app. Curly quotation is not the right one for coding, so we kept suggestion with the right quotation mark on our updates. She is confident this time, she believes that you will love to learn programming from our app now! She sends you lots of love! 💖', 'modified': '2021-10-18T18:47:18Z'}",When ever I hit the double quote key “ it spazzes out and I can’t continue to type anything.,3,False,Dams du,This doesn’t work properly.,NEGATIVE
42,2023-03-21 23:46:58,,Get way for beginners to learn or reinforce information,4,False,Shayla1011,Easy and straightforward,NEGATIVE
43,2021-07-25 18:14:14,,"Great,, keep going,",5,False,epil69,wish,POSITIVE
44,2023-01-09 19:37:08,,Used this app to get an understanding of coding and furthering my knowledge,5,False,Chris Felt,Great app for learning Python,POSITIVE
45,2022-02-28 16:55:26,,This is really amazing app to learn easily. Thank you,5,False,smsuvoahmed,Best app,POSITIVE
46,2022-06-23 21:06:50,,I brought lifetime premium membership but it doesn’t work in my iPhone. I mailed their support but they didn’t give me solution . And also their vip member live chat not work.,1,False,sir Rouja,Lose of money. Cheater,NEGATIVE
47,2022-01-17 04:11:43,,This is one the best app for learning programming for beginners,5,False,whatisnottaken1346,Absolutely crazy,POSITIVE
48,2022-11-25 19:47:10,,Just got back into coding but had imposter syndrome but this app is great for beginners and vets!!,5,False,RetroGvngJoe,Good for refreshers!!,POSITIVE
49,2021-10-08 02:55:05,"{'id': 25754016, 'body': ""Dear Johensy, Grandma wants to let you know that you will find JS in the web development course. She requests you to have a close look and let us know if you don't find it, we are always helping you on support@programming-hero.com.\nYou will be glad to know that we are going to update the Web Development Course and bring more fun on JS soon! \nGrandma loves you! As much as she loves 5-stars! You can make her happy! We love you too! 💖"", 'modified': '2021-10-18T18:28:51Z'}",The app says you can learn js but I only see Java. Is it only under the pro membership?,3,False,Johensy,I’m not seeing any JavaScript?,NEGATIVE
50,2022-06-05 08:53:12,,I’m learning coding very easily with this,5,False,man its jaell,Nice app for learning,POSITIVE
51,2021-07-14 18:15:16,,"Honestly, this app is amazing for its content, looking, presentation,",5,False,ShrikantaMazumder,Amazing One,POSITIVE
52,2020-05-24 12:37:42,"{'id': 15671440, 'body': 'Wow, Razzrah! \n\nThank you very much for your amazing words! Your amazing feedback gives us an extra jolt of motivation and energy to work harder for more fun contents for you. \n\nPlease keep supporting us this way and stay tuned for more cooler updates... \n\nStay safe, and happy coding! \nLove from Team Programming Hero! ❤️', 'modified': '2020-05-30T22:30:00Z'}",It’s a great way to refresh material learned in class,5,False,Razzrah,Loving the app,POSITIVE
53,2022-11-03 12:44:50,,It’s really cool and i’m learning so much,5,False,Chance.N,Love this app,POSITIVE
54,2020-06-24 05:17:12,"{'id': 16564892, 'body': 'Glad you found us helpful. Thanks so much, Raeed.\n\nPlease keep exploring Programming Hero and keep supporting us...\n\nYour feedback/suggestions are always welcome at support@programming-hero.com\n\nLots of love from Team Programming Hero. ❤️', 'modified': '2020-07-12T11:17:59Z'}",It is very good for the kids and the other to learn about coding,5,False,Raeed Farshid,Good for beginners,POSITIVE
55,2020-09-19 14:48:54,"{'id': 18110774, 'body': ""Sheeba, we're extremely sorry for the inconvenience. We have resolved this issue and it should be fine now. \n\nPlease check it and if the issues still persists, please mail us at support@programming-hero.com and we'll be more than happy to assist you.\n\nGrandma beat us yesterday. Nobody loves us. Please show us some love by giving 5 stars.\n\nLove from Team Programming Hero. ❤️"", 'modified': '2020-09-26T06:45:04Z'}",Please check.,3,False,Sheeba Feroz,Crashes while attending quiz under Challenge 1 level.,NEGATIVE
56,2021-01-19 01:08:26,"{'id': 25754177, 'body': 'Hey Nikki! \nCan you try our latest version once please? Grandma made us fix all these issues and we did so. Can you check again and if the problem still happens we request you to mail us at support@programming-hero.com. This would be really helpful for us.\nPlease help us, we love you a lottt! 💖', 'modified': '2021-10-18T18:39:30Z'}","While clearing the levels it’s keep stucking , not letting me to tap on next button. I have iPad mini",3,False,nikki76876,It’s stucking,NEGATIVE
57,2020-11-29 01:10:34,"{'id': 19558060, 'body': 'Very awesome, SMABD. Best wishes with you. Your feedback/suggestions are always welcome at support@programming-hero.com Please keep exploring Programming Hero and keep supporting us. Thanks. Love from Team Programming Hero. ❤️', 'modified': '2020-12-05T13:21:19Z'}","I am having fun learning python through the app 
Kudos to the inventor",5,False,SMABD,App is awesome,POSITIVE
58,2023-02-05 06:08:57,,"I have a wish to meet with you,
J. Mahbub sir!",5,False,Hasan Ikram,Satisfied,POSITIVE
59,2022-08-28 12:43:03,,Fun interactive way to learn python. Thank you !!,5,False,Mcrespo26,Great!,POSITIVE
60,2020-10-12 17:26:23,"{'id': 18674902, 'body': 'Yes, this app is made especially for kids in mind, cavt503. Thank you so much for trying out Programming Hero. Please keep exploring Programming Hero and keep supporting us. Thanks so much. Love from Team Programming Hero. ❤️', 'modified': '2020-10-24T07:05:29Z'}",Is this app kid friendly?,5,False,cavt503,Question,NEGATIVE
61,2020-06-01 18:30:37,"{'id': 15820010, 'body': 'Wow, GKMadhari! \nThank you very much for your amazing words! Your amazing feedback gives us an extra jolt of motivation and energy to work harder for more fun contents for you. \n\nPlease keep supporting us this way and stay tuned for more cooler updates... \n\nAnd, please let us know where we have scope for improvement at support@programming-hero.com\n\nStay safe, and happy coding! \nLove from Team Programming Hero! ❤️', 'modified': '2020-06-06T23:54:05Z'}",I totally enjoy learning the basic concepts,5,False,GKMadhari,GKMadhari,POSITIVE
62,2020-03-17 13:17:39,"{'id': 15275185, 'body': 'Pro Rasel, thank you very much for trying out Programming Hero. \n\nWe brought a brand new Web Development ""Video\' course in our new update. And, we\'re working on to bring more fun contents for you. So, please stay tuned...\n\nStay safe, and happy coding!\nLove from Team Programming Hero. ❤️', 'modified': '2020-05-12T18:11:09Z'}",Next level coding app.,5,False,Pro Rasel,Awesome,POSITIVE
63,2020-04-29 19:30:19,"{'id': 15033360, 'body': ""Thanks a lot, rslrm! 😊 We're really glad you liked our app. Please keep exploring Programming Hero and keep supporting us... This month, we're bringing a brand new web development(Html, CSS, Bootstrap, Js, Git) video course. So, please stay tuned… Love from team Programming Hero! ❤️"", 'modified': '2020-05-01T12:08:07Z'}",Programming hero has started my love for coding and inspired me to start my journey,5,False,rslrm,Programming hero:the best,POSITIVE
64,2020-11-30 15:51:51,"{'id': 19558065, 'body': ""Thanks a ton for your amazing feedback, BibhasS. We really appreciate your support. Please keep exploring Programming Hero and keep supporting us. We're working harder to improve your overall learning experience. Thanks so much. Love from Team Programming Hero. ❤️"", 'modified': '2020-12-05T13:21:49Z'}",I now know the basic of python 😊,5,False,BibhasS,Thanks,POSITIVE
65,2021-01-02 02:24:19,,What an amazing app to start programming as a beginner. Loved the app. Thanks to the developers.,5,False,Riyadh1103,Amazing,POSITIVE
66,2020-08-28 16:11:10,"{'id': 17838790, 'body': ""We're super-happy to hear that, Tor. Thank you so very much. We really appreciate your support. Please keep exploring Programming Hero and keep supporting us. Your suggestion/improvement ideas is always welcome at support@programming-hero.com Thanks so much. Love from Team Programming Hero. ❤️"", 'modified': '2020-09-12T13:09:53Z'}",Just nothing bad to say,5,False,Tor maere chudi,Love it,POSITIVE
67,2020-08-26 20:56:09,"{'id': 17573564, 'body': ""We're really happy to hear that, Salman. Thanks so much for your support. \n\nPlease keep exploring Programming Hero and keep supporting us. Your suggestion/improvement ideas is always welcome at support@programming-hero.com \n\nThanks so much. Love from Team Programming Hero. ❤️"", 'modified': '2020-08-29T13:34:47Z'}",Awesome,5,False,SalmanRasheed,Great learning experience so far,POSITIVE
68,2021-08-01 19:08:50,,Best app for learning ! I’m from 3rd batch,5,False,Zazabor Raj,Best App,POSITIVE
69,2021-06-28 05:45:20,,Excellent Application to Have!!!!!,5,False,P$@lms91,Great Work !!! Great Application !!! Excellent Concept !!!,POSITIVE
70,2020-04-12 08:13:41,"{'id': 14743712, 'body': 'Thank you Eltorothebeast\nYour feedback is very encouraging. We will keep adding more coding content. \n\nStay tuned\n', 'modified': '2020-04-18T03:59:48Z'}",One of thee most interactive way to learn coding.,5,False,Eltorothebeast,Coding simplified,POSITIVE
71,2020-03-20 22:47:04,"{'id': 15275343, 'body': ""Hello Hemayat Azizi!\nReally glad to hear the nice words from you!\n\nWe recently brought a brand new Web Development 'Video' Course in our latest update. And, we're bringing some more cooler contents for you in the next update — advanced Web Development, Python and a lot more fun stuffs. So, please stay tuned...\n\n\r\nStay safe, and happy coding!\r\nLove from Team Programming Hero. ❤️"", 'modified': '2020-05-12T18:19:24Z'}",Easy to use and great for young age!,5,False,Hemayat Azizi,Easy,POSITIVE
72,2023-01-25 15:59:31,,Can’t use much of the app stops working at the first crystal surprise challenge,1,False,Sokphearseth khim,Bug error,NEGATIVE
73,2021-06-24 23:26:57,,Very good guys,5,False,chicabury,Great app!  It’s really help you,POSITIVE
74,2020-11-18 16:11:48,"{'id': 19414271, 'body': ""Thanks a ton for your amazing feedback, Saiyed. We really appreciate your support. Please keep exploring Programming Hero and keep supporting us. We're working harder to improve your overall learning experience. Thanks so much. Love from Team Programming Hero. ❤️"", 'modified': '2020-11-29T12:05:39Z'}",Easy and fun way to learn programming.,5,False,Saiyed Mahmud,Awesome,POSITIVE
75,2021-09-11 22:44:49,,It Goes in my paces so far good app,5,False,sc1sf,Good app,POSITIVE
76,2020-11-15 01:07:52,"{'id': 19414274, 'body': ""Thanks a lot for your amazing feedback, Bekan. We really appreciate your support. Please keep exploring Programming Hero and keep supporting us. We're working harder to improve your overall learning experience. Thanks so much. Love from Team Programming Hero. ❤️"", 'modified': '2020-11-29T12:06:13Z'}",So much fun I like it,5,False,Bekan ganamo,Very helpful coding,POSITIVE
77,2022-10-30 20:47:31,,Good learning App . This App really helpful,5,False,Kallan Roy Shuvo,Shuvo,POSITIVE
78,2020-06-25 03:33:01,"{'id': 16564890, 'body': 'Really glad to hear this. Thanks so much, Ajjawid.\n\nPlease keep exploring Programming Hero and keep supporting us...\n\nYour feedback/suggestions are always welcome at support@programming-hero.com\n\nLots of love from Team Programming Hero. ❤️', 'modified': '2020-07-12T11:17:48Z'}",Really fun great way to learn coding,5,False,Ajjawid,Easy to learn and fun,POSITIVE
79,2020-07-17 09:42:50,"{'id': 16864205, 'body': 'Thanks a million for your amazing feedback. It not only made our day, but also made our whole year.\n\nPlease keep exploring Programming Hero and keep supporting us.\n\nLots of love from Team Programming Hero. ❤️', 'modified': '2020-07-25T12:53:23Z'}",Awesome for absolute beginners,5,False,shehad322,Love the way it designed for beginners,POSITIVE
80,2020-04-08 22:22:40,"{'id': 14564118, 'body': 'Thank you super734 for trying out Programming Hero. We will keep adding more Python and coding content. Please stay tuned. Love from team Programming Hero.', 'modified': '2020-04-09T10:40:57Z'}",Great learning tool.,5,False,super734,Good start,POSITIVE
81,2020-11-18 16:10:48,"{'id': 18110712, 'body': ""We're really glad to hear that, Patel. Thank you so very much. We really appreciate your support. Please keep exploring Programming Hero and keep supporting us. Your suggestion/improvement ideas is always welcome at support@programming-hero.com Thanks so much. Love from Team Programming Hero. ❤️"", 'modified': '2020-11-18T16:10:48Z'}",Nice one,5,True,patelsmit0820,Best app to learn basic coding,POSITIVE
82,2020-10-16 15:31:42,"{'id': 18674931, 'body': ""Thanks so much for your amazing feedback, Kalyoun. We really appreciate your support. Please keep exploring Programming Hero and keep supporting us. We're working harder to improve your overall learning experience. Thanks so much. Love from Team Programming Hero. ❤️"", 'modified': '2020-10-24T07:08:42Z'}",I love your work,5,False,kalyoun,Programming hero is great,POSITIVE
83,2021-05-20 21:52:17,,Best beginner programming app 🔥❤️❤️🔥,5,False,magic josh03,Thank you,POSITIVE
84,2021-04-26 03:05:31,,Super app to learn programming,5,False,Shafik Mollah,Super app to learn programming,POSITIVE
85,2022-08-22 10:41:58,,It’s a good application,5,False,adaaamox,Good Application,POSITIVE
86,2022-05-29 15:00:07,,Great,5,False,Nate Boles,Program hero,POSITIVE
87,2022-01-24 11:57:30,,Get it and learn,5,False,Syphonix,It’s good.,POSITIVE
88,2020-10-18 07:46:03,"{'id': 18674863, 'body': 'Very awesome. Best wishes with you. Your feedback/suggestions are always welcome at support@programming-hero.com Please keep exploring Programming Hero and keep supporting us. Thanks. Love from Team Programming Hero. ❤️', 'modified': '2020-10-24T07:01:16Z'}",I am being a programmer 😁,5,False,Sarowar hussain,Awesome,NEGATIVE
89,2022-12-13 00:36:53,,This is the best coding app ever,5,False,OK get into,Amazing,POSITIVE
90,2020-11-28 17:15:06,"{'id': 19558069, 'body': 'Very awesome, Gasser76. Best wishes with you. Your feedback/suggestions are always welcome at support@programming-hero.com Please keep exploring Programming Hero and keep supporting us. Thanks. Love from Team Programming Hero. ❤️', 'modified': '2020-12-05T13:22:23Z'}",Nice app makes me happy and satisfied love it,4,False,Gasser76,Great!,POSITIVE
91,2020-06-10 11:54:14,"{'id': 15946575, 'body': ""Cat63@, thanks so much for your amazing feedback. This feedback gave us an extra jolt of motivation to work harder for more awesome contents for you. \n\nReally appreciate your support and your feedback/suggestion is always welcome to us. Please share those our way at support@programming-hero.com (Just don't ask us to pinch our grandma :D) \n\nLove from Team Programming Hero. ❤️"", 'modified': '2020-06-12T12:47:42Z'}",It’s a great app with simple explanations.,5,False,Cat63@,Coding fun,POSITIVE
92,2021-10-29 07:33:29,,Great so far,5,False,LansGetty,👍🏽,POSITIVE
93,2023-02-05 19:05:37,,Fun and informative,5,False,nyg320,Nice app,POSITIVE
94,2022-03-23 21:20:25,,Thunks for this great app,5,False,gtzjfeujgd,Am,POSITIVE
95,2020-04-18 09:58:24,"{'id': 15006762, 'body': 'WOW. Thank you nasibul sazid. Your feedback is very encouraging. We will keep working hard to add more coding content. We will add Machine learning and Python contents. Stay tuned. Love from team Programming Hero', 'modified': '2020-04-30T07:54:26Z'}","Amazing project 
Hats off to Jhankar Mahbub bhai",5,False,nasibul sazid,Excellent,POSITIVE
96,2021-01-04 07:16:32,"{'id': 25754278, 'body': '\r\n\r\nDear user, Grandma requests you to try our latest app once more. We already have fixed many issues and updated the app. She is confident this time, she believes that you will love to learn programming from our app now! She sends you lots of love! 💖\nYou can also let us know if any issue happens still, we are always ready to reply you at support@programming-hero.com.', 'modified': '2021-10-18T18:44:57Z'}",It doesn’t work.,1,False,Sammmmm98769,Keeps freezing,NEGATIVE
