Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,sentiment
10,2022-06-04 18:37:08,"{'id': 30210873, 'body': 'Hey there,\n\r\nThanks for rating us 5 stars! We are delighted to hear that our team is able to provide you great app that is helpful in learning Python.\r\n', 'modified': '2022-06-07T08:41:28Z'}",Allows you to access whatever content you want in any order if you subscribe and price is reasonable!  And you arent forced to do silly interactions to get the info you are interested in!  Thank you!,5,False,GeekGodde$$,Way better than mimo,POSITIVE
11,2022-02-05 22:03:21,"{'id': 27889492, 'body': 'Hey there, Thank you so much for your review. This review made our day! We are glad you found our Python app content easy to understand.', 'modified': '2022-02-07T09:20:14Z'}","Super grateful I found this app- they offer a pro version for 9.99 but so far I’ve learned so much it doesn’t seem like I’ll need to upgrade, they offer so much material without the pro version- this is comin from a python beginner",5,False,TERRIBLE-TERRIBLE-COMPANY,Amazing app for learning python,POSITIVE
12,2022-06-10 14:23:04,"{'id': 30316386, 'body': 'Hi there,\nThank you for sharing your feedback with us. Kindly share about the errors or any mistakes you come across by dropping the details at app@programiz.com and we’ll look through them. \r', 'modified': '2022-06-13T05:46:34Z'}","I’m experienced with programming. This is a great tool, but I did notice multiple errors/typos. Hopefully they are corrected soon so I can share this app with beginners.

Update: I originally gave 3 stars, but after going through all the content I realized there are too many errors. I am now updating to 1 star. Not only ate there typos and incorrect statements, but some of the example codes given produce errors (without intent). 

Please correct the errors!",1,False,Burgundy127,Multiple errors,NEGATIVE
13,2022-03-25 19:20:26,"{'id': 28891060, 'body': 'Hey there,\nThanks for taking the time to share your experience. We loved to hear that our contents are much easier to learn and understand Python.', 'modified': '2022-03-31T08:27:09Z'}","No ads. Useful coding examples, along with practice coding exercises to work on your own. Great quizzes with detailed explanations of each answer. Intelligently written lessons that clearly explains Python & they are straight to the point. For example: they discuss sequences before discussing for loops. I love this app!!!",5,False,BeBopDeluxe,Great App; Useful GUI for learning,POSITIVE
14,2022-07-14 23:29:14,"{'id': 30989092, 'body': ""Hey there,\r\n\r\nThanks for rating us 5 stars! We appreciate your valuable feedback. We'll take your suggestion into consideration in future iterations of our Python app.\r\n"", 'modified': '2022-07-20T08:02:42Z'}","The app is amazing very neatly designed. It is very informative, but if there could be more typing type of quizzes. Like the app would give a scenario to make a program to solve the issue.",5,False,BigFish0130,Great app,POSITIVE
15,2020-02-14 18:39:56,"{'id': 14687741, 'body': ""Hi there, \n\nSorry for the inconvenience caused.\r\nThis happens when the ad server cannot find the ad to load. Please try to load the ad again later. You can also wait till the compiler usage resets which happens every day at 0000 GMT.\r\n\nHaving said that, we've taken note of this situation and will be looking to solve this. Thank you for your patience."", 'modified': '2020-04-15T16:21:38Z'}",I usually use this app when I need to practice or learn more concepts about python (when I’m away from home) but the flaw with it is that the number of times I can use the console is limit and it becomes more difficult to fully understand concept I just learnt. But the app is great! 10/10,4,False,deathwave2233,It’s a great app BUT......,POSITIVE
16,2019-09-14 18:48:12,"{'id': 10738250, 'body': 'Hey there,\r\n\r\nThank you for your wonderful words and support. We are happy to hear your response to our app. These are what motivates us to do better.\n', 'modified': '2019-09-18T05:25:38Z'}","This is hands down the best python tutorial out there, whether for beginner or experienced programmer who is looking to get into python. A quick throughout tutorial that covers all the python fundamental you will need to know!",5,False,TritonUCSD,Hands down best python tutorial,POSITIVE
17,2021-11-19 20:18:53,"{'id': 27711732, 'body': 'Hey there,\r\nThank you for your wonderful words and support. We are glad to know our app was helpful and easy to understand for learning Python. \r\n', 'modified': '2022-01-28T03:59:47Z'}","I’ve only done the first few lessons, but it has been helpful and easy to understand. I am likely to purchase the “Pro” version!",5,False,l.w.020,Helpful so far!,POSITIVE
18,2023-03-15 16:12:25,"{'id': 35516692, 'body': ""Hi there,\nThank you for your review! We're glad to hear that our app is the best one you've tried. We strive to provide valuable content to our users, even with our free version. Keep learning and don't hesitate to contact us if you have any questions!"", 'modified': '2023-03-22T05:13:10Z'}","I have tried A LOT of apps but this one is definitely the best, and i don’t even pay for it since the free content is enough for me.",5,False,E.Z 67000,Best app yet,POSITIVE
19,2021-12-01 20:41:29,"{'id': 27711777, 'body': 'Hey there,\r\nThank you for your wonderful words and support. We are glad to know our app was helpful for learning Python. These are what inspire us to do better.\r\n', 'modified': '2022-01-28T04:03:44Z'}",I’m new to coding and I can say without a doubt this has helped me grasp coding a lot faster than other things I’ve tried.,5,False,xayhill,New,POSITIVE
20,2022-03-18 04:57:47,"{'id': 28890936, 'body': 'Hey there,\r\nThank you for your wonderful words and support. We are glad to know our app was helpful for learning Python. These are what inspire us to do better.\r\n', 'modified': '2022-03-31T08:21:34Z'}","Out of the other few apps I tried, this was the least pushy about their paid offer.

Most will only give you a short window of free training and numerous ads.

This app has very easy lessons and easy to close ads after 5 pages of lessons. No locked screens of full page ads that throw you out of your senses.

5 stars 👍🏻",5,False,SpiralTrades,Very convenient,POSITIVE
21,2021-12-12 13:37:06,"{'id': 27711863, 'body': 'Hey there,\r\nThank you for your wonderful words and support. We are glad to know our app was helpful for learning Python. These are what inspire us to do better.\r\n', 'modified': '2022-01-28T04:11:07Z'}",I don’t know anything about coding but I’m interested. This app has already helped me start getting a solid understanding of Python.,5,False,ASMV_X,Very Helpful,POSITIVE
22,2021-09-09 14:15:41,,Easy to pace learning of all the basics with clear examples. Totally free with the basic version. I'm actually learning so much. I'm very pleased with this app.,5,False,Klestnoe,Fantastic app,POSITIVE
23,2022-02-26 03:33:15,"{'id': 28888304, 'body': 'Hi there,\nWe are pleased to know that your experience with us was a good one! Thanks for taking a moment to recommend our Learn Python app to others. Your kind words are greatly appreciated and do let us know if you face any problems. ', 'modified': '2022-03-31T06:20:09Z'}","I’m kind of new to python, and i knew how some functions work, but with this app, i learned way more! Totally recommend.",5,False,wtfghtygrttg,Very good app,POSITIVE
24,2023-03-05 19:05:57,"{'id': 33754927, 'body': 'Hey there,\r\nThank you for your wonderful words and support. We are glad to know our app as well as the website was helpful for learning Python. These are what inspire us to do better.\r', 'modified': '2023-03-05T19:05:57Z'}","This is a great app. Not just for learning, but overall. I also enjoy the website content. Good work!",5,True,bigprofit018,Great App!,POSITIVE
25,2023-01-28 05:30:21,"{'id': 34626649, 'body': 'Hey there,\r\nThank you for your wonderful words and support. We are glad to know our app was useful for learning Python. These are what inspire us to do better.\r\n', 'modified': '2023-02-02T04:14:21Z'}",I like this as a fast and accessible way to learn python. I recommend,5,False,We Heart It ID: ItzBeautie,Easy way to learn,POSITIVE
26,2021-09-27 21:13:00,"{'id': 25735689, 'body': 'Hey Jackie,\r\n\r\nThank you for your wonderful words and support. We are glad to know our app was helpful for learning Python. These are what inspire us to do better.\r', 'modified': '2021-10-18T06:56:04Z'}",Great way to learn for free! Coming from knowing C this app does a really good job of brushing up on basic coding concepts and explaining the more python related elements.,5,False,Jackie Paper1515,Excellent learning tool!,POSITIVE
27,2020-09-04 19:13:23,"{'id': 17926955, 'body': 'Hi there,\n\nWe are pleased to know that your experience with us was a good one! Thanks for starting your Python journey with our Learn Python app. Your kind words are greatly appreciated and do let us know if you face any problems.', 'modified': '2020-09-17T07:29:11Z'}",I have just begun to learn Python and I have never known anything about programming languages. This app show core information with friendly reading.,5,False,tinnguyen0298,Great app to learn Python for beginners.,POSITIVE
28,2022-06-15 00:55:37,"{'id': 30533844, 'body': 'Hey there,\nThank you so much for your review and kind words. We are so happy to hear you enjoyed learning Python with our app. ', 'modified': '2022-06-24T08:10:30Z'}",I really enjoyed using this and would recommend it to anyone looking to learn Python,5,False,lukev9998,Genuinely really helpful,POSITIVE
29,2021-12-04 20:07:19,"{'id': 27711796, 'body': 'Hey Jon,\nThanks for taking out the time to leave us a review. We appreciate your thoughts. We are continuously working on adding more features to our app to make your experience better. Kindly let us know what changes you would like to see in our app, in order to give us a 5-star rating.', 'modified': '2022-01-28T04:05:22Z'}","This app is easy to understand and follow, and seems to me to be a nice way to learn Python.  I’m not very far into it; if it stays this good I’ll change the rating to 5 star.",4,False,jon's nick,Good app,POSITIVE
30,2021-10-28 08:00:26,"{'id': 27711678, 'body': 'Hey there,\nThanks for taking out the time to leave us a review. We appreciate your thoughts. It really helps us to keep going and deliver the best app for learning Python :)', 'modified': '2022-01-28T03:54:51Z'}",By these comments I can tell this app is good. I wanna be a software engineer and this app will definitely help me get started.,5,False,Its.zay,Great Job,POSITIVE
31,2022-03-11 15:23:49,"{'id': 28890599, 'body': 'Hey there, Thank you so much for your review and kind words. We are so happy to hear you enjoyed learning Python with our app. ', 'modified': '2022-03-31T08:04:41Z'}",This one app teaches python better than my college professor and I wish I was joking. Thank you for this help! 😊,5,False,aaaaaiamded,Review,POSITIVE
32,2023-03-14 08:33:46,"{'id': 35414268, 'body': 'Hi there,\nThanks for taking the time to share your experience. We loved to hear that our contents are much easier to learn and understand Python.', 'modified': '2023-03-16T04:55:26Z'}",It’s better app for quick learn in everywhere,5,False,mehrdad88111,Best,NEGATIVE
33,2022-01-28 01:18:02,"{'id': 27798028, 'body': ""Hey Teddy,\n\r\nOur app is free for all Programming learners. We have free access to our course on  Basics, examples, bookmarking, and limited compiler usage.\r\nHowever, to provide you with distraction-free learning and to sustain ourselves we seek your support through a small subscription. \n\r\nNevertheless, we realize that not everyone would not want this and that's all right. We still provide free access to content.\r\n"", 'modified': '2022-02-02T05:52:24Z'}",I am learning quite fast the only thing I don’t like is how they keep trying to make you get pro.,4,False,teddy keydel,Pretty good,POSITIVE
34,2021-04-14 19:36:20,"{'id': 22871909, 'body': 'Hey there,\nThank you for sharing your experience with our Learn Python app. We are continuously working on adding more features to our app to make your experience better. Kindly let us know what changes you would like to see in our app, in order to give us a 5-star rating.', 'modified': '2021-05-18T09:55:41Z'}",So far no problems. The 4 stars is because I haven’t finished using the app. I do recommend the app.,4,False,Wyevern,It works!!,POSITIVE
35,2019-11-20 06:48:16,"{'id': 12061830, 'body': ""Hey there,\n\nThank you for taking out your time to rate us and for your valuable feedback. We'll take your suggestion into consideration in future iterations of our app.\r\n"", 'modified': '2019-11-26T12:13:11Z'}",Great app and I love the lessons. They’re quite easy to follow. If only there were an iPad version or even a browser based version.,4,False,Carl in Oakland,Can we get an iPad version?,POSITIVE
36,2022-03-03 02:13:38,"{'id': 28888319, 'body': 'Hey there,\nThanks for rating us 5 stars! We are delighted to hear that our team is able to provide you with excellent service and is helpful in learning Python.', 'modified': '2022-03-31T06:21:02Z'}",Not much to say great app. And it’s affordable for a membership.,5,False,Thekingflo,Easy to understand,POSITIVE
37,2022-04-26 01:24:16,"{'id': 29462346, 'body': 'Hey Azutur,\nThank you for your kind words. We are happy to know that our app was useful in learning Python.  ', 'modified': '2022-04-29T04:56:31Z'}",There about 2.50$ a Month so its worth the cash for the learning,5,False,Azutur,Lowest Price for Monthly Rates,POSITIVE
38,2022-05-23 15:49:17,"{'id': 29950065, 'body': 'Hey there,\r\nThank you for your wonderful words and support. We are glad to know our app was helpful for learning Python. These are what inspire us to do better.\r', 'modified': '2022-05-25T04:14:54Z'}","I am so happy to be here in this app, it has helped me learn python way easier.",5,False,OrpGoneCrazy,Thanks,POSITIVE
39,2022-07-08 16:12:57,"{'id': 30989036, 'body': 'Hi there,\nThank you for your review. We are glad to know our app was helpful for learning Python.  Let us know more about the problems by dropping the details (screenshot) at app@programiz.com and we’ll look through them. \r\n', 'modified': '2022-07-20T08:00:53Z'}",It is rated four out of five because some of the exercises in the set of 95 do not work.,4,False,Dllaal6,Very helpful.,NEGATIVE
40,2022-06-28 18:46:22,"{'id': 30987169, 'body': 'Hey there,\nThank you for your kind words. We are happy to know that our app was useful in learning Python.', 'modified': '2022-07-20T06:41:24Z'}",First couple lessons have already taught me a lot!,5,False,none908070,So far so good,POSITIVE
41,2020-07-10 18:52:42,"{'id': 16637198, 'body': 'Hi there,\n\nThank you for your review. We are happy to know you found our app great for learning. \nHappy Programming :) ', 'modified': '2020-07-15T06:47:34Z'}",Has been an excellent source for self training when im not near a wifi spot.,5,False,Kind poodle snuff,Supplement,POSITIVE
42,2022-01-02 17:33:45,"{'id': 27712244, 'body': 'Hey there,\nThanks for rating us 5 stars! We are glad you liked our Python app.', 'modified': '2022-01-28T04:49:41Z'}",Thank you for the information,5,False,AdvaYuval,Love the app,POSITIVE
43,2021-09-29 10:30:35,"{'id': 25735736, 'body': 'Hey there,\nThank you for your 5-star review. We are glad you found our Python app content easy to understand.', 'modified': '2021-10-18T06:57:09Z'}",This app explains Python in ways I can finally understand,5,False,Grumbledore,Clear as a bell,POSITIVE
44,2022-02-02 22:43:49,"{'id': 27889437, 'body': 'Hey there, Thank you for your review. This review made our day! We are glad you found our Python app content easy to understand.', 'modified': '2022-02-07T09:18:19Z'}",easy learning,5,False,Dnl-2019,Good and easy learning,POSITIVE
45,2022-04-26 16:37:11,"{'id': 29462360, 'body': 'Hey Physsie,\nThanks for taking the time to share your experience. We loved to hear that our contents are much easier to learn and understand Python.', 'modified': '2022-04-29T04:58:09Z'}",I like how the lessons are written with clear examples.,5,False,Physsie,Very informal and clear,POSITIVE
46,2022-09-30 05:12:50,"{'id': 32500475, 'body': 'Hi there, Thanks for rating us 5 stars! We are glad you found our Python app great for learners.', 'modified': '2022-10-11T06:33:36Z'}",The best Python training app I have EVER seen,5,False,Bigtarr,Wonderful and simple to learn python from this app!,POSITIVE
47,2020-09-28 14:12:14,"{'id': 20768096, 'body': 'Hey there,\nThank you very much for sharing your review. We are happy to know that our app was useful in learning Python.  ', 'modified': '2021-02-01T04:24:51Z'}",Let’s me reinforce what I learned last night throughout the day.,5,False,windodressi,Perfect for the beginner!,POSITIVE
48,2020-07-12 17:21:15,"{'id': 16637739, 'body': 'Hi there,\n\nThank you for sharing your experience with our app. If you have other feedback or suggestions, please write to us at app@programiz.com. We would love to hear from you!', 'modified': '2020-07-15T07:09:22Z'}",I have a lot going up this week so to get more learn to python,5,False,محمد(:,It is a good app,POSITIVE
49,2022-03-24 08:04:49,"{'id': 28891043, 'body': 'Hey Bereket, \nThank you for your kind words. We are happy to know that our app was useful in learning Python. ', 'modified': '2022-03-31T08:26:19Z'}","Perfect up, my recommendation is with the note if u add more examples might be more good",5,False,BKTewelde,Bereket,POSITIVE
50,2022-08-31 16:35:26,"{'id': 31921576, 'body': 'Hi there,\nThanks for taking the time to share your experience. We loved to hear that our content are much easier to learn and understand Python.', 'modified': '2022-09-09T04:33:48Z'}",Everything was simplified,5,False,ofurue,Very good app,NEGATIVE
51,2022-03-27 03:06:51,"{'id': 28890985, 'body': 'Hey there,\r\nThank you for your wonderful words and support. We are glad to know our app was helpful for learning Python. These are what inspire us to do better\r\n', 'modified': '2022-03-31T08:23:44Z'}",Been a huge help learning python!,5,False,meenu_34,Love this app!,POSITIVE
52,2022-02-01 02:53:18,"{'id': 27889393, 'body': 'Hey there, Thanks for rating us 5 stars! We are glad you liked our Python app.', 'modified': '2022-02-07T09:16:42Z'}",Thank you,5,False,B-Soft,Excellent,POSITIVE
53,2022-07-03 18:18:23,"{'id': 30987240, 'body': 'Hi there,\nThanks for taking the time to share your experience. We loved to hear that our contents are much easier to learn and understand Python.', 'modified': '2022-07-20T06:45:38Z'}",See above,5,False,RAD_Man_01,Clear and concise lessons!,NEGATIVE
54,2021-12-18 04:12:33,"{'id': 27711896, 'body': 'Hey there,\nThanks for rating us 5 stars! We are glad you liked our Python app.', 'modified': '2022-01-28T04:13:58Z'}",Great app. I’m leaning on downtime between work,5,False,Phostings,Great for reviewing and practice,POSITIVE
55,2022-04-07 21:40:32,"{'id': 25735756, 'body': 'Hey there,\nThank you for your kind words. We are happy to know that our app was useful in learning Python.  ', 'modified': '2022-04-07T21:40:32Z'}",Very useful for beginners definitely.,5,True,5liah9,Nice,POSITIVE
56,2020-04-22 18:40:31,"{'id': 15624023, 'body': ""\r\nHi there,\n\nThank you for taking out your time to rate us.\n \nThanks for your valuable feedback. We'll take your suggestion into consideration in future iterations of our app.\r\n\nWe believe the content we've provided in the app covers all the Python basics. That being said, we're always looking into adding more content. Stay tuned. \r\n\r\n"", 'modified': '2020-05-28T09:37:01Z'}","I  really like this app, just got couple questions.
1. When this app will be available for iPad?
2. Some sections I found on a web site, but those are not in app, like Python Namespace and backward no Quizes on website.

Sincerely,
Alex",4,False,roadview,"Great App, but only for iPhone",POSITIVE
57,2021-03-31 19:45:50,"{'id': 22871775, 'body': 'Hey there,\nThanks for rating us 5 stars! We are happy to know that our app was helpful in learning Python.  ', 'modified': '2021-05-18T09:51:39Z'}",very good app for beginners and it help me a lot when stuck at issues,5,False,Viking620,totally worth it,POSITIVE
58,2021-09-03 15:27:13,,"Works great, and has really good examples.",5,False,Fabianbrash,Great app,POSITIVE
59,2023-03-14 23:18:57,"{'id': 35414282, 'body': ""Hi there,\xa0We're sorry for the inconvenience caused. One of our services was down, but it's working fine on our end now. Please reload your device as well. \n\nIf you are still facing the issue, please reach out to us at app@programiz.com.\n"", 'modified': '2023-03-16T04:57:36Z'}",The load spinner shows forever,1,False,OPM1979,Can't log in,NEGATIVE
60,2019-10-18 16:55:41,"{'id': 14687792, 'body': 'Hey there,\n\nThank you very much for your feedback on our app. Hope you enjoyed reading & keep supporting us :)', 'modified': '2020-04-15T16:24:36Z'}",Very clean ... excited to see how the app will evolve.,5,False,Nexuskiller,Nice!!!,POSITIVE
61,2019-09-17 02:00:39,"{'id': 10738256, 'body': 'Hey there,\r\n\r\nThank you for your review. We are glad that you found our app useful :)\n', 'modified': '2019-09-18T05:26:26Z'}",Easy to use,5,False,grumpy123c4,Great app,POSITIVE
62,2020-09-12 06:36:36,"{'id': 17930834, 'body': 'Hi there,\n\nWe are so grateful for your kind words. We are happy to know you found our Learn Python app UI good and python tutorials useful. Thanks for sharing your review with us and the community.', 'modified': '2020-09-17T09:45:56Z'}","UI is  pretty good, tutorials are in detail!",5,False,_Hu_h,very nice app,POSITIVE
63,2021-11-16 23:31:50,"{'id': 27711709, 'body': ""Hey there,\r\n\r\nThank you for your valuable feedback. We'll take your suggestion into consideration in future iterations of our Python app.\r\n"", 'modified': '2022-01-28T03:57:47Z'}",challenges should be under each topic,4,False,roronoac-37,unpopular opinion,POSITIVE
64,2022-02-10 03:37:53,"{'id': 28120974, 'body': 'Hey there, Thanks for rating us 5 stars! We are glad you found our Python app helpful for all Python learners.', 'modified': '2022-02-18T06:25:18Z'}",Great app for anybody wanting to learn Python,5,False,jh10035440,Great app,POSITIVE
65,2023-03-19 22:12:10,"{'id': 35519626, 'body': 'Hey there,\nThank you for your wonderful words and support. We are glad to know our app was helpful in learning Python. These are what inspire us to do better.\n', 'modified': '2023-03-22T07:57:26Z'}",A+. Very helpful. Thank you!,5,False,Einsteinette86,CDGWL,POSITIVE
66,2022-02-23 05:33:48,"{'id': 28888293, 'body': 'Hey Luke,\nThanks for rating us 5 stars! We are glad you liked our Python app.', 'modified': '2022-03-31T06:19:07Z'}",:),5,False,Luke Diebold,Awesome so far!,POSITIVE
67,2021-04-02 04:32:23,"{'id': 22871886, 'body': 'Hi there,\n\n\r\n\r\nSorry for the inconvenience caused. We do allow users to access our app from Ipad too. Can you let us know in detail about your problem? Any screenshots or videos that you could provide us at app@programiz.com would be a great help.', 'modified': '2021-05-18T09:54:55Z'}",Why isn’t the app designed to work on the iPad? I hate looking at an iPhone app on an iPad.,1,False,Amio7,Use on iPad,NEGATIVE
68,2020-03-04 14:58:15,"{'id': 14680278, 'body': ""Hi there, \n\nThank you for your review. We are working on the features you mentioned. We're hard at work in developing mobile apps for other programming languages as well. Please stay tuned."", 'modified': '2020-04-15T10:34:10Z'}","Dark mode please🤠✌️
App for Learn java🤠✌️
Thank you🤠✌️",5,False,Elliotslh,Hello🤠✌️,NEGATIVE
69,2021-12-02 12:50:41,"{'id': 27711780, 'body': 'Hey there, Thanks for rating us 5 stars! We are glad you liked our Python app.', 'modified': '2022-01-28T04:04:09Z'}",Like very good,5,False,F is for Freinds,Good,POSITIVE
70,2022-04-04 18:31:52,"{'id': 29368602, 'body': 'Hey Damon,\r\nThank you for your wonderful words and support. We are glad to know our app was helpful for learning Python. These are what inspire us to do better.\r', 'modified': '2022-04-25T06:45:02Z'}",Outstanding !!,5,False,deebotaylrworld,Damon Taylor CEO Dagital Software,POSITIVE
71,2022-04-02 03:51:21,"{'id': 29368569, 'body': 'Hey there,\nThanks for rating us 5 stars! We are glad you liked our Python app.', 'modified': '2022-04-25T06:44:12Z'}",Good app!,5,False,USA Super,Good app!,POSITIVE
72,2021-06-24 21:02:13,"{'id': 23644616, 'body': ""Hey there,\nThank you for your review. We understand your concern and try to limit ads to a very minimum and unobstructive by only placing them at the end of the chapters. However, we can't deny the fact that ads are one of our sources of income and helps us put out free content. That being said, you can opt for an ad-free version with Programiz Pro."", 'modified': '2021-06-29T06:07:26Z'}",You must watch ads to run python.. ugly !!,1,False,Azexfrp,Very stupid game,NEGATIVE
73,2023-02-09 19:01:56,"{'id': 34805729, 'body': 'Hey there,\nThanks for rating us 5 stars! We are glad you liked our Python app.', 'modified': '2023-02-11T06:34:44Z'}",Good,5,False,Grandmama 437,App,POSITIVE
74,2022-02-16 13:24:28,"{'id': 28121008, 'body': 'Hey there, Thanks for rating us 5 stars! We are glad you liked our Python app.', 'modified': '2022-02-18T06:28:01Z'}",0k,5,False,kkzz11ken,Ken11,NEGATIVE
